year,voulons_VERB assurer_VERB,voulons_VERB rassurer_VERB
1972,2.8728821988011077e-08,0.0
1973,1.929621262775072e-08,5.513203782392395e-10
1974,2.1377172032543967e-08,2.2502286700643026e-09
1975,2.2845920710778955e-08,5.711480177694739e-10
1976,2.1140049710766107e-08,1.142705374768127e-09
1977,2.4682483612537e-08,0.0
1978,2.4950484345254154e-08,5.940591352171509e-10
1979,2.2237498953359136e-08,0.0
1980,4.150160037852402e-08,2.2740602734216964e-09
1981,2.6567308353264707e-08,0.0
1982,4.345251625181845e-08,6.207502289967692e-10
1983,2.5261265079734585e-08,0.0
1984,2.4355836458767044e-08,1.1598016991243298e-09
1985,1.6843562988810845e-08,1.2031116103372597e-09
1986,2.8174081734277934e-08,5.994485463567401e-10
1987,2.8720839040374813e-08,6.110816852533674e-10
1988,1.6190695006912392e-08,0.0
1989,2.689179900983163e-08,0.0
1990,1.9070277801347402e-08,5.44865097484859e-10
1991,3.165191131415668e-08,5.861465202094962e-10
1992,2.5345743281945943e-08,0.0
1993,1.3848018731721368e-08,5.539207426075166e-10
1994,1.6879765141197822e-08,0.0
1995,2.277429267394382e-08,2.7112254663563817e-09
1996,1.3879040139386234e-08,0.0
1997,1.5343662340683295e-08,1.917957792585412e-09
1998,1.4304387896402204e-08,9.536258449571733e-10
1999,1.4624643718263997e-08,4.570201161957499e-10
2000,1.6346715980830595e-08,8.836062992401139e-10
2001,1.5334240544007116e-08,1.7524847129024579e-09
2002,1.445803121669087e-08,0.0
2003,1.8334461060476315e-08,1.2500769308587678e-09
2004,1.3214373595360485e-08,4.404791253964646e-10
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,2.0177660431386357e-08,1.2353669198716943e-09
2007,1.0385647009059085e-08,1.1983438685803094e-09
2008,1.6178271167177627e-08,2.554463751636149e-09
2009,1.3350939020995156e-08,1.430457752249481e-09
2010,1.4643758206034363e-08,4.723793023408973e-10
2011,9.55992973672437e-09,2.6767803529281764e-09
2012,9.872333173177594e-09,3.404252713057332e-10
2013,9.483025031897796e-09,1.3945624655065103e-09
2014,6.279790909502481e-09,0.0
2015,6.206410940734486e-09,0.0
2016,6.214019965256057e-09,1.4499380585064614e-09
2017,4.528100561174142e-09,7.54683426862357e-10
2018,8.002547069452248e-09,2.323319980845895e-09
2019,8.16316081397872e-09,2.55098775436835e-10
