year,mes_DET ans_NOUN,mes_DET rangs_NOUN
1910,5.557916771259386e-08,1.6032452032632705e-09
1911,3.77746552926439e-08,5.320374141248863e-10
1912,5.365703970028335e-08,2.6047106693738442e-09
1913,4.0302722548180014e-08,2.121195885607108e-09
1914,4.2859158888575166e-08,1.3393487430235496e-09
1915,1.5314990164938536e-08,0.0
1916,1.9777431248257926e-08,0.0
1917,2.5222776423028392e-08,0.0
1918,5.972915850804839e-08,0.0
1919,6.997964874244644e-08,0.0
1920,4.0890050456710014e-08,7.572231730534895e-10
1921,6.285380305115496e-08,1.5145494858259667e-09
1922,8.779743332354428e-08,0.0
1923,1.252681860464122e-07,2.1231896241147297e-09
1924,6.832561139091808e-08,1.289162443462999e-09
1925,4.5092530598367375e-08,2.1996355847875293e-09
1926,5.907453304310195e-08,3.343841648018042e-09
1927,5.797596847045838e-08,0.0
1928,3.9991142619655307e-08,3.4278122562625413e-09
1929,5.570203187588163e-08,2.2280812750352652e-09
1930,3.571225359877417e-08,5.2518016602221e-09
1931,5.47457119637329e-08,1.1405356659111021e-09
1932,6.466126656334836e-08,3.287861094491973e-09
1933,3.555905236929391e-08,2.2941324395731044e-09
1934,3.9539216345474415e-08,0.0
1935,3.351119648442591e-08,1.196828414151696e-09
1936,4.849885826274658e-08,2.424942913137329e-09
1937,3.399601800069263e-08,0.0
1938,7.779128363694099e-08,5.186085783037697e-09
1939,5.6587986740908036e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,7.083605924051994e-08,8.854508237732261e-09
1942,5.158160121254696e-08,0.0
1943,6.967764676346633e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.921307367704685e-08,2.178504043826024e-09
1946,5.0115975369635635e-08,0.0
1947,6.556479115182867e-08,0.0
1948,7.392884038281977e-08,0.0
1949,3.926803215925645e-08,2.945102384188658e-09
1950,8.295581910289229e-08,0.0
1951,5.117472801074996e-08,3.1984206394497505e-09
1952,4.5342655408120436e-08,2.1089607837865287e-09
1953,2.9089333830611963e-08,5.386913581872932e-09
1954,4.104465189946893e-08,3.9090144454689835e-09
1955,2.3464019616170617e-08,1.8771215692936494e-09
1956,6.45364459650466e-08,1.744228317335228e-09
1957,2.2971097746182778e-08,8.835037701437898e-10
1958,6.700517385382909e-08,0.0
1959,4.417926346977907e-08,1.5501495642666896e-09
1960,6.021124887567453e-08,1.3841666701708277e-09
1961,7.156603948343943e-08,4.16889545107324e-09
1962,5.2638239544933185e-08,3.170978146727066e-09
1963,5.496145316641332e-08,1.2932106496776896e-09
1964,5.779770062552814e-08,6.083968329129164e-10
1965,8.043903410026587e-08,7.1136563306595235e-09
1966,6.536108188015533e-08,1.1078149508847446e-09
1967,7.148986402860658e-08,0.0
1968,9.027746100676026e-08,1.7965663401398047e-09
1969,4.859680741153838e-08,4.5417578031781147e-10
1970,6.990062084710758e-08,1.8394900047624674e-09
1971,5.6522371449929665e-08,0.0
1972,4.052815893995643e-08,1.5390440033513642e-09
1973,3.804110765281976e-08,1.6539611902288698e-09
1974,4.5004571680440364e-08,5.625571675160757e-10
1975,4.283610222088896e-08,5.711480177694739e-10
1976,3.4852513541849817e-08,5.713526873840635e-10
1977,3.0559267116814226e-08,1.1753563677885381e-09
1978,4.8712848088605654e-08,4.158414057542359e-09
1979,3.101546042216796e-08,2.925986564150662e-09
1980,4.2070113837056056e-08,1.1370301367108482e-09
1981,2.84649726012276e-08,1.2651099057237047e-09
1982,2.545075850068912e-08,1.2415004579935385e-09
1983,2.5261265079734585e-08,5.68378455412244e-09
1984,2.5515636714601442e-08,5.799008495621649e-10
1985,2.7070011343610645e-08,2.4062232206745193e-09
1986,4.2560845514572065e-08,2.3977941854269602e-09
1987,3.910922785621551e-08,3.6664902225425067e-09
1988,2.3986215624827167e-08,1.798966087207532e-09
1989,3.2379922076941625e-08,1.0976244357863152e-09
1990,2.8877850832831342e-08,0.0
1991,3.458264485889373e-08,4.10302547493302e-09
1992,3.4712649255030925e-08,2.2039776670368383e-09
1993,3.3789166409281535e-08,1.661762283333701e-09
1994,3.164955936219016e-08,1.0549853213248639e-09
1995,3.904164591617132e-08,5.422450821690461e-10
1996,3.5765218342476146e-08,2.6690460952494277e-09
1997,2.8289877107567918e-08,2.3974471297094624e-09
1998,2.5271084558298185e-08,1.43043876743576e-09
1999,4.067479020264386e-08,2.7421207526856506e-09
2000,4.0204088058715115e-08,1.3254094488601709e-09
2001,2.5411029003219454e-08,3.066848330846028e-09
2002,4.600282615951912e-08,1.3143663935011318e-09
2003,2.7918383604941255e-08,3.7502307925763034e-09
2004,2.7309704941913537e-08,8.809582507929292e-10
2005,2.38698731891418e-08,4.954124666056714e-09
2006,2.5942706427528606e-08,1.2353669198716943e-09
2007,2.876025217979361e-08,2.7961355453243186e-09
2008,1.660401513503551e-08,2.9802078582719105e-09
2009,2.5271420511785436e-08,1.907277002999308e-09
2010,2.3146586702882388e-08,4.2514138876015295e-09
2011,1.797266777070483e-08,6.883149605840799e-09
2012,2.7234022259570168e-08,9.531907707582832e-09
2013,3.0122549399269616e-08,1.1993237514218436e-08
2014,2.988314290464089e-08,1.4291938299493268e-08
2015,3.635183642991535e-08,1.0417904761084174e-08
2016,3.728412201198239e-08,1.2842308549920745e-08
2017,2.6917040429896844e-08,1.861552334503358e-08
2018,2.71054010347882e-08,2.323320025254816e-08
2019,2.4234384055077385e-08,2.219359274135968e-08
