year,leurs_DET aigles_NOUN,leurs_DET règles_NOUN
1917,3.3995917192441993e-08,2.686774035476347e-07
1918,4.824278043713548e-08,2.3547070959750727e-07
1919,3.038589824200244e-08,2.2559227863538922e-07
1920,9.086677632552664e-09,3.127331584806825e-07
1921,1.5902768879527684e-08,2.5671613146371897e-07
1922,1.9182632371439468e-08,2.6708126554808587e-07
1923,1.0615948120573648e-08,3.6094223565541483e-07
1924,1.5469948877466777e-08,2.8619406122754043e-07
1925,1.2097995494286806e-08,2.815533486355548e-07
1926,1.89484357093761e-08,2.9648728094855414e-07
1927,1.0034302277972529e-08,2.753858530102349e-07
1928,2.399468668201621e-08,2.5137291048693555e-07
1929,1.8938690837799754e-08,2.4954510013941444e-07
1930,9.453243299262226e-09,2.3423035511171975e-07
1931,7.983749661377715e-09,3.125067689069283e-07
1932,9.863582950409011e-09,2.2905431396047504e-07
1933,8.029463538505865e-09,2.810312149659211e-07
1934,1.9170528275935794e-08,2.743781841729742e-07
1935,9.574627313213568e-09,2.429561734018648e-07
1936,1.4549657478823974e-08,2.9463056350209627e-07
1937,1.1332006444320086e-08,2.3797213222209734e-07
1938,2.074434313215079e-08,2.4893211669763105e-07
1939,4.129393538221393e-08,3.242338690867541e-07
1940,5.0715658339584024e-09,2.4850672719622935e-07
1941,2.9515025978810172e-09,2.685867279694776e-07
1942,6.068423541449874e-09,2.7611325981169443e-07
1943,2.6129116648121453e-08,2.816138240380184e-07
1944,1.927911696952833e-08,2.9882630414590494e-07
1945,1.3071024707045353e-08,4.160942692621461e-07
1946,1.6705326011390298e-08,3.187932779979974e-07
1947,1.4305045148432782e-08,3.612023966592659e-07
1948,1.0871888278529696e-08,3.8921359157839674e-07
1949,8.835307485632882e-09,4.407836876607618e-07
1950,1.9143651330821854e-08,3.552210843249526e-07
1951,1.9190523392609293e-08,3.3903257312672963e-07
1952,1.4762725264461096e-08,3.701226094499077e-07
1953,6.464296431474281e-09,3.6846490703013046e-07
1954,6.840775057526116e-09,3.2835721519575145e-07
1955,1.0324168187025862e-08,3.256805993778755e-07
1956,4.360570571293465e-09,3.24426476794315e-07
1957,1.1485549400447326e-08,3.7107157035976e-07
1958,9.926692356998501e-09,4.5249172186956343e-07
1959,8.525822714489095e-09,3.759112723322744e-07
1960,2.0070416439921246e-08,4.138658482588653e-07
1961,5.55852741612739e-09,4.1758436042371727e-07
1962,1.331810839388936e-08,3.8685934811155676e-07
1963,1.422531736849919e-08,4.4421786560278065e-07
1964,2.3119079928246578e-08,4.015419063918557e-07
1965,1.2585699593614663e-08,4.3666906890393875e-07
1966,6.092982118843793e-09,3.6779456236146757e-07
1967,6.951772846264248e-08,3.7963583343625373e-07
1968,1.3474247495537384e-08,4.10964538621883e-07
1969,2.4071316495621886e-08,3.583447023558506e-07
1970,1.0577067943717822e-08,3.752559722958182e-07
1971,5.652237344833111e-09,3.7818605314043907e-07
1972,1.1286323320369718e-08,4.2375012276885116e-07
1973,8.269805285010534e-09,3.4457524045183874e-07
1974,6.750686232237513e-09,4.089790723860176e-07
1975,3.4268881066168433e-09,3.6610587050844856e-07
1976,7.998937734399192e-09,3.953760614461288e-07
1977,4.701425304620699e-09,3.843415430360153e-07
1978,1.247524139547096e-08,3.7425724552786477e-07
1979,1.521513048885481e-08,4.154901036557135e-07
1980,6.253665585376211e-09,3.956864744747435e-07
1981,5.69299452024552e-09,3.883887337297054e-07
1982,1.8622506203769262e-08,4.0907438814130614e-07
1983,3.78918940668882e-09,3.8460273521501165e-07
1984,6.378909511717268e-09,3.7867524582679835e-07
1985,6.015557829641693e-09,4.180812882559337e-07
1986,6.593933843390687e-09,4.495864089903989e-07
1987,5.49973533381376e-09,4.0392500211261506e-07
1988,4.797243047249822e-09,4.3834809448917156e-07
1989,8.232183490441969e-09,4.472819656875515e-07
1990,5.448650919337439e-09,5.127180546793397e-07
1991,4.68917216167597e-09,5.322210405722672e-07
1992,7.713921945651236e-09,5.554023516651796e-07
1993,2.7696036575264316e-09,5.555824966751999e-07
1994,5.2749266066243194e-09,5.797144222441375e-07
1995,1.1387146947594573e-08,5.064569004176178e-07
1996,4.804283193493575e-09,5.567630358971343e-07
1997,7.671831059319345e-09,5.029844534210071e-07
1998,3.814503379828693e-09,5.473812154654922e-07
1999,1.0511462644746672e-08,5.433968937040845e-07
2000,9.719668847552043e-09,5.34581833466774e-07
2001,8.324302663842431e-09,6.111790393781291e-07
2002,8.76244299341522e-09,5.463383343506933e-07
2003,7.500461585152607e-09,6.233716467463069e-07
2004,7.928623979580607e-09,6.457423795680484e-07
2005,9.908249332113428e-09,6.080062012747689e-07
2006,8.235780224463696e-09,5.114419148188887e-07
2007,7.589511075156707e-09,6.335244424615638e-07
2008,6.811903485726134e-09,5.355859101774385e-07
2009,1.4781396995289242e-08,5.488189602775861e-07
2010,9.447585658239888e-09,5.81971313140528e-07
2011,5.7359579308524644e-09,5.116474354749379e-07
2012,9.531907513293802e-09,4.970208911103668e-07
2013,9.204112638716566e-09,5.46668502243719e-07
2014,9.094869746206768e-09,5.166752483631853e-07
2015,1.0196246694182953e-08,5.084823989642828e-07
2016,2.0713400911143154e-08,4.98157289641199e-07
2017,1.031400623241474e-08,5.695344014178261e-07
2018,1.1874746519424662e-08,5.322984162337008e-07
2019,1.045904995944369e-08,4.836672792829511e-07
