year,deux_DET ans_NOUN,deux_DET rangs_NOUN
1871,2.669208049610461e-05,2.0328933203472843e-06
1872,2.914938397680089e-05,1.2294241216181945e-06
1873,2.9397268122011155e-05,1.3037517732072956e-06
1874,2.866796694434015e-05,1.4434655923878381e-06
1875,3.0118691029201727e-05,1.4647109409793302e-06
1876,2.98455477150128e-05,1.5568487974348955e-06
1877,3.3209986895599286e-05,1.3853987912426646e-06
1878,2.9792636951242457e-05,1.505544783952928e-06
1879,3.0991385528977844e-05,1.1784888762633727e-06
1880,3.225737805223616e-05,1.2733006897747146e-06
1881,3.171235971421993e-05,1.485144165869201e-06
1882,3.1965148309609503e-05,1.3124419773191676e-06
1883,3.178627571287507e-05,1.3668729614835229e-06
1884,3.18584695833124e-05,1.5223513152307078e-06
1885,3.1833060688768455e-05,1.3490714980690655e-06
1886,3.253578302064852e-05,1.3229601023567739e-06
1887,3.179912778250582e-05,1.4135121322311761e-06
1888,3.195225986019068e-05,1.71386814074026e-06
1889,3.074615801779146e-05,1.298762887458338e-06
1890,3.231377991141926e-05,1.3423383835586833e-06
1891,3.154346518385864e-05,1.5272631515017565e-06
1892,3.065239866373304e-05,1.2931941331117969e-06
1893,3.1418393291460234e-05,1.2667862856474699e-06
1894,3.152282101837045e-05,1.707086994429119e-06
1895,3.274788468843326e-05,1.3174746946731375e-06
1896,3.278040458098985e-05,1.3191653565058914e-06
1897,3.210926990959706e-05,1.2539087617113864e-06
1898,3.32315192963506e-05,1.32631837246322e-06
1899,3.468334239187243e-05,1.2707902499187185e-06
1900,3.3337982358716545e-05,1.1602003429089791e-06
1901,3.3795664421631955e-05,1.15910440889877e-06
1902,3.1959074135556875e-05,1.4779954344845692e-06
1903,3.471207753591443e-05,1.0881444083565839e-06
1904,3.506029383970599e-05,1.1060978781785025e-06
1905,3.591010840864328e-05,1.1493010241281354e-06
1906,3.436212386986881e-05,1.1841912233023777e-06
1907,3.316722597901389e-05,1.1159969881546772e-06
1908,3.454523653090291e-05,1.1934675701041897e-06
1909,3.37133274115331e-05,1.2646760865209217e-06
1910,3.3754188734747004e-05,1.1041015834933887e-06
1911,3.3795017770898994e-05,1.0944009396496313e-06
1912,3.3738815545802936e-05,1.0856434320416497e-06
1913,3.5336472137714736e-05,1.1512790374368365e-06
1914,3.413932836338063e-05,1.1886719555320724e-06
1915,2.880278543671011e-05,1.0060770385678097e-06
1916,3.375677863459714e-05,1.1943371731604202e-06
1917,3.629228478985169e-05,8.740240335924909e-07
1918,3.277867313045135e-05,9.499233408760688e-07
1919,3.135364443096478e-05,9.741903426174758e-07
1920,3.053881027881289e-05,9.775751106388952e-07
1921,3.2526465020055184e-05,8.7616685817693e-07
1922,3.241569652345788e-05,1.0838187005646205e-06
1923,3.0924257202968874e-05,9.66051251438671e-07
1924,3.166698650147737e-05,8.611604886965551e-07
1925,3.0753105420444626e-05,9.711391033562222e-07
1926,3.0308580107885064e-05,9.318171638739159e-07
1927,3.102717823821877e-05,1.0669807686269905e-06
1928,3.161014262786921e-05,9.426484144370306e-07
1929,3.247651284254971e-05,9.291098663766206e-07
1930,3.192990504885529e-05,8.70748751324868e-07
1931,3.186314438607951e-05,1.0116551276695418e-06
1932,3.183416583851795e-05,8.252530818708692e-07
1933,3.212588285350648e-05,8.39652491535503e-07
1934,3.025828209501924e-05,1.0316141061395001e-06
1935,3.052989586649346e-05,8.964244928577614e-07
1936,2.985468540828151e-05,9.202658617368797e-07
1937,3.0250160534706083e-05,8.297546774116427e-07
1938,2.9403809890027333e-05,8.232911170580337e-07
1939,2.8419404770829715e-05,8.870549450534781e-07
1940,2.8238477625563974e-05,9.103460865134139e-07
1941,2.830786206686753e-05,9.031597736353092e-07
1942,2.9547154781539575e-05,1.0316320491199349e-06
1943,2.72352497177053e-05,9.464546626425374e-07
1944,2.6357765818829648e-05,8.450679569449449e-07
1945,3.167109116475331e-05,6.796932883190721e-07
1946,2.8896035473735537e-05,9.048718041526627e-07
1947,3.090605014222092e-05,8.094271315428614e-07
1948,2.8923570425831713e-05,9.599876733545898e-07
1949,3.0817552215012256e-05,6.69519991447487e-07
1950,2.9563114708253124e-05,8.008427414551988e-07
1951,2.901074094552314e-05,7.505626555825984e-07
1952,2.819891517447104e-05,7.813699678393959e-07
1953,2.8738107403114554e-05,6.949118382948427e-07
1954,2.967430668832094e-05,7.114406423980313e-07
1955,3.0218841402529506e-05,8.212406932273097e-07
1956,2.8564355375237938e-05,7.177499306010304e-07
1957,2.7685474378813524e-05,8.428626223633273e-07
1958,2.8815533710258023e-05,7.395385530628573e-07
1959,3.0154283535921422e-05,6.626889330618724e-07
1960,2.7950478170168935e-05,6.692445868594632e-07
1961,2.8317917212916655e-05,6.142172974676896e-07
1962,2.8539438403640816e-05,5.948755088525104e-07
1963,2.8809499553972273e-05,7.448893164507808e-07
1964,2.898706770793069e-05,7.16083077278995e-07
1965,2.7918912564928178e-05,7.05346376861371e-07
1966,2.7853237270392128e-05,6.292388849971076e-07
1967,2.82567400518019e-05,7.479318959724424e-07
1968,2.878683199014631e-05,6.305947675144807e-07
1969,2.9208952128101373e-05,6.93980578780895e-07
1970,2.94916239909071e-05,5.955349084985073e-07
1971,2.9077164299451397e-05,6.803238044028603e-07
1972,2.9384454819592065e-05,7.920946547557151e-07
1973,2.9168707897042623e-05,6.373263694570142e-07
1974,3.0379213058040477e-05,6.722558207883367e-07
1975,3.079972702835221e-05,5.785729264573547e-07
1976,3.0367395879693504e-05,5.187882576862535e-07
1977,2.945560663647484e-05,5.841520938076883e-07
1978,2.9466521709764493e-05,5.786136032526201e-07
1979,2.8042656367688323e-05,5.448186986001247e-07
1980,2.771567733361735e-05,5.759057772891651e-07
1981,2.9305006364666042e-05,5.414670223302664e-07
1982,2.9563850603153696e-05,5.779184597543008e-07
1983,3.001859249707195e-05,5.128036537627167e-07
1984,3.0197757041605655e-05,5.961380908914293e-07
1985,2.9871455808461178e-05,4.4755751638092534e-07
1986,3.0494546535919653e-05,4.963434032667635e-07
1987,2.9938114721517195e-05,5.719724338604237e-07
1988,3.1518486593995476e-05,5.181022535438728e-07
1989,3.1872269119048724e-05,4.7636901623349104e-07
1990,3.098811225754616e-05,4.783915468209443e-07
1991,3.103704398199625e-05,5.005691132708989e-07
1992,3.092235738222371e-05,4.881810466983438e-07
1993,3.151255145894538e-05,4.6086205607309694e-07
1994,3.140796889056219e-05,4.552261554380266e-07
1995,3.1086910212252405e-05,3.763180878024741e-07
1996,3.155079343741818e-05,3.982216849607312e-07
1997,3.172781612192921e-05,3.8023513404539244e-07
1998,3.189639960510249e-05,4.291316262339251e-07
1999,3.065827991122205e-05,4.465086593796741e-07
2000,3.055157048947876e-05,3.468154678998303e-07
2001,3.080167039115622e-05,4.44254868448013e-07
2002,3.058968832192477e-05,4.4688458356034744e-07
2003,3.0203524147509597e-05,4.5711145535420883e-07
2004,3.1639175404052367e-05,3.0833537900676333e-07
2005,3.0624595638073515e-05,3.4318572872393815e-07
2006,3.0840113595331786e-05,3.7143367626057966e-07
2007,3.0767078897042666e-05,2.852058442748273e-07
2008,3.1596162898495095e-05,3.3293178347548746e-07
2009,2.983982540172292e-05,2.7893925569344447e-07
2010,2.999041703333205e-05,2.9570943560486285e-07
2011,2.901056268456159e-05,3.2962638263356325e-07
2012,2.9604743531308486e-05,4.0476563611946403e-07
2013,2.9754664637948736e-05,3.6314409346260845e-07
2014,3.193771794940403e-05,3.811183404422991e-07
2015,3.0203721735233557e-05,4.561712128037243e-07
2016,2.9458390372383292e-05,5.399983553644461e-07
2017,3.022280566256086e-05,3.325638191498115e-07
2018,2.9940882996015716e-05,3.3610696803521023e-07
2019,2.963125416499679e-05,3.494853153540589e-07
