year,pourrons_VERB apporter_VERB,pourrons_VERB rapporter_VERB
1885,6.445635691854079e-10,6.445635691854079e-10
1886,2.5813855497602844e-09,0.0
1887,4.570247291724172e-09,2.6115698492645834e-09
1888,8.876860135842435e-09,6.340614699951175e-10
1889,3.132568426877924e-09,1.0024218788373673e-08
1890,6.554386366985909e-09,6.554386366985909e-09
1891,5.099376032546843e-09,6.374220040683554e-10
1892,3.1342561879199593e-09,4.387958441043338e-09
1893,2.463366621796581e-09,1.2316833108982905e-09
1894,3.150769645188234e-09,6.301539290376468e-10
1895,6.018614495673091e-09,1.8055843487019274e-09
1896,3.5382172747233653e-09,1.179405795248556e-09
1897,1.7480140668268973e-09,5.2440420894583895e-09
1898,1.6975064687230201e-09,5.092519295146758e-09
1899,4.9748205555033564e-09,4.4220627160029835e-09
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,3.912117296778206e-09,2.794369402536745e-09
1902,5.4013122863239005e-09,4.910283846193408e-10
1903,1.6200660812870638e-09,0.0
1904,3.2247751136083025e-09,1.6123875568041512e-09
1905,6.708986699521802e-09,5.160759042333041e-10
1906,2.0576738091193647e-09,0.0
1907,5.142843484406967e-09,6.685696440911215e-09
1908,7.858222517143076e-09,4.911389073214423e-10
1909,7.151278680339601e-09,2.2003934230241384e-09
1910,1.068830179917768e-08,1.068830135508847e-09
1911,1.276889793899727e-08,6.916486494645824e-09
1912,1.3023552902780011e-08,4.167536982180309e-09
1913,9.545381374209683e-09,3.181793939432964e-09
1914,8.036092680185902e-09,0.0
1915,9.424609537234119e-09,0.0
1916,1.3184954461564757e-08,0.0
1917,5.483212106582869e-09,6.57985488317081e-09
1918,1.378365155346728e-08,0.0
1919,2.2098836538475553e-08,9.207848372660976e-10
1920,1.4387239843927091e-08,7.572231730534895e-10
1921,6.815472630705699e-09,0.0
1922,1.0329110011753073e-08,2.2133805899215986e-09
1923,3.1847844361720945e-09,0.0
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,3.299453377181294e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,2.1183527820767267e-08,0.0
1928,1.2568645679778001e-08,3.4278122562625413e-09
1929,6.684243825105796e-09,1.1140406375176326e-09
1930,7.352522590764465e-09,0.0
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,0.0
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,1.196828414151696e-09
1936,9.699771652549316e-09,0.0
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,9.075650453382877e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,1.6689218895749036e-08,1.1920870957027319e-09
1948,1.4133454406817236e-08,6.523132700664291e-09
1949,5.890204768377316e-09,0.0
1950,1.2762433776458693e-08,2.1270722960764488e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,1.1599284199803606e-08,0.0
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,1.07497895029951e-08,2.9317608341017376e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,7.849027205963921e-09,0.0
1957,1.9437083054185678e-08,1.7670075402875796e-09
1958,1.7371711180658167e-08,4.1361216673863055e-09
1959,1.705164542897819e-08,1.5501495642666896e-09
1960,1.2457499920515147e-08,1.3841666701708277e-09
1961,1.250668635321972e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,9.052474325699222e-09,6.466053248388448e-10
1964,9.734349326606662e-09,6.083968329129164e-10
1965,8.755269398363907e-09,4.377634699181954e-09
1966,1.2185964237687585e-08,2.215629901769489e-09
1967,1.0846738618397467e-08,9.860671168482327e-10
1968,1.1677681044375277e-08,4.042274071025531e-09
1969,1.090021850558287e-08,4.5417578031781147e-10
1970,1.1496812390987543e-08,1.8394900047624674e-09
1971,9.762954888969944e-09,1.541519245584766e-09
1972,1.9494558856081312e-08,1.0260293725750103e-09
1973,1.1026407342740185e-08,0.0
1974,1.2376257352286757e-08,0.0
1975,1.1994108817248161e-08,5.711480177694739e-10
1976,1.542652228181396e-08,5.713526873840635e-10
1977,1.4104276857551667e-08,5.876781838942691e-10
1978,1.0099005187669263e-08,2.3762365408686037e-09
1979,8.777959692451986e-09,5.851973350345929e-10
1980,1.4212877097463661e-08,0.0
1981,5.69299452024552e-09,6.325549528618524e-10
1982,1.1173503899897241e-08,2.483000915987077e-09
1983,1.326216381158929e-08,6.315316047889041e-10
1984,1.333771937339634e-08,1.1598016991243298e-09
1985,6.015557829641693e-09,0.0
1986,7.792831269171074e-09,1.1988970927134801e-09
1987,9.166225112267057e-09,1.2221633705067347e-09
1988,5.99655392008458e-09,0.0
1989,1.0427432250992297e-08,0.0
1990,5.993515905799995e-09,5.44865097484859e-10
1991,8.20605094986604e-09,0.0
1992,9.91789939064347e-09,1.65298330578878e-09
1993,7.754890063438324e-09,3.323524566667402e-09
1994,1.4242301560329906e-08,1.0549853213248639e-09
1995,7.0491861237087505e-09,0.0
1996,1.1209993822092201e-08,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,6.198567881199324e-09,0.0
1999,6.398281460207045e-09,0.0
2000,4.859834756842929e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,6.133709984368352e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,2.083461403401543e-09
2004,8.80958239690699e-09,4.404791253964646e-10
2005,7.656374201303606e-09,0.0
2006,9.059357708451898e-09,0.0
2007,1.0385647009059085e-08,3.994479469415779e-10
2008,6.811903485726134e-09,4.257439678578834e-10
2009,9.53638501499654e-09,9.53638501499654e-10
2010,8.97520635589899e-09,2.3618964561933353e-09
2011,7.265546830836911e-09,2.2943831279320648e-09
2012,9.531907707582832e-09,3.404252713057332e-10
2013,6.693900100884775e-09,1.6734750252211938e-09
2014,4.330890313042346e-09,1.7323561474213989e-09
2015,4.211493376260478e-09,2.2165753954528356e-10
2016,7.2496901815100045e-09,1.86420612280358e-09
2017,7.54683426862357e-09,5.031222660711876e-10
2018,5.6792268665617485e-09,2.323319980845895e-09
2019,6.377469219387422e-09,1.53059265262101e-09
