year,avons_VERB établi_VERB,avons_VERB etabli_VERB,avons_VERB rétabli_VERB
1800,5.69093799640541e-07,9.432493897065797e-09,3.144164395507687e-08
1801,6.429193035728531e-07,0.0,3.5717739876872656e-08
1802,4.6547074816771783e-07,0.0,6.713520406265161e-09
1803,5.948534749222745e-07,0.0,3.1205427575287104e-08
1804,6.575123734364752e-07,2.4718509461507665e-09,5.19088700912107e-08
1805,6.339617470985104e-07,0.0,3.980028751016107e-08
1806,7.924589908725466e-07,5.76333825108577e-09,2.881669125542885e-08
1807,7.515961328863341e-07,0.0,2.2775640928784924e-08
1808,7.364740213233745e-07,1.5862518409903714e-08,4.5321479902327155e-09
1809,1.0820756415341748e-06,1.3554183553310395e-08,9.036122072814123e-09
1810,6.458749908233585e-07,4.680253518074551e-09,1.4742798271072388e-07
1811,6.418116527129314e-07,2.5070767684098882e-09,7.52123057168319e-08
1812,1.1922420526389033e-06,0.0,2.400487453257938e-08
1813,1.009385300676513e-06,2.8757416448144113e-09,5.176335093892703e-08
1814,7.992559858394088e-07,0.0,7.552024783308298e-08
1815,7.848920517972147e-07,2.697223555614414e-09,3.236668177919455e-08
1816,1.0660977523002657e-06,0.0,4.1716869958463576e-08
1817,9.216690841640229e-07,7.784366928831332e-09,3.89218364205135e-08
1818,7.593790201099182e-07,3.5763532135746345e-09,3.5763530803478716e-08
1819,1.0692634759834618e-06,0.0,6.624672010957511e-08
1820,1.0252639413010911e-06,1.1866481131050932e-09,3.20394981656591e-08
1821,9.565643495079712e-07,5.9168927535324656e-09,4.339054981983281e-08
1822,9.093233757084818e-07,1.0025615893027862e-09,3.408709403629473e-08
1823,7.975328344400623e-07,9.882686891060644e-10,1.0080340473450633e-07
1824,8.909537427825853e-07,8.421112696055388e-10,1.035796870496597e-07
1825,8.585307114117313e-07,2.641632912414593e-09,3.9624492131906663e-08
1826,9.239575433639402e-07,7.927186018719112e-09,7.751026487312629e-08
1827,1.2378798146528425e-06,1.474763688946723e-08,6.728609491801762e-08
1828,1.1813923492809408e-06,5.503380862137419e-09,3.0268594741755805e-08
1829,1.2173909453849774e-06,1.1145129263923081e-08,6.344150449422159e-08
1830,1.3567886298915255e-06,5.218417697960831e-09,3.339787468803479e-08
1831,1.1802543440353475e-06,3.1182412207897414e-09,4.053713453799901e-08
1832,1.0499255722606904e-06,1.3529969367098715e-09,2.976593194148336e-08
1833,1.4097275879976223e-06,0.0,4.749287541017111e-08
1834,9.875933528746828e-07,9.334530925997342e-10,4.480574844478724e-08
1835,1.114799147217127e-06,1.5126175867408165e-09,7.33619529569296e-08
1836,1.1230373502257862e-06,2.016224964762614e-09,2.5538851033957144e-08
1837,1.1981487659795675e-06,2.7831563720326358e-09,7.097048637660919e-08
1838,1.093266405405302e-06,3.787297142565649e-09,5.23909449157145e-08
1839,1.208126946039556e-06,1.3982950353153e-09,3.4957377437194737e-08
1840,1.235719651049294e-06,1.9109065441114126e-09,5.7327198987877637e-08
1841,1.1531304835443734e-06,2.5682194149112547e-09,4.1091510638580075e-08
1842,1.170592213384225e-06,2.683306021822318e-09,5.769107858100142e-08
1843,1.1624800890785991e-06,3.5441467538532834e-09,5.729703644874462e-08
1844,1.4363564559971564e-06,0.0,3.951764071530306e-08
1845,1.371619987367012e-06,1.1160455892778032e-09,2.9017185099178278e-08
1846,1.2698413911493844e-06,2.9272506640865004e-09,4.0981507964943376e-08
1847,1.3224184840510134e-06,3.235934187273415e-09,5.9325458323655766e-08
1848,1.4231997056413093e-06,8.045221711050488e-10,4.103063133698015e-08
1849,1.5778438182678656e-06,8.379414939696517e-10,9.971503800443315e-08
1850,1.2837991789638181e-06,5.431196825611551e-09,5.5669765686161554e-08
1851,1.2576405197251006e-06,6.449438760824933e-10,3.5471913406581734e-08
1852,1.2493736676333356e-06,6.510545436100301e-10,4.036538214791108e-08
1853,1.049865659297211e-06,1.7915795513800958e-09,5.6733352238325097e-08
1854,1.1435657825131784e-06,1.8184826089395756e-08,7.949366676029967e-08
1855,1.2428846503098612e-06,1.0613874223963649e-09,4.404757802944914e-08
1856,1.4340814686875092e-06,7.765783571755946e-09,4.2970672353703776e-08
1857,1.3209363487476367e-06,1.4644527812635033e-09,8.200935042168567e-08
1858,1.3051434279987006e-06,2.4468380654951716e-09,4.404308384664546e-08
1859,1.1431928896854515e-06,2.036869339860914e-09,4.073738679721828e-08
1860,1.1685550589390914e-06,9.154367819341758e-10,5.996110985506675e-08
1861,1.3525384474633029e-06,4.715963730639317e-10,4.6688040100661965e-08
1862,9.79951209956198e-07,0.0,5.1053245186949425e-08
1863,1.298102006330737e-06,1.9978483312144135e-09,8.341017121438199e-08
1864,1.0634706768541946e-06,4.794727948009836e-10,7.479775376850739e-08
1865,1.195067738990474e-06,1.882737743486018e-09,4.989254875908955e-08
1866,1.1555830496945418e-06,6.3252967308358166e-09,3.6978658357611494e-08
1867,1.0807210628627217e-06,4.85281148598915e-10,6.842464017609018e-08
1868,1.220148874381266e-06,2.4699371437009177e-09,6.421836218351018e-08
1869,1.4108486539043952e-06,0.0,8.790334504737984e-08
1870,1.139928940574464e-06,1.1468097582678638e-09,5.160643823387545e-08
1871,1.0610556273604743e-06,1.0621177271019633e-09,6.797553453452565e-08
1872,1.1846738061649376e-06,6.047339295989218e-10,8.103434367967566e-08
1873,1.2391029713398893e-06,1.1972008939764578e-09,5.8662845248136364e-08
1874,1.2355491207927116e-06,0.0,2.8678122987457755e-08
1875,1.1134092119391426e-06,4.005069165202713e-09,1.430381786349244e-07
1876,1.1396738273106166e-06,0.0,4.6554312405078235e-08
1877,1.0477078831172548e-06,6.184815992682502e-10,6.555904974447913e-08
1878,1.057444478647085e-06,1.2078177347163432e-09,4.7104890654736664e-08
1879,1.0043730753750424e-06,0.0,4.581993806596074e-08
1880,9.966914831238682e-07,0.0,4.685027832351807e-08
1881,9.419857747161586e-07,6.972507571312292e-10,5.0899306103247e-08
1882,1.0602028623907245e-06,6.655385131892899e-10,5.324308105514319e-08
1883,1.0262606338073965e-06,1.2638677882037541e-09,3.981183382961717e-08
1884,9.777113518794067e-07,1.3203393933736152e-09,2.3105940272216685e-08
1885,1.047415821631148e-06,2.5782542767416317e-09,4.3185760745245716e-08
1886,9.44787132084457e-07,0.0,4.38835527916126e-08
1887,1.1758593245758675e-06,6.528924623161458e-10,4.6355363991779086e-08
1888,1.1451149930508109e-06,3.804368819970705e-09,3.9945874164004636e-08
1889,1.008060507956543e-06,6.265136742733546e-10,4.51089832154139e-08
1890,1.2387790775392205e-06,1.3108772956016423e-09,5.3745967676377404e-08
1891,1.2990660707146162e-06,6.374220040683554e-10,5.16311828846483e-08
1892,1.1809877378254896e-06,0.0,5.5162907131034444e-08
1893,1.1731783615687164e-06,3.079208221734575e-09,6.77425830986067e-08
1894,1.2357318155409303e-06,6.301539290376468e-10,4.348062176973144e-08
1895,1.1904819530172972e-06,1.2037228991346183e-09,4.513960760732516e-08
1896,1.1151281569254934e-06,1.7691086373616827e-09,4.363801409112966e-08
1897,1.2370112472126493e-06,1.1653427112179315e-09,3.612562338162206e-08
1898,1.2063612757629016e-06,5.6583548957434e-10,3.281845906144554e-08
1899,1.1735048701666528e-06,1.1055156790007459e-09,3.6482017407024614e-08
1900,1.1498182175273541e-06,0.0,2.6474371139784125e-08
1901,1.137308345278143e-06,6.147612641171918e-09,4.694540578498163e-08
1902,9.85985025181435e-07,1.4730852093691738e-09,5.254003809795904e-08
1903,1.2155895774412784e-06,5.400220270956879e-10,4.050165358648883e-08
1904,1.3630049124913057e-06,2.1498500757388683e-09,3.708491291831706e-08
1905,1.1900710887857713e-06,1.5482277682110634e-09,4.438252787508645e-08
1906,1.1636145700322231e-06,0.0,3.240836221607424e-08
1907,1.169996835415077e-06,1.5428529565042481e-09,3.3428481316377656e-08
1908,1.2602624792634742e-06,4.911389073214423e-10,4.7640472899956876e-08
1909,1.2085661182936747e-06,1.6502950117569526e-09,4.7308457595818254e-08
1910,1.1495268381622736e-06,5.344150677544235e-10,5.344150721953156e-08
1911,1.2204938002469135e-06,1.0640748282497725e-09,4.4691141454222816e-08
1912,1.1502402230689768e-06,1.0418842455450772e-09,3.334029585744247e-08
1913,1.1576426004467066e-06,1.060597942803554e-09,2.6514948459066545e-08
1914,1.222155674440728e-06,0.0,3.8171439342704616e-08
1915,1.3170891861591372e-06,1.1780761921542648e-09,7.304072369151982e-08
