year,avons_VERB établi_VERB,avons_VERB etabli_VERB,avons_VERB rétabli_VERB
1916,1.0800674772326602e-06,1.0987462051303964e-09,4.0653610255958483e-08
1917,1.0418102647236083e-06,0.0,4.1672411299487067e-08
1918,9.545178727421444e-07,2.2972752589112133e-09,4.135095466040184e-08
1919,1.1270406048424775e-06,2.762354567309444e-09,2.5781975665495338e-08
1920,1.1199330174349598e-06,2.2716695191604686e-09,2.3473917920568965e-08
1921,1.1268248272244819e-06,1.5145494858259667e-09,5.83101567031008e-08
1922,1.1671893389575416e-06,1.4755870969551665e-09,5.090775445637519e-08
1923,1.188986175293394e-06,0.0,7.218844899625765e-08
1924,1.1950536418225965e-06,0.0,5.414482373566898e-08
1925,1.202100861519284e-06,0.0,3.519416935660047e-08
1926,1.1937514727833332e-06,0.0,6.35329868714507e-08
1927,1.036877961269056e-06,0.0,5.2401357919507063e-08
1928,1.17002662136656e-06,3.4278122562625413e-09,5.3702393643106916e-08
1929,1.0717070608734502e-06,1.1140406375176326e-09,4.3447585085232276e-08
1930,1.2205186976643745e-06,0.0,4.3064773080914165e-08
1931,1.2260758239790448e-06,3.4216069977333063e-09,4.219981875053236e-08
1932,1.209932861456764e-06,1.0959536611565568e-09,4.4934100884574946e-08
1933,1.2090077916582231e-06,0.0,4.3588517684156614e-08
1934,1.3994485925650224e-06,0.0,5.6313425034204556e-08
1935,1.3931082776252879e-06,4.787313656606784e-09,2.2739740757060645e-08
1936,1.5131644204302575e-06,3.6374143697059935e-09,3.6374142808881516e-08
1937,1.5335981515818276e-06,6.295559185076627e-09,4.5328025777280345e-08
1938,1.566197852298501e-06,0.0,2.9819993585533666e-08
1939,1.5141109770411276e-06,0.0,6.270560959364957e-08
1940,1.5468275478269788e-06,2.5357829169792012e-09,9.128818589942966e-08
1941,1.5318298665079055e-06,5.9030051957620344e-09,6.788455664263893e-08
1942,1.395737399434438e-06,9.102635090130207e-09,6.371844563091145e-08
1943,1.582263166710618e-06,2.9032352077962287e-09,3.4838823381733164e-08
1944,1.465212903895008e-06,3.2131861615880553e-09,7.390327994016843e-08
1945,1.2613538729056017e-06,4.357008087652048e-09,4.1391576388605245e-08
1946,1.1735490943465265e-06,1.2528993842408909e-08,4.1763314584386535e-08
1947,1.2278496797080152e-06,0.0,6.675687558299614e-08
1948,1.1643792277027387e-06,1.0871887834440486e-09,5.544662684542345e-08
1949,1.1642971458059037e-06,2.945102384188658e-09,4.908504180889395e-08
1950,1.2103041626687627e-06,3.190608444114673e-09,3.616023036556726e-08
1951,1.1748865063054836e-06,2.1322803522849654e-09,4.691016641800161e-08
1952,1.4193306014931295e-06,0.0,3.1634410646574906e-08
1953,1.230371140081843e-06,3.232148326759443e-09,3.44762476345295e-08
1954,1.3017017863603542e-06,0.0,3.8112890621277984e-08
1955,1.2088662515452597e-06,2.815682353940474e-09,5.0682281482750113e-08
1956,1.3177644859752036e-06,8.72114158667614e-10,6.976912914069544e-08
1957,1.3393917015491752e-06,1.7670075402875796e-09,5.212672249399475e-08
1958,1.3161139804651611e-06,2.4816730892496253e-09,3.557064687242928e-08
1959,1.1486607718325104e-06,2.325224457422337e-09,3.642851353902188e-08
1960,1.2104537745472044e-06,5.536666680683311e-09,3.944875004435744e-08
1961,1.080438778444659e-06,1.3896318540318475e-09,3.543561177821175e-08
1962,1.0825719982676674e-06,5.0735651235811474e-09,4.756467220090599e-08
1963,1.0319821512894123e-06,6.466053248388448e-10,3.814971449855875e-08
1964,1.1431776556491968e-06,1.8251904432275978e-09,4.1979379972190145e-08
1965,1.1206744829905801e-06,1.0944086747954884e-09,5.4720434405908236e-08
1966,1.1028297421944444e-06,2.215629901769489e-09,5.705247119180967e-08
1967,1.0250167861158843e-06,1.9721342336964653e-09,6.606649805007692e-08
1968,1.0981511877616867e-06,4.042274071025531e-09,5.1202139417227954e-08
1969,1.0854801075765863e-06,1.3625273131978588e-09,4.9505160859553143e-08
1970,9.772290923137916e-07,4.598724956395017e-09,4.184839852428013e-08
1971,1.0292210390616674e-06,4.1107179882260425e-09,5.60085311462899e-08
1972,9.726758207762032e-07,3.0780880067027283e-09,4.15541911991113e-08
1973,1.0017491831604275e-06,1.6539611902288698e-09,4.0246387555953334e-08
1974,1.0547946658334695e-06,1.1251143350321513e-09,4.444201451292429e-08
1975,9.960821216736804e-07,2.8557400888473694e-09,5.140332248743107e-08
1976,9.501595172878297e-07,1.7140580066410394e-09,4.342280490732264e-08
1977,9.743704367792816e-07,9.402850942308305e-09,4.760193306196925e-08
1978,8.263362474281166e-07,5.346532105932056e-09,5.0495025050167897e-08
1979,8.286394290735188e-07,4.096381456264453e-09,4.6230589134665934e-08
1980,8.993908409138385e-07,2.2740602734216964e-09,4.036456857647863e-08
1981,8.229540071624797e-07,1.8976649140967083e-09,3.479052068655619e-08
1982,8.144243111019023e-07,3.1037510339615437e-09,3.41412622617554e-08
1983,7.237352406264108e-07,1.2630632095778083e-09,3.0945049189767815e-08
1984,7.979435849847505e-07,1.739702604197646e-09,3.36342509399401e-08
1985,8.469905878882855e-07,1.8046674155058895e-09,4.090579608373446e-08
1986,7.589018764520006e-07,4.196139880008332e-09,5.6947612847579876e-08
1987,6.691344651699183e-07,1.8332451112712533e-09,2.9943002743948455e-08
1988,6.908030059094017e-07,0.0,4.677312048784188e-08
1989,6.777830776627525e-07,2.7440609784434855e-09,3.347754429228189e-08
1990,5.432304988062242e-07,5.44865097484859e-10,3.105731138930423e-08
1991,6.734823614351626e-07,1.7584396161396398e-09,2.8135033858234237e-08
1992,4.975479441782227e-07,3.30596661157756e-09,3.250866953408149e-08
1993,5.428423150988237e-07,1.661762283333701e-09,3.10195602537533e-08
1994,5.987041618027433e-07,5.274926606624319e-10,2.8484603120659813e-08
1995,5.276044703350635e-07,2.7112254663563817e-09,2.9281235214284607e-08
1996,5.364782396100054e-07,1.067618438099771e-09,2.882569738460461e-08
1997,5.379871481636656e-07,9.58978896292706e-10,3.5961708277909565e-08
1998,5.020839921598963e-07,9.536258449571733e-10,4.958854304959459e-08
1999,5.360845989343943e-07,9.140402323914998e-10,2.6507166239753133e-08
2000,4.7582199158568983e-07,1.3254094488601709e-09,2.783359853708589e-08
2001,4.850001573686313e-07,4.3812117822561447e-10,2.93541191354052e-08
2002,5.459002068164409e-07,8.76244299341522e-10,5.082216958385288e-08
2003,4.833630669054401e-07,4.1669229178253886e-10,3.2501997537792704e-08
2004,5.04348577123892e-07,4.404791253964646e-10,3.611928889313276e-08
2005,4.3100882862745493e-07,0.0,4.999161973273658e-08
2006,5.126772748553776e-07,4.1178899179428186e-10,1.93540827808647e-08
2007,4.5776735646541056e-07,0.0,2.5165221018141892e-08
2008,4.0999142925102205e-07,8.514879357157668e-10,2.682186917013496e-08
2009,4.415346381847485e-07,2.860915504498962e-09,1.7642312499788204e-08
2010,3.916024411410035e-07,4.723793023408973e-10,3.070465481869178e-08
2011,3.693956784900365e-07,5.353560705856353e-09,1.4531093661673822e-08
2012,3.5676569609677244e-07,3.404252713057332e-10,1.4297861561374248e-08
2013,3.5533452091840445e-07,0.0,1.5061274893923837e-08
2014,3.564322810234444e-07,0.0,1.6890473020225727e-08
2015,3.1541867429041304e-07,0.0,1.5294370214746777e-08
2016,3.9645448168812436e-07,0.0,1.677785377296459e-08
2017,3.5419807886682975e-07,0.0,1.0062445099379147e-08
2018,3.2965328955469886e-07,2.5814667070633845e-10,9.035133530232997e-09
2019,3.216795505522896e-07,0.0,1.2499840273960672e-08
