year,aux_ADP aides_NOUN,aux_ADP raides_ADJ
1878,3.4241631441389586e-07,1.2078177569208037e-08
1879,3.5189714386874016e-07,0.0
1880,1.6493865140354558e-07,0.0
1881,1.6873469022016252e-07,0.0
1882,2.3027631979033458e-07,0.0
1883,2.0790624444266825e-07,0.0
1884,2.455831342729198e-07,0.0
1885,2.3333201421005256e-07,3.86738152613475e-09
1886,1.9166787168511945e-07,2.5813855497602844e-09
1887,1.9913220250522556e-07,6.528924623161458e-10
1888,2.2065339067012246e-07,0.0
1889,1.7667685803246513e-07,4.385595886446936e-09
1890,1.8614457353294256e-07,4.5880703680722945e-09
1891,1.9951308960486358e-07,2.5496880162734215e-09
1892,2.0372665199275275e-07,1.8805537127519756e-09
1893,1.7428318899170847e-07,2.463366621796581e-09
1894,3.428037498309777e-07,1.8904617871129403e-09
1895,1.8356773656691416e-07,5.416753268150387e-09
1896,1.7985937666997742e-07,3.5382172747233653e-09
1897,1.9053353561560016e-07,2.330685422435863e-09
1898,1.3862969350242338e-07,2.26334195829736e-09
1899,1.6914389888711412e-07,2.7637891975018647e-09
1900,1.422348550050856e-07,1.5573159428683425e-09
1901,1.8722275152427414e-07,1.1177477832191585e-09
1902,1.7627919168816675e-07,9.820567692386817e-10
1903,2.046683476031319e-07,1.1340462791054051e-08
1904,2.2519679099275436e-07,1.6123875568041512e-09
1905,2.2604124327862962e-07,1.5482277682110634e-09
1906,2.484641050681802e-07,2.572092316910357e-09
1907,2.401707911436901e-07,2.057137349353866e-09
1908,1.930175894671038e-07,4.4202499438483756e-09
1909,2.0353639795800404e-07,5.500983557560346e-10
1910,1.4856738372870382e-07,2.137660271017694e-09
1911,1.920655088305523e-07,7.980561100850991e-09
1912,2.3546583827194212e-07,2.0837684910901544e-09
1913,1.32574746070091e-07,2.6514948014977335e-09
1914,1.7880305946960107e-07,3.3483718020477227e-09
1915,1.0956108864590419e-07,1.0602685840410686e-08
1916,8.460346023753118e-08,1.0987462051303964e-09
1917,1.0637431879789716e-07,6.57985488317081e-09
1918,2.1594387433765405e-07,1.1486376294556067e-09
1919,1.3627614908751084e-07,0.0
1920,9.313844717695474e-08,4.543339038320937e-09
1921,1.6962953847121653e-07,5.300923255902035e-09
1922,1.3501622164735494e-07,2.951174193910333e-09
1923,1.2420659567524694e-07,0.0
1924,1.0828964303044586e-07,6.445812328337297e-09
1925,1.01183239342717e-07,4.399271169575059e-09
1926,8.359603642649205e-08,1.1146138456652466e-09
1927,8.027441644742339e-08,4.4596899506643695e-09
1928,9.026572334036587e-08,5.713020723163709e-09
1929,9.803557809995311e-08,0.0
1930,1.5440296952107246e-07,2.100720708497761e-09
1931,1.7336142121848752e-07,0.0
1932,1.2165085305770873e-07,7.6716757391182e-09
1933,1.7664820362028877e-07,0.0
1934,1.270047480517178e-07,4.7926320689839486e-09
1935,1.1130504162792931e-07,7.180970484910176e-09
1936,1.442841002230466e-07,1.2124714565686645e-09
1937,1.0072894596202531e-07,0.0
1938,1.374312694757407e-07,2.5930428915188486e-09
1939,1.5599930947018947e-07,3.058810094103137e-09
1940,7.60734906180005e-08,0.0
1941,1.1215709694312181e-07,2.9515025978810172e-09
1942,1.5474480608013153e-07,0.0
1943,1.3064558235242885e-07,2.322588166236983e-08
1944,1.221010741403461e-07,0.0
1945,6.099811411530709e-08,1.3071024262956144e-08
1946,9.46635054788203e-08,0.0
1947,9.894323049763898e-08,1.1920870957027319e-09
1948,1.609039399497192e-07,7.610321262063735e-09
1949,2.0517547461018637e-07,0.0
1950,7.444753302721097e-08,0.0
1951,1.2580454500366045e-07,2.1322803522849654e-09
1952,9.173979742538307e-08,0.0
1953,6.464296475883202e-08,2.1547654771580937e-09
1954,1.0163437624832738e-07,8.795282724349818e-09
1955,6.757637782683901e-08,1.8771215692936494e-09
1956,1.1163061186536538e-07,3.488456634670456e-09
1957,1.4842863454989086e-07,1.7670075402875796e-09
1958,2.1921445458872313e-07,1.6544486891589827e-09
1959,1.9454376909422422e-07,4.650448914844674e-09
1960,2.5607083520284846e-07,3.460416619915918e-09
1961,2.556922682472873e-07,2.779263708063695e-09
1962,3.0314551158205916e-07,3.805173953708163e-09
1963,2.605819422463185e-07,3.879631726988464e-09
1964,2.7925413714768865e-07,3.6503808864551957e-09
1965,3.4364432832667546e-07,0.0
1966,3.5394688335799174e-07,4.431259803538978e-09
1967,4.496466106118646e-07,9.860671168482327e-10
1968,2.964334486765807e-07,1.7965663401398047e-09
1969,3.95132935482323e-07,1.8167031212712459e-09
1970,4.594126150614386e-07,2.2993624781975086e-09
1971,4.2854236070866136e-07,1.541519245584766e-09
1972,4.873639651847839e-07,2.0520587451500205e-09
1973,4.1183631771524176e-07,3.859242703185828e-09
1974,4.950503005307638e-07,1.6876715580593782e-09
1975,5.117486425731954e-07,1.1422960355389478e-09
1976,3.810922453162391e-07,1.7140580066410394e-09
1977,4.3311883102248316e-07,5.876781838942691e-10
1978,4.003958553600029e-07,2.970295565063452e-09
1979,4.353868121587112e-07,0.0
1980,3.7578845729635546e-07,2.8425752862659692e-09
1981,3.700446522536538e-07,1.2651099057237047e-09
1982,3.8610663777305376e-07,0.0
1983,4.3323066822864575e-07,1.2630632095778083e-09
1984,4.865368201656395e-07,0.0
1985,5.371893321282073e-07,0.0
1986,4.74163802222094e-07,1.1988970927134801e-09
1987,4.6136666509433155e-07,1.8332451112712533e-09
1988,4.425456685552831e-07,5.996553809062277e-10
1989,4.763690002462795e-07,1.6464366536794728e-09
1990,4.903786126053689e-07,0.0
1991,4.366791519494484e-07,0.0
1992,4.650392972926909e-07,5.509944167592096e-10
1993,5.107149019245583e-07,2.7696036575264316e-09
1994,5.14305354748501e-07,1.0549853213248639e-09
1995,4.750066984193779e-07,0.0
1996,5.711758701565373e-07,1.067618438099771e-09
1997,5.75866800467395e-07,9.58978896292706e-10
1998,6.065060191851046e-07,2.3840645013706308e-09
1999,6.535387666595227e-07,2.285100553223174e-09
2000,6.772842424673797e-07,0.0
2001,7.456822346263436e-07,1.3143635069212678e-09
2002,7.158916091043466e-07,8.76244299341522e-10
2003,6.700412034099656e-07,8.333845835650777e-10
2004,6.250398810192515e-07,4.404791253964646e-10
2005,6.620512091881636e-07,1.3511248786457486e-09
2006,6.82334346524538e-07,2.0589450144825605e-09
2007,5.033044054858493e-07,3.994479469415779e-10
2008,5.858236975520015e-07,2.554463751636149e-09
2009,5.039979491527902e-07,2.384096253749135e-09
2010,4.241966014006948e-07,2.3618964561933353e-09
2011,4.183425361681259e-07,7.64794394481072e-10
2012,4.2723371210251493e-07,2.0425516833455504e-09
2013,4.1836876052414596e-07,2.2313000336282585e-09
2014,3.228678842615018e-07,3.681256854903836e-09
2015,4.000918578661583e-07,2.659890530054554e-09
2016,3.728412105719059e-07,2.4856081637381067e-09
2017,3.9319005940008367e-07,1.7609279590047322e-09
2018,3.3352549211329574e-07,7.744400121190154e-10
2019,2.714250908475435e-07,7.65296326310505e-10
