year,aux_ADP août_NOUN,aux_ADP routes_NOUN
1852,0.0,4.4857657144348195e-07
1853,5.971931837933653e-10,3.863839879159059e-07
1854,0.0,4.2344666439930734e-07
1855,5.306937111981824e-10,3.582182444006321e-07
1856,5.177189232874468e-10,3.722398957961559e-07
1857,0.0,4.007719098808593e-07
1858,0.0,3.939409225495183e-07
1859,1.018434669930457e-09,3.574705829123559e-07
1860,4.577183909670879e-10,3.7212504366834764e-07
1861,0.0,4.225503573707101e-07
1862,4.517986262886353e-10,5.557122904065182e-07
1863,0.0,6.033502017999126e-07
1864,4.794727948009836e-10,4.190592335362453e-07
1865,9.41368871743009e-10,4.6362416128431505e-07
1866,9.731225825149181e-10,4.3790515746877645e-07
1867,4.85281148598915e-10,5.051776952313958e-07
1868,4.93987406535723e-10,3.7394846685856464e-07
1869,4.883519144627257e-10,3.330559934511257e-07
1870,0.0,3.188131074693956e-07
1871,0.0,3.9616992353330716e-07
1872,0.0,3.1929951660458755e-07
1873,5.986004469882289e-10,4.2740072103697457e-07
1874,5.974609140757536e-10,3.596714748255181e-07
1875,1.1443054281912168e-09,4.931956141263072e-07
1876,6.04601479992084e-10,4.395452890548768e-07
1877,0.0,3.816031437509082e-07
1878,0.0,4.082423856743844e-07
1879,0.0,4.5270101622918446e-07
1880,0.0,5.429498060038895e-07
1881,1.3945015142624584e-09,4.4693774725601543e-07
1882,6.655385131892899e-10,4.512351097218925e-07
1883,6.319338941018771e-10,3.6525779023577343e-07
1884,0.0,4.0336368556381785e-07
1885,1.9336907075562237e-09,4.35724984981789e-07
1886,1.2906927748801422e-09,3.949519964407955e-07
1887,1.3057849246322917e-09,3.3689249789858877e-07
1888,0.0,3.626831528436014e-07
1889,0.0,3.8217334008550097e-07
1890,9.831579994568074e-09,3.3427372159167135e-07
1891,6.374220040683554e-10,4.6595548042205337e-07
1892,6.268512375839919e-10,3.9742369040141057e-07
1893,0.0,3.4733469078673807e-07
1894,1.8904617871129403e-09,2.64034497376997e-07
1895,0.0,3.617187189774995e-07
1896,0.0,3.396688725842978e-07
1897,2.330685422435863e-09,3.2454795473313425e-07
1898,5.6583548957434e-10,3.621346991167229e-07
1899,0.0,3.913525574716914e-07
1900,2.595526460424935e-09,3.789468792092521e-07
1901,5.588738916095792e-10,3.297355988252093e-07
1902,0.0,3.501032495023537e-07
1903,1.6200660812870638e-09,3.3535368970660784e-07
1904,0.0,3.3967631907216855e-07
1905,1.0321518084666081e-09,2.8229351300979033e-07
1906,0.0,3.2408362926616974e-07
1907,5.142843373384665e-10,3.5022762290282117e-07
1908,9.822778146428846e-10,4.543034890502895e-07
1909,0.0,3.1465626193494245e-07
1910,1.6032452032632705e-09,3.291996790721896e-07
1911,5.320374141248863e-10,4.1232900116483506e-07
1912,1.0418842455450772e-09,3.130862182842975e-07
1913,0.0,3.473458320968348e-07
1914,2.0090231700464756e-09,5.404272087616846e-07
1915,5.890380849749022e-09,4.040801400151395e-07
1916,0.0,3.4610505394994107e-07
1917,0.0,3.366692169493035e-07
1918,0.0,4.5486049771170656e-07
1919,2.762354511798293e-09,3.931751280106255e-07
1920,7.572231730534895e-10,3.430220942846063e-07
1921,7.572747429129834e-10,3.377445239038934e-07
1922,7.377935484775833e-10,2.788859490010509e-07
1923,1.0615948120573648e-09,2.7282987957732985e-07
1924,0.0,2.861940515686001e-07
1925,0.0,3.519417077768594e-07
1926,1.1146138456652466e-09,3.722810220097017e-07
1927,0.0,3.846482456992817e-07
1928,1.1426041224282812e-09,4.901771717413794e-07
1929,1.1140406375176326e-09,3.8991422002254694e-07
1930,0.0,4.5795712821927737e-07
1931,0.0,4.972735609953816e-07
1932,0.0,4.4605314997170353e-07
1933,0.0,3.6591413277164975e-07
1934,0.0,4.984337351743306e-07
1935,1.196828414151696e-09,3.758041202672757e-07
1936,2.424942913137329e-09,3.467668250323186e-07
1937,2.5182236296217297e-09,3.563286554708611e-07
1938,1.2965214457594243e-09,3.4098513879143866e-07
1939,1.5294050470515685e-09,3.884688908328826e-07
1940,0.0,2.916150378950988e-07
1941,0.0,2.4792620934022125e-07
1942,0.0,3.155580259317503e-07
1943,0.0,3.65807636626414e-07
1944,0.0,3.630900380358071e-07
1945,0.0,3.3113261110884196e-07
1946,2.7842208538686464e-09,3.2436173569294624e-07
1947,0.0,3.349764767790475e-07
1948,3.2615663503321457e-09,3.4898761214208207e-07
1949,1.9634016634739737e-09,3.455587034295604e-07
1950,0.0,4.5412994609250745e-07
1951,0.0,4.829615249946073e-07
1952,0.0,3.7855846812817617e-07
1953,0.0,3.6631013244914357e-07
1954,0.0,3.586520733733778e-07
1955,0.0,3.125407488369092e-07
1956,0.0,3.479735539713147e-07
1957,0.0,3.3926545484064263e-07
1958,0.0,2.961463110295881e-07
1959,0.0,3.813368039118359e-07
1960,0.0,3.4604167353791127e-07
1961,0.0,3.7103171734997886e-07
1962,0.0,3.132926451598905e-07
1963,0.0,3.646854054295545e-07
1964,6.083968329129164e-10,3.3948543887163396e-07
1965,0.0,3.1245366471921443e-07
1966,0.0,3.4729998787952354e-07
1967,1.4791006197611978e-09,3.086390165663033e-07
1968,8.982831700699023e-10,3.346104904267122e-07
1969,9.083515606356229e-10,3.329108437810646e-07
1970,4.5987250119061684e-10,3.219107611585059e-07
1971,5.138397485282553e-10,3.6996462426941434e-07
1972,5.130146862875051e-10,3.0832183028906e-07
1973,0.0,3.2252242476715764e-07
1974,0.0,3.161571271448338e-07
1975,0.0,2.867163004793838e-07
1976,1.7140580066410394e-09,2.7082117526333604e-07
1977,5.876781838942691e-10,2.9090071507198445e-07
1978,0.0,2.7504938771016896e-07
1979,5.851973350345929e-10,2.6567960276224767e-07
1980,0.0,2.7686684234140557e-07
1981,0.0,2.5049175178537553e-07
1982,1.2415004579935385e-09,2.7499234533934214e-07
1983,0.0,2.418765916445409e-07
1984,0.0,2.563161842772388e-07
1985,6.015558051686298e-10,2.3701298346168187e-07
1986,0.0,2.5116892743426433e-07
1987,0.0,2.548210602526524e-07
1988,0.0,2.1827456464507122e-07
1989,5.488122178931576e-10,2.442214395159681e-07
1990,0.0,1.945168435213418e-07
1991,0.0,2.1746035372416372e-07
1992,0.0,2.270096928214116e-07
1993,5.539207426075166e-10,2.0661244093389541e-07
1994,1.0549853213248639e-09,2.1152455076389742e-07
1995,0.0,2.179825173698191e-07
1996,0.0,1.8469799556442013e-07
1997,0.0,2.16729233670776e-07
1998,0.0,2.2171801106196654e-07
1999,0.0,2.5456020580350014e-07
2000,1.3254094488601709e-09,2.094146935860408e-07
2001,8.762423564512289e-10,1.9715453447588516e-07
2002,0.0,2.2782352004924178e-07
2003,4.1669229178253886e-10,2.2376376307420287e-07
2004,0.0,1.854417064350855e-07
2005,4.5037495954858286e-10,1.8645523880422843e-07
2006,0.0,2.1618922119159834e-07
2007,0.0,1.9652839000627864e-07
2008,1.2772319035736501e-09,2.2777302888243867e-07
2009,4.76819250749827e-10,2.403168934961286e-07
2010,0.0,2.102087961475263e-07
2011,3.82397197240536e-10,1.9311057997128955e-07
2012,0.0,1.5080838977610256e-07
2013,5.578250084070646e-10,1.5674882547500602e-07
2014,0.0,1.6154221782471723e-07
2015,0.0,1.414175159197839e-07
2016,0.0,1.54936230956082e-07
2017,5.031222660711876e-10,1.3408208587861736e-07
2018,0.0,1.4972506789945328e-07
2019,0.0,1.3800843134958996e-07
