year,pouvais_VERB avoir_VERB,pouvais_VERB ravoir_VERB
1800,1.9179402954705438e-07,0.0
1801,1.04772034603684e-07,0.0
1802,1.3427040812530322e-07,0.0
1803,5.460949736857401e-08,0.0
1804,1.5819846055364906e-07,0.0
1805,1.6204403152642044e-07,0.0
1806,1.152667650217154e-07,0.0
1807,7.686778502602465e-08,0.0
1808,7.024829073998262e-08,0.0
1809,1.4683698168482806e-07,0.0
1810,1.4040760731859336e-07,0.0
1811,1.930449116116506e-07,0.0
1812,5.867858021701977e-08,0.0
1813,1.0927818294703684e-07,0.0
1814,1.0384034254684593e-07,0.0
1815,1.348611817775236e-07,0.0
1816,1.321034233114915e-07,0.0
1817,2.2886038664182706e-07,0.0
1818,1.9550731167328195e-07,0.0
1819,1.1800197086131448e-07,0.0
1820,1.8393045309039735e-07,0.0
1821,2.958446430056938e-07,0.0
1822,2.967582304336247e-07,1.0025615893027862e-09
1823,3.597297961732693e-07,0.0
1824,2.7537038249647594e-07,0.0
1825,2.236582474779425e-07,0.0
1826,2.0082204343907506e-07,8.807984341885344e-10
1827,2.0001482425868744e-07,0.0
1828,2.623278021474107e-07,0.0
1829,2.5976723350140674e-07,0.0
1830,3.4441558227626956e-07,0.0
1831,2.432228143334214e-07,1.7150327380477393e-08
1832,4.045460855195415e-07,0.0
1833,3.4287540984223597e-07,0.0
1834,2.4363126271964575e-07,0.0
1835,3.1235552455655125e-07,2.2689263801112247e-09
1836,2.473236122568778e-07,6.720750067579218e-10
1837,1.6977253380900947e-07,0.0
1838,1.60328909259988e-07,0.0
1839,2.055493695252153e-07,3.4957374772659477e-09
1840,2.1529547211684985e-07,6.369688665408546e-10
1841,1.823435837877696e-07,2.5682194149112547e-09
1842,2.542432468999323e-07,0.0
1843,1.9197460687792045e-07,0.0
1844,1.9264849981937004e-07,0.0
1845,1.858215910033323e-07,0.0
1846,1.7270778585043445e-07,0.0
1847,1.396844879764103e-07,0.0
1848,2.083712473677224e-07,0.0
1849,2.4467891535095987e-07,0.0
1850,1.6022030990825442e-07,0.0
1851,1.4769214828902477e-07,0.0
1852,1.58206248102033e-07,0.0
1853,1.845326949023729e-07,0.0
1854,2.561462508765544e-07,0.0
1855,2.494260513685731e-07,0.0
1856,2.0605213535418443e-07,0.0
1857,2.118574968790199e-07,0.0
1858,2.1336427380447276e-07,0.0
1859,2.210003202662847e-07,0.0
1860,2.4671021492395084e-07,0.0
1861,2.09388787197895e-07,0.0
1862,2.408086743344029e-07,0.0
1863,2.2975255831170216e-07,0.0
1864,2.1096802527154068e-07,0.0
1865,2.466386490596051e-07,0.0
1866,2.067885418455262e-07,9.731225825149181e-10
1867,1.9847999510602676e-07,0.0
1868,2.1043862830083526e-07,0.0
1869,2.2903704177679174e-07,0.0
1870,2.2362790730312554e-07,0.0
1871,2.63405183886789e-07,0.0
1872,2.2556575629550935e-07,0.0
1873,2.3704578211436456e-07,0.0
1874,2.8498885740191326e-07,0.0
1875,3.2498275004400057e-07,0.0
1876,2.3579457320010988e-07,0.0
1877,2.1708703457079537e-07,0.0
1878,2.059329204939786e-07,0.0
1879,2.1138265537956613e-07,6.10932526790009e-10
1880,2.2975889635290514e-07,0.0
1881,1.9104670911929134e-07,0.0
1882,2.389283224601968e-07,0.0
1883,1.965314453400424e-07,1.2638677882037541e-09
1884,1.7824581277636753e-07,0.0
1885,1.6565283544878184e-07,0.0
1886,1.7101679361530842e-07,0.0
1887,2.3699996631876274e-07,0.0
1888,1.4646819579411385e-07,0.0
1889,1.67279154084099e-07,0.0
1890,2.0777405040917074e-07,0.0
1891,1.625426051532486e-07,0.0
1892,1.5984706180915964e-07,1.8805537127519756e-09
1893,1.6997229579374107e-07,0.0
1894,1.8274464252954203e-07,0.0
1895,1.7694726750505652e-07,0.0
1896,1.7632116566801415e-07,0.0
1897,1.579039405896765e-07,0.0
1898,1.7993568235397106e-07,0.0
1899,2.0230936570442282e-07,2.7637891975018647e-09
1900,1.6455638274237572e-07,0.0
1901,1.4977820228523342e-07,0.0
1902,1.4829056738108193e-07,0.0
1903,1.5606636338816315e-07,0.0
1904,1.4726472841175564e-07,5.374625189347171e-10
1905,1.5740315006951278e-07,0.0
1906,1.4455159202952927e-07,2.0576738091193647e-09
1907,1.6662812640788616e-07,0.0
1908,1.6404040081852145e-07,0.0
1909,1.4742636267328635e-07,0.0
1910,1.9132059492221742e-07,0.0
1911,1.745082727211411e-07,0.0
1912,1.3336118342976988e-07,1.0418842455450772e-09
1913,1.8507434162984282e-07,0.0
1914,1.372832514334732e-07,0.0
1915,2.1912217107455945e-07,0.0
1916,1.2965205087311915e-07,0.0
1917,9.431124681213987e-08,0.0
1918,1.3324196856956405e-07,0.0
1919,1.7034518862146797e-07,0.0
1920,1.771902162772676e-07,0.0
1921,1.249503327471757e-07,0.0
1922,1.4608312426389602e-07,0.0
1923,1.4862327191167424e-07,0.0
1924,1.6114530865252163e-07,0.0
1925,1.8586921157748293e-07,0.0
1926,2.0397433786456531e-07,0.0
1927,1.861920537749029e-07,1.1149224876660924e-09
1928,1.725332197111129e-07,0.0
1929,2.0721155635783362e-07,0.0
1930,1.7015837272538192e-07,0.0
1931,1.6195606633573334e-07,0.0
1932,1.9946357099343004e-07,0.0
1933,1.9385419136597193e-07,0.0
1934,1.3898633710596187e-07,0.0
1935,2.094449769174389e-07,0.0
1936,1.6610859177035309e-07,0.0
1937,1.4983430673964904e-07,0.0
1938,1.2705909568921925e-07,0.0
1939,1.4376406909377693e-07,0.0
1940,1.141102288215734e-07,0.0
1941,1.7709015764921787e-07,0.0
1942,1.365395263519531e-07,0.0
1943,1.800005833274554e-07,0.0
1944,1.5744612369417155e-07,0.0
1945,1.568522947081874e-07,0.0
1946,2.1299290153820039e-07,0.0
1947,2.68219594090624e-07,0.0
1948,2.0330429606474354e-07,0.0
1949,1.7376105176936107e-07,0.0
1950,1.6378456280108367e-07,0.0
1951,2.0896347052712372e-07,0.0
1952,1.6871686625563598e-07,0.0
1953,1.4975620388213429e-07,0.0
1954,1.719966320479216e-07,0.0
1955,1.604938972832315e-07,0.0
1956,2.1541220007748052e-07,0.0
1957,1.687492243718225e-07,0.0
1958,1.9357050007329235e-07,0.0
1959,1.5889033022631338e-07,7.750747821333448e-10
1960,2.609154137189762e-07,0.0
1961,2.0566551484080264e-07,0.0
1962,2.0104002373955154e-07,0.0
1963,2.069137110538577e-07,0.0
1964,1.9772896564518305e-07,0.0
1965,1.6416130677043839e-07,0.0
1966,1.5620190652043675e-07,0.0
1967,1.5629163385710854e-07,0.0
1968,1.859446143726018e-07,8.982831700699023e-10
1969,1.6077822806437325e-07,0.0
1970,1.457795804071793e-07,0.0
1971,1.4130593228856014e-07,0.0
1972,1.2927969805787143e-07,0.0
1973,1.4499725864425272e-07,0.0
1974,1.248876912995911e-07,0.0
1975,1.1994107751434058e-07,0.0
1976,1.4169546602715855e-07,5.713526873840635e-10
1977,1.310522321773533e-07,0.0
1978,1.4495043387796613e-07,0.0
1979,1.644404505896091e-07,0.0
1980,1.347380731431258e-07,0.0
1981,1.4865041464418027e-07,0.0
1982,1.613950644241413e-07,0.0
1983,1.4967298511692206e-07,0.0
1984,1.368565989423587e-07,0.0
1985,1.425687230494077e-07,0.0
1986,1.4206931098215136e-07,0.0
1987,1.8332450224534114e-07,0.0
1988,1.391200470379772e-07,0.0
1989,1.4653285518306802e-07,0.0
1990,1.34581682686985e-07,0.0
1991,1.5415653820127773e-07,0.0
1992,1.6419633652731136e-07,0.0
1993,1.5786741869305843e-07,0.0
1994,1.440054973045335e-07,5.274926606624319e-10
1995,1.5074412829108041e-07,0.0
1996,1.4893277011651662e-07,0.0
1997,1.385724459623816e-07,0.0
1998,1.4638156642376998e-07,0.0
1999,1.7686679143480433e-07,4.570201161957499e-10
2000,1.524220891724326e-07,0.0
2001,1.5728549840332562e-07,0.0
2002,1.6473393316118745e-07,0.0
2003,1.854280640145589e-07,0.0
2004,2.0306087833432684e-07,4.404791253964646e-10
2005,1.7564623533417034e-07,0.0
2006,2.0301197878325183e-07,0.0
2007,2.2249250264394504e-07,0.0
2008,1.9201053191864048e-07,0.0
2009,2.2791959963797126e-07,0.0
2010,2.848447309133917e-07,1.8895172093635892e-09
2011,2.9291624059624155e-07,7.64794394481072e-10
2012,3.969358601807471e-07,6.808505426114664e-10
2013,4.300830767078878e-07,2.789125042035323e-10
2014,4.3958536366517365e-07,4.330890368553497e-10
2015,4.1826777419373684e-07,8.866301581811342e-10
2016,4.826222266274272e-07,4.1426800878596737e-10
2017,4.4400539422895235e-07,0.0
2018,5.320403033692855e-07,5.162933414126769e-10
2019,5.038201038587431e-07,0.0
