year,sans_ADP aller_VERB,sans_ADP râler_VERB
1973,1.4510752066598798e-06,2.2052815684681093e-09
1974,1.364763704714278e-06,2.812785782069227e-09
1975,1.406737567322125e-06,5.711480177694739e-10
1976,1.4952299807191594e-06,0.0
1977,1.4856504435556417e-06,2.938390863960194e-09
1978,1.4144548003969248e-06,3.5643548113029055e-09
1979,1.534972568606463e-06,2.925986564150662e-09
1980,1.4349320736073423e-06,5.685150683554241e-10
1981,1.4605693650082685e-06,2.5302198114474095e-09
1982,1.4860760870760714e-06,6.207502289967692e-10
1983,1.4923091384844156e-06,1.2630632095778083e-09
1984,1.5338377465923259e-06,1.739702604197646e-09
1985,1.3420709592537605e-06,2.4062232206745193e-09
1986,1.4566599588761164e-06,0.0
1987,1.4158762269289582e-06,1.2221633705067347e-09
1988,1.4667570553683618e-06,2.398621523624911e-09
1989,1.450510694667173e-06,3.841685636274406e-09
1990,1.4613282246500603e-06,4.358920835390023e-09
1991,1.4911567518538504e-06,5.861465202094962e-10
1992,1.4931948726371047e-06,1.1019888335184191e-09
1993,1.4894928881403757e-06,3.877445031719162e-09
1994,1.4094604239289765e-06,1.5824779264761446e-09
1995,1.4429141970140336e-06,4.337960657352369e-09
1996,1.4615696386499621e-06,5.3380921904988554e-09
1997,1.4144938518256822e-06,9.58978896292706e-10
1998,1.4557098779732769e-06,2.3840645013706308e-09
1999,1.4866864717077988e-06,3.1991408688814005e-09
2000,1.4212807286639872e-06,3.976228457602815e-09
2001,1.4996887784946011e-06,4.8193329327261836e-09
2002,1.4887390307194437e-06,1.752488598683044e-09
2003,1.46925702892986e-06,8.333845835650777e-10
2004,1.4786884321438265e-06,3.9643121285681815e-09
2005,1.5020004866528325e-06,3.1526248278623825e-09
2006,1.5405025806103367e-06,7.823991232669414e-09
2007,1.511910454610188e-06,1.3581230584591708e-08
2008,1.44923245670725e-06,7.2376473703172906e-09
2009,1.4428550798584183e-06,5.721830786953319e-09
2010,1.4261131013881823e-06,1.3698999989930627e-08
2011,1.3376253775732039e-06,4.2063690280924604e-08
2012,1.3994883261148061e-06,2.3148919114923672e-08
2013,1.3669501583990495e-06,3.291167438579379e-08
2014,1.4614589929351496e-06,2.2520630027500488e-08
2015,1.387354529924778e-06,3.812509619116611e-08
2016,1.4513879307287425e-06,3.0241564585864467e-08
2017,1.272144658059915e-06,2.8426408449355733e-08
2018,1.2904752111353446e-06,4.8015282194668885e-08
2019,1.3117179094024323e-06,3.163224893132366e-08
