year,sans_ADP aller_VERB,sans_ADP râler_VERB
1800,1.084736794609853e-06,0.0
1801,1.1191558542122948e-06,0.0
1802,1.0875902489715372e-06,0.0
1803,1.0180770573242626e-06,0.0
1804,1.3001936025602845e-06,0.0
1805,1.2764520960217851e-06,0.0
1806,1.2275910279413438e-06,0.0
1807,1.02490385955889e-06,0.0
1808,1.0265315637525418e-06,0.0
1809,8.426183626397687e-07,0.0
1810,1.2730289142837137e-06,0.0
1811,8.699556417468557e-07,0.0
1812,1.0802192917935827e-06,0.0
1813,1.1416694576382724e-06,0.0
1814,1.0572835265065805e-06,0.0
1815,8.954782160230934e-07,0.0
1816,7.856676944584251e-07,0.0
1817,1.2563968070367082e-06,0.0
1818,1.1909256087960784e-06,0.0
1819,1.2493717562733764e-06,0.0
1820,1.1498620224870137e-06,0.0
1821,1.1468910727785442e-06,0.0
1822,1.2532019582067733e-06,0.0
1823,1.1315676431422617e-06,0.0
1824,1.2252718448735322e-06,0.0
1825,1.4159152215142967e-06,0.0
1826,1.2507337316947087e-06,0.0
1827,1.2535491720200298e-06,0.0
1828,1.1841440965554284e-06,0.0
1829,1.2182482862499455e-06,0.0
1830,1.1355277251823281e-06,0.0
1831,8.996125870908145e-07,0.0
1832,1.2149913004577684e-06,0.0
1833,1.178055057948768e-06,1.1583628500844156e-09
1834,1.156548421477055e-06,0.0
1835,1.1337068528405325e-06,0.0
1836,1.2924002703584847e-06,0.0
1837,1.28999292314802e-06,0.0
1838,1.2548577856819065e-06,0.0
1839,1.214419285133772e-06,0.0
1840,1.307060088606704e-06,0.0
1841,1.2898881607270596e-06,6.420548537278137e-10
1842,1.1866921312275736e-06,0.0
1843,1.2103260900175883e-06,0.0
1844,1.2618202163139358e-06,0.0
1845,1.2449488480115178e-06,0.0
1846,1.287990315290699e-06,0.0
1847,1.1142399642949385e-06,0.0
1848,1.1335717857718919e-06,0.0
1849,1.1412763711859952e-06,0.0
1850,1.3408266568148974e-06,0.0
1851,1.2066900012541737e-06,0.0
1852,1.3509381204812598e-06,0.0
1853,1.445804713284815e-06,0.0
1854,1.535318858714163e-06,0.0
1855,1.4222591744328383e-06,0.0
1856,1.5448732995082537e-06,0.0
1857,1.282372451782976e-06,0.0
1858,1.4915924566594185e-06,0.0
1859,1.4843685107734927e-06,0.0
1860,1.5406800457640202e-06,0.0
1861,1.456761225426817e-06,0.0
1862,1.5948491807193932e-06,0.0
1863,1.4259642568958952e-06,0.0
1864,1.5453408366283838e-06,0.0
1865,1.4661819989214564e-06,0.0
1866,1.5209905654955946e-06,0.0
1867,1.4704019122291356e-06,0.0
1868,1.5921213787351007e-06,0.0
1869,1.5895855369763012e-06,0.0
1870,1.530991056597486e-06,0.0
1871,1.4784678796786466e-06,0.0
1872,1.5686798633396393e-06,6.047339295989218e-10
1873,1.6198127923416905e-06,0.0
1874,1.6675134304477979e-06,0.0
1875,1.6140428442668053e-06,0.0
1876,1.6596310103977885e-06,1.813804439976252e-09
1877,1.6773220465893246e-06,0.0
1878,1.477161077900746e-06,0.0
1879,1.7191641745739616e-06,0.0
1880,1.4985670588885114e-06,6.417846254436199e-10
1881,1.4293640617779602e-06,0.0
1882,1.6139308343099401e-06,0.0
1883,1.588049883594067e-06,0.0
1884,1.5322539184126072e-06,0.0
1885,1.6126979858199775e-06,0.0
1886,1.6211100728469319e-06,0.0
1887,1.5068757761582674e-06,0.0
1888,1.5230156691359298e-06,1.268122939990235e-09
1889,1.7567443535426719e-06,0.0
1890,1.5887832489624998e-06,0.0
1891,1.6152273190073174e-06,0.0
1892,1.653006677315716e-06,0.0
1893,1.613505162367801e-06,0.0
1894,1.640920771706078e-06,0.0
1895,1.5612285721999797e-06,0.0
1896,1.7366750739711279e-06,0.0
1897,1.5003787154910242e-06,0.0
1898,1.564535097031694e-06,0.0
1899,1.512345420451311e-06,0.0
1900,1.5526439653967827e-06,0.0
1901,1.543050757391029e-06,0.0
1902,1.3665320466316189e-06,0.0
1903,1.5617437156834058e-06,2.7001101354784396e-09
1904,1.6559220057388302e-06,0.0
1905,1.593126313537141e-06,0.0
1906,1.575663702624297e-06,0.0
1907,1.5618815325524338e-06,5.142843373384665e-10
1908,1.546596365642472e-06,0.0
1909,1.6750495319683978e-06,0.0
1910,1.6508082012478553e-06,0.0
1911,1.5641899153706618e-06,2.128149656499545e-09
1912,1.542509664886893e-06,0.0
1913,1.4371101997312508e-06,5.30298971401777e-10
1914,1.6514169374204357e-06,0.0
1915,1.3594999188626389e-06,0.0
1916,1.4734186493114976e-06,2.197492410260793e-09
1917,1.412475484130482e-06,0.0
1918,1.5793767431659944e-06,0.0
1919,1.5358691030087357e-06,0.0
1920,1.7491854578111088e-06,0.0
1921,1.523636740330403e-06,0.0
1922,1.5604333611918264e-06,4.426761179843197e-09
1923,1.4926022515737714e-06,0.0
1924,1.6153205706359586e-06,1.289162443462999e-09
1925,1.4869536926198634e-06,0.0
1926,1.5537716535618529e-06,0.0
1927,1.6456256446417683e-06,0.0
1928,1.4499645715204679e-06,1.1426041224282812e-09
1929,1.5875079100169387e-06,1.1140406375176326e-09
1930,1.5639865864613967e-06,0.0
1931,1.5089287330738443e-06,2.2810713318222042e-09
1932,1.5025524930933898e-06,0.0
1933,1.5129803614399862e-06,1.1470662197865522e-09
1934,1.4941030599402438e-06,0.0
1935,1.4481623793471954e-06,1.196828414151696e-09
1936,1.4173791100802191e-06,0.0
1937,1.4479786045740184e-06,3.777335333410292e-09
1938,1.3756092016592447e-06,1.2965214457594243e-09
1939,1.3550528876749013e-06,0.0
1940,1.2957850969996798e-06,0.0
1941,1.2396310751228157e-06,0.0
1942,1.4715926681674318e-06,0.0
1943,1.3906496576510108e-06,0.0
1944,1.4491469642052834e-06,3.2131861615880553e-09
1945,1.3855285487807123e-06,2.178504043826024e-09
1946,1.674708812515746e-06,4.1763312808029696e-09
1947,1.3709001507322682e-06,0.0
1948,1.5068436027831922e-06,0.0
1949,1.4038321864973113e-06,2.945102384188658e-09
1950,1.4070583347347565e-06,0.0
1951,1.3731885530887666e-06,1.0661401761424827e-09
1952,1.3666065683537454e-06,1.0544803918932644e-09
1953,1.491097748385073e-06,4.3095309543161875e-09
1954,1.4766302456337144e-06,9.772536113672459e-10
1955,1.5073286476763315e-06,0.0
1956,1.456430652524432e-06,0.0
1957,1.4524801486004435e-06,2.6505113659425206e-09
1958,1.521265630799462e-06,0.0
1959,1.5199216250039171e-06,1.5501495642666896e-09
1960,1.4990524732638733e-06,6.920833350854139e-10
1961,1.52651051621433e-06,0.0
1962,1.502409475051536e-06,0.0
1963,1.422531681782857e-06,1.2932106496776896e-09
1964,1.4558936527464539e-06,6.083968329129164e-10
1965,1.5595323361594637e-06,5.472043373977442e-10
1966,1.5459557971553295e-06,0.0
1967,1.5160781572376436e-06,3.451234853457663e-09
1968,1.6366719250981987e-06,4.4914158503495116e-10
1969,1.4710753930557985e-06,1.3625273131978588e-09
1970,1.6500225115123612e-06,2.2993624781975086e-09
1971,1.4752338870493986e-06,1.541519245584766e-09
1972,1.4646569184151303e-06,2.0520587451500205e-09
