year,trois_DET oies_NOUN,trois_DET rois_NOUN
1800,1.2576657937302116e-08,2.0437068970480254e-07
1801,3.333655484993869e-08,2.571677253371263e-07
1802,3.5805442166747525e-08,3.0210841828193225e-07
1803,5.655983681407406e-08,2.7109715361461895e-07
1804,3.213406074564773e-08,3.0403767858899755e-07
1805,3.127165526528586e-08,4.4917467745264616e-07
1806,8.645007376628655e-09,2.1612518441571638e-07
1807,0.0,8.54086552593003e-08
1808,4.5321479902327155e-09,3.489753965801867e-07
1809,1.129515236897305e-08,2.620475365588959e-07
1810,3.042164919975221e-08,2.9953621627498705e-07
1811,0.0,3.760615179260185e-07
1812,3.467370746079723e-08,3.013945377716709e-07
1813,3.163315653864629e-08,2.041776523409311e-07
1814,3.1466771410748606e-09,2.800542668879302e-07
1815,0.0,2.751167964554213e-07
1816,6.952811659743929e-09,1.1124498655590287e-07
1817,2.490997452753163e-08,3.4718278174583617e-07
1818,5.960588467246453e-09,5.006894721049093e-07
1819,4.140420006848444e-09,5.061663532757166e-07
1820,8.306536791735653e-09,3.0378190629676283e-07
1821,8.875339574387908e-09,3.4120750269650557e-07
1822,1.804610860745015e-08,3.238273791339452e-07
1823,1.9765373782121287e-09,2.0951296164639643e-07
1824,3.3684450784221553e-09,3.941080661817864e-07
1825,1.7610886082763955e-09,4.81657745687869e-07
1826,0.0,2.8097468574017626e-07
1827,0.0,3.004831095054783e-07
1828,9.172301140836225e-09,2.3297644635711379e-07
1829,1.2002446148073886e-08,3.8064901763945613e-07
1830,0.0,3.788571263374507e-07
1831,7.795603274018958e-09,3.7574807265627896e-07
1832,0.0,3.8425113202400496e-07
1833,6.950177322551099e-09,3.3708357616291096e-07
1834,6.534171426153534e-09,3.0337226508692083e-07
1835,7.563087933704082e-09,3.728602280261839e-07
1836,0.0,2.930246996157848e-07
1837,4.174734336004349e-09,3.4580719154853057e-07
1838,2.5248647617104325e-09,3.762048568223264e-07
1839,0.0,2.9504025045312687e-07
1840,5.7327197988676915e-09,3.1147777956874734e-07
1841,6.420548537278137e-10,2.895667314817274e-07
1842,0.0,3.0254274419050375e-07
1843,1.7720733769266417e-09,2.658109946596099e-07
1844,1.811225169845443e-08,2.563158073010108e-07
1845,6.138250796539069e-09,2.695250089779222e-07
1846,5.854501328173001e-10,3.2316847309310504e-07
1847,8.089835468183537e-09,2.9231273313001793e-07
1848,0.0,2.566425720829102e-07
1849,8.379414495607307e-09,2.664653939721262e-07
1850,1.0183494048021657e-08,2.837800465727014e-07
1851,8.384270167027807e-09,2.1154159757230673e-07
1852,3.2552727180501506e-09,3.014382459198828e-07
1853,1.7915795513800958e-09,2.496267434981547e-07
1854,3.1173986725363534e-09,2.114635411221144e-07
1855,1.5920811335945473e-08,2.462418855486703e-07
1856,3.624032518523279e-09,2.8163908893930056e-07
1857,3.905207268672939e-09,2.2650202469165492e-07
1858,9.787352039936081e-10,2.613223053504754e-07
1859,3.055304009791371e-09,2.668298866304042e-07
1860,1.1900677859832953e-08,2.764619042583405e-07
1861,5.187560159214399e-09,2.2966744117614013e-07
1862,1.1294966073549517e-08,2.6294680777194657e-07
1863,1.1987089820753027e-08,1.9429074493704235e-07
1864,2.3973640850272204e-09,2.176806468412451e-07
1865,7.060266649094871e-09,2.447559037666025e-07
1866,1.2650593461671633e-08,2.6128341179543213e-07
1867,7.76449837758264e-09,2.494345050507718e-07
1868,8.397785578040384e-09,1.8425729741977648e-07
1869,7.325278716940886e-09,2.1389813387173717e-07
1870,1.0894693147633916e-08,1.6743421893394839e-07
1871,1.6993883855676017e-08,1.837463641241044e-07
1872,1.511834801792844e-08,2.037953370503942e-07
1873,1.5563611011071288e-08,1.466571077912704e-07
1874,1.553398404352535e-08,1.631068258234336e-07
1875,5.721527140956084e-10,1.6706859229387305e-07
1876,4.836811839936672e-09,2.1584272946739702e-07
1877,4.329371194877751e-09,1.6142370418137375e-07
1878,4.831270938865373e-09,2.107641883242195e-07
1879,6.109325489944695e-09,2.6331192348738597e-07
1880,8.343199908722454e-09,1.7905791138694838e-07
1881,1.2550513517339823e-08,1.2968864304685468e-07
1882,6.655385131892899e-09,1.3643539520380443e-07
1883,3.159669414998234e-09,1.4092125599773908e-07
1884,5.281357573494461e-09,1.5183902313253839e-07
1885,3.2228177904158883e-09,1.3342466026466937e-07
1886,2.5813855497602844e-09,1.264878946027892e-07
1887,3.9173548849191775e-09,1.4428923322817866e-07
1888,7.60873763994141e-09,1.7943939223385996e-07
1889,1.8795409673089125e-09,1.948457510891899e-07
1890,6.5543866445416654e-09,1.3043229452058824e-07
1891,1.211101841036566e-08,1.0963658159113265e-07
1892,3.761107425503951e-09,1.046841591190173e-07
1893,8.005941687372342e-09,1.2132080495774744e-07
1894,8.822155450616265e-09,1.178387871725306e-07
1895,1.8055843487019274e-09,1.2639090107846584e-07
1896,9.435246750566506e-09,1.3504196694213988e-07
1897,1.1070755534525745e-08,1.229436525918004e-07
1898,2.26334195829736e-09,1.3070799864678406e-07
1899,7.738609753005221e-09,8.678298257791539e-08
1900,1.2458527431924438e-08,1.2510438229806908e-07
1901,1.1177477832191585e-09,9.668518630157052e-08
1902,8.34748237199534e-09,1.1244550157663014e-07
1903,1.1880484818149739e-08,1.053042932852577e-07
1904,3.2247751136083025e-09,1.1125474230766486e-07
1905,4.64468330463319e-09,1.2489037182206175e-07
1906,8.230695236477459e-09,1.028836935645927e-07
1907,1.2342824262656649e-08,8.999975609214061e-08
1908,8.349361424464519e-09,1.0854170007235098e-07
1909,6.051082024338683e-09,1.1552065704023562e-07
1910,3.7409054742809644e-09,1.0955508544796544e-07
1911,6.384448969498635e-09,1.1492008300528767e-07
1912,1.1981668712746085e-08,1.0887690549132856e-07
1913,2.6514948014977335e-09,9.121142707790852e-08
1914,4.68772043404897e-09,1.4063161657418277e-07
1915,1.5314990164938536e-08,8.246533256262012e-08
1916,4.394984820521586e-09,1.1866459237452887e-07
1917,5.483212106582869e-09,1.1076088979322662e-07
1918,2.2972752589112133e-09,8.844509569172487e-08
1919,1.8415696745321952e-09,8.010828000948322e-08
1920,2.2716695191604686e-09,9.46528970757754e-08
1921,7.572747762196741e-09,8.405749851725375e-08
1922,1.254249004656316e-08,7.968170434580202e-08
1923,4.246379248229459e-09,1.4119211044771873e-07
1924,3.867487219366694e-09,7.863890805204221e-08
1925,5.499088961968823e-09,1.1548086931156831e-07
1926,1.114613823460786e-08,1.0031524610987219e-07
1927,8.919379901328739e-09,1.6166376237691793e-07
1928,4.5704163786908225e-09,1.0626218038822799e-07
1929,3.342121912552898e-09,1.3925507724721342e-07
1930,9.453243521306831e-09,1.5125189323228483e-07
1931,5.7026783295555106e-09,6.044839118146683e-08
1932,5.4797681947604815e-09,1.3699421019808256e-07
1933,6.882397318719313e-09,7.800050449979778e-08
1934,3.5944740517379614e-09,1.7612922675880327e-07
1935,9.574627313213568e-09,1.2806063764969622e-07
1936,7.274828739411987e-09,1.3337186244299915e-07
1937,6.295558963032022e-09,8.310137999956169e-08
1938,9.075650453382877e-09,9.205302431425366e-08
1939,6.117620188206274e-09,8.56466852994231e-08
1940,5.0715658339584024e-09,1.2678914895758453e-07
1941,2.3612020338958928e-08,1.357691155057239e-07
1942,9.102635312174812e-09,2.45771148321694e-07
1943,1.7419411690866582e-08,1.683876436064935e-07
1944,0.0,1.735120491730413e-07
1945,4.357008087652048e-09,1.067466994797428e-07
1946,8.352662561605939e-09,1.2389782799715476e-07
1947,1.1920870957027319e-09,1.2993749143319633e-07
1948,2.174377566888097e-09,1.0654450144365057e-07
1949,1.0798709482173763e-08,1.0111518444766432e-07
1950,4.2541445921528975e-09,1.542127401332749e-07
1951,4.264560704569931e-09,1.4179664598046315e-07
1952,2.1089607837865287e-09,1.02284600345115e-07
1953,7.541679392097933e-09,1.0666088856581268e-07
1954,1.6613311615287785e-08,1.36815504703236e-07
1955,6.569925492527773e-09,1.0418024798397596e-07
1956,3.488456634670456e-09,8.459507250258014e-08
1957,9.718541305048234e-09,1.3252556518850156e-07
1958,4.1361216673863055e-09,1.1415695766459066e-07
1959,2.325224457422337e-09,1.0075972189937943e-07
1960,6.920833239831836e-09,1.045045814329626e-07
1961,9.727422756178328e-09,1.410476340168998e-07
1962,5.7077609305622445e-09,9.386095456420662e-08
1963,8.405868889838075e-09,1.1121611809272736e-07
1964,6.692365273064382e-09,1.2472135368923887e-07
1965,6.5664522708175355e-09,1.1327129900706723e-07
1966,1.1078149397825143e-08,1.0967368302416958e-07
1967,7.395503320850594e-09,1.0255097926403778e-07
1968,7.635406862327443e-09,1.3339505278153752e-07
1969,7.266812374062681e-09,1.0264372618529194e-07
1970,3.219107425067591e-09,8.323692068934463e-08
1971,6.679916619845017e-09,1.17155462220353e-07
1972,7.695220349823728e-09,1.0414198436947686e-07
1973,1.0475087075523248e-08,9.978899129237107e-08
1974,7.875800456247362e-09,8.438357657070128e-08
1975,9.138368284311582e-09,9.595286476482556e-08
1976,6.856232359631065e-09,9.941536482926949e-08
1977,8.227494963097826e-09,7.169673921225694e-08
1978,1.3069300752732715e-08,1.0336628886165045e-07
1979,7.0223681314374176e-09,9.187598459803326e-08
1980,8.527726136353664e-09,1.017641988454443e-07
1981,8.85576917353248e-09,9.678090906461989e-08
1982,3.724501262958313e-09,9.559553615368088e-08
1983,4.420721011477724e-09,8.967748987842583e-08
1984,5.799008384599347e-09,1.0264244920676902e-07
1985,7.218669662023558e-09,1.1128782606562027e-07
1986,1.3187867742292525e-08,9.771011644232885e-08
1987,6.110816741511371e-09,9.96063134195424e-08
1988,1.1393452181707175e-08,9.294658376290954e-08
1989,7.134558721588746e-09,8.341945534340311e-08
1990,9.262706657242603e-09,7.791571077220283e-08
1991,1.055063725274863e-08,1.008171992555873e-07
1992,1.1019888168650738e-08,1.2617771893985719e-07
1993,5.539207592608619e-09,1.0358317759084912e-07
1994,6.85740436656701e-09,1.1657588006031006e-07
1995,8.675921314704738e-09,9.543513601606435e-08
1996,4.270473752399084e-09,8.861233125045942e-08
1997,6.7128524960935465e-09,9.925431854185263e-08
1998,4.768129113763564e-09,7.342918895147932e-08
1999,3.656160929565999e-09,1.005444223434182e-07
2000,3.092622158362701e-09,1.0426554197806581e-07
2001,3.5049694258049158e-09,1.0427284102831891e-07
2002,7.4480765999140885e-09,8.850067390042682e-08
2003,3.333538334260311e-09,1.0292299501557522e-07
2004,4.404791115186768e-09,1.0395307659116781e-07
2005,8.106749049829887e-09,9.007499057744894e-08
2006,9.47114670024618e-09,9.71822013973167e-08
2007,5.592271090648637e-09,8.228627557116397e-08
2008,3.405951742863067e-09,8.855474387114981e-08
2009,2.860915504498962e-09,1.1825117507413552e-07
2010,5.196172492283324e-09,9.589299865275791e-08
2011,7.64794394481072e-09,9.751128260404585e-08
2012,6.127654716969744e-09,1.0280843065757495e-07
2013,5.857162532763027e-09,8.729961709086353e-08
2014,8.012147278968484e-09,1.1866639870738993e-07
2015,6.206411301556969e-09,1.2235496327228645e-07
2016,7.871092000399926e-09,1.0978102538139467e-07
2017,5.534344982294215e-09,1.1722748771703095e-07
2018,1.2132893356664454e-08,8.157434838729216e-08
2019,5.101975730781305e-09,1.1658013865378791e-07
