year,pouvez_VERB appeler_VERB,pouvez_VERB rappeler_VERB
1800,3.144164484325529e-09,0.0
1801,7.143547975374531e-09,4.7623651688866175e-09
1802,0.0,0.0
1803,1.3652374342143503e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,0.0,4.034336598124355e-08
1807,3.701041606518629e-08,0.0
1808,6.798221985349073e-09,0.0
1809,6.7770917766551975e-09,0.0
1810,4.680253518074551e-09,0.0
1811,7.521229861140455e-09,1.7549536934780008e-08
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,1.1588019432906549e-08,0.0
1817,1.401186100480345e-08,9.341240669868967e-09
1818,1.668964877410417e-08,0.0
1819,6.210630232317271e-09,2.070210003424222e-09
1820,3.5599443393152796e-09,5.933240565525466e-09
1821,4.2404398215012407e-08,0.0
1822,8.02049271442229e-09,2.0051231786055723e-09
1823,7.906149512848515e-09,7.906149512848515e-09
1824,1.7684335773537896e-08,5.894778887238772e-09
1825,1.4969252504215547e-08,1.4088708866211164e-08
1826,1.4092774947016551e-08,7.0463874735082754e-09
1827,1.3825909306319772e-08,9.217273055917019e-10
1828,2.0179061976932644e-08,1.8344602503717056e-09
1829,1.800366966620004e-08,1.714635211591542e-09
1830,1.6698937344017395e-08,2.0873671680021744e-09
1831,3.274153215215847e-08,4.677361609140007e-09
1832,1.8941957335982806e-08,1.3529969367098715e-09
1833,4.6334514003376626e-09,6.950177322551099e-09
1834,2.14694217959277e-08,9.334530925997342e-10
1835,2.2689263801112247e-08,1.1344631900556124e-08
1836,1.68018754465038e-08,1.008112526790228e-08
1837,3.2006298056330706e-08,4.87052354003481e-09
1838,8.837027110075724e-09,2.5248647617104325e-09
1839,2.23727205650448e-08,2.0974426639952526e-09
1840,1.46502836528839e-08,4.458782232319436e-09
1841,6.420548537278137e-09,3.852329122366882e-09
1842,2.6162233268678392e-08,2.683306021822318e-09
1843,2.126487963494128e-08,1.063243981747064e-08
1844,1.811225303072206e-08,1.0977122322231025e-08
1845,7.254296274794569e-09,0.0
1846,1.4636253098387897e-08,1.7563503984519002e-09
1847,4.314578916364553e-09,2.1572894581822766e-09
1848,3.218088551193432e-08,0.0
1849,9.217356655710773e-09,5.02764896381791e-09
1850,1.1541293254424545e-08,6.788996032014438e-10
1851,9.674158363282004e-09,7.094382858952031e-09
1852,7.812654523320361e-09,5.208436348880241e-09
1853,5.3747388761848924e-09,2.9859659189668264e-09
1854,2.338049043260071e-08,1.0391328908454511e-09
1855,1.0613874223963649e-08,5.306937111981824e-10
1856,1.1389816201301528e-08,3.6240324075009767e-09
1857,2.9289055625270066e-09,3.905207268672939e-09
1858,1.8106600663259087e-08,2.4468380654951716e-09
1859,2.3933214521321133e-08,2.036869339860914e-09
1860,2.6089947979812678e-08,2.746310290291376e-09
1861,2.2165028923382124e-08,1.8863854922557266e-09
1862,2.0330938710344526e-08,4.517986262886353e-10
1863,2.597202808374277e-08,3.496234635136375e-09
1864,1.5343129433631475e-08,5.274200631788517e-09
1865,4.3773653146672586e-08,6.589582213223366e-09
1866,2.3841502994059738e-08,9.244664589402873e-09
1867,1.5043715606566366e-08,0.0
1868,1.2843672791973404e-08,9.87974857480367e-09
1869,2.9789466893248573e-08,0.0
1870,2.2362790730312554e-08,6.307453670473251e-09
1871,2.0180236148803488e-08,1.3807530230280918e-08
1872,1.0280476914203973e-08,7.256807155187062e-09
1873,1.855661402316855e-08,2.3944017879529156e-09
1874,9.559374625212058e-09,2.3898436563030145e-09
1875,1.6592428764283795e-08,1.1443054281912168e-09
1876,8.464420275799966e-09,4.836811839936672e-09
1877,1.2369632429454214e-08,1.2369631985365004e-09
1878,1.1474268646338714e-08,6.039088673581716e-10
1879,6.109325489944695e-09,3.0546627449723474e-09
1880,1.1552122813895949e-08,6.417846254436199e-10
1881,1.4642266066289267e-08,3.4862537301449947e-09
1882,7.320923423037584e-09,3.3276925659464496e-09
1883,8.21514056781325e-09,3.159669414998234e-09
1884,6.601696966868076e-09,7.2618666635548834e-09
1885,4.511945039809007e-09,0.0
1886,3.872078213618124e-09,1.5488312854472497e-08
1887,1.2404957061562527e-08,1.9586774424595887e-09
1888,3.804368819970705e-09,0.0
1889,5.012109394186837e-09,6.891650361495749e-09
1890,7.865263995654459e-09,3.2771931834929546e-09
1891,1.211101796627645e-08,6.3742202627281586e-09
1892,1.191017329205124e-08,2.5074049503359674e-09
1893,4.926733243593162e-09,6.158416554491453e-10
1894,0.0,1.8904617871129403e-09
1895,9.629783193076946e-09,6.018614495673091e-10
1896,1.0024948871034667e-08,5.89702897624278e-10
1897,1.1653427112179315e-09,5.826713556089658e-10
1898,3.3950129374460403e-09,5.6583548957434e-10
1899,1.492446166651007e-08,6.080336234504102e-09
1900,1.2977633190303095e-08,1.038210628578895e-09
1901,1.0618603774048552e-08,3.912117296778206e-09
1902,9.329538919189417e-09,0.0
1903,6.480264325148255e-09,1.6200660812870638e-09
1904,8.599400302955473e-09,0.0
1905,5.160758931310738e-09,1.0321518084666081e-09
1906,6.6874399351490865e-09,7.716276506641861e-09
1907,4.6285588695127444e-09,2.5714217422034835e-09
1908,3.929111258571538e-09,7.367083831866239e-09
1909,6.60118004702781e-09,1.1001967115120692e-09
1910,6.947395991829808e-09,7.481810726517324e-09
1911,7.448523575703803e-09,1.5961122423746588e-09
1912,1.1981668990301841e-08,3.646594803896619e-09
1913,8.484783542428431e-09,4.242391771214216e-09
1914,4.018046340092951e-09,6.696743715117748e-10
1915,0.0,0.0
1916,3.2962386153911893e-09,0.0
1917,1.4256351654751143e-08,0.0
1918,1.033773866510046e-08,0.0
1919,8.287063479883727e-09,0.0
1920,5.300562211374427e-09,4.543339038320937e-09
1921,6.815472630705699e-09,3.0290989716519334e-09
1922,4.426761179843197e-09,1.4755870969551665e-09
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,2.3204924204378585e-08,1.289162443462999e-09
1925,1.3197813508725176e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,1.0283437212876834e-08,0.0
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,1.1405356659111021e-08,1.1405356659111021e-08
1932,6.575722188983946e-09,2.1919073223131136e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,0.0
1936,4.849885826274658e-09,0.0
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,1.3071024262956144e-08,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,1.2762110479513922e-08,0.0
1950,5.317680518146517e-09,0.0
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,1.2653764258629963e-08,5.272402070488624e-09
1953,1.1851209791302608e-08,4.3095309543161875e-09
1954,1.4658803948464083e-08,0.0
1955,1.220129064449793e-08,0.0
1956,9.593255967388359e-09,8.72114158667614e-10
1957,2.6505113659425206e-09,0.0
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,1.3176271629333769e-08,0.0
1960,1.1765417085030094e-08,6.920833350854139e-10
1961,6.94815938118154e-09,0.0
1962,1.77574772664002e-08,1.2683912808952869e-09
1963,1.8104948651398445e-08,5.1728425987107585e-09
1964,2.007709554163739e-08,0.0
1965,1.8057743744748223e-08,1.6416130677043839e-09
1966,1.163205709531212e-08,2.215629901769489e-09
1967,1.873527466500491e-08,1.9721342336964653e-09
1968,1.3474247495537384e-08,1.3474247273492779e-09
1969,1.544197658631674e-08,5.450109252791435e-09
1970,1.609553734738256e-08,9.197450023812337e-10
1971,2.5178147566862208e-08,2.569198631618974e-09
1972,1.2825367434743384e-08,5.130146862875051e-10
1973,1.0475087464101307e-08,1.6539611902288698e-09
1974,1.8564387360697765e-08,0.0
1975,9.138368284311582e-09,1.7134440533084216e-09
1976,1.428381679602353e-08,5.713526873840635e-10
1977,1.7630345183761165e-08,2.3507127355770763e-09
1978,8.316828115084718e-09,1.7821774056514528e-09
1979,1.6970723493159312e-08,1.1703946700691858e-09
1980,1.3644362084619388e-08,1.7055452605774235e-09
1981,1.707898356073656e-08,4.427884725544118e-09
1982,1.3656505259973528e-08,4.966001831974154e-09
1983,1.136756910824488e-08,3.157658134966823e-09
1984,2.551563760277986e-08,1.1598016991243298e-09
1985,1.3835783185811579e-08,1.8046674155058895e-09
1986,1.3787316177626963e-08,3.5966913891627428e-09
1987,1.0388388815840699e-08,1.2221633705067347e-09
1988,1.0194141530917022e-08,2.99827696004229e-09
1989,1.6464365870660913e-08,4.939309850016116e-09
1990,2.45189291092629e-08,1.089730194969718e-09
1991,2.2273567878983158e-08,2.9307325455363298e-09
1992,1.7080827419135858e-08,5.509944167592096e-10
1993,2.4372512896775334e-08,1.661762283333701e-09
1994,2.479215588380157e-08,3.164955852952289e-09
1995,2.4401028753118226e-08,2.7112254663563817e-09
1996,2.4021414191111035e-08,6.4057106285986265e-09
1997,4.842843281949172e-08,2.876936688878118e-09
1998,3.337690301918883e-08,1.9072516899143466e-09
1999,2.102292562256025e-08,5.941261704833778e-09
2000,1.7230322058026104e-08,8.83606254831193e-09
2001,2.4534786646768225e-08,3.5049694258049158e-09
2002,4.337409365007261e-08,8.76244299341522e-10
2003,3.666892212095263e-08,3.7502307925763034e-09
2004,3.7000248198637564e-08,5.726228824443069e-09
2005,3.512924706683407e-08,9.457874483587148e-09
2006,3.9943532925690306e-08,7.823991232669414e-09
2007,5.432492145018841e-08,6.391167151065247e-09
2008,7.067350082934354e-08,8.940623352771127e-09
2009,6.818515174700224e-08,8.105927484791664e-09
2010,8.077685720309091e-08,1.5588517143783065e-08
2011,1.0554162344078577e-07,1.2236710311697152e-08
2012,1.1642543995549204e-07,1.191488419038933e-08
2013,1.0849696252535068e-07,1.4503449996539075e-08
2014,9.07321506815606e-08,7.145969149746634e-09
2015,1.0373572933985997e-07,9.309617077235544e-09
2016,1.000457245936559e-07,1.0770968117412849e-08
2017,1.0615880086106699e-07,9.056201122348284e-09
2018,1.1332638649719229e-07,1.1358453733123497e-08
2019,1.102026701005343e-07,1.2754938438774843e-08
