year,autres_ADJ humeurs_NOUN,autres_ADJ rumeurs_NOUN
1931,3.42160717536899e-08,6.843213995466613e-09
1932,3.835837958376942e-08,1.3151444377967891e-08
1933,2.6382522833046096e-08,1.1470662641954732e-08
1934,1.677421224144382e-08,1.0783422155213884e-08
1935,1.6755597798123745e-08,1.4361940969820353e-08
1936,2.0612015205756506e-08,3.6374143697059935e-09
1937,3.273690651894867e-08,1.888667711114067e-08
1938,1.5558256905023882e-08,6.482607339819424e-09
1939,2.5999884911698246e-08,1.988226472349197e-08
1940,1.5214697057785997e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,1.1612940831184915e-08,1.4516175816936538e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,7.62476446425353e-08,1.9606536838523425e-08
1946,2.227376683094917e-08,9.744772988540262e-09
1947,1.907339353124371e-08,9.536696765621855e-09
1948,1.522064252412747e-08,1.4133454406817236e-08
1949,1.668891336237266e-08,1.276211036849162e-08
1950,9.571825110299415e-09,1.3825969702452312e-08
1951,6.396841278899501e-09,1.0661401539380222e-08
1952,1.2653764258629963e-08,1.0544804140977249e-08
1953,2.2625037843226892e-08,4.3095309543161875e-09
1954,1.07497895029951e-08,9.772536557761669e-09
1955,1.5016972554349195e-08,1.1262729415761896e-08
1956,4.534993536253751e-08,1.744228228517386e-08
1957,2.3854601849393475e-08,1.4136060322300636e-08
1958,1.4890038535497752e-08,4.9633461784992505e-09
1959,1.7826719656000023e-08,1.007597205671118e-08
1960,1.6610000486139143e-08,8.305000243069571e-09
1961,2.431855783413539e-08,1.9454845900934714e-08
1962,2.473363025501385e-08,2.3465238641051656e-08
1963,3.297687101166957e-08,1.3578711488548834e-08
1964,8.578395238600933e-08,1.2776333768727e-08
1965,1.8057743744748223e-08,1.9699356201829943e-08
1966,1.8832853498906843e-08,1.2739871713129958e-08
1967,3.1554147739143446e-08,1.5284040699725665e-08
1968,1.9313088017725022e-08,2.0660513300185812e-08
1969,3.270065462857019e-08,1.725867887492072e-08
1970,7.7718453894704e-08,1.4256047897731605e-08
1971,2.6205826841874114e-08,1.1304474689666222e-08
1972,2.4624704053621826e-08,1.539044092169206e-08
1973,1.268036875501366e-08,1.4885650045926013e-08
1974,2.193973003272731e-08,1.63141580800108e-08
1975,2.513051278185685e-08,1.2565256390928425e-08
1976,1.2569759455516305e-08,1.0284348483935446e-08
1977,1.880570188461661e-08,1.763034590540613e-08
1978,4.158414057542359e-09,2.257424647211792e-08
1979,1.462993370893173e-08,2.0481905949054635e-08
1980,1.819248218737357e-08,1.30758464056413e-08
1981,1.9609203150139365e-08,1.7711538513598413e-08
1982,1.1794254461960918e-08,1.9864007216874313e-08
1983,2.3366668600033336e-08,1.4525227243211702e-08
1984,9.278413592994639e-09,2.145633182237816e-08
1985,2.1054452403745927e-08,2.285912081845254e-08
1986,2.6375735373562748e-08,1.8582904104391673e-08
1987,2.13878585952898e-08,2.9331921780340053e-08
1988,3.2981045450242163e-08,2.998276826815527e-08
1989,1.3171493229435782e-08,3.237992241000853e-08
1990,1.9070277801347402e-08,3.9775152060883556e-08
1991,1.6998249918742658e-08,2.5790447111262438e-08
1992,3.526364267258941e-08,2.314176633655407e-08
1993,1.4401939196773128e-08,3.268132431344384e-08
1994,1.793475057354499e-08,2.3209677513236215e-08
1995,1.9520822291951845e-08,1.9520822291951845e-08
1996,2.829188794351012e-08,2.8291889497822353e-08
1997,2.972834600711849e-08,3.4523239378358994e-08
1998,2.0026142522056034e-08,3.8621845277475586e-08
1999,2.102292562256025e-08,3.519054914136177e-08
2000,1.8555732950176207e-08,3.180982588446568e-08
2001,1.4896119893137438e-08,3.15447264698232e-08
2002,1.8839251936242363e-08,3.5926015051757076e-08
2003,2.0417921575699438e-08,4.250261265159594e-08
2004,4.2726476578991424e-08,3.43573733074809e-08
2005,2.612174831995162e-08,3.2877373712381086e-08
2006,3.047238550379916e-08,3.9943532925690306e-08
2007,2.836080348345149e-08,2.9559148018165615e-08
2008,1.958422224390688e-08,4.12971665753048e-08
2009,2.0026408975581944e-08,3.766871969901331e-08
2010,2.220182793166714e-08,4.6293170186118004e-08
2011,1.7207874236646603e-08,5.2006019907180345e-08
2012,1.3617010630184723e-08,5.889357124200245e-08
2013,1.8687137171014e-08,5.271446174015537e-08
2014,1.9272462736807938e-08,5.4352674278002056e-08
2015,1.3521109565317602e-08,5.253283674733211e-08
2016,1.4706514228635115e-08,4.101253425758955e-08
2017,1.685459594114036e-08,5.5595009484932234e-08
2018,1.4972506789945328e-08,4.672454656517999e-08
2019,1.1734544003161318e-08,4.4387188480321527e-08
