year,mieux_ADV enseigné_VERB,mieux_ADV renseigné_VERB
1800,0.0,1.5720821977538435e-08
1801,0.0,0.0
1802,0.0,0.0
1803,1.755305234496518e-08,0.0
1804,2.4718509905596875e-08,1.9774808235339947e-08
1805,1.1371510844071508e-08,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,9.064295980465431e-09
1809,0.0,0.0
1810,1.6380887757350138e-08,0.0
1811,5.0141535368197765e-09,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,2.6466848268569265e-08,0.0
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,3.5599443393152796e-09,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,5.012807946513931e-09,0.0
1823,0.0,0.0
1824,8.421112696055388e-10,0.0
1825,1.4088708866211164e-08,0.0
1826,0.0,0.0
1827,5.530363722527909e-09,0.0
1828,6.420610709767516e-09,9.172301251858528e-10
1829,2.571952872898464e-09,8.57317605795771e-10
1830,5.218417697960831e-09,4.174734336004349e-09
1831,0.0,0.0
1832,1.2176972319366541e-08,5.411987857861789e-09
1833,3.4750886612755494e-09,0.0
1834,4.667265685043276e-09,2.8003592777992026e-09
1835,3.100866052818674e-08,7.563087933704082e-10
1836,7.392825018825988e-09,4.032450096058682e-09
1837,9.045257876039159e-09,1.3219992656132717e-08
1838,1.8936486156917454e-08,3.787297142565649e-09
1839,9.788065469251706e-09,7.690622805256453e-09
1840,2.5478754661634184e-09,1.1465439264668476e-08
1841,5.1364388298225094e-09,3.017657945747487e-08
1842,1.475818312002275e-08,2.3478927246856074e-08
1843,1.7720733769266417e-09,4.902736350231862e-08
1844,1.5367971784030487e-08,7.793756751084402e-08
1845,1.4508592549589139e-08,4.9664028445306485e-08
1846,3.5127007969038004e-09,6.088681492322223e-08
1847,9.168480197274675e-09,7.658377310093556e-08
1848,1.045878850192139e-08,9.010648532870036e-08
1849,9.217356655710773e-09,1.0222886270838671e-07
1850,6.1100964288129944e-09,1.1337623107010586e-07
1851,9.029214709244116e-09,1.322134934866881e-07
1852,1.2370036550635177e-08,1.5885730775266893e-07
1853,5.971931837933653e-09,1.5825618682185905e-07
1854,1.2989160858012383e-08,1.2833291584968265e-07
1855,1.8574279891936385e-08,1.0295457641973371e-07
1856,1.4496129630003907e-08,1.1803991206704723e-07
1857,3.905207268672939e-09,2.0453522875385488e-07
1858,1.468102794888182e-08,1.3163988210607158e-07
1859,7.638259802433822e-09,1.8484589858758227e-07
1860,6.408057640072684e-09,1.5837055844514225e-07
1861,1.4147890858851042e-08,1.6128595259345957e-07
1862,4.9697850279528666e-09,1.5270793363164614e-07
1863,1.6981710260211003e-08,1.508375433445508e-07
1864,1.0068928801842958e-08,1.941864837817775e-07
1865,1.553258677233771e-08,1.708584547177594e-07
1866,1.3623716377253459e-08,1.7808143271125232e-07
1867,1.3102591012170706e-08,1.56260536954278e-07
1868,1.2349684830326169e-08,1.5165413858042598e-07
1869,1.0743741896135361e-08,2.441759594518089e-07
1870,6.307453670473251e-09,1.9610447488105365e-07
1871,4.248470908407853e-09,3.345670700483083e-07
1872,6.047339295989218e-10,2.6064033598061087e-07
1873,7.781805422268917e-09,2.2567236968029647e-07
1874,2.9873046258899194e-09,1.8043319727212292e-07
1875,9.154443425529735e-09,2.3114969849302724e-07
1876,4.232210137899983e-09,2.0314609372462655e-07
1877,6.80329748092845e-09,2.40589349331799e-07
1878,3.0195443923020093e-09,2.089524695492173e-07
1879,1.832797580370027e-09,2.1993571563960757e-07
1880,3.8507077526617195e-09,2.092217838978172e-07
1881,2.091752326904839e-09,2.830837964040711e-07
1882,4.6587693702804245e-09,2.6621540527571597e-07
1883,2.5277355764075082e-09,2.4266261000605027e-07
1884,7.922036360241691e-09,2.455831404901687e-07
1885,7.090199094506033e-09,3.164807194089292e-07
1886,5.162771099520569e-09,2.710454705123766e-07
1887,2.6115698492645834e-09,2.3177682528796595e-07
1888,1.2047167707862627e-08,2.2382370579165922e-07
1889,2.5060546970934183e-09,2.5436454631488914e-07
1890,2.6217545912032847e-09,2.523438800139388e-07
1891,5.736798147637501e-09,2.3903325541141385e-07
1892,4.387958441043338e-09,2.764414082090383e-07
1893,8.621783287310336e-09,2.641960756832873e-07
1894,1.2603078580752936e-09,2.942818744244846e-07
1895,7.824199066419624e-09,2.9310653104630546e-07
1896,7.66613794667137e-09,3.7917895667760604e-07
1897,9.905413378419325e-09,3.123118572645467e-07
1898,3.960848538042683e-09,3.123411818073407e-07
1899,6.080336234504102e-09,3.194940241257882e-07
1900,9.34389543516545e-09,2.9121806832677066e-07
1901,1.1736351446245408e-08,3.3700095336541835e-07
1902,5.4013122863239005e-09,3.388095910494826e-07
1903,2.7001101354784396e-09,3.3535367194303944e-07
1904,9.13686282189019e-09,3.7407391673127677e-07
1905,5.676835002077496e-09,3.942820043789652e-07
1906,4.115347618238729e-09,3.775831380892214e-07
1907,4.6285588695127444e-09,3.4508479984651785e-07
1908,6.384805573134145e-09,3.757212621025019e-07
1909,9.901770070541716e-09,3.570138451536309e-07
1910,3.740905363258662e-09,3.6019577009938075e-07
1911,5.3203743632934675e-09,3.607213630019146e-07
1912,3.125652625612929e-09,3.3288200906866905e-07
1913,9.545381374209683e-09,3.367398551112899e-07
1914,2.678697486047099e-09,2.9666574041797844e-07
1915,4.712304768617059e-09,3.16902488251003e-07
1916,2.197492321442951e-08,3.439075491051824e-07
1917,5.483212106582869e-09,3.520222202624268e-07
1918,1.378365155346728e-08,4.1006363460383e-07
1919,1.012863304339362e-08,3.756802136045678e-07
1920,6.815008557481406e-09,3.407504376440329e-07
1921,2.2718242842501013e-09,3.339581740036124e-07
1922,2.951174193910333e-09,3.0765991354542166e-07
1923,1.0615948120573648e-09,3.6943499370778454e-07
1924,3.867487219366694e-09,4.305802674409165e-07
1925,6.598906754362588e-09,3.8713587180438935e-07
1926,5.57306911730393e-09,3.8900023113797033e-07
1927,7.804457524684949e-09,3.110633666203455e-07
1928,1.0283437212876834e-08,3.2449957387825634e-07
1929,6.684243825105796e-09,3.375543236039391e-07
1930,0.0,3.2141026551357754e-07
1931,3.4216069977333063e-09,2.6574480838092995e-07
1932,1.0959536611565568e-09,3.3207396210599427e-07
1933,1.1470662197865522e-09,3.3723745929137294e-07
1934,3.5944740517379614e-09,3.366824117279066e-07
1935,7.180970484910176e-09,3.1596270044786934e-07
1936,4.849885826274658e-09,3.285797784968736e-07
1937,1.0072894518486919e-08,3.5003308962444635e-07
1938,1.1668692678767911e-08,2.8523472295205465e-07
1939,3.058810094103137e-09,2.707046968808413e-07
1940,0.0,2.6879299408477664e-07
1941,1.1806010391524069e-08,3.2171379205081507e-07
1942,3.034211770724937e-09,2.579079942943707e-07
1943,8.709705845433291e-09,3.832270474291022e-07
1944,1.2852744646352221e-08,3.887955273285115e-07
1945,4.357008087652048e-09,3.8341671881880757e-07
1946,1.3921104269343232e-09,2.965195102788698e-07
1947,3.5762612871081956e-09,3.099426360009261e-07
1948,4.348755133776194e-09,2.7832031612717856e-07
1949,0.0,2.4346180271805906e-07
1950,0.0,2.9991717998001377e-07
1951,1.0661401761424827e-09,2.835932866318558e-07
1952,1.0544803918932644e-09,2.456939265371716e-07
1953,5.386913581872932e-09,2.2840514013466873e-07
1954,8.795282724349818e-09,2.384498856145001e-07
1955,6.569925492527773e-09,2.552885320916687e-07
1956,1.744228317335228e-09,2.42447740994578e-07
1957,2.6505113659425206e-09,2.6063361824313347e-07
1958,0.0,2.1011498141376705e-07
1959,5.425523585955716e-09,2.402731871242736e-07
1960,5.536666680683311e-09,1.9793583927452119e-07
1961,3.47407969059077e-09,2.0219143903599246e-07
1962,3.805173953708163e-09,2.3148141181650317e-07
1963,4.526237162849611e-09,2.3859736053566394e-07
1964,5.475571551727398e-09,1.879946216476469e-07
1965,5.47204326295514e-09,2.440531297054349e-07
1966,6.092982118843793e-09,2.4150366018105274e-07
1967,2.9582012395223956e-09,1.878457824844304e-07
1968,3.1439910674890825e-09,1.9447831278718297e-07
1969,3.1792304344691047e-09,1.9620393265640246e-07
1970,3.6789800095249348e-09,1.931464510551706e-07
1971,6.679916619845017e-09,1.705948031727189e-07
1972,5.130146862875051e-10,1.7955514408640738e-07
1973,2.7566018356850464e-09,1.8414100422248225e-07
1974,4.500457340128605e-09,1.3557627487337243e-07
1975,5.711480177694739e-10,1.4735618814043505e-07
1976,5.713526984862938e-09,1.7026310472623152e-07
1977,2.3507127355770763e-09,1.669005995630357e-07
1978,1.7821774056514528e-09,1.1524747067781504e-07
1979,4.096381456264453e-09,1.6912202638330598e-07
1980,3.97960553399912e-09,1.4610837362205586e-07
1981,1.2651099057237047e-09,1.6636194843933083e-07
1982,5.586751949948621e-09,1.3284054722895178e-07
1983,5.68378455412244e-09,1.174648751600671e-07
1984,5.219107812592938e-09,1.5541342546221415e-07
1985,4.210890747202711e-09,1.4677961379661042e-07
1986,5.994485463567401e-10,1.3787317199032145e-07
1987,3.0554083707556856e-09,1.2038308927486696e-07
1988,4.197587610832443e-09,1.3852039137951522e-07
1989,1.0976244357863152e-09,1.256779982306e-07
1990,1.089730194969718e-09,1.1605626815125447e-07
1991,5.861465202094962e-10,1.0550637163930787e-07
1992,5.509944167592096e-10,1.0964788743628162e-07
1993,2.2156829704300662e-09,1.0690670215751652e-07
1994,5.274926717646622e-09,9.600366712714248e-08
1995,4.337960657352369e-09,9.597737760103087e-08
1996,3.736664311304594e-09,9.608565654239953e-08
1997,2.876936688878118e-09,1.0117227056127831e-07
1998,5.2449422582867555e-09,9.250170940333646e-08
1999,1.3710603763428253e-09,1.0282952267459677e-07
2000,4.418031274155965e-09,8.615161473102262e-08
2001,3.5049694258049158e-09,8.587174971097511e-08
2002,4.81934359086722e-09,8.937692164145972e-08
2003,3.333538334260311e-09,8.458853617554496e-08
2004,8.809582507929292e-10,9.426253333444379e-08
2005,1.3511248786457486e-09,8.782311411437149e-08
2006,4.117890028965121e-09,9.635862308066123e-08
2007,7.988958938831558e-10,7.669400625687217e-08
2008,3.405951742863067e-09,8.387155892020104e-08
2009,2.384096253749135e-09,6.961560949925172e-08
2010,9.447586046817946e-10,6.140931274600803e-08
2011,1.1471915639660324e-09,5.506519770714924e-08
2012,1.3617010852229328e-09,7.353186215475205e-08
2013,1.6734750252211938e-09,8.311592603060802e-08
2014,2.5985342766432495e-09,1.0567372266123698e-07
2015,8.866301581811342e-10,9.730766081794684e-08
2016,1.4499380585064614e-09,1.1060955751318602e-07
2017,3.773417134311785e-09,6.641213734503992e-08
2018,3.3559066636712487e-09,7.873473295560984e-08
2019,2.04079020349468e-09,9.10702604439706e-08
