year,aurions_VERB appelé_VERB,aurions_VERB rappelé_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.3113295338484932e-08,0.0
1819,4.140420006848444e-09,1.035105001712111e-09
1820,1.0679833017945839e-08,0.0
1821,1.2819934447350079e-08,0.0
1822,1.0025615893027862e-09,0.0
1823,3.9530747564242574e-09,1.087095569118901e-08
1824,8.421112696055388e-10,2.5263338088166165e-09
1825,8.805443041381977e-10,0.0
1826,4.403992281964975e-09,4.403992281964975e-09
1827,1.2904182611350734e-08,4.608636583469661e-09
1828,1.8344602503717056e-09,9.172301251858528e-10
1829,1.2859763920403111e-08,8.57317605795771e-10
1830,9.39315203396518e-09,1.0436835840010872e-09
1831,2.8064171431196883e-08,0.0
1832,8.117981842303834e-09,2.705993873419743e-09
1833,8.108539617524002e-09,0.0
1834,1.0267983796552471e-08,3.733812370398937e-09
1835,6.050470346963266e-09,0.0
1836,4.032449929525228e-09,1.3441500135158435e-09
1837,1.7394727436226276e-08,1.3915781860163179e-09
1838,5.049729523420865e-09,0.0
1839,8.38977065598101e-09,6.9914751765765e-10
1840,1.9109065441114126e-09,6.369688665408546e-10
1841,1.0914932957462042e-08,2.5682194149112547e-09
1842,1.341653010911159e-09,1.341653010911159e-09
1843,4.7255288571079745e-09,0.0
1844,9.879410178825765e-09,0.0
1845,5.022205318283568e-09,0.0
1846,0.0,3.5127007969038004e-09
1847,8.089835468183537e-09,3.235934187273415e-09
1848,4.82713291560799e-09,0.0
1849,3.3517659758786067e-09,8.379414939696517e-10
1850,2.0366988096043315e-09,3.394498016007219e-09
1851,1.3543821175687754e-08,0.0
1852,7.161600201754936e-09,9.114764054629632e-09
1853,2.9859659189668264e-09,5.971931837933653e-10
1854,5.195664343204953e-09,0.0
1855,5.837630823180007e-09,1.0613874223963649e-09
1856,4.659470143053568e-09,8.801221973442352e-09
1857,4.881508974818871e-09,0.0
1858,4.893676130990343e-09,0.0
1859,2.5460866748261424e-09,5.092173349652285e-10
1860,4.119465657481669e-09,2.288591982591015e-09
1861,3.3011746669586728e-09,5.187560159214399e-09
1862,4.517986262886353e-10,0.0
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,0.0,0.0
1865,3.765475486972036e-09,2.8241067262513297e-09
1866,1.9462451650298362e-09,4.865612912574591e-10
1867,6.79393608038481e-09,4.85281148598915e-09
1868,7.903798504571569e-09,2.4699371437009177e-09
1869,6.8369265804335555e-09,1.4650557433881772e-09
1870,8.601073631098188e-09,1.7202146374017957e-09
1871,1.6993883633631413e-08,8.496941816815706e-09
1872,3.0236697590169115e-09,1.2094678591978436e-09
1873,1.7958012854535355e-09,2.9930022904522957e-09
1874,1.7923826867161097e-09,1.7923826867161097e-09
1875,6.293679799540541e-09,2.2886108563824337e-09
1876,5.441413541973361e-09,1.209202959984168e-08
1877,2.4739263970730008e-09,6.184815992682502e-10
1878,6.039088784604019e-09,1.8117265465633636e-09
1879,6.109325489944695e-09,1.221865053580018e-09
1880,3.2089231272180996e-09,1.9253538763308597e-09
1881,8.367009307619355e-09,3.4862537301449947e-09
1882,5.324308105514319e-09,7.986462158271479e-09
1883,7.58320695126713e-09,3.159669414998234e-09
1884,6.601696966868076e-09,2.6406787867472303e-09
1885,1.2891271161663553e-08,3.2228177904158883e-09
1886,4.5174246565693466e-09,2.5813855497602844e-09
1887,3.9173548849191775e-09,0.0
1888,6.340614699951175e-10,0.0
1889,2.5060546970934183e-09,1.8795409673089125e-09
1890,1.9663159989136147e-09,0.0
1891,2.5496880162734215e-09,1.2748440081367107e-09
1892,6.8953633913793055e-09,1.2537024751679837e-09
1893,1.2316833108982905e-09,0.0
1894,8.192000855444803e-09,0.0
1895,0.0,0.0
1896,5.89702897624278e-10,0.0
1897,1.7480140668268973e-09,1.1653427112179315e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,2.2110313580014918e-09,3.3165470370022376e-09
1900,2.595526460424935e-09,0.0
1901,3.353243460679778e-09,0.0
1902,2.9461704187383475e-09,9.820567692386817e-10
1903,0.0,0.0
1904,5.374625189347171e-09,1.6123875568041512e-09
1905,3.096455536422127e-09,2.580379465655369e-09
1906,1.0288369045596824e-09,5.144184522798412e-10
1907,0.0,2.5714217422034835e-09
1908,3.437972351250096e-09,0.0
1909,1.6502950117569526e-09,0.0
1910,2.137660271017694e-09,5.344150677544235e-10
1911,3.7242617878519013e-09,1.0640748282497725e-09
1912,4.167536982180309e-09,0.0
1913,3.71209285532359e-09,0.0
1914,0.0,0.0
1915,1.0602685840410686e-08,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,7.676496771580332e-09
1918,0.0,2.2972752589112133e-09
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,7.572231730534895e-10,3.786115865267448e-09
1921,3.0290989716519334e-09,0.0
1922,5.164555005876537e-09,0.0
1923,1.0615948120573648e-09,0.0
1924,6.445812328337297e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,0.0,0.0
1927,1.1149224876660924e-09,0.0
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,1.1140406375176326e-09,0.0
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,0.0,1.0959536611565568e-09
1933,4.588264879146209e-09,0.0
1934,7.188948103475923e-09,0.0
1935,3.590485242455088e-09,0.0
1936,2.424942913137329e-09,0.0
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,6.117620188206274e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,7.152522574216391e-09,0.0
1948,1.4133454406817236e-08,3.2615663503321457e-09
1949,4.908504269707237e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,9.490323193972472e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,3.232148326759443e-09
1954,5.863521668203475e-09,0.0
1955,2.815682353940474e-09,0.0
1956,2.616342476002842e-09,8.72114158667614e-10
1957,2.6505113659425206e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,1.5501495642666896e-09,0.0
1960,6.920833350854139e-10,6.920833350854139e-10
1961,6.948159270159238e-10,0.0
1962,3.805173953708163e-09,0.0
1963,4.526237162849611e-09,0.0
1964,4.258777774879263e-09,0.0
1965,4.924839203113152e-09,5.472043373977442e-10
1966,1.6617224263271169e-09,0.0
1967,3.944268467392931e-09,0.0
1968,3.1439910674890825e-09,1.3474247273492779e-09
1969,5.450109252791435e-09,0.0
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,1.0276794970565106e-09,0.0
1972,2.565073486948677e-09,4.104117490300041e-09
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,1.7140580066410394e-09,0.0
1977,5.876781727920388e-09,0.0
1978,2.970295565063452e-09,0.0
1979,3.5111840102075575e-09,0.0
1980,5.685150683554241e-10,5.685150683554241e-10
1981,2.5302198114474095e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,3.78918940668882e-09,6.315316047889041e-10
1984,1.739702604197646e-09,0.0
1985,5.414002135495366e-09,2.4062232206745193e-09
1986,5.994485463567401e-10,0.0
1987,2.4443267410134695e-09,0.0
1988,5.996553809062277e-10,0.0
1989,1.0976244357863152e-09,0.0
1990,5.448650863826288e-09,0.0
1991,5.861465202094962e-10,0.0
1992,1.65298330578878e-09,5.509944167592096e-10
1993,3.323524566667402e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,1.626735190995987e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,4.315404922294874e-09,0.0
1998,3.814503379828693e-09,9.536258449571733e-10
1999,4.570201106446348e-09,4.570201161957499e-10
2000,4.4180314962005696e-10,4.4180314962005696e-10
2001,3.943090742808408e-09,4.3812117822561447e-10
2002,2.1906108038649563e-09,0.0
2003,2.5001538617175356e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,4.404791253964646e-10
2005,2.251874686720612e-09,2.251874686720612e-09
2006,6.58862386870851e-09,0.0
2007,2.3966877371606188e-09,7.988958938831558e-10
2008,2.9802078582719105e-09,0.0
2009,5.721831008997924e-09,0.0
2010,9.447586046817946e-10,0.0
2011,7.647943611743813e-09,3.82397197240536e-10
2012,5.1063788752969685e-09,0.0
2013,4.462600067256517e-09,0.0
2014,3.2481677347817595e-09,0.0
2015,5.098123256885856e-09,0.0
2016,5.178350193091319e-09,4.1426800878596737e-10
2017,3.773417134311785e-09,0.0
2018,6.195520096952123e-09,5.162933414126769e-10
2019,3.826481798085979e-09,7.65296326310505e-10
