year,ses_DET ondes_NOUN,ses_DET rondes_ADJ
1800,8.929427242065913e-07,0.0
1801,6.405381327567738e-07,0.0
1802,7.720548182987841e-07,0.0
1803,5.890024374899383e-07,0.0
1804,1.4509764696413185e-06,0.0
1805,1.111565200773157e-06,2.842877711017877e-09
1806,8.328023675119312e-07,0.0
1807,6.377179602168326e-07,0.0
1808,6.254364244284716e-07,0.0
1809,6.280105009359715e-07,0.0
1810,8.471258690079253e-07,0.0
1811,8.900122452359938e-07,0.0
1812,5.681153538716899e-07,0.0
1813,7.591957853492204e-07,0.0
1814,7.30029082518513e-07,0.0
1815,8.010753926868119e-07,0.0
1816,4.7279119108623036e-07,2.3176038865813098e-09
1817,4.2969706548490194e-07,0.0
1818,3.600195661590533e-07,0.0
1819,5.361843886664275e-07,0.0
1820,5.304317340915077e-07,0.0
1821,6.173291762223698e-07,0.0
1822,6.516650188359563e-07,0.0
1823,4.5361531597620797e-07,0.0
1824,7.427421593320105e-07,0.0
1825,7.317323067468351e-07,0.0
1826,6.526716678223465e-07,0.0
1827,4.977327643373997e-07,9.217273055917019e-10
1828,4.980559298317644e-07,0.0
1829,4.792405290388047e-07,0.0
1830,6.888311676611636e-07,1.0436835840010872e-09
1831,6.579488933677879e-07,0.0
1832,5.317277924632435e-07,0.0
1833,5.919234284945674e-07,0.0
1834,6.412822504131555e-07,0.0
1835,5.785762482446444e-07,0.0
1836,7.769186840533848e-07,1.3441500135158435e-09
1837,6.01857585103005e-07,6.957890930081589e-10
1838,6.615145498045649e-07,3.787297142565649e-09
1839,5.544239680688179e-07,1.3982950353153e-09
1840,4.2549520173906785e-07,0.0
1841,5.881222406856068e-07,6.420548537278137e-10
1842,4.6756607474662815e-07,0.0
1843,6.267232777190657e-07,1.1813822142769936e-09
1844,4.110932385614774e-07,0.0
1845,3.5657657027066136e-07,5.580227946389016e-10
1846,3.752735384665584e-07,0.0
1847,3.866941220564968e-07,1.0786447290911383e-09
1848,3.0893651992158766e-07,8.045221711050488e-10
1849,4.516504752416495e-07,0.0
1850,5.729912686547323e-07,0.0
1851,4.959618680189237e-07,0.0
1852,3.925858860220899e-07,5.208436348880241e-09
1853,3.6189906804651173e-07,5.971931837933653e-10
1854,3.366790481962312e-07,5.195664454227256e-10
1855,4.797471220285843e-07,0.0
1856,4.1831690000826427e-07,0.0
1857,4.5251590519157503e-07,1.4644527812635033e-09
1858,3.1123779709041344e-07,3.9149408159744326e-09
1859,5.336597435068313e-07,0.0
1860,4.2613581480166474e-07,0.0
1861,5.18755989498132e-07,0.0
1862,4.16106545220174e-07,0.0
1863,4.769862860243279e-07,2.4973103585068657e-09
1864,3.5385092900241943e-07,4.794727948009836e-10
1865,3.38422095902402e-07,4.23615986733239e-09
1866,3.2015734241497285e-07,9.731225825149181e-10
1867,2.8583058409026307e-07,1.455843445796745e-09
1868,2.9293454417711473e-07,1.2349684830326169e-08
1869,3.49659969423044e-07,4.883519144627257e-10
1870,3.5780463392143247e-07,5.160643912205387e-09
1871,2.803990923894162e-07,6.37270636261178e-09
1872,3.0297169484327924e-07,0.0
1873,2.2267937199726973e-07,5.986004469882289e-10
1874,2.778193111119265e-07,5.974609140757536e-10
1875,2.7692191889583384e-07,5.721527140956084e-10
1876,2.605832383206774e-07,6.04601479992084e-09
1877,2.585252991682552e-07,6.184815992682502e-10
1878,2.8685670372397e-07,0.0
1879,2.48649537071266e-07,2.443730107160036e-09
1880,2.8751951308692014e-07,0.0
1881,2.830838061740337e-07,1.3945015142624584e-09
1882,2.9350248254012e-07,0.0
1883,2.3065587689830025e-07,6.319338941018771e-10
1884,2.58786521989407e-07,0.0
1885,2.442895861154426e-07,0.0
1886,2.2458054921292714e-07,0.0
1887,2.3699995843617927e-07,6.528924623161458e-10
1888,2.4284554589470986e-07,0.0
1889,2.142676717720171e-07,0.0
1890,1.7827930776093126e-07,0.0
1891,1.7465362966984088e-07,6.374220040683554e-10
1892,1.9620444224877076e-07,0.0
1893,1.896792274358461e-07,0.0
1894,2.394584948106626e-07,6.301539290376468e-10
1895,2.1245709191930473e-07,0.0
1896,2.435472951090034e-07,0.0
1897,1.7188805268020246e-07,5.826713556089658e-10
1898,2.2859753512349812e-07,1.13167097914868e-09
1899,2.4874101534066995e-07,1.6582735185011188e-09
1900,2.102376553958507e-07,0.0
1901,2.2075519057196402e-07,0.0
1902,1.654765691139204e-07,0.0
1903,2.5219030019840716e-07,5.400220270956879e-10
1904,1.8864934148155044e-07,1.6123875568041512e-09
1905,1.8681948366072731e-07,1.0321518084666081e-09
1906,1.7953203368392678e-07,5.144184522798412e-10
1907,1.9388519656438064e-07,6.685696440911215e-09
1908,1.866327867805495e-07,7.367083831866239e-09
1909,1.6392931634356955e-07,2.2003934230241384e-09
1910,2.6239778638803557e-07,3.206490406526541e-09
1911,2.0483440477114812e-07,1.5961122423746588e-09
1912,2.3754960443156392e-07,1.0418842455450772e-09
1913,1.877258297700024e-07,4.242391771214216e-09
1914,2.0291134161798396e-07,2.0090231700464756e-09
1915,1.496156754043909e-07,7.068456930880984e-09
1916,1.659106827478496e-07,0.0
1917,1.6559300952678768e-07,0.0
1918,2.1479524114909054e-07,2.2972752589112133e-09
1919,1.906024591491473e-07,4.603924352863942e-09
1920,2.907736851298637e-07,7.572231730534895e-10
1921,2.1127966043366087e-07,2.2718242842501013e-09
1922,2.0584440463267129e-07,5.164555005876537e-09
1923,2.6433710864637305e-07,4.246379248229459e-09
1924,2.668566230212832e-07,1.289162443462999e-09
1925,2.6175663370153757e-07,2.1996355847875293e-09
1926,2.0285972279765474e-07,0.0
1927,1.8730698325697404e-07,6.689535148041159e-09
1928,2.0338353035054269e-07,5.713020723163709e-09
1929,1.7490438497524963e-07,6.684243825105796e-09
1930,1.7751089309570034e-07,2.100720708497761e-09
1931,1.8590730821443913e-07,2.2810713318222042e-09
1932,1.6220114340548264e-07,1.0959536611565568e-09
1933,1.89265930261584e-07,5.735331320977366e-09
1934,1.114286956038768e-07,1.1981580172459871e-09
1935,1.75933780433013e-07,4.787313656606784e-09
1936,2.073326133000819e-07,1.2124714565686645e-09
1937,1.4731608810603092e-07,5.0364472592434595e-09
1938,2.009608257580453e-07,0.0
1939,1.2847002839322386e-07,6.117620188206274e-09
1940,2.0032685199566913e-07,2.5357829169792012e-09
1941,2.390717099842732e-07,0.0
1942,1.2136847260535433e-07,3.034211770724937e-09
1943,1.5967793842719402e-07,1.1612940831184915e-08
1944,1.5101974781828176e-07,0.0
1945,1.9388686212096218e-07,2.178504043826024e-09
1946,1.8654279898555615e-07,1.3921104269343232e-09
1947,1.81197236992503e-07,2.3841741914054637e-09
1948,1.630783179606965e-07,5.435944139264848e-09
1949,1.384198236031864e-07,9.817008317369869e-10
1950,1.4251383984031918e-07,2.1270722960764488e-09
1951,1.3859822223238893e-07,4.264560704569931e-09
1952,1.1388388543309702e-07,2.1089607837865287e-09
1953,8.942276963352924e-08,0.0
1954,1.407245200368834e-07,0.0
1955,1.3139851340326913e-07,3.754243138587299e-09
1956,1.5349208570825112e-07,8.72114158667614e-10
1957,1.0248643622645659e-07,8.835037590415595e-09
1958,1.3318312008792077e-07,1.6544486891589827e-09
1959,1.1548614065048923e-07,0.0
1960,1.2042249686317064e-07,4.844583401109048e-09
1961,1.4591134300800945e-07,4.16889545107324e-09
1962,1.1732619009663381e-07,6.341956404476434e-10
1963,1.5130564801069113e-07,1.2932106496776896e-09
1964,1.7339310387498585e-07,1.2167936658258327e-09
1965,1.324234446542505e-07,2.73602163147757e-09
1966,1.3515342289771581e-07,1.6617224263271169e-09
1967,1.2177928865320098e-07,1.4791006197611978e-09
1968,1.8100405524412722e-07,4.042274071025531e-09
1969,1.439737171704536e-07,2.7250546263957176e-09
1970,1.2692480738651923e-07,9.197450023812337e-10
1971,1.325706517896208e-07,0.0
1972,1.231235187137969e-07,5.130146862875051e-10
1973,1.4389461866493036e-07,3.3079223804577396e-09
1974,8.60712499051175e-08,0.0
1975,1.0109319648066162e-07,1.1422960355389478e-09
1976,8.570290604970054e-08,2.856763492431469e-09
1977,8.638869131161186e-08,1.1753563677885381e-09
1978,1.2772271418270975e-07,1.7821774056514528e-09
1979,1.1938025479274472e-07,5.851973350345929e-10
1980,1.3473807092267975e-07,1.7055452605774235e-09
1981,1.138598946237579e-07,6.325549528618524e-10
1982,9.99407891999482e-08,1.8622506869903077e-09
1983,8.273063778485579e-08,6.315316047889041e-10
1984,1.1366056851258577e-07,1.1598016991243298e-09
1985,9.504581477415286e-08,1.2031116103372597e-09
1986,1.0130680583309015e-07,2.3977941854269602e-09
1987,9.471765882729244e-08,2.4443267410134695e-09
1988,7.435726678828303e-08,2.99827696004229e-09
1989,7.957777503619923e-08,1.6464366536794728e-09
1990,1.1823572321212339e-07,0.0
1991,8.909426973957579e-08,1.7584396161396398e-09
1992,1.2176976471600653e-07,2.2039776670368383e-09
1993,8.973516330001985e-08,1.661762283333701e-09
1994,1.1921333920028587e-07,5.274926606624319e-10
1995,9.977309534114909e-08,1.0844901643380922e-09
1996,1.0996470178881168e-07,3.2028553142993132e-09
1997,8.870555079365516e-08,1.917957792585412e-09
1998,1.0442202968974357e-07,9.536258449571733e-10
1999,1.1973927183106525e-07,1.3710603763428253e-09
2000,1.0559095375839433e-07,1.7672125984802278e-09
2001,8.674799145680367e-08,8.762423564512289e-10
2002,1.1172114589008686e-07,3.504977197366088e-09
2003,1.1959068624278757e-07,5.000307723435071e-09
2004,1.0263163519041996e-07,1.3214374039449694e-09
2005,1.013343637890074e-07,1.3511248786457486e-09
2006,1.3424321387844884e-07,1.2353669198716943e-09
2007,1.0665260319342451e-07,1.1983438685803094e-09
2008,1.1750533679411035e-07,2.554463751636149e-09
2009,1.2444982022685736e-07,5.245011536203492e-09
2010,1.1006437805605174e-07,4.723792912386671e-09
2011,1.3383901342756133e-07,7.64794394481072e-10
2012,1.54553072118091e-07,5.1063788752969685e-09
2013,1.6204816066789363e-07,4.462600067256517e-09
2014,1.6435728866781574e-07,3.897801192920269e-09
2015,2.0436825032277284e-07,6.871383906315032e-09
2016,2.6347444537222486e-07,4.764082017771898e-09
2017,1.7634434801294674e-07,3.018733707449428e-09
2018,1.734745609383026e-07,3.0977600484760615e-09
2019,1.783140435307473e-07,3.06118530524202e-09
