year,moins_ADV acheté_VERB,moins_ADV racheté_VERB
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,3.9268033269479474e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,5.330700769690111e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,1.1262729415761896e-08,0.0
1956,6.104799332717903e-09,1.744228317335228e-09
1957,4.417518795207798e-09,0.0
1958,8.272243445794913e-10,0.0
1959,6.975672928177801e-09,0.0
1960,7.612916519406099e-09,1.3841666701708277e-09
1961,9.03260666262895e-09,0.0
1962,7.610347907416326e-09,0.0
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,4.867174663303331e-09,0.0
1965,4.377634699181954e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,6.902469706915326e-09,2.465167847631733e-09
1968,9.431973424511852e-09,0.0
1969,6.358460868938209e-09,4.5417578031781147e-10
1970,8.7375777724219e-09,4.5987250119061684e-10
1971,2.569198631618974e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,2.7566018356850464e-09,1.102640756478479e-09
1974,1.1813700240281833e-08,1.1251143350321513e-09
1975,3.4268881066168433e-09,0.0
1976,5.142174241967723e-09,0.0
1977,4.11374712072643e-09,0.0
1978,1.7821774056514528e-09,0.0
1979,7.607565244427406e-09,0.0
1980,2.2740602734216964e-09,0.0
1981,5.69299452024552e-09,6.325549528618524e-10
1982,5.586751949948621e-09,0.0
1983,3.157658134966823e-09,0.0
1984,8.118611560803402e-09,1.1598016991243298e-09
1985,8.421781494405423e-09,0.0
1986,7.1933827783254856e-09,0.0
1987,4.277571630240118e-09,6.110816852533674e-10
1988,4.197587610832443e-09,0.0
1989,8.232182935330457e-09,0.0
1990,6.538381391862913e-09,5.44865097484859e-10
1991,9.37834432335194e-09,0.0
1992,5.509944056569793e-09,0.0
1993,7.754890063438324e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,0.0
1996,5.871901187504136e-09,0.0
1997,1.438468344439059e-09,4.79489448146353e-10
1998,4.291316191284977e-09,4.7681290027412615e-09
1999,5.941261704833778e-09,4.570201161957499e-10
2000,3.5344251969604557e-09,0.0
2001,5.257454027685071e-09,1.7524847129024579e-09
2002,4.81934359086722e-09,4.38122149670761e-10
2003,3.333538334260311e-09,8.333845835650777e-10
2004,3.523833003171717e-09,4.404791253964646e-10
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,2.4707338397433887e-09,0.0
2007,2.7961355453243186e-09,7.988958938831558e-10
2008,4.6831836186811415e-09,0.0
2009,2.384096253749135e-09,0.0
2010,6.613310343794865e-09,0.0
2011,4.971163480860241e-09,0.0
2012,1.7021263287730903e-09,0.0
2013,8.367375237128272e-09,8.367375126105969e-10
2014,2.5985342766432495e-09,6.496335691608124e-10
2015,4.211493376260478e-09,8.866301581811342e-10
2016,6.214019965256057e-09,6.214020409345267e-10
2017,3.773417134311785e-09,2.515611330355938e-10
2018,4.64663996169179e-09,5.162933414126769e-10
2019,3.826481798085979e-09,0.0
