year,ces_DET ondes_NOUN,ces_DET rondes_NOUN
1927,6.087476904781397e-07,1.783875902550136e-08
1928,6.672807870700126e-07,1.7139061614379614e-08
1929,5.948977275238576e-07,3.2307178932100555e-08
1930,8.056264135802849e-07,1.7856126244275572e-08
1931,6.352783614715918e-07,2.8513391647777553e-08
1932,5.556484978797016e-07,4.05502853517703e-08
1933,9.268295144693184e-07,2.2941324395731044e-08
1934,7.320745680772234e-07,1.9170528275935794e-08
1935,6.426968823802781e-07,2.154291145473053e-08
1936,7.117207729834263e-07,1.576212937948185e-08
1937,7.516897326809158e-07,2.5182236518261902e-08
1938,8.349597919732332e-07,1.2965214124527336e-08
1939,8.04467077841764e-07,1.3764645423464117e-08
1940,8.621661891083932e-07,2.02862628917444e-08
1941,6.139125190429695e-07,4.7224043342453115e-08
1942,4.854738904214173e-07,1.8205270180260413e-08
1943,5.719373490364887e-07,4.064529379732562e-08
1944,4.884042965613844e-07,1.927911696952833e-08
1945,5.097699613543227e-07,2.6142048970001497e-08
1946,6.069601425906512e-07,3.062642850437669e-08
1947,5.161737135495059e-07,3.33784391237657e-08
1948,6.479645264789724e-07,2.6092531246746375e-08
1949,5.536792713201066e-07,2.4542521348536184e-08
1950,6.615194720893669e-07,1.595304244261797e-08
1951,4.328529037422868e-07,2.1322803078760444e-08
1952,5.4622084633138e-07,1.6871686048247625e-08
1953,5.54852107370607e-07,3.016671734634713e-08
1954,4.993765969629749e-07,1.2704296947774196e-08
1955,5.49996627796645e-07,2.3464019172081407e-08
1956,7.709489295848471e-07,1.9186511046598298e-08
1957,5.981320398973367e-07,1.23690525044573e-08
1958,5.484497336283312e-07,2.8952851893748743e-08
1959,4.774460578005346e-07,1.7051644762844376e-08
1960,5.917312364545069e-07,2.2838750890485926e-08
1961,5.593268284087571e-07,1.250668679730893e-08
1962,5.035513268580871e-07,2.8538804208722013e-08
1963,4.965928823708055e-07,3.23302644655854e-08
1964,4.295281570421139e-07,1.3384730546128765e-08
1965,5.773005682385701e-07,1.8057743300659013e-08
1966,4.5254241598513545e-07,1.994066989308152e-08
1967,4.338695269723303e-07,1.5777073647527118e-08
1968,3.768297958117728e-07,2.5151928068067875e-08
1969,3.015727045863059e-07,2.7250547013357718e-08
1970,2.782228634146122e-07,1.9314644883472454e-08
1971,3.7458919166510896e-07,2.363662909843356e-08
1972,3.714226401996257e-07,2.462470422015528e-08
1973,4.1679820128592837e-07,1.1026407453762488e-08
1974,3.555361374196764e-07,2.2502286700643026e-08
1975,3.2669667504592326e-07,1.5420996479775795e-08
1976,3.428116173154194e-07,1.5426522059769354e-08
1977,2.967774683781954e-07,1.7042667388444954e-08
1978,1.9188109945389442e-07,2.257424736029634e-08
1979,2.7036117344891863e-07,1.872631449906237e-08
1980,2.444614821683899e-07,1.1370301367108482e-08
1981,2.4922665176063674e-07,2.1506868064236073e-08
1982,2.4147183452782883e-07,1.179425412889401e-08
1983,2.551387687788065e-07,1.8314416871945127e-08
1984,2.7139359559669174e-07,2.7255340651066717e-08
1985,2.05732085589716e-07,1.6843562544721635e-08
1986,2.1520203219438372e-07,1.8582905048081244e-08
1987,2.4076618387880444e-07,2.810975718858799e-08
1988,1.9308903276282763e-07,2.578518176754585e-08
1989,1.8385209443749773e-07,1.15250561316671e-08
1990,2.620801105024384e-07,8.717841171179685e-09
1991,1.623625909275006e-07,1.641210245484359e-08
1992,2.336216340381725e-07,1.928480442003888e-08
1993,1.606370148010683e-07,1.717154329838877e-08
1994,1.8620491104570647e-07,1.8462242845629362e-08
1995,1.6430025340241627e-07,2.1147558482148554e-08
1996,1.1263374233294599e-07,2.1886178647179122e-08
1997,1.5008019715878618e-07,1.8220599584672925e-08
1998,1.5353375815152503e-07,1.0966696772918283e-08
1999,1.7549572817188164e-07,8.683381930163492e-09
2000,1.4314421648009557e-07,3.18098267726441e-08
2001,1.6298107752277247e-07,1.7524846906979974e-08
2002,1.472090467302678e-07,1.7524885875808138e-08
2003,1.3375822760508527e-07,2.8335076507346457e-08
2004,1.4756050958908418e-07,1.8940601892447617e-08
2005,1.95462725116613e-07,1.30608737158866e-08
2006,1.9107009663343888e-07,1.4824403926638752e-08
2007,1.605780717284233e-07,2.3966877371606188e-08
2008,1.79663953048248e-07,1.873273508534723e-08
2009,1.4638350975815229e-07,1.7642312055698994e-08
2010,1.8706220927811046e-07,1.5588516699693855e-08
2011,2.0955366508701445e-07,1.6443079120520565e-08
2012,3.1353168594705494e-07,2.3489344247451527e-08
2013,2.4795322062232117e-07,2.510212587791827e-08
2014,2.631015902920808e-07,2.0571728653884236e-08
2015,2.391684894575974e-07,2.7263877114269697e-08
2016,3.0075857537781303e-07,2.2577607478035944e-08
2017,2.762141271261953e-07,1.7106156491308866e-08
2018,2.979012592163599e-07,2.0651734433663194e-08
2019,2.612211389418917e-07,2.015280337053227e-08
