year,plusieurs_DET oies_NOUN,plusieurs_DET rois_NOUN
1937,0.0,4.910536066660143e-08
1938,0.0,7.001215607260747e-08
1939,0.0,7.035263394072899e-08
1940,0.0,6.593035806190528e-08
1941,2.9515025978810172e-09,5.9030050625352715e-08
1942,3.034211770724937e-09,7.888950692702679e-08
1943,0.0,9.00002921078169e-08
1944,0.0,8.032965581605822e-08
1945,0.0,6.753362491451753e-08
1946,1.3921104269343232e-09,9.327139682824281e-08
1947,1.1920870957027319e-09,8.702235820834403e-08
1948,1.0871887834440486e-09,6.631851556804236e-08
1949,0.0,7.853606742713737e-08
1950,0.0,9.678178725103237e-08
1951,4.264560704569931e-09,1.0554787666094967e-07
1952,0.0,7.592259032573878e-08
1953,0.0,6.787511264150226e-08
1954,9.772536113672459e-10,5.863521579385633e-08
1955,0.0,8.447047150639264e-08
1956,0.0,6.453644707526962e-08
1957,8.835037701437898e-10,6.979679928464932e-08
1958,8.272243445794913e-10,6.948684516672188e-08
1959,7.750747821333448e-10,6.433120791626834e-08
1960,1.3841666701708277e-09,5.744291575737748e-08
1961,6.948159270159238e-10,8.26830962585845e-08
1962,6.341956404476434e-10,9.44951497050539e-08
1963,0.0,7.112658328978227e-08
1964,6.083968329129164e-10,7.057403128563067e-08
1965,1.0944086747954884e-09,8.31750628371708e-08
1966,0.0,7.533141621607342e-08
1967,4.930335584241163e-10,8.085750202724284e-08
1968,0.0,8.758260694463615e-08
1969,1.3625273131978588e-09,8.038911447627584e-08
1970,1.3796175313274261e-09,7.633883347679671e-08
1971,1.0276794970565106e-09,7.296524429101225e-08
1972,3.0780880067027283e-09,9.285565560901432e-08
1973,5.513203782392395e-10,6.891504655825997e-08
1974,5.625571675160757e-10,7.425754544598817e-08
1975,0.0,6.054168988356423e-08
1976,5.713526873840635e-10,6.913367545102744e-08
1977,0.0,6.053085499502231e-08
1978,1.7821774056514528e-09,6.29702685550626e-08
1979,1.1703946700691858e-09,5.500855060347476e-08
1980,0.0,7.561250742194048e-08
1981,6.325549528618524e-10,6.262293927861151e-08
1982,0.0,6.766177351735791e-08
1983,0.0,4.1049553312078046e-08
1984,0.0,6.088958981464998e-08
1985,0.0,5.29369097446164e-08
1986,5.994485463567401e-10,5.814651005131566e-08
1987,0.0,8.005170037961307e-08
1988,1.1993107618124554e-09,6.056519497033008e-08
1989,1.0976244357863152e-09,5.6527658554017535e-08
1990,1.6345953479657283e-09,5.939029468216006e-08
1991,5.861465202094962e-10,6.975143396203975e-08
1992,0.0,7.107827948438228e-08
1993,5.539207426075166e-10,6.647049244357106e-08
1994,1.5824779264761446e-09,6.329911816926881e-08
1995,5.422450821690461e-10,5.747798015320882e-08
1996,0.0,5.978663164540876e-08
1997,4.79489448146353e-10,8.247218730161876e-08
1998,0.0,7.724369099904038e-08
1999,1.3710603763428253e-09,7.312322192198906e-08
2000,0.0,7.378112654166102e-08
2001,0.0,6.484193448841324e-08
2002,2.6287327870022636e-09,7.316640027177357e-08
2003,8.333845835650777e-10,7.833814841262665e-08
2004,4.404791253964646e-10,7.135761936893914e-08
2005,4.5037495954858286e-10,5.719762019573693e-08
2006,8.235779835885637e-10,6.135655994388145e-08
2007,1.1983438685803094e-09,7.030283732945009e-08
2008,8.514879357157668e-10,6.428733789753949e-08
2009,4.76819250749827e-10,7.533744361687411e-08
2010,2.3618964561933353e-09,6.471596414314718e-08
2011,1.529588788962144e-09,7.877382565690816e-08
2012,6.808505426114664e-10,5.8212722531258976e-08
2013,1.6734750252211938e-09,4.7136212488751994e-08
2014,1.0827225782605865e-09,5.02383297185105e-08
2015,2.21657536769726e-09,6.295074257700595e-08
2016,2.4856081637381067e-09,7.684671565755252e-08
2017,2.0124890642847504e-09,5.861374274829245e-08
2018,1.5488800242380307e-09,5.369450561953926e-08
2019,2.806086474294034e-09,6.734607727043596e-08
