year,plusieurs_DET oies_NOUN,plusieurs_DET rois_NOUN
1800,0.0,3.552906022719071e-07
1801,0.0,3.9765750514675346e-07
1802,1.5664880947952042e-08,7.026818025224202e-07
1803,0.0,7.13824125142537e-07
1804,0.0,4.32573926900659e-07
1805,3.1271653710973624e-08,6.083758421482344e-07
1806,0.0,5.907421734008267e-07
1807,5.693910232196231e-09,4.725945608186066e-07
1808,2.039466551195801e-08,4.282879970674003e-07
1809,1.129515236897305e-08,4.811735152543406e-07
1810,2.3401266702194334e-08,4.2590307103296254e-07
1811,0.0,9.978165351753887e-07
1812,0.0,4.4008935873307564e-07
1813,0.0,3.1633158670274497e-07
1814,6.293354282149721e-09,8.275760876585991e-07
1815,0.0,3.91097422891562e-07
1816,4.6352077731626196e-09,3.615462134121117e-07
1817,1.556873407970727e-09,6.243062546928968e-07
1818,0.0,4.685022707562325e-07
1819,0.0,5.734481547392534e-07
1820,4.746592452420373e-09,3.963404644480306e-07
1821,0.0,4.112240565845582e-07
1822,0.0,4.892500555797596e-07
1823,0.0,5.208175979376506e-07
1824,0.0,6.122148761278368e-07
1825,1.7610886082763955e-09,7.37015595220214e-07
1826,0.0,6.817380171497689e-07
1827,3.6869092223668076e-09,5.899054764668676e-07
1828,0.0,4.210086239631039e-07
1829,0.0,6.026942562797899e-07
1830,9.39315203396518e-09,4.957497132807021e-07
1831,0.0,2.6660962237912145e-07
1832,1.3529969367098715e-09,4.2348803042102645e-07
1833,0.0,4.3206934385864315e-07
1834,1.8669061851994684e-09,5.096653818981167e-07
1835,2.2689263801112247e-09,6.231984528426437e-07
1836,2.016224964762614e-09,4.3819289308189013e-07
1837,1.3915781860163179e-09,4.787028977659702e-07
1838,1.2624323808552163e-09,7.385229408019001e-07
1839,0.0,4.942972973154269e-07
1840,0.0,4.5352183075664243e-07
1841,1.926164561183441e-09,3.8587495909681024e-07
1842,0.0,4.138999374347918e-07
1843,6.497602011990011e-09,5.345754439112227e-07
1844,0.0,4.879331083618155e-07
1845,5.580227946389016e-10,4.564626410186179e-07
1846,0.0,5.310032804572984e-07
1847,0.0,3.667392149964144e-07
1848,8.045221711050488e-10,3.885842048134691e-07
1849,2.513824481908955e-09,3.3852837511005873e-07
1850,0.0,2.8649563432736613e-07
1851,6.449438760824933e-10,3.456899277942682e-07
1852,0.0,3.5222051586458747e-07
1853,1.0152284346531815e-08,4.186324282784426e-07
1854,0.0,3.8032265248233443e-07
1855,0.0,4.2030940861081945e-07
1856,0.0,3.256451934774418e-07
1857,0.0,3.2315589137965617e-07
1858,4.893676019968041e-10,3.361955485114976e-07
1859,1.5276520048956854e-09,2.73449712651086e-07
1860,0.0,2.7600418728290776e-07
1861,4.715963730639317e-10,2.046728333482406e-07
1862,9.035972525772706e-10,2.828259547671408e-07
1863,6.99246927027275e-09,3.256492731029681e-07
1864,4.794727948009836e-10,2.685047686412645e-07
1865,2.3534221238463715e-09,2.424024847513806e-07
1866,4.865612912574591e-10,2.2041227087932214e-07
1867,0.0,2.6302237898789826e-07
1868,4.44588676984381e-09,2.356319974694543e-07
1869,0.0,2.681052135855566e-07
1870,0.0,2.930098936815284e-07
1871,0.0,1.752494189766196e-07
1872,6.047339295989218e-10,1.8565331283415532e-07
1873,5.387403856360606e-09,1.933479500948465e-07
1874,0.0,1.9656464278483554e-07
1875,1.1443054281912168e-09,1.8652178024325394e-07
1876,6.04601479992084e-10,1.9710008380968702e-07
1877,6.184815992682502e-10,2.2327185300596852e-07
1878,1.8117265465633636e-09,2.0593292271442465e-07
1879,0.0,1.527331292550116e-07
1880,1.2835692508872398e-09,2.0472929573855936e-07
1881,3.4862537301449947e-09,1.729181904330801e-07
1882,3.3276925659464496e-09,1.7304001320717077e-07
1883,5.687405213450347e-09,1.643028060271945e-07
1884,0.0,1.696636102721527e-07
1885,0.0,1.7016478470743834e-07
1886,6.453463874400711e-10,1.4326689545818283e-07
1887,0.0,1.0772725356211765e-07
1888,6.340614699951175e-10,1.4963851091565061e-07
1889,3.132568426877924e-09,1.2404971050372637e-07
1890,0.0,1.3895299755262158e-07
1891,6.374220040683554e-10,9.051392080294818e-08
1892,6.268512375839919e-10,1.1471377892036116e-07
1893,0.0,1.2563169526913498e-07
1894,6.301539290376468e-10,9.893416708095515e-08
1895,1.8055843487019274e-09,1.227797379321771e-07
1896,1.179405795248556e-09,1.1970968571972662e-07
1897,0.0,1.1711694347660284e-07
1898,5.6583548957434e-10,1.0920624982091454e-07
1899,0.0,1.0281295637071253e-07
1900,1.038210628578895e-09,8.928611738845404e-08
1901,0.0,8.662545225579521e-08
1902,6.874397495693074e-09,7.561836901093244e-08
1903,0.0,7.830319215251791e-08
1904,0.0,9.244355414494976e-08
1905,5.160759042333041e-10,8.61846789490528e-08
1906,0.0,1.0082601731298269e-07
1907,0.0,1.0542828721149533e-07
1908,0.0,7.75999484670109e-08
1909,1.1001967115120692e-09,8.361495229536331e-08
1910,0.0,6.573305322277179e-08
1911,1.0640748282497725e-09,6.384449102725398e-08
1912,2.0837684910901544e-09,7.97041470601556e-08
1913,1.590896969716482e-09,6.734796675900157e-08
1914,0.0,9.911180792743224e-08
1915,0.0,6.361611637473175e-08
1916,2.197492410260793e-09,5.164107097499482e-08
1917,0.0,6.141197861353476e-08
1918,0.0,8.270190754444684e-08
1919,0.0,4.696002575688141e-08
1920,7.572231730534895e-10,7.496509635274151e-08
1921,0.0,5.831015520429972e-08
1922,1.4755870969551665e-09,6.492583393136186e-08
1923,0.0,6.369568827935268e-08
1924,0.0,7.606058327613852e-08
1925,0.0,7.918687949803882e-08
1926,0.0,8.80544948067552e-08
1927,1.1149224876660924e-09,6.020581611032583e-08
1928,1.1426041224282812e-09,7.998229001326962e-08
1929,0.0,1.0917598136650497e-07
1930,0.0,8.402882833991043e-08
1931,0.0,6.386999817920014e-08
1932,0.0,6.35653123470803e-08
1933,4.588264879146209e-09,5.7353309435015376e-08
1934,3.5944740517379614e-09,8.986185306980587e-08
1935,0.0,7.420336167740516e-08
1936,1.2124714565686645e-09,6.911087080396783e-08
