year,autres_ADJ août_NOUN,autres_ADJ routes_NOUN
1868,0.0,1.254727948207801e-07
1869,4.883519144627257e-10,1.2648314395846683e-07
1870,5.734048791339319e-10,1.1181395365156277e-07
1871,0.0,1.1577083114389097e-07
1872,9.071008832961525e-09,1.294130579365671e-07
1873,0.0,1.4545990723036084e-07
1874,0.0,1.2247949143784354e-07
1875,0.0,1.253014403346242e-07
1876,0.0,1.3422152278508293e-07
1877,0.0,1.509095077789624e-07
1878,0.0,1.5037331468903403e-07
1879,0.0,1.2951770145264163e-07
1880,6.417846254436199e-10,1.463268972656806e-07
1881,0.0,1.1434912750019066e-07
1882,1.3310770263785798e-09,1.524083204085258e-07
1883,3.159669414998234e-09,1.3333804815829353e-07
1884,0.0,1.2609241650807235e-07
1885,0.0,1.4567136474852305e-07
1886,0.0,1.1099957930582605e-07
1887,0.0,1.1947932027078778e-07
1888,0.0,9.764546859969414e-08
1889,0.0,1.2279667771508684e-07
1890,6.554386478008212e-10,1.1601264304772485e-07
1891,0.0,1.4405736692424398e-07
1892,0.0,1.717572359893893e-07
1893,6.158416554491453e-10,1.1085149514977743e-07
1894,6.301539290376468e-10,1.518670984523851e-07
1895,0.0,1.426411699867458e-07
1896,0.0,1.2855522868449043e-07
1897,0.0,1.3168372992033994e-07
1898,0.0,1.5051223556383775e-07
1899,5.527578395003729e-10,1.3155636224837508e-07
1900,0.0,1.1524137732976669e-07
1901,0.0,8.047783950360099e-08
1902,0.0,9.525950384059456e-08
1903,5.400220270956879e-10,1.463459682327084e-07
1904,5.374625189347171e-10,1.0534265193484771e-07
1905,0.0,1.0631163860352899e-07
1906,2.0576737536082135e-09,1.214027491869274e-07
1907,5.142843373384665e-10,1.429710465572498e-07
1908,0.0,1.5176191592303212e-07
1909,5.500983557560346e-10,1.2267193100212737e-07
1910,0.0,1.0848625631165731e-07
1911,5.320374141248863e-10,1.0427933161416547e-07
1912,5.209421227725386e-10,9.689523555733714e-08
1913,0.0,1.1136278743606454e-07
1914,0.0,1.4464966735516782e-07
1915,0.0,1.2841029906063284e-07
1916,0.0,1.1097336827248228e-07
1917,1.0966424435210342e-09,1.1514745779095392e-07
1918,0.0,1.412824275348612e-07
1919,0.0,1.0220711665898108e-07
1920,3.786115865267448e-09,1.4084350885568142e-07
1921,7.572747429129834e-10,1.3328035808335414e-07
1922,0.0,1.2911386892966448e-07
1923,0.0,1.2420659745160378e-07
1924,0.0,1.3149456612460142e-07
1925,1.0998177923937646e-09,1.286786783794014e-07
1926,0.0,1.4601441444828112e-07
1927,0.0,1.7058314072393443e-07
1928,0.0,1.4625332767082e-07
1929,0.0,1.5485164794881712e-07
1930,0.0,1.8276270008499296e-07
1931,1.1405356659111021e-09,1.425669644561367e-07
1932,0.0,1.38090154644388e-07
1933,0.0,1.3535380971596567e-07
1934,0.0,2.096776459126204e-07
1935,0.0,1.3524160635824956e-07
1936,1.2124714565686645e-09,1.3700927414816988e-07
1937,0.0,1.636845392560815e-07
1938,0.0,1.0890780322014848e-07
1939,0.0,1.2999942544666965e-07
1940,0.0,1.2171757646228798e-07
1941,2.9515025978810172e-09,1.0625409219144899e-07
1942,0.0,1.456421614420833e-07
1943,0.0,1.1612940653549231e-07
1944,0.0,1.7993842327257425e-07
1945,0.0,1.2635323676235544e-07
1946,0.0,1.1554516365919199e-07
1947,1.1920870957027319e-09,1.6212383990854562e-07
1948,0.0,1.1850358005993655e-07
1949,1.9634016634739737e-09,1.8357806119695397e-07
1950,0.0,1.5208566717106464e-07
1951,0.0,1.5565646149795498e-07
1952,0.0,1.0755699797471152e-07
1953,0.0,1.282085426712598e-07
1954,9.772536113672459e-10,1.573378369812417e-07
1955,0.0,1.8583502914282235e-07
1956,0.0,1.5610843795421658e-07
1957,0.0,1.4312760826529214e-07
1958,0.0,1.93570492967865e-07
1959,0.0,1.5966540667378126e-07
1960,0.0,1.4049291996443003e-07
1961,0.0,1.473009794139557e-07
1962,0.0,1.585489073363533e-07
1963,0.0,1.4031335560105163e-07
1964,6.083968329129164e-10,1.4601524211954597e-07
1965,0.0,1.1710173097867482e-07
1966,0.0,1.5675581011009854e-07
1967,0.0,1.2621659051248457e-07
1968,0.0,1.5001328623753807e-07
1969,0.0,1.7349514780384823e-07
1970,4.5987250119061684e-10,1.5451715418279832e-07
1971,0.0,1.6442872308175538e-07
1972,5.130146862875051e-10,1.6929485013861267e-07
1973,0.0,1.4609990639513626e-07
1974,0.0,1.5807856001970322e-07
1975,0.0,1.6391947799121453e-07
1976,0.0,2.0225885855040815e-07
1977,0.0,1.4750722865386479e-07
1978,0.0,1.4019795369080157e-07
1979,5.851973350345929e-10,1.3108420393592723e-07
1980,0.0,1.660064068431666e-07
1981,0.0,1.2208310895545083e-07
1982,6.207502289967692e-10,1.2166704443927756e-07
1983,0.0,1.3135856757884312e-07
1984,0.0,1.675913399168394e-07
1985,0.0,1.7024028942103087e-07
1986,0.0,1.318786839732411e-07
1987,0.0,1.4665960890170027e-07
1988,0.0,9.834348357884437e-08
1989,0.0,1.2732443543939098e-07
1990,0.0,1.563762790368628e-07
1991,0.0,9.730032246579867e-08
1992,0.0,1.3334064874470641e-07
1993,0.0,1.334948969144989e-07
1994,0.0,1.1446590875152651e-07
1995,0.0,1.0790676796545995e-07
1996,0.0,1.2544516891921376e-07
1997,0.0,1.7405466223863186e-07
1998,0.0,1.2635542745442763e-07
1999,0.0,1.3664901388210637e-07
2000,0.0,1.0338193945358398e-07
2001,0.0,8.981484267422957e-08
2002,0.0,1.1172114877666672e-07
2003,0.0,1.1084014950313303e-07
2004,4.404791253964646e-10,1.572510530678528e-07
2005,9.007499190971657e-10,1.0313586340515712e-07
2006,0.0,9.141715606730827e-08
2007,3.994479469415779e-10,1.0345701850766886e-07
2008,8.514879357157668e-10,9.366367215157823e-08
2009,0.0,1.0156250396242683e-07
2010,0.0,1.2612527822142283e-07
2011,3.82397197240536e-10,1.0974799247165379e-07
2012,0.0,1.0110630332960113e-07
2013,0.0,9.789828919748444e-08
2014,0.0,1.0264210281718533e-07
2015,0.0,8.93279903380062e-08
2016,2.0713400439298368e-10,1.0625974544709038e-07
2017,0.0,9.207137685596223e-08
2018,0.0,9.499797559708867e-08
2019,7.65296326310505e-10,9.438654957616421e-08
