year,grandes_ADJ aigles_NOUN,grandes_ADJ règles_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,1.904946067554647e-08
1802,0.0,7.832440473976021e-08
1803,0.0,3.510610468993036e-08
1804,0.0,4.943701981119375e-08
1805,0.0,5.685755510853596e-08
1806,0.0,5.4751712497136396e-08
1807,0.0,9.679647661187119e-08
1808,0.0,5.211970277585465e-08
1809,0.0,5.6475762733043666e-08
1810,0.0,2.0593115834799391e-07
1811,0.0,6.01698415536589e-08
1812,0.0,5.867858288155503e-08
1813,0.0,2.300593315851529e-08
1814,0.0,7.237357380063258e-08
1815,0.0,6.203614333344376e-08
1816,0.0,6.025770460382773e-08
1817,0.0,2.80237220096069e-08
1818,0.0,5.8413769155052364e-08
1819,0.0,1.3973917356580046e-07
1820,0.0,1.1985146386450651e-07
1821,9.86148829262845e-10,1.9722976674074744e-07
1822,0.0,1.45371430448904e-07
1823,0.0,6.720227219148e-08
1824,0.0,7.831635162602879e-08
1825,0.0,6.956300069305144e-08
1826,0.0,2.7304752237000685e-08
1827,0.0,9.770309361556428e-08
1828,0.0,6.879226077671774e-08
1829,0.0,9.173298565201549e-08
1830,0.0,3.757260813586072e-08
1831,0.0,6.548306430431694e-08
1832,0.0,9.606278184026706e-08
1833,0.0,4.865124125785769e-08
1834,0.0,8.214387303695503e-08
1835,0.0,5.218530674255817e-08
1836,0.0,3.427582589976552e-08
1837,0.0,5.844628248041772e-08
1838,1.2624323808552163e-09,4.418513199766494e-08
1839,0.0,6.641901473258827e-08
1840,0.0,4.1402975603510583e-08
1841,0.0,3.852328989140119e-08
1842,0.0,7.312008731830133e-08
1843,0.0,4.666459846314197e-08
1844,0.0,6.037417255022604e-08
1845,2.7901139176833567e-09,6.41726245476093e-08
1846,0.0,6.966856291867884e-08
1847,0.0,7.011190827910241e-08
1848,0.0,5.390298696283935e-08
1849,0.0,4.022119171054328e-08
1850,0.0,6.245876615906809e-08
1851,0.0,5.159551008659946e-08
1852,0.0,2.799534470909748e-08
1853,0.0,8.121827299589768e-08
1854,0.0,9.819806123800845e-08
1855,0.0,4.617035287424187e-08
1856,5.177189232874468e-10,6.005539504583268e-08
1857,0.0,4.8326940227383375e-08
1858,2.936205500958522e-09,7.38945049594264e-08
1859,4.073738679721828e-09,5.601390640208592e-08
1860,0.0,5.40107691904268e-08
1861,0.0,6.130753149591328e-08
1862,0.0,5.783022416494532e-08
1863,0.0,7.941446994452761e-08
1864,0.0,5.4180424036154307e-08
1865,0.0,7.060266682401561e-08
1866,0.0,7.930949275092303e-08
1867,1.455843445796745e-09,4.949867715708933e-08
1868,0.0,5.977247541366637e-08
1869,4.883519144627257e-10,7.227608100901506e-08
1870,0.0,4.472558234880353e-08
1871,0.0,2.7615060460561835e-08
1872,0.0,3.386510083469574e-08
1873,0.0,3.112722185560912e-08
1874,0.0,5.317401985394099e-08
1875,5.721527140956084e-10,2.345826111138649e-08
1876,0.0,5.5623335937227125e-08
1877,6.184815992682502e-10,6.555905041061294e-08
1878,0.0,6.642997346650859e-08
1879,0.0,4.643087059275075e-08
1880,0.0,4.299957012676714e-08
1881,0.0,4.60185487494158e-08
1882,0.0,8.452339428366429e-08
1883,1.2638677882037541e-09,4.67631080525166e-08
1884,0.0,4.423137056619453e-08
1885,0.0,5.672159275604827e-08
1886,6.453463874400711e-10,5.6145136539953455e-08
1887,0.0,5.157850324621904e-08
1888,0.0,4.375024031944008e-08
1889,0.0,4.448247253874271e-08
1890,0.0,5.505684647078013e-08
1891,0.0,3.1233678310371715e-08
1892,0.0,4.889439586541755e-08
1893,0.0,3.94138659487453e-08
1894,2.520615716150587e-09,5.230277566603547e-08
1895,0.0,4.634333050645978e-08
1896,5.89702897624278e-10,3.656158042986135e-08
1897,0.0,6.99205628951205e-08
1898,0.0,5.0359359460294684e-08
1899,0.0,4.311511148102909e-08
1900,0.0,4.9315004080341396e-08
1901,0.0,5.7005138442978165e-08
1902,0.0,4.3210498290591204e-08
1903,1.0800440541913758e-09,6.804277408178905e-08
1904,0.0,5.5896101969210576e-08
1905,0.0,4.902721073563043e-08
1906,6.173021205313489e-09,4.372556716703002e-08
1907,0.0,4.885701088142014e-08
1908,1.4734167219643268e-09,4.5184780139706504e-08
1909,0.0,5.666013080940502e-08
1910,2.6720753387721174e-09,3.473697773870299e-08
1911,1.5961122423746588e-09,3.617854260618003e-08
1912,1.0418842455450772e-09,4.375913736920367e-08
1913,0.0,6.840856459078282e-08
1914,0.0,7.232483367758391e-08
1915,0.0,3.6520361734737605e-08
1916,0.0,6.59247731960022e-08
1917,1.0966424435210342e-09,3.728584374584898e-08
1918,1.1486376294556067e-09,5.398596769623509e-08
1919,6.4454939163738345e-09,5.4326307008523145e-08
1920,0.0,8.556621677868748e-08
1921,0.0,8.254294669995943e-08
1922,1.4755870969551665e-09,3.910305829135652e-08
1923,0.0,5.944930858703401e-08
1924,0.0,6.316896161706609e-08
1925,0.0,8.798542117105512e-08
1926,0.0,7.690835701623655e-08
1927,0.0,8.138934204371395e-08
1928,0.0,6.512843409023361e-08
1929,0.0,7.241263833002165e-08
1930,0.0,6.197126423135302e-08
1931,0.0,6.158892595919951e-08
1932,4.38381475564853e-09,9.206010709306156e-08
1933,0.0,5.391211388428019e-08
1934,0.0,6.11060571031885e-08
1935,3.590485242455088e-09,6.223507842406661e-08
1936,0.0,5.092380117588391e-08
1937,0.0,7.302848592516398e-08
1938,0.0,3.3709557811789637e-08
1939,0.0,6.576441791139587e-08
1940,0.0,3.803674530900025e-08
1941,0.0,9.444808402037097e-08
1942,0.0,1.244026854863023e-07
1943,2.9032352077962287e-09,1.2774235358392616e-07
1944,0.0,5.1410978585408884e-08
1945,0.0,9.585417748425584e-08
1946,2.7842208538686464e-09,7.238974042422797e-08
1947,1.1920870957027319e-09,1.192087100143624e-07
1948,1.0871887834440486e-09,2.3809434779309413e-07
1949,0.0,8.44262726396039e-08
1950,0.0,9.784532406520441e-08
1951,0.0,8.742349244528214e-08
1952,0.0,7.697707182785507e-08
1953,0.0,1.7453600620331855e-07
1954,0.0,9.96798692476375e-08
1955,0.0,9.479463880524008e-08
1956,0.0,9.593256078410661e-08
1957,8.835037701437898e-10,1.45778123794571e-07
1958,0.0,7.36229678333089e-08
1959,2.325224457422337e-09,5.968075811324525e-08
1960,0.0,6.57479140020456e-08
1961,6.948159270159238e-10,6.948159336772619e-08
1962,1.9025869768540815e-09,8.942158447045045e-08
1963,0.0,6.983337375032761e-08
1964,6.083968329129164e-10,7.90915913873036e-08
1965,1.6416130677043839e-09,5.362602673031347e-08
1966,0.0,8.91791065438241e-08
1967,9.860671168482327e-10,7.148986469474039e-08
1968,2.245707925174756e-09,7.006608834791983e-08
1969,4.5417578031781147e-10,7.811823210523983e-08
1970,9.197450023812337e-10,8.047768887409212e-08
1971,0.0,7.03960422177019e-08
1972,0.0,7.336109736355567e-08
1973,0.0,6.395316254348415e-08
1974,0.0,6.750685804801648e-08
1975,0.0,6.453972467568292e-08
1976,0.0,8.056072692275151e-08
1977,5.876781838942691e-10,7.7573519718932e-08
1978,0.0,1.1702964997084564e-07
1979,0.0,6.905328875372874e-08
1980,1.1370301367108482e-09,7.902359572264928e-08
1981,6.325549528618524e-10,4.933928654526909e-08
1982,0.0,8.690503427999374e-08
1983,0.0,6.12585656645237e-08
1984,0.0,8.35057226145075e-08
1985,6.015558051686298e-10,9.68504845211271e-08
1986,0.0,8.452224253829854e-08
1987,0.0,6.96633109531497e-08
1988,0.0,6.776105693218071e-08
1989,0.0,7.354083830790614e-08
1990,5.44865097484859e-10,1.0406923639516563e-07
1991,0.0,9.319729576962033e-08
1992,1.1019888335184191e-09,9.807700651620621e-08
1993,0.0,7.644106486681679e-08
1994,0.0,9.072873941029513e-08
1995,5.422450821690461e-10,8.947043705909152e-08
1996,0.0,8.807852003300809e-08
1997,0.0,7.2882398449714e-08
1998,0.0,1.0156115259896126e-07
1999,0.0,8.363468229077853e-08
2000,0.0,8.173358301277744e-08
2001,0.0,8.280490354506398e-08
2002,0.0,8.762442671450543e-08
2003,0.0,8.500522508114727e-08
2004,0.0,9.029821967931895e-08
2005,0.0,9.457873861862254e-08
2006,1.2353669198716943e-09,8.812284091330724e-08
2007,0.0,9.466916428557681e-08
2008,0.0,7.024775250386028e-08
2009,0.0,9.488703112126018e-08
2010,4.723793023408973e-10,9.258634348086048e-08
2011,0.0,9.330491934633756e-08
2012,3.404252713057332e-10,7.659568673767936e-08
2013,0.0,8.478939866884971e-08
2014,0.0,6.756188764001081e-08
2015,0.0,7.913174315810068e-08
2016,8.285360453275104e-10,7.436110940894913e-08
2017,0.0,7.320428943580204e-08
2018,2.5814667070633845e-10,6.634369098534876e-08
2019,0.0,7.270315111052028e-08
