year,autres_ADJ oies_NOUN,autres_ADJ rois_NOUN
1955,1.8771215692936494e-09,1.895892838277291e-07
1956,8.72114158667614e-10,1.875045390065111e-07
1957,3.5340151360863103e-09,1.7316673783795977e-07
1958,4.963346011965797e-09,1.844710277865147e-07
1959,5.425523585955716e-09,1.9299361753155608e-07
1960,3.460416619915918e-09,1.6817624892695449e-07
1961,2.08444772553662e-09,2.0288624513753462e-07
1962,6.341956404476434e-10,1.7503799032425604e-07
1963,3.879631726988464e-09,1.5001243802714725e-07
1964,6.083968218106861e-09,2.9263886425212604e-07
1965,0.0,2.1176807685208132e-07
1966,5.539074754423723e-10,2.104848420003691e-07
1967,4.930335584241163e-10,2.105253287254527e-07
1968,1.796566312384229e-09,2.425364495906024e-07
1969,9.99186730576973e-09,2.602427251474637e-07
1970,6.898087545614828e-09,2.0280377199810573e-07
1971,1.0276794970565106e-09,1.8703766535566047e-07
1972,8.721249833421041e-09,1.431311034139071e-07
1973,3.859242647674677e-09,1.8689761205337163e-07
1974,3.375343005096454e-09,1.856438718306208e-07
1975,2.2845920710778955e-09,1.4678504278720084e-07
1976,4.570821499072508e-09,1.4112411061972807e-07
1977,6.464460078348111e-09,1.663129216566972e-07
1978,3.5643548113029055e-09,1.7465339219313591e-07
1979,4.0963813452421505e-09,2.2061940185835738e-07
1980,5.116635559687666e-09,1.699860074921844e-07
1981,6.325549528618524e-10,1.815432728591304e-07
1982,8.069752865935698e-09,2.3898883405593097e-07
1983,5.683784221055532e-09,1.370423534652332e-07
1984,2.319603453759811e-09,1.5541342390790192e-07
1985,1.8046674155058895e-09,1.5941228692639697e-07
1986,4.795588481876223e-09,1.7743676572479217e-07
1987,5.499735000746853e-09,1.986015458754764e-07
1988,1.7989661427186832e-09,1.6550488535216346e-07
1989,2.7440609784434855e-09,1.629972290473347e-07
1990,8.717841448735442e-09,1.6400439761810048e-07
1991,7.033758298025106e-09,1.588457010370803e-07
1992,3.305966445044106e-09,1.8623611452994737e-07
1993,3.3235245111562506e-09,1.7337719793175665e-07
1994,6.8574046441227665e-09,1.6721517592799273e-07
1995,7.591431261388948e-09,1.7568740595663712e-07
1996,2.135236876199542e-09,1.4946658444259242e-07
1997,5.753873377756236e-09,2.0761892560727802e-07
1998,5.244942036242151e-09,1.9167879639070406e-07
1999,9.140402212892695e-09,1.7138254992943303e-07
2000,4.4180314962005696e-09,2.0499665787099275e-07
2001,1.7524847129024579e-09,1.7612470948336068e-07
2002,4.81934359086722e-09,1.8313506089384646e-07
2003,3.333538334260311e-09,2.2126360654795008e-07
2004,5.726228602398464e-09,1.7266781338065584e-07
2005,6.3052495447024626e-09,1.7159285548018488e-07
2006,5.353256948836815e-09,1.8201073892498698e-07
2007,2.7961355453243186e-09,1.8214826980056387e-07
2008,5.108927725316903e-09,1.5795101493409902e-07
2009,2.860915504498962e-09,1.749926603622498e-07
2010,6.140930985942816e-09,1.573023098444537e-07
2011,1.7207874236646603e-08,1.1051278958618127e-07
2012,1.0553183549255607e-08,1.6680838088589667e-07
2013,1.0319762933086452e-08,1.7487813330774316e-07
2014,7.57905826986871e-09,1.9683896290700886e-07
2015,7.314698624583116e-09,1.8818725200375752e-07
2016,1.2428039930512114e-08,1.897347541301997e-07
2017,5.7859059765519305e-09,1.6351474219078455e-07
2018,4.904786798931582e-09,1.8999595319257878e-07
2019,6.377469219387422e-09,1.8928329126310928e-07
