year,nos_DET aides_NOUN,nos_DET raids_NOUN
1800,0.0,0.0
1801,2.1430643926123594e-08,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.1387820464392462e-08,0.0
1808,0.0,0.0
1809,8.584315835946654e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,3.008491944456182e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,4.405347864278042e-08,0.0
1815,2.6972236000233352e-08,0.0
1816,3.939926429552543e-08,0.0
1817,2.6466847380390846e-08,0.0
1818,3.5763532135746345e-09,0.0
1819,3.829888639561574e-08,0.0
1820,2.966620371580575e-08,0.0
1821,3.8459803231027934e-08,0.0
1822,3.5089655625597516e-08,0.0
1823,2.8659791873053564e-08,0.0
1824,1.2631669044083083e-08,8.421112696055388e-10
1825,4.754939197937347e-08,0.0
1826,7.48678701256722e-08,0.0
1827,7.650336897313537e-08,0.0
1828,2.320592216165096e-07,0.0
1829,7.544395064229548e-08,0.0
1830,3.3397874021900975e-08,0.0
1831,3.585977381703742e-08,0.0
1832,5.411987746839486e-09,0.0
1833,2.2008893596492385e-08,0.0
1834,2.0535967593104942e-08,0.0
1835,9.680752555141225e-08,0.0
1836,3.360374944971767e-08,0.0
1837,3.270208637218275e-08,0.0
1838,3.28232410140572e-08,0.0
1839,2.8665047335785232e-08,0.0
1840,5.987507445404106e-08,0.0
1841,3.4028907691663335e-08,0.0
1842,1.408735661456717e-08,0.0
1843,1.8902115428431898e-08,0.0
1844,5.3239045172404076e-08,0.0
1845,2.566904894196753e-08,0.0
1846,3.6297908678761814e-08,0.0
1847,1.5640348571821505e-08,0.0
1848,4.103063133698015e-08,0.0
1849,4.2735015748363026e-08,0.0
1850,1.3577992064028876e-08,0.0
1851,2.579775548738894e-08,0.0
1852,4.948014620254071e-08,0.0
1853,1.4929829816878737e-08,0.0
1854,3.533051895487915e-08,0.0
1855,4.0332722051061864e-08,0.0
1856,9.836659486950339e-09,0.0
1857,3.6123166791135475e-08,0.0
1858,3.572383633354548e-08,0.0
1859,4.4811126809207735e-08,0.0
1860,1.9224172476128842e-08,0.0
1861,2.499460838301104e-08,0.0
1862,2.078273733663316e-08,0.0
1863,1.0988165932701577e-08,0.0
1864,4.4111497676802e-08,4.794727948009836e-10
1865,2.729969805770338e-08,0.0
1866,2.8707116073167782e-08,0.0
1867,1.7955402498159856e-08,0.0
1868,1.5807597009143137e-08,0.0
1869,2.3929244363785074e-08,0.0
1870,2.8670243068518175e-08,0.0
1871,7.222400300044285e-08,0.0
1872,1.69325495846806e-08,0.0
1873,2.693702005895915e-08,0.0
1874,4.301718403709742e-08,0.0
1875,1.716458131184595e-08,0.0
1876,2.2974856461743798e-08,0.0
1877,1.4843558382438005e-08,0.0
1878,1.6305540029293297e-08,0.0
1879,4.5209007870639084e-08,0.0
1880,2.502960061434578e-08,0.0
1881,6.205532065983732e-08,0.0
1882,5.257754298604311e-08,0.0
1883,3.854796715163644e-08,0.0
1884,2.0465260597291035e-08,0.0
1885,2.0626034435977658e-08,0.0
1886,2.5813855164535937e-08,0.0
1887,6.006610675513002e-08,0.0
1888,2.663058151775033e-08,0.0
1889,3.00726555879649e-08,0.0
1890,3.146105531648402e-08,0.0
1891,2.613430305498099e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,3.941386600425645e-08,0.0
1894,3.5288620248152824e-08,0.0
1895,4.213030058153322e-08,0.0
1896,3.3023362600026474e-08,0.0
1897,4.136966547108045e-08,0.0
1898,1.4711722728932841e-08,0.0
1899,2.266307141951529e-08,0.0
1900,2.3878844901403795e-08,0.0
1901,3.353243377413051e-08,5.588738916095792e-10
1902,4.075535586789414e-08,1.4730851538580225e-09
1903,2.1600880639738307e-08,5.400220270956879e-10
1904,3.117282432185675e-08,5.374625189347171e-10
1905,2.9416326818854088e-08,0.0
1906,3.292278066835408e-08,2.0576738091193647e-09
1907,2.5199932363051403e-08,0.0
1908,2.6521501217402488e-08,1.964555629285769e-09
1909,2.640472107628966e-08,0.0
1910,2.0307772352623488e-08,0.0
1911,2.2345571171200618e-08,0.0
1912,4.0633486686481035e-08,1.0418842455450772e-09
1913,2.0151361024289827e-08,5.30298971401777e-10
1914,3.884111371421639e-08,2.678697486047099e-09
1915,2.591767678250534e-08,1.6493066468115103e-08
1916,5.933229574317522e-08,7.251725042678459e-08
1917,3.289927263949721e-08,5.04455535121906e-08
1918,2.986457836584577e-08,2.986458014220261e-08
1919,3.130668413398041e-08,9.207848705727883e-09
1920,2.4231141093622455e-08,5.300562211374427e-09
1921,1.5145495135815423e-08,0.0
1922,1.5493664740073854e-08,2.2133805899215986e-09
1923,8.492758496458919e-09,4.246379248229459e-09
1924,3.738571041633776e-08,1.289162443462999e-09
1925,1.869690202660479e-08,0.0
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,1.4853853147478446e-08,5.713020501119104e-09
1929,1.2254447234738564e-08,4.4561625500705304e-09
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,2.052964109822142e-08,0.0
1932,2.4110980323399644e-08,5.4797681947604815e-09
1933,3.4411986149507356e-08,4.588264879146209e-09
1934,1.1981580172459871e-08,0.0
1935,1.9149255514605557e-08,3.590485242455088e-09
1936,1.2124715009775855e-08,6.0623572828433225e-09
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,3.213186161588055e-08,0.0
1945,8.714016175304096e-09,1.5249528306782167e-08
1946,1.80974355501462e-08,1.3921104269343232e-09
1947,2.6225915883415496e-08,8.344609447874518e-09
1948,3.805160653236328e-08,3.2615663503321457e-09
1949,1.9634016079628225e-08,3.9268033269479474e-09
1950,2.2334259330847317e-08,3.190608444114673e-09
1951,1.3859822622919182e-08,4.264560704569931e-09
1952,9.490323193972472e-09,0.0
1953,1.4005975934594517e-08,4.3095309543161875e-09
1954,2.247683239531284e-08,9.772536113672459e-10
1955,1.6894094567732054e-08,1.8771215692936494e-09
1956,2.4419196664737797e-08,4.360570571293465e-09
1957,1.1485549067380418e-08,2.6505113659425206e-09
1958,1.2408364835625463e-08,8.272243445794913e-10
1959,2.015194500160078e-08,1.5501495642666896e-09
1960,8.304999854491513e-09,2.0762500052562416e-09
1961,1.1117055165321688e-08,1.3896318540318475e-09
1962,1.3952304034337004e-08,3.805173953708163e-09
1963,1.1638895847099207e-08,1.939815863494232e-09
1964,1.155953976983426e-08,2.4335873316516654e-09
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,1.606331645476189e-08,0.0
1967,2.4651677810183514e-08,3.944268356370628e-09
1968,2.4702787232433465e-08,2.6948494546985557e-09
1969,9.991866833924945e-09,2.725054681906869e-09
1970,1.0577067222072856e-08,5.978342709767048e-09
1971,1.644287195290417e-08,1.541519245584766e-09
1972,1.487742551375959e-08,1.0260293725750103e-09
1973,1.2680368366435602e-08,5.513203782392395e-10
1974,6.750685899170605e-09,0.0
1975,6.282628195464213e-09,3.4268881066168433e-09
1976,1.4283816740512378e-08,2.285410749536254e-09
1977,1.1165885660524566e-08,2.9383909749824966e-09
1978,1.1881182704343018e-08,1.7821774056514528e-09
1979,1.0533551808578068e-08,1.1703946700691858e-09
1980,2.5014663562750172e-08,1.7055452605774235e-09
1981,6.325549528618524e-09,6.325549417596221e-09
1982,1.4277254822836483e-08,3.7245013739806154e-09
1983,6.946847541655643e-09,6.315316047889041e-10
1984,1.1018115864125377e-08,2.8995042478108246e-09
1985,5.414002135495366e-09,1.8046674155058895e-09
1986,1.0790073834421321e-08,4.196139935519483e-09
1987,1.8943532631432447e-08,4.277571630240118e-09
1988,1.3192418713003917e-08,5.99655392008458e-09
1989,1.0976244357863152e-08,5.488122178931576e-09
1990,1.253189690908485e-08,2.724325431913144e-09
1991,9.37834432335194e-09,4.68917216167597e-09
1992,1.4325855168806356e-08,2.2039776670368383e-09
1993,2.049506697687775e-08,3.323524566667402e-09
1994,2.1099706759564185e-08,2.1099705871385765e-09
1995,1.3013881527967897e-08,1.6267352465071383e-09
1996,8.540947504798169e-09,3.2028553142993132e-09
1997,9.589788629860152e-09,4.315404922294874e-09
1998,1.9072517454254978e-08,3.337690568372409e-09
1999,1.3253583119876566e-08,5.0272213059088244e-09
2000,8.83606254831193e-09,1.7672125984802278e-09
2001,1.4457998520622795e-08,4.381211921034023e-09
2002,1.0076809331405201e-08,4.38122149670761e-10
2003,9.583923044065301e-09,8.333845835650777e-10
2004,9.250061883125937e-09,3.0833537945085254e-09
2005,2.2068372240724443e-08,2.702249757291497e-09
2006,1.235366953178385e-08,4.1178899179428186e-10
2007,7.589511075156707e-09,5.592271090648637e-09
2008,1.3198063308905716e-08,2.9802078582719105e-09
2009,1.2397300963584712e-08,9.536384792951935e-09
