year,pouvais_VERB ajouter_VERB,pouvais_VERB rajouter_VERB
1800,1.2576657937302116e-08,0.0
1801,2.3811825400343878e-08,0.0
1802,0.0,0.0
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,8.645007376628655e-09,0.0
1807,0.0,0.0
1808,1.8128591960930862e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,6.952811659743929e-09,0.0
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,2.070210003424222e-09,0.0
1820,1.6613073583471305e-08,0.0
1821,3.94459531705138e-09,0.0
1822,1.604098542884458e-08,0.0
1823,2.2730180404550993e-08,0.0
1824,1.2631669044083083e-08,0.0
1825,1.6730341556581152e-08,0.0
1826,1.5854372037438225e-08,0.0
1827,1.8434546111834038e-09,0.0
1828,2.8434133270138773e-08,0.0
1829,1.3717081692732336e-08,0.0
1830,1.3567886369969528e-08,0.0
1831,1.091384405071949e-08,0.0
1832,3.3824925083081325e-08,0.0
1833,1.853380560135065e-08,0.0
1834,1.4001796166951408e-08,0.0
1835,4.386591001548368e-08,0.0
1836,2.352262562510532e-08,0.0
1837,1.3219993100221927e-08,0.0
1838,1.199310784016916e-08,0.0
1839,1.0487212875887053e-08,0.0
1840,1.0191501864653674e-08,0.0
1841,1.733548060656176e-08,0.0
1842,9.391571076378114e-09,0.0
1843,2.0674189471492355e-08,0.0
1844,1.3172547497219966e-08,0.0
1845,6.696273757711424e-09,0.0
1846,2.3418005312692003e-09,0.0
1847,1.0786447290911383e-08,0.0
1848,9.65426583121598e-09,0.0
1849,1.005529792763582e-08,0.0
1850,7.467895635215882e-09,0.0
1851,5.8044946626978344e-09,0.0
1852,7.161600201754936e-09,0.0
1853,2.9859659189668264e-09,0.0
1854,9.352196350675968e-09,0.0
1855,9.021793090369101e-09,0.0
1856,1.2942972915652717e-08,0.0
1857,1.0251168802710708e-08,0.0
1858,1.761723389392955e-08,0.0
1859,9.675129142294736e-09,0.0
1860,9.612086238064421e-09,0.0
1861,1.226150558863992e-08,0.0
1862,5.421583626485926e-09,0.0
1863,1.4484400345793347e-08,0.0
1864,2.3973640850272204e-09,0.0
1865,5.177528628053096e-09,0.0
1866,8.271541673821048e-09,0.0
1867,7.279217228983725e-09,0.0
1868,4.939874287401835e-09,0.0
1869,3.906815315701806e-09,0.0
1870,5.160643912205387e-09,0.0
1871,2.1242354542039266e-09,0.0
1872,1.269941218851045e-08,0.0
1873,1.3169209722718733e-08,0.0
1874,2.5093358502203955e-08,0.0
1875,2.5174719198162165e-08,0.0
1876,1.3905833817773328e-08,0.0
1877,3.0924081073635534e-09,0.0
1878,7.850815109122777e-09,0.0
1879,1.1607718342077078e-08,0.0
1880,4.492492600149944e-09,0.0
1881,9.761510710859511e-09,0.0
1882,1.2645231528551903e-08,0.0
1883,1.8958017378167824e-09,0.0
1884,8.582206056928499e-09,0.0
1885,1.160214413431504e-08,0.0
1886,3.2267319927115068e-09,0.0
1887,9.140494583448344e-09,0.0
1888,5.07249175996094e-09,0.0
1889,9.397704836544563e-09,0.0
1890,1.1142456735058204e-08,0.0
1891,1.9122659011827636e-09,0.0
1892,8.149066310636499e-09,0.0
1893,7.390100087434348e-09,0.0
1894,6.9316934414587195e-09,0.0
1895,7.22233739480771e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,1.1653427112179315e-09,0.0
1898,1.6975064687230201e-09,0.0
1899,5.527578395003729e-09,0.0
1900,3.114631885736685e-09,0.0
1901,6.147612641171918e-09,0.0
1902,1.4239823542538943e-08,0.0
1903,1.0800440541913758e-09,0.0
1904,1.6123875568041512e-09,0.0
1905,4.64468330463319e-09,0.0
1906,4.115347618238729e-09,0.0
1907,8.228549397415463e-09,0.0
1908,5.893666887857307e-09,0.0
1909,2.7504918342913243e-09,0.0
1910,5.878565634276356e-09,0.0
1911,7.448523575703803e-09,0.0
1912,5.209421227725386e-10,0.0
1913,1.2196876397752021e-08,0.0
1914,4.018046340092951e-09,0.0
1915,1.295883844676382e-08,0.0
1916,5.493730803607377e-09,0.0
1917,4.386569774084137e-09,0.0
1918,5.743188147278033e-09,0.0
1919,2.762354567309444e-09,0.0
1920,1.514446346106979e-09,0.0
1921,1.060184651180407e-08,0.0
1922,1.4755870969551665e-09,0.0
1923,5.307974060286824e-09,0.0
1924,1.289162443462999e-09,0.0
1925,6.598906754362588e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,0.0,0.0
1929,1.1140405931087116e-08,0.0
1930,7.352522590764465e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,4.383814644626227e-09,0.0
1933,8.02946331646126e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,3.777335333410292e-09,0.0
1938,7.779128452511941e-09,0.0
1939,6.117620188206274e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,1.3112957830685446e-08,0.0
1948,7.610321262063735e-09,0.0
1949,2.945102384188658e-09,0.0
1950,8.508289184305795e-09,0.0
1951,4.264560704569931e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.9545073115523337e-08,0.0
1955,8.447047505910632e-09,0.0
1956,6.104799332717903e-09,0.0
1957,8.835037701437898e-10,0.0
1958,7.445019267748876e-09,0.0
1959,6.200598257066758e-09,0.0
1960,5.536666680683311e-09,0.0
1961,3.47407969059077e-09,0.0
1962,5.0735651235811474e-09,0.0
1963,1.0345685197421517e-08,0.0
1964,2.4335873316516654e-09,0.0
1965,6.5664522708175355e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,6.902469706915326e-09,0.0
1968,5.3896989093971115e-09,0.0
1969,6.358460868938209e-09,9.083515606356229e-10
1970,1.103694025061941e-08,0.0
1971,6.166076982339064e-09,0.0
1972,2.565073486948677e-09,0.0
1973,3.3079223804577396e-09,0.0
1974,3.937900228123681e-09,0.0
1975,5.711480177694739e-10,0.0
1976,5.713526873840635e-10,5.713526873840635e-10
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,0.0
1979,7.022368020415115e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,5.586751949948621e-09,6.207502289967692e-10
1983,5.68378455412244e-09,0.0
1984,2.3196033982486597e-09,0.0
