year,pouvais_VERB ajouter_VERB,pouvais_VERB rajouter_VERB
1985,3.609334831011779e-09,0.0
1986,8.392279760016663e-09,0.0
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,1.0793796967334401e-08,0.0
1989,3.841685636274406e-09,0.0
1990,7.628111475810329e-09,0.0
1991,7.033758464558559e-09,0.0
1992,4.958949695321735e-09,0.0
1993,4.985286850001103e-09,0.0
1994,2.1099706426497278e-09,0.0
1995,3.795715741716776e-09,0.0
1996,4.270473752399084e-09,0.0
1997,4.315404922294874e-09,4.79489448146353e-10
1998,1.9072516899143466e-09,9.536258449571733e-10
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,3.97622823555821e-09,0.0
2001,5.695575122643959e-09,0.0
2002,4.81934359086722e-09,0.0
2003,4.1669229178253886e-10,0.0
2004,3.9643119897903034e-09,4.404791253964646e-10
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,3.294311934354255e-09,0.0
2007,3.1955835755326234e-09,0.0
2008,4.257439734089985e-09,8.514879357157668e-10
2009,3.814554005998616e-09,0.0
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,7.265546830836911e-09,1.529588788962144e-09
2012,1.2936160587173617e-08,1.0212758416727752e-09
2013,1.1435412616833673e-08,5.578250084070646e-10
2014,1.0394137106572998e-08,1.0827225782605865e-09
2015,1.2412821881468972e-08,4.433150790905671e-10
2016,1.2635174684305639e-08,8.285360175719347e-10
2017,1.106868996458843e-08,2.5156112748447867e-09
2018,1.652138692520566e-08,5.162933414126769e-10
2019,1.632632162795744e-08,1.53059265262101e-09
