year,pouvez_VERB aller_VERB,pouvez_VERB râler_VERB
1853,1.2003583549358154e-07,0.0
1854,1.0495242008801142e-07,0.0
1855,1.284278710045328e-07,0.0
1856,6.937433738585241e-08,0.0
1857,9.909463472013158e-08,0.0
1858,1.1059707816230002e-07,0.0
1859,8.758538427855456e-08,0.0
1860,1.231262416467871e-07,0.0
1861,1.325185792211414e-07,0.0
1862,1.206302329137543e-07,0.0
1863,1.213692826240731e-07,0.0
1864,1.3425238876152434e-07,0.0
1865,9.037141524004255e-08,0.0
1866,1.2066719534686854e-07,0.0
1867,1.0870297728615697e-07,0.0
1868,8.842374654705054e-08,0.0
1869,1.5041239009860874e-07,0.0
1870,1.1754799800200999e-07,0.0
1871,9.665271250014484e-08,0.0
1872,1.0945684181251636e-07,0.0
1873,1.1313548498037562e-07,0.0
1874,9.021659508334778e-08,0.0
1875,1.24157139680392e-07,0.0
1876,7.376137745040978e-08,0.0
1877,1.0081249968152406e-07,0.0
1878,6.03908887342186e-08,0.0
1879,9.713826898405387e-08,0.0
1880,9.626769070791852e-08,0.0
1881,1.2480788313951052e-07,0.0
1882,8.3857855770475e-08,0.0
1883,8.910267723649667e-08,0.0
1884,8.846274113238906e-08,0.0
1885,7.348024411157894e-08,0.0
1886,7.615087582735214e-08,0.0
1887,8.55289101764356e-08,0.0
1888,7.735550155985038e-08,0.0
1889,8.959145247899869e-08,0.0
1890,9.634948128223186e-08,0.0
1891,6.756673087693343e-08,0.0
1892,8.901287884555131e-08,0.0
1893,8.498614789687053e-08,0.0
1894,9.704370285135155e-08,0.0
1895,8.60661870660806e-08,0.0
1896,7.66613794667137e-08,0.0
1897,1.0021947360883132e-07,0.0
1898,9.902120723381813e-08,0.0
1899,5.251199297617859e-08,0.0
1900,8.409506335738115e-08,0.0
1901,6.594711976504186e-08,0.0
1902,5.2049010434984666e-08,0.0
1903,7.776317545449274e-08,0.0
1904,6.879520242364379e-08,0.0
1905,6.915416861374979e-08,0.0
1906,6.944649300066885e-08,0.0
1907,1.0028544750184665e-07,0.0
1908,7.858222517143076e-08,0.0
1909,8.856583377792049e-08,0.0
1910,7.481811081788692e-08,0.0
1911,1.0215118351197816e-07,0.0
1912,8.335074141996301e-08,0.0
1913,1.1666577393043553e-07,0.0
1914,9.844212911502837e-08,0.0
1915,1.0484878032457345e-07,0.0
1916,1.1097336738430386e-07,0.0
1917,8.444146715191891e-08,0.0
1918,7.925599732061528e-08,0.0
1919,8.194984957299312e-08,0.0
1920,8.783788985056162e-08,0.0
1921,7.042655170153012e-08,0.0
1922,8.853522359686394e-08,0.0
1923,5.732611896291928e-08,0.0
1924,9.024137170854374e-08,0.0
1925,7.148815939217457e-08,0.0
1926,7.690835701623655e-08,0.0
1927,8.473411128306907e-08,0.0
1928,1.0397697280950524e-07,0.0
1929,7.464072382390441e-08,0.0
1930,8.612954616182833e-08,0.0
1931,9.010231849515549e-08,0.0
1932,1.0740345857129796e-07,0.0
1933,6.76769076335404e-08,0.0
1934,9.106000931069502e-08,0.0
1935,6.343190506186147e-08,0.0
1936,9.214782892286166e-08,0.0
1937,8.436049370175169e-08,0.0
1938,7.390172385157712e-08,0.0
1939,7.952905889396789e-08,0.0
1940,4.057252667166722e-08,0.0
1941,1.0330258959356797e-07,0.0
1942,8.49579322448335e-08,0.0
1943,6.967764676346633e-08,0.0
1944,8.996921252446555e-08,0.0
1945,2.0042237736106472e-07,0.0
1946,1.0997672461598995e-07,0.0
1947,1.3112958185956813e-07,0.0
1948,1.0545731043976048e-07,0.0
1949,7.951776836989666e-08,0.0
1950,8.295582176742755e-08,0.0
1951,8.848963517493758e-08,0.0
1952,1.3919141395035695e-07,0.0
1953,1.249763954547234e-07,0.0
1954,1.0847514886336285e-07,0.0
1955,1.1825866153003517e-07,0.0
1956,1.1337483840634377e-07,0.0
1957,9.100088504965242e-08,0.0
1958,8.851300492551673e-08,0.0
1959,8.990867428337879e-08,0.0
1960,1.0242833070606139e-07,0.0
1961,9.102088682766407e-08,0.0
1962,1.2176556651866122e-07,0.0
1963,1.0862969190839067e-07,0.0
1964,1.5270759945451573e-07,0.0
1965,1.0725204901973484e-07,0.0
1966,1.213057316817867e-07,0.0
1967,1.0304401598659751e-07,0.0
1968,9.746372597874142e-08,0.0
1969,1.1127306720482011e-07,0.0
1970,9.519360588683412e-08,0.0
1971,9.814338852720539e-08,0.0
1972,7.900425913476283e-08,0.0
1973,9.317314209056349e-08,0.0
1974,9.675983392298804e-08,5.625571675160757e-10
1975,7.938957224951082e-08,0.0
1976,1.0741430855887302e-07,0.0
1977,9.990529292736028e-08,0.0
1978,9.029698588847168e-08,0.0
1979,7.900163723206788e-08,0.0
1980,7.902359300260287e-08,0.0
1981,1.069017869781419e-07,0.0
1982,1.061482919340051e-07,0.0
1983,1.0357118185311265e-07,0.0
1984,1.1018116197192285e-07,0.0
1985,1.1128782517744185e-07,0.0
1986,8.632058978719215e-08,0.0
1987,8.982900823184536e-08,0.0
1988,1.0134176164910969e-07,5.996553809062277e-10
1989,1.0866482114124665e-07,0.0
1990,8.935787576547227e-08,0.0
1991,1.0023105545542421e-07,5.861465202094962e-10
1992,9.752601215495815e-08,1.1019888335184191e-09
1993,8.474987112094823e-08,0.0
1994,1.0233357272682042e-07,0.0
1995,8.24212520456058e-08,0.0
1996,9.288280722330455e-08,0.0
1997,1.0021329188703021e-07,4.79489448146353e-10
1998,8.153500630214694e-08,0.0
1999,7.99785198069003e-08,0.0
2000,7.599014395509585e-08,0.0
2001,9.025296066056399e-08,8.762423564512289e-10
2002,1.1303551161745418e-07,0.0
2003,9.83393775300101e-08,0.0
2004,1.1056025783773293e-07,4.404791253964646e-10
2005,1.2430348306224914e-07,4.5037495954858286e-10
2006,1.4453793539814797e-07,0.0
2007,1.9253390348694666e-07,7.988958938831558e-10
2008,2.1457495336107968e-07,1.2772318758180745e-09
2009,2.5748238385858713e-07,4.76819250749827e-10
2010,3.1743888939672615e-07,4.723793023408973e-10
2011,4.3937438931607176e-07,3.82397197240536e-10
2012,4.90893228288769e-07,2.7234021704458655e-09
2013,4.875390686720493e-07,5.578250084070646e-10
2014,4.6773615736128704e-07,1.2992671383216248e-09
2015,5.053792051512573e-07,1.329945265027277e-09
2016,4.882148232354666e-07,1.4499380585064614e-09
2017,5.016128739043779e-07,1.0062445321423752e-09
2018,4.806690867553698e-07,1.290733298020541e-09
2019,4.956569341629802e-07,1.2754939326953263e-09
