year,pouvais_VERB acheter_VERB,pouvais_VERB racheter_VERB
1854,5.195664454227256e-10,5.195664454227256e-10
1855,8.491099379170919e-09,1.5920811335945473e-09
1856,5.177189232874468e-10,1.5531567143511893e-09
1857,0.0,1.4644527812635033e-09
1858,4.893676019968041e-10,4.893676019968041e-10
1859,5.092173349652285e-10,7.638259802433822e-09
1860,9.154367819341758e-10,2.746310290291376e-09
1861,3.772770984511453e-09,1.8863854922557266e-09
1862,9.035972525772706e-10,5.873382225018986e-09
1863,1.048870412745373e-08,0.0
1864,3.835782358407869e-09,2.3973640850272204e-09
1865,4.706844247692743e-09,0.0
1866,6.811858188626729e-09,9.731225825149181e-10
1867,4.367530337390235e-09,9.7056229719783e-10
1868,4.93987406535723e-10,1.975949626142892e-09
1869,7.813630631403612e-09,3.4184632902167778e-09
1870,5.734048791339319e-09,2.8670243956696595e-09
1871,5.3105884134652115e-09,0.0
1872,9.675742873582749e-09,0.0
1873,8.380406590902112e-09,2.3944017879529156e-09
1874,2.3898436563030145e-09,1.1949218281515073e-09
1875,5.721527140956084e-10,0.0
1876,2.418405919968336e-09,0.0
1877,6.184815992682502e-10,0.0
1878,0.0,0.0
1879,6.10932526790009e-10,1.221865053580018e-09
1880,6.417846254436199e-10,6.417846254436199e-10
1881,2.1614773970668466e-08,0.0
1882,3.9932310791357395e-09,1.3310770263785798e-09
1883,1.8958017378167824e-09,2.5277355764075082e-09
1884,2.6406787867472303e-09,2.6406787867472303e-09
1885,4.511945039809007e-09,2.5782542767416317e-09
1886,3.2267319927115068e-09,3.872078213618124e-09
1887,3.9173548849191775e-09,0.0
1888,1.9021844099853524e-09,0.0
1889,4.385595886446936e-09,0.0
1890,3.2771931834929546e-09,3.2771931834929546e-09
1891,7.0116419337296065e-09,6.3742202627281586e-09
1892,3.1342561879199593e-09,6.268512375839919e-10
1893,9.23762488724833e-09,1.2316833108982905e-09
1894,3.780923574225881e-09,6.301539290376468e-10
1895,4.213029924926559e-09,5.416753268150387e-09
1896,2.948514543632541e-09,0.0
1897,5.826713556089658e-10,0.0
1898,2.8291773368493978e-09,3.3950129374460403e-09
1899,1.6582735185011188e-09,0.0
1900,1.142031713641245e-08,1.038210628578895e-09
1901,2.794369402536745e-09,0.0
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,4.860198465905796e-09,3.7801539676252105e-09
1904,1.6123875568041512e-09,3.7622376325430196e-09
1905,1.2901897328276846e-08,0.0
1906,5.658602919567102e-09,5.144184522798412e-10
1907,0.0,0.0
1908,4.911389073214423e-10,0.0
1909,1.6502950117569526e-09,5.500983557560346e-10
1910,4.275320542035388e-09,0.0
1911,5.852411444351446e-09,0.0
1912,3.646594803896619e-09,0.0
1913,3.181793939432964e-09,0.0
1914,6.027069510139427e-09,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,6.89182577673364e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,4.543339038320937e-09,0.0
1921,8.330022005509363e-09,7.572747429129834e-10
1922,1.4018077365562931e-08,1.4755870969551665e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,1.289162443462999e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,4.7926320689839486e-09,0.0
1935,5.98414207075848e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,6.482607339819424e-09,0.0
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.7709016475464523e-08,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,0.0
1949,2.945102384188658e-09,0.0
1950,0.0,0.0
1951,3.1984206394497505e-09,0.0
1952,1.1599284199803606e-08,0.0
1953,7.54167928107563e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,0.0,9.385607846468247e-10
1956,8.72114114258693e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,8.525822714489095e-09,2.325224457422337e-09
1960,8.997083078554624e-09,0.0
1961,9.72742331128984e-09,0.0
1962,1.0781326054143392e-08,6.341956404476434e-10
1963,2.5864212993553792e-09,2.5864212993553792e-09
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,0.0
1966,8.308612464702492e-09,0.0
1967,4.930335695263466e-09,4.930335584241163e-10
1968,5.838840522187638e-09,4.4914158503495116e-10
1969,1.8167031212712459e-09,4.5417578031781147e-10
1970,7.3579600190498695e-09,4.5987250119061684e-10
1971,6.679916619845017e-09,5.138397485282553e-10
1972,7.69522046084603e-09,0.0
1973,5.513203671370093e-09,1.6539611902288698e-09
1974,6.1881286761433785e-09,0.0
1975,5.711480177694739e-09,5.711480177694739e-10
1976,7.427584769459372e-09,0.0
1977,2.938390863960194e-09,0.0
1978,5.346532105932056e-09,0.0
1979,2.925986564150662e-09,5.851973350345929e-10
1980,6.822181042309694e-09,1.1370301367108482e-09
1981,8.855769451088236e-09,1.2651099057237047e-09
1982,6.828252629986764e-09,0.0
1983,6.315316269933646e-09,1.2630632095778083e-09
1984,5.799008384599347e-09,5.799008495621649e-10
1985,3.609334831011779e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,6.721898593298192e-09,0.0
1988,4.797243047249822e-09,0.0
1989,7.683371272548811e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,4.68917216167597e-09,5.861465202094962e-10
1992,8.264915862810085e-09,0.0
1993,3.323524566667402e-09,0.0
1994,6.857404422078162e-09,0.0
1995,8.133675954979935e-09,0.0
1996,1.4946657245218375e-08,0.0
1997,3.3564262480467733e-09,1.917957792585412e-09
1998,3.814503379828693e-09,0.0
1999,8.683382013430219e-09,0.0
2000,1.1045078629479121e-08,1.7672125984802278e-09
2001,4.381211837767296e-09,0.0
2002,1.3143664823189738e-08,0.0
2003,1.2917460878725251e-08,2.5001538617175356e-09
2004,6.607186797680242e-09,0.0
2005,4.503749373441224e-09,0.0
2006,9.471146533712727e-09,0.0
2007,1.1583990655594789e-08,0.0
2008,1.1920831433087642e-08,4.257439678578834e-10
2009,1.7642312499788204e-08,0.0
2010,1.2281861749841028e-08,0.0
2011,1.3766299211681599e-08,7.64794394481072e-10
2012,1.872338906139248e-08,3.404252713057332e-10
2013,2.398647502843687e-08,5.578250084070646e-10
2014,2.4902620410216514e-08,1.5158115873603606e-09
2015,1.8619234154471087e-08,3.546520632724537e-09
2016,2.092053463798038e-08,2.0713399884186856e-09
2017,2.1382696502314502e-08,2.515611330355938e-10
2018,2.4007640320178325e-08,1.290733298020541e-09
2019,1.836711227554133e-08,3.3162841361900064e-09
