year,dois_VERB emporter_VERB,dois_VERB remporter_VERB
2001,5.695575122643959e-09,8.762423564512289e-10
2002,4.81934359086722e-09,4.38122149670761e-10
2003,4.583615265119079e-09,0.0
2004,4.404791198453495e-09,0.0
2005,2.251874686720612e-09,0.0
2006,9.471146533712727e-09,4.1178899179428186e-10
2007,8.787854888225866e-09,3.1955835755326234e-09
2008,6.3861596011349775e-09,1.2772318758180745e-09
2009,3.337734755248789e-09,4.76819250749827e-10
2010,1.2281861749841028e-08,1.4171379625338432e-09
2011,9.55992973672437e-09,1.529588788962144e-09
2012,1.5319137958158535e-08,1.3617010852229328e-09
2013,1.8966050063795592e-08,2.2313000336282585e-09
2014,2.425298539776577e-08,2.815078836704288e-09
2015,2.0392493027543424e-08,2.21657536769726e-09
2016,1.7399257146166747e-08,3.5212781579474495e-09
2017,1.685459594114036e-08,3.5218559180094644e-09
2018,2.0135439982027492e-08,3.0977600484760615e-09
2019,1.7091618786935214e-08,3.3162841361900064e-09
