year,mieux_ADV établi_VERB,mieux_ADV etabli_VERB,mieux_ADV rétabli_VERB
1800,1.8236154630812962e-07,3.144164484325529e-09,0.0
1801,1.6668278135512082e-07,0.0,0.0
1802,1.4769744893783354e-07,0.0,0.0
1803,2.2038832980797451e-07,0.0,2.3404069793286908e-08
1804,1.878606781247072e-07,0.0,0.0
1805,1.3930100806192058e-07,0.0,2.842877711017877e-09
1806,4.8988376022407465e-08,0.0,5.76333825108577e-09
1807,1.224190668835945e-07,0.0,0.0
1808,2.130109493236887e-07,4.5321479902327155e-09,0.0
1809,1.5135503872443223e-07,6.7770917766551975e-09,0.0
1810,3.0889674462741823e-07,7.020380277111826e-09,0.0
1811,8.022645658911642e-08,0.0,0.0
1812,1.8403736135041981e-07,0.0,0.0
1813,1.8404746526812232e-07,0.0,0.0
1814,2.1397404736944736e-07,0.0,0.0
1815,1.726223075593225e-07,0.0,0.0
1816,2.75794860726819e-07,0.0,0.0
1817,2.662253564267303e-07,1.556873407970727e-09,0.0
1818,2.3007872584912548e-07,0.0,0.0
1819,2.639517617808451e-07,0.0,0.0
1820,2.361429807251625e-07,0.0,0.0
1821,2.613294327602489e-07,0.0,2.9584463767662328e-09
1822,2.0853281057497952e-07,1.0025615893027862e-09,0.0
1823,1.640526079427218e-07,0.0,0.0
1824,1.8358025499765063e-07,0.0,8.421112696055388e-09
1825,1.9195866229893e-07,8.805443041381977e-10,0.0
1826,1.699940952448742e-07,0.0,8.807984341885344e-10
1827,2.2858837667172338e-07,0.0,0.0
1828,2.348109120475783e-07,9.172301251858528e-10,0.0
1829,1.577464416868679e-07,0.0,0.0
1830,2.515277515158232e-07,1.0436835840010872e-09,0.0
1831,1.9644919291295082e-07,0.0,0.0
1832,2.083615271430972e-07,0.0,0.0
1833,2.0734694317070534e-07,0.0,0.0
1834,1.9509170101628115e-07,9.334530925997342e-10,0.0
1835,2.790779376482533e-07,0.0,0.0
1836,2.5068396780625335e-07,0.0,0.0
1837,2.1221566726126184e-07,0.0,6.957890930081589e-10
1838,1.9188972544270655e-07,0.0,0.0
1839,2.251255040164324e-07,0.0,0.0
1840,2.337675795160976e-07,1.2739377330817092e-09,0.0
1841,2.1444631670419767e-07,0.0,0.0
1842,2.1131035055077518e-07,0.0,0.0
1843,2.9770831133646425e-07,5.906911071384968e-10,0.0
1844,2.3216614408738678e-07,0.0,0.0
1845,2.968681371839921e-07,0.0,0.0
1846,2.1076205314329854e-07,0.0,0.0
1847,2.2381878750366013e-07,6.47186837454683e-09,0.0
1848,2.0354410423806257e-07,8.045221711050488e-10,0.0
1849,1.994300760088663e-07,0.0,0.0
1850,1.9620198088432517e-07,6.788996032014438e-10,0.0
1851,2.476584484156774e-07,0.0,6.449438760824933e-10
1852,2.721407952321897e-07,0.0,0.0
1853,2.2693340895330039e-07,0.0,0.0
1854,2.3536360060916195e-07,0.0,5.195664454227256e-10
1855,2.4730326231292565e-07,0.0,5.306937111981824e-10
1856,2.112293202571891e-07,5.177189232874468e-10,0.0
1857,2.2552572431777662e-07,4.881509085841174e-10,0.0
1858,2.2510909047923633e-07,0.0,3.9149408159744326e-09
1859,2.703943948745291e-07,5.092173349652285e-10,1.1202780925145817e-08
1860,1.98649786398164e-07,4.577183909670879e-10,4.577183909670879e-10
1861,2.334402040560235e-07,4.715963730639317e-10,3.3011746669586728e-09
1862,2.0511657794486382e-07,0.0,0.0
1863,1.9429074882282293e-07,0.0,1.4983863039219614e-09
1864,2.3350325761839485e-07,4.794727948009836e-10,4.794727948009836e-10
1865,2.668780609837995e-07,0.0,1.882737743486018e-09
1866,2.865845942778833e-07,4.865612912574591e-10,1.4596839292835284e-09
1867,2.275968569165343e-07,4.85281148598915e-10,0.0
1868,2.4155983169293904e-07,0.0,0.0
1869,2.0901461539324373e-07,0.0,0.0
1870,2.3853641550886096e-07,5.734048791339319e-10,5.734048791339319e-10
1871,1.8056000783417403e-07,1.0621177271019633e-09,8.496941816815706e-09
1872,2.1951841233658342e-07,0.0,1.8142017887967654e-09
1873,2.0472135986437934e-07,2.9930022904522957e-09,5.986004469882289e-10
1874,2.413742095086491e-07,0.0,0.0
1875,1.9968129549852165e-07,0.0,0.0
1876,2.0072769757462083e-07,0.0,6.04601479992084e-10
1877,1.737933246204193e-07,0.0,0.0
1878,1.7513356453946471e-07,0.0,0.0
1879,1.7594857126823626e-07,0.0,1.221865053580018e-09
1880,1.630132970831255e-07,6.417846254436199e-10,2.5671385017744797e-09
1881,1.6176217343399912e-07,0.0,0.0
1882,2.016581674979534e-07,0.0,0.0
1883,1.5545573717190564e-07,0.0,6.319338941018771e-10
1884,1.9144921736824472e-07,0.0,6.601696966868076e-10
1885,1.7467672819293512e-07,0.0,0.0
1886,1.7359818116347014e-07,0.0,0.0
1887,1.0511568859783438e-07,0.0,0.0
1888,1.3822540267938166e-07,0.0,0.0
1889,1.735442936023901e-07,6.265136742733546e-10,0.0
1890,1.5992702628864208e-07,0.0,0.0
1891,1.249347150178437e-07,0.0,0.0
1892,1.3539987264721276e-07,0.0,0.0
1893,1.7058813739367906e-07,0.0,6.15841644346915e-09
1894,1.9660802763610263e-07,0.0,0.0
1895,1.287983479869581e-07,0.0,0.0
1896,1.2678611938099493e-07,0.0,0.0
1897,1.3168371992833272e-07,0.0,0.0
1898,1.1599627214309294e-07,0.0,0.0
1899,1.4924461311238701e-07,0.0,0.0
1900,1.157604856416583e-07,0.0,0.0
1901,1.1512802444713088e-07,0.0,5.588738916095792e-10
1902,9.084025265337914e-08,0.0,0.0
1903,1.3392546804880112e-07,0.0,0.0
1904,1.3221577432886988e-07,0.0,1.0749250378694342e-09
1905,1.5946746145800716e-07,0.0,0.0
1906,1.743878499382845e-07,0.0,2.572092316910357e-09
1907,1.3114249952650425e-07,0.0,0.0
1908,1.4488597344097798e-07,0.0,2.4556945366072114e-09
1909,1.0066799660535253e-07,0.0,0.0
1910,1.4803296721765946e-07,0.0,1.068830135508847e-09
1911,1.2024045759062574e-07,0.0,1.0640748282497725e-09
1912,1.416962618350226e-07,5.209421227725386e-10,0.0
1913,1.1348397777055652e-07,0.0,5.30298971401777e-10
1914,1.4866770925436867e-07,0.0,0.0
1915,9.660224975505116e-08,0.0,0.0
1916,1.2635581470021862e-07,0.0,1.0987462051303964e-09
1917,1.7217286085724481e-07,0.0,0.0
1918,1.297960494639483e-07,0.0,2.2972752589112133e-09
1919,1.0496947311366966e-07,0.0,0.0
1920,1.3024238398884336e-07,0.0,0.0
1921,9.844571735584395e-08,0.0,2.2718242842501013e-09
1922,1.143580021789603e-07,0.0,0.0
1923,9.448194049355152e-08,0.0,0.0
1924,1.0571132236236735e-07,0.0,0.0
1925,1.0228305313830788e-07,0.0,0.0
1926,1.1926367449177633e-07,0.0,0.0
1927,1.1483701456427298e-07,0.0,0.0
1928,1.0854738974330758e-07,0.0,0.0
1929,9.023729319324048e-08,0.0,3.342121912552898e-09
1930,1.1659000165309408e-07,0.0,0.0
1931,1.2773999458204344e-07,1.1405356659111021e-09,0.0
1932,1.16171086972372e-07,0.0,1.0959536611565568e-09
1933,8.947116469926186e-08,0.0,3.4411986593596566e-09
1934,1.066360653112497e-07,0.0,0.0
1935,1.0173041431471574e-07,0.0,0.0
1936,1.115473722279603e-07,0.0,2.424942913137329e-09
1937,7.302848814561003e-08,0.0,0.0
1938,9.07565009811151e-08,0.0,3.8895642262559704e-09
1939,6.72938256229827e-08,0.0,0.0
1940,1.0143131845552489e-07,0.0,0.0
1941,7.37875680556499e-08,0.0,0.0
1942,8.799214157306778e-08,0.0,0.0
1943,1.1612940653549231e-07,0.0,0.0
1944,1.285274464635222e-07,0.0,0.0
1945,8.931866801731303e-08,0.0,0.0
1946,7.517396483081029e-08,2.7842208538686464e-09,0.0
1947,7.510148947176276e-08,0.0,0.0
1948,9.567261116671943e-08,0.0,1.0871887834440486e-09
1949,6.675565344949064e-08,0.0,9.817008317369869e-10
1950,6.274863295629984e-08,0.0,1.0635361480382244e-09
1951,8.422507136174318e-08,0.0,1.0661401761424827e-09
1952,8.963083075741451e-08,0.0,1.0544803918932644e-09
1953,8.188109035245361e-08,0.0,1.0773827385790469e-09
1954,7.524852918550096e-08,9.772536113672459e-10,0.0
1955,7.696198167650437e-08,0.0,0.0
1956,1.011652415172648e-07,0.0,0.0
1957,6.449577227840564e-08,8.835037701437898e-10,3.534015080575159e-09
1958,7.775908983376212e-08,0.0,0.0
1959,8.448315469422596e-08,0.0,0.0
1960,6.644000194455657e-08,0.0,0.0
1961,6.114380113331208e-08,0.0,0.0
1962,6.84931293903901e-08,0.0,1.2683912808952869e-09
1963,5.237503231114715e-08,0.0,0.0
1964,7.239922439339352e-08,0.0,0.0
