year,tes_DET arts_NOUN,tes_DET rares_ADJ
1906,4.629766070518571e-09,3.600929110447737e-09
1907,7.714265004565846e-09,1.5428529565042481e-09
1908,9.331639017062798e-09,1.4734167219643268e-09
1909,3.300590190047359e-09,2.200393367512987e-09
1910,5.3441505665219324e-09,1.6032452032632705e-09
1911,6.3844490805209375e-09,2.6601871816467337e-09
1912,2.6047105583515417e-09,4.1675369266691575e-09
1913,6.8938866282231e-09,5.30298971401777e-10
1914,5.3573948055607445e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,1.6481192854911342e-08,1.0987462051303964e-09
1917,3.2899273305631027e-09,0.0
1918,5.743188147278033e-09,0.0
1919,6.4454939163738345e-09,3.6831393490643904e-09
1920,1.438724073210551e-08,0.0
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,2.951174138399182e-09,7.377935484775833e-10
1923,1.4862327368803108e-08,2.1231896241147297e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,9.898360131543882e-09,3.299453377181294e-09
1926,4.458455493683289e-09,0.0
1927,1.1149224765638621e-08,2.2298449753321847e-09
1928,1.1426041335305115e-08,1.1426041224282812e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,1.57554050916886e-08,2.100720708497761e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.2617728861741284e-08,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,0.0,2.393656828303392e-09
1936,8.487300195980652e-09,0.0
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,6.117620188206274e-09,0.0
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,0.0,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,1.6689218895749036e-08
1948,7.610321706152945e-09,1.0871887834440486e-09
1949,1.178041031391075e-08,5.890204990421921e-09
1950,2.1270722960764488e-09,1.3825969480407707e-08
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,5.272401959466322e-09,0.0
1953,4.30953106533849e-09,8.619061908632375e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,9.385607846468247e-10,0.0
1956,6.976913047296307e-09,8.72114158667614e-10
1957,5.30102267637389e-09,3.5340151360863103e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,3.8753740216890264e-09,2.325224457422337e-09
1960,2.076250060767393e-09,4.152500121534786e-09
1961,2.779263652552544e-09,6.948159103625784e-09
1962,5.0735651235811474e-09,4.43936931660005e-09
1963,4.526237051827309e-09,7.759263898066138e-09
1964,5.475571440705096e-09,3.041984220075733e-09
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,4.431259914561281e-09,1.1078149508847446e-09
1967,1.5284039922569548e-08,2.9582012395223956e-09
1968,8.084548419606818e-09,3.1439910674890825e-09
1969,3.6334061870313406e-09,1.3625273409534344e-09
1970,3.678980065036086e-09,1.839490032518043e-09
1971,3.083038491169532e-09,5.652237344833111e-09
1972,3.0780880622138795e-09,3.0780880067027283e-09
1973,6.064524160631635e-09,2.205281512956958e-09
1974,2.8127858375803783e-09,1.6876715580593782e-09
1975,4.569184142155791e-09,2.8557400888473694e-09
1976,5.1421741309454205e-09,6.28487961673585e-09
1977,6.464459911814657e-09,1.7630345516828072e-09
1978,7.72276864680066e-09,5.940591130126904e-09
1979,4.0963813452421505e-09,5.851973350345929e-10
1980,4.548120602354544e-09,9.09624131573139e-09
1981,1.012087935681194e-08,6.325549528618524e-10
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,5.0522529493335355e-09,4.4207211225000265e-09
1984,5.799008662155103e-09,6.958810083723677e-09
1985,3.609334831011779e-09,6.015558051686298e-10
1986,1.138952232526691e-08,5.994485574589703e-09
1987,3.666490056009053e-09,3.6664901115202042e-09
1988,2.398621523624911e-09,2.9982768490199874e-09
1989,4.939309961038418e-09,3.2928733073589456e-09
1990,5.44865097484859e-09,2.1794604454505873e-09
1991,6.447611611282156e-09,1.1722930404189924e-09
1992,9.366905195928865e-09,2.2039776670368383e-09
1993,8.308811250135051e-09,1.1078414852150331e-09
1994,9.49486766987917e-09,1.5824779264761446e-09
1995,3.79571546416102e-09,2.1689803286761844e-09
1996,4.270473752399084e-09,2.135236876199542e-09
1997,7.1923417221952946e-09,9.58978896292706e-10
1998,1.144350969539687e-08,4.7681290027412615e-09
1999,1.3253583619476927e-08,2.7421206694189237e-09
2000,1.1045078296412214e-08,2.2090157481002848e-09
2001,1.0514907861081113e-08,2.6287270138425356e-09
2002,1.4019908567419748e-08,2.6287329535357173e-09
2003,7.500461418619153e-09,4.583615265119079e-09
2004,1.0131019634318505e-08,2.642874807889939e-09
2005,1.2160123907811737e-08,4.053374635937246e-09
2006,9.882935525507008e-09,4.11788997345397e-09
2007,1.3980678170710803e-08,3.994479469415779e-10
2008,1.3623807137985722e-08,1.7029758714315335e-09
2009,6.675469510497578e-09,1.907277002999308e-09
2010,4.723793189942427e-09,3.7790344187271785e-09
2011,4.206369030868018e-09,4.588766228108554e-09
2012,4.7659537427691134e-09,2.042551627834399e-09
2013,3.62586255464592e-09,5.299337468844811e-09
2014,4.763979266630969e-09,5.8467021918362505e-09
2015,3.768178130636457e-09,4.43315073539452e-09
2016,3.72841224560716e-09,3.935546111222266e-09
2017,2.264050197320344e-09,4.276539400382973e-09
2018,5.421079973810805e-09,3.872200005083926e-09
2019,3.3162841917011576e-09,7.397864654201669e-09
