year,leurs_DET aides_NOUN,leurs_DET raids_NOUN
1911,1.7876456581689126e-07,1.2236860413850081e-08
1912,1.7034807403559782e-07,8.856016087133156e-09
1913,1.2727175957572e-07,9.545381374209683e-09
1914,1.8148175640053665e-07,2.2768928353844586e-08
1915,1.920264159904761e-07,8.010918151057922e-08
1916,8.789969285771804e-08,7.471474350317919e-08
1917,1.3598366876976797e-07,1.2063066423539937e-07
1918,1.4013378368815665e-07,1.0682329687483616e-07
1919,1.4088008232215898e-07,3.314825391953491e-08
1920,1.6053130780235847e-07,3.407504323149624e-08
1921,1.332803513109937e-07,3.180553775905537e-08
1922,1.4608312159936077e-07,8.853522359686394e-09
1923,1.2526819359592878e-07,1.4862327368803108e-08
1924,1.263379195703962e-07,1.5469948877466777e-08
1925,8.578578558626759e-08,1.4297631523163545e-08
1926,1.2706597285472299e-07,2.5636119005412183e-08
1927,7.804457169413581e-08,1.7838759802657478e-08
1928,9.940655754103744e-08,1.9424270192303084e-08
1929,6.127223173280072e-08,1.4482528065684619e-08
1930,1.1553964185395671e-07,2.8359728787563654e-08
1931,1.106319595933769e-07,1.9389107208667156e-08
1932,1.0521155502374313e-07,3.507051715700982e-08
1933,8.144169938439916e-08,2.7529589274877253e-08
1934,8.387105765450542e-08,2.2765002327673756e-08
1935,1.041240693666623e-07,2.8723881939640705e-08
1936,1.0184760546039229e-07,2.7886843056990074e-08
1937,1.196156200755638e-07,4.155069155409308e-08
1938,1.607686582749679e-07,3.759912203804561e-08
1939,2.0035205672286338e-07,3.058810182920979e-08
1940,1.2171757646228798e-07,5.5787225061720846e-08
1941,9.739958528598436e-08,2.6563522936839945e-08
1942,7.282108316353231e-08,4.5513175450651033e-08
1943,9.870999662098257e-08,5.8064704155924574e-08
1944,1.0282195717081777e-07,2.5705489292704442e-08
1945,7.406913482554955e-08,7.406913482554955e-08
1946,7.517396571898871e-08,4.872386316634447e-08
1947,8.583026800401683e-08,5.245183265500941e-08
1948,8.480072621885881e-08,4.2400363886585524e-08
1949,9.915178444952488e-08,4.123143504397575e-08
1950,7.338399399259288e-08,4.679559073572648e-08
1951,1.194077015043149e-07,4.904244754744269e-08
1952,6.432330224015459e-08,4.745161719110769e-08
1953,1.3144070110104877e-07,4.63274569817429e-08
1954,8.20893006903134e-08,3.518113045331006e-08
1955,7.60234235563928e-08,2.440258128899586e-08
1956,1.1424695145478836e-07,2.616342431593921e-08
1957,7.156380449346855e-08,3.79906637815175e-08
1958,8.603133494489157e-08,5.211513265379608e-08
1959,1.0541016770559963e-07,2.4027317579999874e-08
1960,1.5295042232743583e-07,3.944875104355816e-08
1961,1.6119729195906984e-07,3.335116571800967e-08
1962,1.2874171773091803e-07,6.088277970661693e-08
1963,1.1832877233608485e-07,4.978860923543493e-08
1964,1.5514119411363936e-07,3.528701597588224e-08
1965,1.433675329565176e-07,5.7456456037385806e-08
1966,1.1521275733450409e-07,5.483683940266104e-08
1967,9.811368073542326e-08,5.669886049552986e-08
1968,9.342145035340366e-08,4.985471674379127e-08
1969,1.3852361591126794e-07,5.132186314815712e-08
1970,1.168076182445077e-07,6.346240583043894e-08
1971,1.1047554349108424e-07,5.446701234479434e-08
1972,8.669948242667758e-08,5.4379555081141007e-08
1973,7.442825339376569e-08,6.615844472257493e-08
1974,1.0294795993459616e-07,3.6003658943073447e-08
1975,1.0109319914519688e-07,5.197447094928975e-08
1976,9.198778444519107e-08,2.571087143188322e-08
1977,9.109011750441098e-08,3.937443837642718e-08
1978,8.792075290031676e-08,4.51484957197934e-08
1979,1.0123913796178385e-07,4.564539324292127e-08
1980,1.0233271130477561e-07,3.6953479831680625e-08
1981,1.1385989318046796e-07,4.048351653906934e-08
1982,1.2290854312091426e-07,4.5935518389050856e-08
1983,9.662433697599226e-08,5.05225270508447e-08
1984,1.0786156079412024e-07,4.175286005825285e-08
1985,1.768574083849117e-07,3.0679346174622424e-08
1986,9.77101137777936e-08,5.454981888419752e-08
1987,1.1366119423428245e-07,3.7887063097929996e-08
1988,1.1033659275128116e-07,5.336933006638844e-08
1989,1.1909224828521303e-07,3.183110952598156e-08
1990,1.1006274847069619e-07,6.265948715444836e-08
1991,9.143885498774651e-08,5.509777373235991e-08
1992,9.587303195779384e-08,5.179347639661103e-08
1993,1.196468819575358e-07,3.711268981021476e-08
1994,9.916862331316167e-08,4.272690601325735e-08
1995,1.0953350526587968e-07,4.337960540778951e-08
1996,1.1370136077104576e-07,5.711758799264999e-08
1997,1.1363899987681947e-07,4.842843526198237e-08
1998,1.3970618406577984e-07,6.05552412658028e-08
1999,1.2613754629686724e-07,6.901003435366704e-08
2000,1.374007789767262e-07,6.273604835627111e-08
2001,1.66924169042737e-07,4.863145119937684e-08
2002,1.3406538146298885e-07,5.213653453406408e-08
2003,1.4375884110906512e-07,5.708684458483049e-08
2004,1.2465559540153492e-07,4.360743166564873e-08
2005,1.4637185463683977e-07,4.233524708574521e-08
2006,1.1159481827505147e-07,4.4473212224005465e-08
2007,9.067468625945097e-08,4.5936514703193154e-08
2008,1.1495087193225118e-07,3.4059517206586065e-08
2009,1.3541666299410338e-07,5.3403756528069835e-08
2010,9.494824060318763e-08,6.282644671173898e-08
2011,9.48345036944076e-08,5.0476428814505425e-08
2012,9.361694841558688e-08,4.629783534326748e-08
2013,9.036765336034591e-08,5.159881255600851e-08
2014,9.549612978165811e-08,6.193173196500368e-08
2015,8.001837259463684e-08,4.189327529324771e-08
2016,9.797438338399189e-08,3.956259497783776e-08
2017,6.465121293874887e-08,3.9243536420485725e-08
2018,8.209064117359333e-08,4.362678618363702e-08
2019,7.321334921650546e-08,5.892781729244234e-08
