year,aurons_VERB empli_VERB,aurons_VERB rempli_VERB
1800,0.0,2.829747991484055e-08
1801,0.0,7.143547975374531e-09
1802,0.0,2.9091921760482364e-08
1803,0.0,9.751696339321825e-09
1804,0.0,2.4718509905596875e-08
1805,0.0,3.4114531644036106e-08
1806,0.0,2.881669125542885e-08
1807,0.0,1.4234775136401367e-08
1808,0.0,2.945896149242344e-08
1809,0.0,2.0331274441787173e-08
1810,0.0,1.1700633351097167e-08
1811,0.0,3.760615285841595e-08
1812,2.6672082320544632e-09,1.0668832928217853e-08
1813,0.0,5.463909147351842e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,4.8550024445148665e-08
1816,0.0,2.7811246638975717e-08
1817,0.0,1.8682481339737933e-08
1818,0.0,4.172412104708201e-08
1819,0.0,2.6912729822470283e-08
1820,0.0,4.50926265216367e-08
1821,0.0,3.4515210245444905e-08
1822,0.0,3.8097340393505874e-08
1823,0.0,2.2730180404550993e-08
1824,0.0,2.2737005167527968e-08
1825,0.0,2.7296874094417944e-08
1826,0.0,2.025836387531399e-08
1827,0.0,1.1982455028203276e-08
1828,0.0,2.384798314380987e-08
1829,0.0,6.001223340490469e-08
1830,2.0873671680021744e-09,3.235419043789989e-08
1831,0.0,2.182768810143898e-08
1832,0.0,2.705993829010822e-08
1833,0.0,1.3900354645102198e-08
1834,0.0,2.6136685704614138e-08
1835,0.0,3.781543966852041e-08
1836,0.0,2.755507466645213e-08
1837,6.957890930081589e-10,1.8090515752078318e-08
1838,0.0,3.219202682203104e-08
1839,0.0,1.677954131196202e-08
1840,0.0,2.93005673057678e-08
1841,0.0,1.4125206782011901e-08
1842,0.0,1.2074877098200432e-08
1843,0.0,1.063243981747064e-08
1844,0.0,8.781698035420504e-09
1845,0.0,2.0646844234306627e-08
1846,0.0,3.1614305839866574e-08
1847,0.0,1.833696039454935e-08
1848,8.045221711050488e-10,2.413566591030758e-08
1849,0.0,3.603148357456121e-08
1850,0.0,1.3577992064028876e-08
1851,6.449438760824933e-10,6.449438760824933e-09
1852,0.0,8.463708844885787e-09
1853,0.0,1.0749477752369785e-08
1854,0.0,2.182179059673217e-08
1855,0.0,1.963566731433275e-08
1856,0.0,1.4496129630003907e-08
1857,0.0,1.2691923956253959e-08
1858,0.0,2.300027723833864e-08
1859,5.092173349652285e-10,1.018434669930457e-08
1860,0.0,2.334363813361051e-08
1861,0.0,1.3204698667834691e-08
1862,0.0,1.1294965851504912e-08
1863,9.989241656072068e-10,3.146611149418277e-08
1864,0.0,1.102787461348953e-08
1865,0.0,1.1296426905005319e-08
1866,0.0,1.1677471434268227e-08
1867,0.0,1.5043715606566366e-08
1868,0.0,1.4819621974027086e-08
1869,0.0,1.6115613732381462e-08
1870,0.0,2.3509599600401998e-08
1871,0.0,3.3987767267262825e-08
1872,0.0,1.7537283625301825e-08
1873,0.0,2.095101514498765e-08
1874,0.0,1.4936523129449597e-08
1875,0.0,2.345826111138649e-08
1876,0.0,1.3905833817773328e-08
1877,0.0,1.2369632429454214e-08
1878,0.0,1.509772218355465e-08
1879,6.10932526790009e-10,2.932476128592043e-08
1880,0.0,1.4119262203848848e-08
1881,0.0,1.6036766581351003e-08
1882,0.0,1.1314154946262533e-08
1883,0.0,7.58320695126713e-09
1884,0.0,1.2543224237049344e-08
1885,0.0,1.8047780159236027e-08
1886,1.2906927748801422e-09,1.1616235084943582e-08
1887,0.0,7.834709769838355e-09
1888,0.0,2.3460273723685532e-08
1889,0.0,1.1903759755682586e-08
1890,0.0,2.4906668727453507e-08
1891,0.0,1.9122660788184476e-08
1892,0.0,1.5044429702015805e-08
1893,0.0,1.0469308087124318e-08
1894,0.0,1.5123694296903523e-08
1895,0.0,2.2870734639468537e-08
1896,0.0,2.4177818858106548e-08
1897,0.0,1.2236098356765979e-08
1898,0.0,1.867257104493092e-08
1899,0.0,2.04520400615138e-08
1900,0.0,1.972600216504361e-08
1901,0.0,1.5648469187112823e-08
1902,0.0,1.276673788908056e-08
1903,0.0,3.7801539676252105e-09
1904,0.0,1.5048950530172078e-08
1905,0.0,1.857873321853276e-08
1906,0.0,1.2860461140462576e-08
1907,0.0,1.902852098112362e-08
1908,0.0,1.4243028090277221e-08
1909,0.0,2.7504917454734823e-08
1910,0.0,1.068830179917768e-08
1911,0.0,2.553779587799454e-08
1912,0.0,1.7712032729377825e-08
1913,1.060597942803554e-09,1.3787773589513108e-08
1914,1.3393487430235496e-09,1.6741859454327823e-08
1915,0.0,1.8849219074468238e-08
1916,0.0,2.5271162940043723e-08
1917,0.0,5.483212106582869e-09
1918,0.0,1.722956355365568e-08
1919,0.0,3.6831393490643904e-09
1920,7.572231730534895e-10,2.4988365154854364e-08
1921,0.0,1.1359120755116692e-08
1922,0.0,4.426761179843197e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,2.0626599095407983e-08
1925,3.299453377181294e-09,8.798542339150117e-09
1926,0.0,1.3375366592072169e-08
1927,4.4596899506643695e-09,1.2264147031260109e-08
1928,0.0,4.570416489713125e-09
1929,0.0,7.798284684668033e-09
1930,0.0,7.352522590764465e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,1.3151444377967891e-08
1933,0.0,6.882397318719313e-09
1934,0.0,9.585264137967897e-09
1935,0.0,7.180970484910176e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,8.813782592653752e-09
1938,0.0,1.1668692678767911e-08
1939,0.0,7.647025235257843e-09
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,0.0,1.3112957830685446e-08
1948,3.2615663503321457e-09,1.0871888278529696e-08
1949,0.0,1.0798709482173763e-08
1950,1.0635361480382244e-09,1.3825969702452312e-08
1951,0.0,1.9190522948520083e-08
1952,0.0,8.435843135146115e-09
1953,0.0,4.3095309543161875e-09
1954,1.9545072227344917e-09,8.795282724349818e-09
1955,0.0,1.8771215692936494e-09
1956,0.0,7.849027205963921e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,0.0,6.617794756635931e-09
1959,0.0,4.650448914844674e-09
1960,0.0,3.460416619915918e-09
1961,0.0,6.94815938118154e-09
1962,1.2683912808952869e-09,5.0735651235811474e-09
1963,0.0,5.1728425987107585e-09
1964,0.0,7.300761772910391e-09
1965,0.0,8.20806533852192e-09
1966,0.0,8.308612464702492e-09
1967,4.930335584241163e-10,3.944268467392931e-09
1968,0.0,4.042274071025531e-09
1969,0.0,1.3625273354023193e-08
1970,0.0,5.978342709767048e-09
1971,0.0,6.166076982339064e-09
1972,0.0,2.565073486948677e-09
1973,0.0,4.410563025913916e-09
1974,0.0,5.625571564138454e-09
1975,1.1422960355389478e-09,5.711480177694739e-09
1976,0.0,5.142174241967723e-09
1977,0.0,1.057820764316375e-08
1978,0.0,5.346532105932056e-09
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,0.0,8.527726080842513e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,3.7245013739806154e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,6.378909400694965e-09
1985,0.0,8.421781494405423e-09
1986,0.0,1.1988970927134801e-09
1987,0.0,4.888653482026939e-09
1988,0.0,2.398621523624911e-09
1989,0.0,4.390497743145261e-09
1990,0.0,4.90378582185258e-09
1991,0.0,5.8614650910726596e-09
1992,0.0,2.7549720282848966e-09
