year,ses_DET aides_NOUN,ses_DET raids_NOUN
1873,9.42197097231201e-07,0.0
1874,9.009710604246379e-07,0.0
1875,8.273328457875095e-07,1.1443054281912168e-09
1876,7.206849614860289e-07,0.0
1877,7.112538131792689e-07,0.0
1878,7.639447279217393e-07,0.0
1879,9.054020324583689e-07,0.0
1880,7.149480723001034e-07,0.0
1881,6.665717062759313e-07,0.0
1882,6.495655906491038e-07,6.655385131892899e-10
1883,6.31933902539572e-07,6.319338941018771e-10
1884,7.961646524279331e-07,6.601696966868076e-10
1885,8.031262144214679e-07,1.2891271383708158e-09
1886,7.156891399517917e-07,0.0
1887,8.716114372475658e-07,6.528924623161458e-10
1888,7.906746439800827e-07,6.340614699951175e-10
1889,7.593345907608295e-07,0.0
1890,8.343734165805472e-07,0.0
1891,9.401974807587976e-07,1.9122659011827636e-09
1892,8.989047000085293e-07,2.5074049503359674e-09
1893,6.989802745493989e-07,0.0
1894,1.0372333285602053e-06,1.2603078580752936e-09
1895,9.954788189325825e-07,5.416753268150387e-09
1896,8.869131633559846e-07,1.1204354777305525e-08
1897,9.590770684297922e-07,2.9133566670225264e-09
1898,7.565220263572314e-07,5.092519295146758e-09
1899,8.164233307184077e-07,1.1055156790007459e-08
1900,7.075405248357924e-07,4.6719478286050276e-09
1901,6.784729125186573e-07,3.912117352289357e-09
1902,7.090449614111094e-07,3.437198747846537e-09
1903,7.922123206327569e-07,5.400220270956879e-09
1904,6.815024784501134e-07,8.061937784020756e-09
1905,7.400528687639962e-07,6.708986699521802e-09
1906,6.908640077796235e-07,3.0865106026567446e-09
1907,7.179409085011912e-07,3.0857059130084963e-09
1908,7.185361958761405e-07,6.875944702500192e-09
1909,6.942241395080373e-07,1.265226234892225e-08
1910,7.706265030549275e-07,5.344150788566537e-09
1911,8.251900531774936e-07,1.1172785363555704e-08
1912,8.043346202413204e-07,6.251305251225858e-09
1913,7.355246545159844e-07,1.6969567084856862e-08
1914,6.978007016655852e-07,2.1429579888376793e-08
1915,7.504345265196832e-07,3.534228554258334e-08
1916,6.273840957859989e-07,4.2851101333951647e-08
1917,5.724473723933698e-07,4.7155623406069935e-08
1918,5.479001474739675e-07,3.445912977184662e-08
1919,4.438183029975562e-07,2.4861191105784997e-08
1920,5.777612575030844e-07,9.843901693784574e-09
1921,5.399368845360186e-07,1.4388220004324381e-08
1922,4.589075910388374e-07,3.6889677978990676e-09
1923,4.989495794305299e-07,2.1231896241147297e-08
1924,4.82146755853563e-07,9.02413699321869e-09
1925,4.729216640519951e-07,1.539744931555731e-08
1926,4.625647394007615e-07,1.114613823460786e-08
1927,5.162091145649583e-07,1.672383753703599e-08
1928,5.598760326464003e-07,1.0283437212876834e-08
1929,5.492220616076793e-07,7.798284684668033e-09
1930,5.556406197371189e-07,1.1553964007759987e-08
1931,5.155221280972455e-07,1.0264820993199919e-08
1932,4.208461974464228e-07,2.1919072779041926e-08
1933,5.482976366266712e-07,2.6382522833046096e-08
1934,4.6488530713872933e-07,1.0783422155213884e-08
1935,5.289981359624107e-07,1.6755596909945325e-08
1936,5.165128555972842e-07,3.15242587589637e-08
1937,5.011264780918623e-07,1.888667711114067e-08
1938,6.573363826589684e-07,2.7226950249925608e-08
1939,4.771743800091599e-07,2.7529290846928234e-08
1940,3.727600943470577e-07,4.310830958864642e-08
1941,6.34573035895869e-07,2.6563523380929155e-08
1942,5.279528449975146e-07,2.4273694831933312e-08
1943,4.81937036056479e-07,3.774205836748479e-08
1944,4.1128782868327107e-07,7.390328171652527e-08
1945,6.905858040973101e-07,1.1328221338757771e-07
1946,5.401388420978037e-07,2.3665876369705074e-08
1947,4.637218857794778e-07,2.7418003867296648e-08
1948,4.6857836633051875e-07,2.2830963786191205e-08
1949,4.358751564126351e-07,1.7670615193310368e-08
1950,3.8819068226558784e-07,2.8715476219076663e-08
1951,5.341362308008968e-07,2.4521224162299404e-08
1952,4.797885679863612e-07,1.4762725264461096e-08
1953,4.7620317111807253e-07,2.8011951869189033e-08
1954,4.759224943029494e-07,3.127211556375187e-08
1955,3.791785454509977e-07,3.003394466460918e-08
1956,4.3780131786519405e-07,9.593255967388359e-09
1957,5.168496883811713e-07,1.3252556385623393e-08
1958,4.425650184103347e-07,2.150783356968944e-08
1959,4.4644308649921527e-07,1.5501495198577686e-08
1960,4.706166656376354e-07,2.0070416939521607e-08
1961,4.6830594513380674e-07,1.9454845900934714e-08
1962,4.6232861006245685e-07,2.029426049432459e-08
1963,4.1770704850563334e-07,2.0691370838932244e-08
1964,4.307449543716757e-07,1.7035111099517053e-08
1965,4.3119702297644835e-07,2.1340968658911663e-08
1966,4.2429312152592047e-07,2.1048483844765542e-08
1967,4.826798498669405e-07,3.1061114957875446e-08
1968,3.8266863811031726e-07,2.7846777744811035e-08
1969,4.2828774748926435e-07,2.9521425720657746e-08
1970,3.697375019484639e-07,2.7592350099192586e-08
1971,3.463279778515016e-07,3.494110245583215e-08
1972,2.8574916832724284e-07,2.9754852082231054e-08
1973,3.7930842200495363e-07,3.0322620470091266e-08
1974,3.6003659786842945e-07,2.306484425673716e-08
1975,3.2441208253075615e-07,3.65534718049787e-08
1976,3.348126784707972e-07,1.8854638683674096e-08
1977,3.449670997746068e-07,2.585783925868057e-08
1978,3.302968929475014e-07,1.8415832636620166e-08
1979,3.417552312257044e-07,2.0481905949054635e-08
1980,3.462256712438716e-07,1.7055451329017757e-08
1981,3.441099050149887e-07,2.84649726012276e-08
1982,3.2961836637923625e-07,4.4694015599588965e-08
1983,3.4355320721601856e-07,3.473423748623361e-08
1984,3.5547920784750886e-07,2.493573730832921e-08
1985,3.1942614553415183e-07,3.428868211585723e-08
1986,3.2130442795264e-07,4.615753823600244e-08
1987,3.5381628649133745e-07,3.727598285596656e-08
1988,3.028259660808885e-07,3.5979322410284453e-08
1989,3.7428992172294784e-07,3.128229664195459e-08
1990,3.132974364383756e-07,3.3781636821217376e-08
1991,3.030377557777797e-07,3.223805988827877e-08
1992,3.339026113380328e-07,3.30596639508407e-08
1993,3.3456812253973567e-07,2.1048988885219444e-08
1994,2.932859066717697e-07,2.7957110182441625e-08
1995,2.797984581803803e-07,3.2534705318720825e-08
1996,2.8131745199999614e-07,2.9359507935922124e-08
1997,3.140655966404893e-07,2.5892429977858455e-08
1998,3.2614003808717484e-07,1.7165264432073002e-08
1999,3.285974661260127e-07,4.021777011420369e-08
2000,3.393048206845606e-07,2.6949992681934987e-08
2001,3.570687461262878e-07,2.9792240313630813e-08
2002,3.465546329906033e-07,2.4096719009047973e-08
2003,3.575219800211471e-07,1.8334461060476315e-08
2004,3.6383576262899453e-07,2.2904914409593857e-08
2005,3.6210145992754406e-07,2.432024714948966e-08
2006,3.599035673929052e-07,3.006059612342682e-08
2007,3.2075670119979804e-07,2.556466827119408e-08
2008,3.3420901512926093e-07,2.4267406029121474e-08
2009,3.4998534115260327e-07,2.1933685090402832e-08
2010,3.944367072961086e-07,2.220182704348872e-08
2011,3.5524699271149984e-07,3.059177616782094e-08
2012,3.921699107678478e-07,3.3021252177078964e-08
2013,4.1390616445369233e-07,2.900689960450009e-08
2014,5.153759605747155e-07,3.616293300923168e-08
2015,4.5838779172413524e-07,3.236200052381122e-08
2016,5.534620548530711e-07,2.7963090287741466e-08
2017,2.968421295435064e-07,2.037645252528364e-08
2018,3.660519727333167e-07,2.4265786380262e-08
2019,3.6173006368045435e-07,2.4744580384705728e-08
