year,pas_ADV établi_VERB,pas_ADV etabli_VERB,pas_ADV rétabli_VERB
1841,8.642058446639567e-07,5.1364388298225094e-09,1.2263247128885268e-07
1842,1.1464425142548862e-06,2.683306021822318e-09,1.5563175281840813e-07
1843,8.074747483988176e-07,5.906911071384968e-10,1.1577545677710077e-07
1844,9.100034503717325e-07,3.2931368743049916e-09,1.125155080217155e-07
1845,8.978586834018643e-07,5.022205318283568e-09,1.3336745041669928e-07
1846,1.0971335768772406e-06,4.6836010625384006e-09,1.2060272069902567e-07
1847,1.0991390126946499e-06,3.235934187273415e-09,1.26740758332744e-07
1848,1.1585119636947638e-06,4.02261068899179e-09,1.6009991554710723e-07
1849,1.1144621794301202e-06,4.1897072478036534e-09,1.8099535736837424e-07
1850,1.2288082871236838e-06,6.788996032014438e-09,1.2423862472132896e-07
1851,1.2382922705000965e-06,3.2247193804124663e-09,1.1995956583632505e-07
1852,1.2689052937275846e-06,4.557382027314816e-09,1.6471679487040092e-07
1853,1.2027470575048937e-06,5.3747388761848924e-09,1.2959091577613435e-07
1854,9.482087648393644e-07,3.63696517347023e-09,1.2053941134126944e-07
1855,1.055019083651132e-06,1.5920811335945473e-09,1.3214273053563375e-07
1856,1.0737489901657682e-06,3.6240324075009767e-09,1.5272708253633027e-07
1857,9.928990039043128e-07,2.4407544874094356e-09,8.200935042168567e-08
1858,1.0242464441034826e-06,4.893676130990343e-09,1.923214654198091e-07
1859,9.680221637609066e-07,6.619825576592575e-09,1.2832276752305916e-07
1860,8.948394452090724e-07,1.373155145145688e-09,1.501316262420005e-07
1861,9.304596346737526e-07,9.431927461278633e-10,1.2685941896961594e-07
1862,9.135368372881203e-07,4.517986429419807e-09,1.76201467638748e-07
1863,1.316582029176061e-06,3.496234635136375e-09,1.0588595955596247e-07
1864,1.0490864497114671e-06,4.315255264231155e-09,1.7836387655734143e-07
1865,9.823183972912375e-07,3.294791106611683e-09,1.5014833820714557e-07
1866,1.12979535060731e-06,1.4596839292835284e-09,1.4061620845495781e-07
1867,1.0093847322423244e-06,4.85281148598915e-09,1.572310850406211e-07
1868,9.810589745029574e-07,2.9639244392143382e-09,1.2003893345990946e-07
1869,1.1129540098409052e-06,1.2208797528501236e-08,1.3429678347165463e-07
1870,1.247728960152017e-06,7.454262984651905e-09,1.4793846503380337e-07
1871,1.322336515841016e-06,1.0621177271019633e-09,1.2426777118434984e-07
1872,1.1393186696295743e-06,1.8142017887967654e-09,1.1610891448299299e-07
1873,1.2642441333809984e-06,1.7958012854535355e-09,1.0655087834265942e-07
1874,1.1626589184743352e-06,1.7923826867161097e-09,7.946230340394322e-08
1875,1.058482553162321e-06,0.0,1.1500269891939752e-07
1876,1.2509204907473759e-06,6.04601479992084e-10,1.148742825307636e-07
1877,1.256754558198736e-06,1.8554447978047506e-09,9.586464955191332e-08
1878,1.4058998658583732e-06,0.0,1.038723240753825e-07
1879,1.3220579830885981e-06,1.832797580370027e-09,1.1790997689331562e-07
1880,1.2893452776552294e-06,6.417846254436199e-10,1.1167052349492224e-07
1881,1.402868520017364e-06,2.7890030285249168e-09,1.4572540862900496e-07
1882,1.5666776107536862e-06,5.989846840748214e-09,1.1380708286878871e-07
1883,1.394678065480548e-06,4.423537092179686e-09,1.5040026823953667e-07
1884,1.365230900773895e-06,3.9610181801208455e-09,1.1618986661687813e-07
1885,1.435443095942901e-06,1.2891271383708158e-09,1.4180398011376383e-07
1886,1.5410871583299013e-06,3.872078213618124e-09,1.8521441802477057e-07
1887,1.8437683593219845e-06,1.9586774424595887e-09,1.214379921066211e-07
1888,1.5058959661473637e-06,3.804368819970705e-09,1.236419819861112e-07
1889,1.6070075616880786e-06,1.2530273485467092e-09,9.397705014180247e-08
1890,1.921090643008938e-06,5.243509182406569e-09,1.291214175580535e-07
1891,1.6872560308911488e-06,3.824531802365527e-09,1.000752547497541e-07
1892,1.728228880892857e-06,2.5074049503359674e-09,8.963972675246623e-08
1893,1.8475249135008198e-06,4.310891643655168e-09,1.2255249259851553e-07
1894,1.8778587218548637e-06,2.520615716150587e-09,8.759139547009909e-08
1895,1.6346557458746247e-06,4.213029924926559e-09,1.2940020610585634e-07
1896,1.7248810308956308e-06,3.5382172747233653e-09,8.432751741338507e-08
1897,1.927476887431112e-06,3.4960281336537946e-09,1.0021947360883132e-07
1898,1.9051681192649994e-06,3.960848538042683e-09,1.1543043854089774e-07
1899,1.8721907508734148e-06,4.4220627160029835e-09,9.673262013620842e-08
1900,1.7223914028363652e-06,8.30568502863116e-09,9.447716564636721e-08
1901,1.856579046943807e-06,1.0059729937950124e-08,1.1345139938612192e-07
1902,1.7269468344238703e-06,2.9461704187383475e-09,1.3454177860694472e-07
1903,1.8603758462631959e-06,4.860198465905796e-09,1.06924360920857e-07
1904,1.6940819023147924e-06,5.374625189347171e-09,9.943056511474424e-08
1905,1.8676787476579193e-06,7.2250627702885595e-09,1.0476340861487188e-07
1906,1.6770042066127644e-06,2.572092316910357e-09,9.46529965517584e-08
1907,1.79588096216321e-06,4.6285588695127444e-09,1.1057112914159006e-07
1908,1.601112785465375e-06,3.929111258571538e-09,8.39847515976544e-08
1909,1.6811005707495497e-06,7.701377313651392e-09,1.1772105068530436e-07
1910,1.6550834516237956e-06,5.878565634276356e-09,1.23984293054491e-07
1911,1.57057445449027e-06,3.7242617878519013e-09,8.406190943333058e-08
1912,1.7368209910273436e-06,4.167536982180309e-09,9.689523494671448e-08
1913,1.7908196241478436e-06,1.0075680734189518e-08,1.0287799767638717e-07
1914,1.5904765859886538e-06,4.018046340092951e-09,1.0379952897210387e-07
1915,1.505581394667388e-06,4.712304768617059e-09,1.4019106231444312e-07
1916,1.6426255342594231e-06,5.493730803607377e-09,1.3954077360267547e-07
1917,1.4431814179260982e-06,5.483212106582869e-09,1.008911070243812e-07
1918,1.134853960138571e-06,4.594550517822427e-09,1.252014953934122e-07
1919,1.3655238717547036e-06,1.8415696745321952e-09,9.207848705727883e-08
1920,1.281221557292156e-06,2.2716695191604686e-09,1.7340410352062463e-07
1921,1.4638120546806022e-06,4.543648568500203e-09,1.3706673485103238e-07
1922,1.549366402286978e-06,1.4755870969551665e-09,1.357540071467156e-07
1923,1.4989718692959286e-06,8.492758496458919e-09,1.3694572942313243e-07
1924,1.3884279042031267e-06,0.0,9.797634703545555e-08
1925,1.492452724960458e-06,5.499089184013428e-09,1.2977849905837502e-07
1926,1.2606282098204247e-06,4.458455382660986e-09,1.5047287149627664e-07
1927,1.324527943324938e-06,3.3447675740205796e-09,1.438250052387957e-07
1928,1.5642250446035177e-06,1.1426041224282812e-09,1.0169176789531775e-07
1929,1.2822607686757692e-06,1.1140406375176326e-09,9.580749349424877e-08
1930,1.2898425438834238e-06,2.100720708497761e-09,1.407482841386809e-07
1931,1.2146705330451368e-06,4.5621426636444085e-09,1.4028589134795766e-07
1932,1.1036253226848203e-06,0.0,1.358982473220749e-07
1933,1.0977423698932398e-06,5.735331320977366e-09,1.1814782396868395e-07
1934,1.2376972335914616e-06,2.3963160344919743e-09,1.0423974572404404e-07
1935,1.3560065781348385e-06,4.787313656606784e-09,9.095896302824258e-08
1936,1.2900695764983539e-06,4.849885826274658e-09,1.0184760412812466e-07
1937,1.4353875030792551e-06,2.5182236296217297e-09,8.561960385122802e-08
1938,1.3769057432000409e-06,5.186085783037697e-09,9.594258898459884e-08
1939,1.504934516560752e-06,6.117620188206274e-09,1.269406197934586e-07
1940,1.3262144875625381e-06,0.0,9.382397081481031e-08
1941,1.2160190863141906e-06,2.9515025978810172e-09,1.0035108743977617e-07
1942,1.1560347275008098e-06,0.0,6.675266206457309e-08
1943,1.033551711770997e-06,0.0,1.1612940653549231e-07
1944,1.0217931958322879e-06,2.2492303131116387e-08,1.2531425852557732e-07
1945,1.2221407814649865e-06,8.714016175304096e-09,1.481382696510991e-07
1946,1.1164726174683892e-06,8.352662561605939e-09,1.2946627236942732e-07
1947,1.1360590406184201e-06,5.960435700558264e-09,1.5020297894352552e-07
1948,1.0534859029576182e-06,1.0871887834440486e-09,1.2828827777866536e-07
1949,1.1181572290297481e-06,5.890204768377316e-09,1.0209688383611137e-07
1950,1.3868511814507656e-06,2.1270722960764488e-09,1.0209947021166954e-07
1951,1.2868312069258536e-06,1.2793682557799002e-08,1.0128331950909342e-07
1952,1.2137069234086084e-06,2.1089607837865287e-09,7.803154744578933e-08
1953,1.3004009815631434e-06,5.386913581872932e-09,8.726799904934524e-08
1954,1.2117944834244554e-06,3.9090144454689835e-09,1.1727043158771266e-07
1955,1.237961669176002e-06,1.9709776921672528e-08,1.0605737088553724e-07
1956,1.2663097095355624e-06,4.360570571293465e-09,8.982775767663043e-08
1957,1.0690395129131502e-06,1.0602045463770082e-08,9.100088504965242e-08
1958,1.2185014384158421e-06,4.9633461784992505e-09,7.279574276708445e-08
1959,1.0920804243141902e-06,6.975672928177801e-09,8.060777645368944e-08
1960,1.0291279295415734e-06,2.7683333403416555e-09,8.927874972641803e-08
1961,1.1388033271941822e-06,2.779263708063695e-09,8.337791257417848e-08
1962,1.0451543630551896e-06,3.170978146727066e-09,9.195836980779859e-08
1963,9.421039521839703e-07,3.2330267352165265e-09,8.276548157937214e-08
1964,1.0665196441550506e-06,3.6503808864551957e-09,9.551830260079441e-08
1965,9.203976674143632e-07,2.188817349590977e-09,1.0396882288432607e-07
1966,1.079565663530957e-06,5.539074976468328e-09,7.477751040596559e-08
1967,1.0131839189853054e-06,9.860671168482327e-10,9.614154095061167e-08
1968,7.833029371795419e-07,3.5931326802796093e-09,1.1363282226284355e-07
1969,8.461294669359631e-07,3.1792304344691047e-09,1.0446042608691641e-07
1970,9.500965916231507e-07,9.197450023812337e-10,9.05948809304391e-08
1971,8.504047741553222e-07,2.569198631618974e-09,8.992195432711014e-08
1972,8.752030566938629e-07,1.5390440033513642e-09,8.105632076649272e-08
1973,7.757077469250362e-07,1.102640756478479e-09,9.262182487645987e-08
1974,9.16968190267653e-07,3.3753431161187564e-09,7.369499144260772e-08
1975,8.972735372481111e-07,4.569184142155791e-09,6.739546876133318e-08
1976,8.113208309623587e-07,1.7140580066410394e-09,7.941802238065065e-08
1977,8.744651154302119e-07,7.639816779203557e-09,6.581995393162288e-08
1978,1.0015836551247048e-06,1.7821774056514528e-09,7.782174549220144e-08
1979,9.0295947074992e-07,2.925986564150662e-09,8.602400924928588e-08
1980,9.659071338319336e-07,1.7055452605774235e-09,9.153092861424739e-08
1981,8.008145755411533e-07,5.69299452024552e-09,1.0247390491713304e-07
1982,9.211933615915768e-07,4.966001831974154e-09,7.014477887423709e-08
1983,9.555072892908356e-07,1.89459470334441e-09,6.504775740268087e-08
1984,9.069649422599468e-07,4.059305780401701e-09,8.640522963787589e-08
1985,9.751219067766215e-07,2.4062232206745193e-09,8.662403416792586e-08
1986,1.0256565019517438e-06,4.196139880008332e-09,5.934540681096223e-08
1987,9.386214969708817e-07,6.110816852533674e-10,5.988600548789691e-08
1988,9.342630846731481e-07,1.798966087207532e-09,9.174727466643162e-08
1989,9.560309308653814e-07,2.7440609784434855e-09,9.384688581803857e-08
1990,9.736738775245612e-07,2.724325431913144e-09,9.31719341679127e-08
1991,8.944596174842445e-07,4.10302547493302e-09,7.502675458681551e-08
1992,8.694692041899543e-07,1.65298330578878e-09,7.052728534517883e-08
1993,7.738272529422829e-07,1.661762283333701e-09,7.865674689355728e-08
1994,9.51069239363278e-07,2.1099706426497278e-09,6.382661155157621e-08
1995,8.963311302068178e-07,1.0844901643380922e-09,6.832288335090198e-08
1996,8.450199970866379e-07,0.0,6.56585328329129e-08
1997,9.210992288899433e-07,2.3974471297094624e-09,8.151320685101382e-08
1998,8.282240742119029e-07,3.337690568372409e-09,7.915094357713315e-08
1999,8.358898071492149e-07,2.7421207526856506e-09,6.581089451174194e-08
2000,7.148374834287097e-07,2.6508188977203417e-09,6.361965176893136e-08
2001,6.952982971597521e-07,8.762423564512289e-10,6.484193448841324e-08
2002,8.061447829277313e-07,4.381221607729913e-09,6.221334558631497e-08
2003,7.142106142055127e-07,2.5001538617175356e-09,6.333722524232144e-08
2004,7.241476964736648e-07,1.3214374039449694e-09,6.254803253114005e-08
2005,6.715090421494097e-07,1.3511248786457486e-09,5.809836878256647e-08
2006,5.937997116234328e-07,2.4707338397433887e-09,6.341550573552013e-08
2007,5.728083465328382e-07,1.1983438685803094e-09,6.191443446823541e-08
2008,6.011504751768371e-07,1.2772318758180745e-09,6.556457066153598e-08
2009,5.001833756068663e-07,1.430457752249481e-09,6.532423668659249e-08
2010,4.818268735107267e-07,4.723793023408973e-10,4.865506753048976e-08
2011,4.256080785580707e-07,3.059177577924288e-09,5.353560794674195e-08
2012,3.686805598590581e-07,3.404252713057332e-10,6.263825014229951e-08
2013,5.037159667153901e-07,0.0,5.550358750383566e-08
2014,5.242542897576641e-07,4.330890368553497e-10,6.301445409917505e-08
2015,6.135480816737982e-07,2.2165753954528356e-10,6.272908592563908e-08
2016,5.816322641294391e-07,0.0,6.607574931649651e-08
2017,6.085263635213778e-07,2.515611330355938e-10,5.7859061541876144e-08
2018,5.119048296364781e-07,0.0,4.904786621295898e-08
2019,5.137689527145994e-07,0.0,4.489738358870454e-08
