year,deux_DET aides_NOUN,deux_DET raids_NOUN
1800,1.4463156805533117e-07,0.0
1801,1.738263311068522e-07,0.0
1802,7.832440473976021e-08,0.0
1803,1.1507001573818343e-07,0.0
1804,1.3100809681532155e-07,0.0
1805,1.9615856228227813e-07,0.0
1806,2.5358688127141704e-07,0.0
1807,1.4234775846944103e-07,0.0
1808,3.240485835220852e-07,0.0
1809,5.21836041045276e-07,0.0
1810,2.457133172484305e-07,0.0
1811,1.1783261122388922e-07,0.0
1812,2.987273148846725e-07,0.0
1813,2.1280487771946355e-07,0.0
1814,2.328541039986476e-07,0.0
1815,2.21172333780828e-07,0.0
1816,2.201723674488676e-07,0.0
1817,1.55687345682054e-07,0.0
1818,1.8597036621770258e-07,0.0
1819,1.635465967098071e-07,0.0
1820,3.2988817721957275e-07,0.0
1821,1.962436222413544e-07,0.0
1822,1.954995099140433e-07,0.0
1823,2.4311409774213644e-07,0.0
1824,3.115811715304062e-07,0.0
1825,2.4743294879669975e-07,0.0
1826,3.7433932220665156e-07,8.807984341885344e-10
1827,1.852671829283281e-07,0.0
1828,2.9993425698648934e-07,0.0
1829,2.38334301627674e-07,0.0
1830,2.473530145152836e-07,0.0
1831,4.1628521074699165e-07,0.0
1832,3.355432305340855e-07,0.0
1833,2.780070715857619e-07,0.0
1834,3.444441816213839e-07,0.0
1835,2.495819018122347e-07,0.0
1836,2.1640814651391338e-07,0.0
1837,2.50484081476543e-07,0.0
1838,2.1587593224126067e-07,0.0
1839,2.824555966896014e-07,0.0
1840,2.5478754217544974e-07,0.0
1841,3.0818632978935057e-07,0.0
1842,2.4015588806491905e-07,0.0
1843,2.0969534020309766e-07,0.0
1844,2.766234885598351e-07,0.0
1845,3.348136878855712e-07,0.0
1846,2.3827819717325838e-07,0.0
1847,2.1518962256550367e-07,0.0
1848,2.574470823191177e-07,0.0
1849,2.647895200880157e-07,0.0
1850,2.5390845159734e-07,0.0
1851,5.894787165061643e-07,0.0
1852,2.0833745750792332e-07,0.0
1853,3.0695730046659264e-07,0.0
1854,1.9535698214667718e-07,0.0
1855,3.3911327079749753e-07,0.0
1856,2.3142035843193298e-07,0.0
1857,2.6506594252850846e-07,0.0
1858,2.3244960445367724e-07,0.0
1859,2.759957951070646e-07,0.0
1860,2.3206322374846877e-07,0.0
1861,2.1693433538416684e-07,0.0
1862,2.7966335558460287e-07,0.0
1863,3.361379761201988e-07,0.0
1864,2.5124375113705355e-07,4.794727948009836e-10
1865,2.212216827501834e-07,0.0
1866,2.1214072631892122e-07,0.0
1867,2.2371461483317034e-07,0.0
1868,2.2921014952714813e-07,0.0
1869,1.9729417211067357e-07,0.0
1870,2.746609464310268e-07,0.0
1871,3.303186040248818e-07,0.0
1872,3.3381314246128113e-07,0.0
1873,2.675743875357739e-07,0.0
1874,2.5571327544327005e-07,0.0
1875,3.209776835433331e-07,5.721527140956084e-10
1876,2.1765652746807973e-07,0.0
1877,2.461556780630758e-07,0.0
1878,2.4216745053706745e-07,0.0
1879,2.1321544707575413e-07,0.0
1880,2.1884855705422979e-07,0.0
1881,2.0638622544311147e-07,0.0
1882,1.9234062875739255e-07,0.0
1883,1.8515662691953594e-07,0.0
1884,2.251178621293093e-07,0.0
1885,2.172179174309008e-07,6.445635691854079e-10
1886,2.491036994456408e-07,0.0
1887,2.272065788844202e-07,0.0
1888,2.0036342274210028e-07,0.0
1889,1.9609877721649127e-07,0.0
1890,1.8614457886201308e-07,6.554386478008212e-10
1891,2.3775840318762675e-07,0.0
1892,3.01515441947231e-07,0.0
1893,2.4633665596240917e-07,0.0
1894,2.791582041083984e-07,0.0
1895,2.768562623600701e-07,6.018614495673091e-10
1896,2.3647086422329266e-07,0.0
1897,2.470526592190936e-07,1.1653427112179315e-09
1898,2.0370077713494084e-07,0.0
1899,2.4155517053259246e-07,1.1055156790007459e-09
1900,2.3723113429241494e-07,0.0
1901,2.6267071540075904e-07,1.1177477832191585e-09
1902,2.2489099471556528e-07,4.910283846193408e-10
1903,2.2410913658177378e-07,2.1600881083827517e-09
1904,2.33796189519353e-07,5.374625189347171e-10
1905,2.3068593435482398e-07,0.0
1906,2.057673818001149e-07,3.0865106026567446e-09
1907,2.0931373079235982e-07,1.5428529565042481e-09
1908,2.3181756780843443e-07,9.822778146428846e-10
1909,2.013359949870619e-07,2.2003934230241384e-09
1910,2.1162836816301933e-07,2.67207544979442e-09
1911,1.7450827449749795e-07,2.128149656499545e-09
1912,1.786831482775142e-07,1.0418842455450772e-09
1913,2.630282907034598e-07,2.6514948570088848e-09
1914,2.2300157098698037e-07,9.37544131218715e-09
1915,1.437252945546419e-07,3.416420901736217e-08
1916,1.0877587586222148e-07,1.779968883397487e-07
1917,1.7326950718654643e-07,7.895825504533605e-08
1918,1.3898515671684208e-07,1.2520150249883955e-07
1919,1.0312789910926767e-07,2.025726608678724e-08
1920,1.363001711496281e-07,9.086678076641874e-09
1921,1.4236765455422074e-07,2.27182422873895e-09
1922,1.5715001921989824e-07,2.5822775029382683e-08
1923,2.887537959850306e-07,1.0615948120573648e-09
1924,1.4309703111337058e-07,6.445812328337297e-09
1925,1.2757886747039038e-07,5.499088961968823e-09
1926,1.4935825465300923e-07,1.0031524610987219e-08
1927,9.588333504950697e-08,4.4596899506643695e-09
1928,1.0054916543822401e-07,6.85562484559199e-09
1929,1.3034275525569683e-07,3.342121912552898e-09
1930,1.3654684938302353e-07,4.201441528017824e-09
1931,1.4941017933978173e-07,1.3686427990933225e-08
1932,1.1617108874872883e-07,7.6716757391182e-09
1933,1.0782422155131144e-07,5.735331098932761e-09
1934,1.1622132944921759e-07,1.677421224144382e-08
1935,1.4481623544781996e-07,3.590485242455088e-09
1936,1.0912242842664455e-07,6.0623572828433225e-09
1937,1.284294084413773e-07,1.510934177773038e-08
1938,1.348382294708017e-07,6.482607339819424e-09
1939,1.0552894824655823e-07,1.070583532936098e-08
1940,8.368083825871508e-08,1.7750480196809804e-08
1941,1.0920559745386527e-07,2.9515025978810172e-09
1942,1.5474479653221351e-07,1.2136847082899749e-08
1943,1.33548823777474e-07,1.4516175816936538e-08
1944,1.0603513977969214e-07,1.2852744646352221e-08
1945,7.842614868636133e-08,2.6142049414090707e-08
1946,1.517400356476628e-07,1.80974355501462e-08
1947,1.2278496885897994e-07,1.4305045148432782e-08
1948,9.675980305878795e-08,1.1959077061973744e-08
1949,8.344457214093381e-08,3.9268033269479474e-09
1950,9.252764687772697e-08,7.444753258312176e-09
1951,1.4819348415073819e-07,1.2793682113709792e-08
1952,1.0544804140977249e-07,3.163441175679793e-09
1953,1.260537771941017e-07,4.3095309543161875e-09
1954,1.0358888413719569e-07,1.9545072227344917e-09
1955,1.379684384517077e-07,8.447047505910632e-09
1956,8.721141497858298e-08,1.1337483840634377e-08
1957,1.2634103896402848e-07,5.301022731885041e-09
1958,9.182190030543325e-08,9.099467845885556e-09
1959,9.920957300124655e-08,6.200598257066758e-09
1960,8.235791515431856e-08,1.3149583255600561e-08
1961,1.2506686442037562e-07,4.86371165564492e-09
1962,9.89345210200554e-08,9.512934440181198e-09
1963,1.0798309180160004e-07,6.4660533594107505e-09
1964,9.004273149315623e-08,7.909158661334459e-09
1965,7.66086074577288e-08,1.258569987117042e-08
1966,8.696347197911791e-08,1.2185964348709888e-08
1967,9.86067085761988e-08,1.528404047768106e-08
1968,9.476887452564142e-08,8.084548558384697e-09
1969,1.258066930631685e-07,1.0446043141598693e-08
1970,8.645602989076906e-08,5.9783426265003214e-09
1971,7.399292023535509e-08,7.193756590417877e-09
1972,7.643918564781416e-08,9.74727870639569e-09
1973,8.32493762814579e-08,1.0475087464101307e-08
1974,6.86319732157159e-08,1.2938814686336286e-08
1975,9.995090266556872e-08,1.1422960355389478e-08
1976,7.998937778808113e-08,3.4281161798155324e-09
1977,7.34597693785588e-08,4.701425304620699e-09
1978,7.009897817766841e-08,8.316828115084718e-09
1979,6.846808719984665e-08,1.1118749032590358e-08
1980,7.73180506286053e-08,1.0801786187730755e-08
1981,6.76833775692387e-08,8.855769451088236e-09
1982,1.0925204030343139e-07,1.6760255960868164e-08
1983,7.578379346284692e-08,1.705135410645653e-08
1984,7.886651687272206e-08,9.858314609090257e-09
1985,6.436647037588727e-08,1.3835783185811579e-08
1986,6.953603293169408e-08,1.4386764890517156e-08
1987,7.882953401150417e-08,1.1610551631235921e-08
1988,7.675588786781873e-08,1.6790350221285166e-08
1989,9.165164271962567e-08,1.0976244357863152e-08
1990,6.374921523999433e-08,1.4711357576580042e-08
1991,5.978694384012329e-08,1.6412102177287835e-08
1992,5.3997453619558655e-08,1.1019888779273401e-08
1993,7.090185727420817e-08,1.3848019009277124e-08
1994,6.488159653983416e-08,1.8989736005892155e-08
1995,6.344267333702192e-08,9.21816667442954e-09
1996,5.925282486884953e-08,9.07475650180345e-09
1997,5.322332707891064e-08,1.3425704215030976e-08
1998,6.675380959109134e-08,1.2873948684877234e-08
1999,6.215473469239896e-08,1.9194844824710344e-08
2000,4.9923754907865714e-08,1.3695897971288673e-08
2001,7.360435594350179e-08,1.0514908221903596e-08
2002,7.930010781365127e-08,1.0076809386916352e-08
2003,6.625407422689022e-08,1.4167537920606321e-08
2004,7.488144904144178e-08,1.365485272075695e-08
2005,7.476224306302015e-08,8.557123898356167e-09
2006,7.453381023481143e-08,5.7650457740976435e-09
2007,7.909069310585437e-08,6.391167373109852e-09
2008,7.365370713330321e-08,1.0217855450633806e-08
2009,7.915199429220365e-08,9.53638501499654e-09
2010,7.983209915352063e-08,8.975206577943595e-09
2011,8.756895653050378e-08,9.942326906209331e-09
2012,9.634035080807735e-08,8.85105688741561e-09
2013,1.0989152698925864e-07,1.4224537991935904e-08
2014,9.787812071948565e-08,2.057172832081733e-08
2015,1.0462235966457456e-07,6.871383573248124e-09
2016,1.1930918297764492e-07,1.0149566076478322e-08
2017,7.672614277254297e-08,7.546833935556663e-09
2018,9.11257735936033e-08,6.711813327342497e-09
2019,9.362125119594111e-08,8.67335836485239e-09
