year,les_DET ondes_NOUN,les_DET rondes_NOUN
1800,2.6002241213518573e-06,1.3519906927328407e-07
1801,2.1644949868004915e-06,1.7858869938436328e-07
1802,2.9360463429384254e-06,4.4756802708434407e-08
1803,2.900154427720736e-06,7.021220937986072e-08
1804,4.103272665645363e-06,9.640218934237055e-08
1805,3.087365277210097e-06,1.1087223117378642e-07
1806,2.5848572917652746e-06,1.7001847574249496e-07
1807,1.7252547976909227e-06,1.252660215556034e-07
1808,2.259275824201268e-06,1.0197333111250373e-07
1809,2.1777053405003244e-06,1.423189246452239e-07
1810,3.2878781865974815e-06,1.1466620808420203e-07
1811,1.980590695893625e-06,2.406793750964198e-07
1812,1.7176820641395807e-06,2.0804224298842655e-07
1813,2.3811139868712417e-06,3.134558372863694e-07
1814,2.1869406410246484e-06,1.0069366762621712e-07
1815,1.5940591495677836e-06,1.591361833419569e-07
1816,2.3593206535110767e-06,1.9004352402873792e-07
1817,2.1344735472439424e-06,1.3389110709027818e-07
1818,1.697575704895371e-06,8.583247357307755e-08
1819,1.993612137596301e-06,1.2110728420111627e-07
1820,2.03747480753691e-06,1.0561168028999646e-07
1821,1.922990165326155e-06,6.508582284237008e-08
1822,2.349001761103864e-06,2.5665576686151326e-07
1823,2.311560358236875e-06,6.819054088058607e-08
1824,2.437912172581491e-06,1.3810624732712995e-07
1825,2.6847796021911563e-06,1.6378124012561557e-07
1826,1.8047560104150762e-06,1.611861184525054e-07
1827,1.8794020135715073e-06,1.1152900114552722e-07
1828,1.8528048713051248e-06,1.1648822528798064e-07
1829,1.7009180908189592e-06,1.4660131020249878e-07
1830,2.1959103122526358e-06,1.7742621527538915e-07
1831,3.833877499914706e-06,1.559120619276655e-07
1832,2.1675009946875434e-06,1.3529968878600585e-07
1833,2.6885602366633066e-06,1.3784517816084474e-07
1834,2.0022567781552425e-06,1.6055393170510968e-07
1835,2.0261512574393237e-06,1.1722786297241328e-07
1836,2.325379583112408e-06,1.7003498253842508e-07
1837,2.195910340674345e-06,2.0317041204975794e-07
1838,2.1619153400820323e-06,1.5022944843678943e-07
1839,2.1016375200133552e-06,1.3703292012223756e-07
1840,2.49054815526506e-06,1.8089915554408975e-07
1841,1.849760081995555e-06,1.9903700199108698e-07
1842,1.9957088781552557e-06,1.2477372335339965e-07
1843,1.9356947262849644e-06,1.2699859142095704e-07
1844,1.3562234713049293e-06,1.4819115806696814e-07
1845,1.9034157645592131e-06,1.2722919073837602e-07
1846,1.4062511972667835e-06,2.558417158127213e-07
1847,1.9291560988676792e-06,1.76897732018233e-07
1848,1.424004203443019e-06,1.1424214907407304e-07
1849,1.2007701570837526e-06,1.3574652157899436e-07
1850,1.972882223810757e-06,1.5071571191072053e-07
1851,2.3759733096540003e-06,1.747797913065341e-07
1852,1.5215144912872347e-06,2.376349081956164e-07
1853,1.590325460654185e-06,2.436548172113362e-07
1854,1.4064663389490306e-06,1.4184164021102674e-07
1855,1.7884378422650116e-06,1.544318664059574e-07
1856,1.5495326977088553e-06,1.8534336954090236e-07
1857,1.87205876045482e-06,1.9037885007344713e-07
1858,2.0284286961214093e-06,1.3163988632491908e-07
1859,1.7455970038326996e-06,1.5734815850265704e-07
1860,1.6839459959783198e-06,2.0734643663145036e-07
1861,1.7958390401418e-06,1.8156460629414894e-07
1862,1.3427454987890997e-06,1.5044894874360892e-07
1863,1.774588803016286e-06,1.2786229375283398e-07
1864,1.6172617023357816e-06,2.1000908956292363e-07
1865,1.5043074057530248e-06,1.261434274812956e-07
1866,2.4989787874574176e-06,1.6007866376899216e-07
1867,1.93530125613961e-06,1.310259118980639e-07
1868,2.9599725763773677e-06,2.1636648739331577e-07
1869,2.6307518226076354e-06,1.9289901020957956e-07
1870,2.786747657523847e-06,1.8635658927124155e-07
1871,1.718506453585178e-06,1.699388310072436e-07
1872,2.253238633898036e-06,1.5602135572390097e-07
1873,1.2223421208545915e-06,2.2088356788074748e-07
1874,2.1974611570385605e-06,2.067214740497647e-07
1875,1.5911567459170328e-06,2.3114969982529487e-07
1876,1.6330285745880246e-06,1.1789728637801034e-07
1877,2.331675517552867e-06,2.3193059583981324e-07
1878,2.471798964620575e-06,2.0170555981025018e-07
1879,1.7857558276546115e-06,2.071061242503447e-07
1880,1.5884169215496513e-06,1.5402831365918246e-07
1881,1.962063649330048e-06,1.8337695073533666e-07
1882,1.5846472223302044e-06,1.7570216748197254e-07
1883,1.751088802848244e-06,1.8958017511394587e-07
1884,1.5599810083699595e-06,2.2181702341583787e-07
1885,1.554042817986101e-06,1.8434517873311407e-07
1886,1.4307329792018209e-06,2.1683638018465956e-07
1887,1.484024551245966e-06,1.9978509074869422e-07
1888,1.4272723447561475e-06,1.971931196109722e-07
1889,1.8457092778589868e-06,2.368221719839525e-07
1890,1.4249235817942463e-06,1.9335440520906744e-07
1891,1.9192776221643726e-06,1.9823824848330673e-07
1892,1.9256869876471683e-06,2.2880070638109373e-07
1893,2.1591407772802995e-06,1.3117427544173665e-07
1894,1.5363152314762374e-06,2.1677295780619943e-07
1895,1.978920494138947e-06,2.1847570863542387e-07
1896,1.8392833283087384e-06,2.370605671764281e-07
1897,2.1832696717183353e-06,1.748014054614444e-07
1898,2.5309822433428053e-06,1.9860825972717322e-07
1899,3.888098632387482e-06,1.492446219941712e-07
1900,2.267452089199651e-06,1.6196086261022202e-07
1901,2.6049111738757347e-06,1.8331063122989377e-07
1902,3.6311549251877295e-06,1.733330162734248e-07
1903,2.871837097018215e-06,1.652467398471913e-07
1904,2.459966054857432e-06,1.84887102960829e-07
1905,2.055530373468173e-06,1.5482276599643185e-07
1906,2.4373145777190075e-06,1.8724831701844025e-07
1907,2.7118213665744406e-06,1.6405670022479057e-07
1908,2.7105955382467073e-06,2.170833977022113e-07
1909,2.73948984386152e-06,2.0738707373624266e-07
1910,2.5967228225454164e-06,2.3621146372221347e-07
1911,2.9607882083837467e-06,1.9366161740919097e-07
1912,2.8823726836435526e-06,2.1046061693397178e-07
1913,2.9431591883621877e-06,1.6015028569960066e-07
1914,3.41132121661758e-06,2.042506803690003e-07
1915,2.3938509201570923e-06,1.0484878298910871e-07
1916,2.4018592341690237e-06,1.736018941933537e-07
1917,2.1757385582077404e-06,2.1932849281203204e-07
1918,2.5120704947312333e-06,2.389166322558367e-07
1919,2.9382243269537867e-06,2.5321583274617865e-07
1920,3.6975206398892624e-06,1.794618871286957e-07
1921,3.5516186471795663e-06,1.2419305672750625e-07
1922,3.4078684336691367e-06,1.7707045318893222e-07
1923,4.444897683697491e-06,2.0382620746772773e-07
1924,4.741539271435613e-06,1.933743645210484e-07
1925,3.621700017220064e-06,1.6277303349632177e-07
1926,4.1931771761483105e-06,1.9394280326157087e-07
1927,3.911148183988189e-06,1.7838759180932584e-07
1928,4.33046960779393e-06,1.4282551474842364e-07
1929,3.9537301290692994e-06,1.414831596324717e-07
1930,5.262305592168559e-06,1.5125188435050063e-07
1931,4.28385186523883e-06,1.9617213098399588e-07
1932,3.6692527487502957e-06,1.8850403282755224e-07
1933,5.150327183400805e-06,2.0073658935082506e-07
1934,4.5721710648649605e-06,1.7732738477604926e-07
1935,4.671221290664107e-06,2.0465765970811844e-07
1936,4.651040285352792e-06,1.8065824569646338e-07
1937,5.856129064341076e-06,1.6746186914939898e-07
1938,5.691728972578858e-06,1.620651745026791e-07
1939,5.0883304538729135e-06,1.4376407175831218e-07
1940,4.9549200298315554e-06,1.7243324013094252e-07
1941,4.276727167962235e-06,2.2136269883787918e-07
1942,3.4832751225621905e-06,1.5474480252741785e-07
1943,3.7538830781613797e-06,2.1193617194548153e-07
1944,3.348139898662339e-06,1.8315161653958967e-07
1945,4.213226873162057e-06,2.6795600760465277e-07
1946,4.329463251906418e-06,2.5893254029796253e-07
1947,3.5178489667941903e-06,1.7285262887689612e-07
1948,4.304180265535251e-06,1.8590928418937835e-07
1949,3.89244385701204e-06,1.5216362481140777e-07
1950,4.1871417124639265e-06,1.510221303568926e-07
1951,3.2378676166899822e-06,2.0150049828693284e-07
1952,3.891032605451983e-06,1.7082581882377212e-07
1953,4.129607987124473e-06,1.5191096669475712e-07
1954,4.456276542441628e-06,1.4658804126099767e-07
1955,3.994514713667741e-06,1.8301934989750634e-07
1956,5.489958709858911e-06,1.7616706560197315e-07
1957,4.5509278834288125e-06,1.201565094643975e-07
1958,4.6581002379753045e-06,1.7123543916142125e-07
1959,4.4303275217316695e-06,1.4493898703449304e-07
1960,4.313063470817724e-06,1.3703249934771122e-07
1961,4.170980020035131e-06,1.396579961676636e-07
1962,4.231353386785486e-06,1.756721930146199e-07
1963,3.9876151163298346e-06,2.1661278415407992e-07
1964,3.7811864217474067e-06,1.7095950521905934e-07
1965,4.01757412760162e-06,1.718221582791557e-07
1966,3.74441441408635e-06,1.4401594461421752e-07
1967,3.3605168141548347e-06,1.9228308190122334e-07
1968,3.399103576384732e-06,1.8414804303645838e-07
1969,2.7995394873414625e-06,1.6395746182951143e-07
1970,3.0176833831774275e-06,1.6601397856419453e-07
1971,3.280353041645867e-06,1.5209655890302543e-07
1972,3.130928547534495e-06,1.6621676102168692e-07
1973,3.3134353998320876e-06,1.3121424702333684e-07
1974,2.8077227511857927e-06,1.5020276422639256e-07
1975,2.914568256073835e-06,1.1480075334802109e-07
1976,2.925897206296213e-06,1.2912570984680016e-07
1977,2.718599290574275e-06,1.8453094741133214e-07
1978,2.4005928764836426e-06,1.8415832991891534e-07
1979,2.4338356467978883e-06,4.816174002941764e-07
1980,2.490664613219451e-06,3.7806252040084587e-07
1981,2.7180886235100843e-06,2.9856592997923315e-07
1982,2.5711473909950655e-06,2.3526433357012877e-07
1983,2.6454859920477247e-06,2.9997752548638346e-07
1984,2.6072342933503023e-06,1.8382857125409657e-07
1985,2.539768502174411e-06,1.5219362481388998e-07
1986,2.6117972566908065e-06,1.9122408212446373e-07
1987,2.515823297244424e-06,1.8821316027928248e-07
1988,2.341654166571061e-06,1.4271797782461348e-07
1989,2.2792172558183665e-06,1.8055921990889345e-07
1990,2.9095795923694823e-06,1.7435683297151172e-07
1991,2.5585296299368565e-06,1.9108375942655798e-07
1992,2.941208265383466e-06,1.7962417336869763e-07
1993,2.363025942031527e-06,1.7171543170713122e-07
1994,2.612671238466646e-06,1.6035776956302428e-07
1995,2.4422719491212774e-06,1.5237087136465988e-07
1996,2.1176211504325693e-06,1.836303706870268e-07
1997,2.5460890213935272e-06,1.2802368409836618e-07
1998,2.4822881101727035e-06,1.37322123894279e-07
1999,2.5140675603552154e-06,1.5355875881972736e-07
2000,2.4144541583837054e-06,1.6081634579556692e-07
2001,2.2085689153072963e-06,1.708672603406569e-07
2002,2.326866791690918e-06,1.809444503120261e-07
2003,2.3213927988763317e-06,2.1084630308365604e-07
2004,2.4045755964152704e-06,1.5108434339716759e-07
2005,2.563534167165926e-06,1.4006661508414453e-07
2006,2.6630394387439082e-06,1.5730339475439337e-07
2007,2.467390032734329e-06,1.4100512291115308e-07
2008,2.8482272256269425e-06,1.6093121990579107e-07
2009,2.57005564208157e-06,1.578271744406834e-07
2010,2.9013537812261347e-06,2.0406785861126764e-07
2011,2.8783036611912394e-06,2.435870154471331e-07
2012,3.6602525597118074e-06,2.5634023437248743e-07
2013,3.049350340234014e-06,2.250823945004754e-07
2014,3.123005086536068e-06,2.2585593262292036e-07
2015,2.9950367661513155e-06,2.4116339991664404e-07
