year,mais_CONJ ouvrir_VERB,mais_CONJ rouvrir_VERB
1902,1.9641135384773634e-09,0.0
1903,8.640352433531007e-09,0.0
1904,8.061937784020756e-09,0.0
1905,6.192910739777346e-09,0.0
1906,3.0865106026567446e-09,0.0
1907,3.08570607954195e-09,5.142843373384665e-10
1908,2.2592389292697135e-08,0.0
1909,3.300590023513905e-09,5.500983557560346e-10
1910,8.01622634938326e-09,0.0
1911,1.0108710979395141e-08,0.0
1912,4.688479160463999e-09,0.0
1913,1.5378669893095775e-08,3.181793939432964e-09
1914,4.687720711604726e-09,0.0
1915,1.5314990164938536e-08,3.534228465440492e-09
1916,1.2086208256434361e-08,0.0
1917,3.2899273305631027e-09,0.0
1918,6.89182577673364e-09,0.0
1919,7.366278753639932e-09,0.0
1920,6.815008557481406e-09,0.0
1921,6.058197998815018e-09,0.0
1922,1.2542490157585462e-08,0.0
1923,8.492758496458919e-09,0.0
1924,1.289162443462999e-09,0.0
1925,1.0998177701893042e-08,0.0
1926,5.573069339348535e-09,0.0
1927,4.459690061686672e-09,0.0
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,0.0
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.196828414151696e-08,0.0
1936,9.699771652549316e-09,0.0
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,3.889564337278273e-09,0.0
1939,4.588215141154706e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512989405086e-08,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705623388686e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,2.178504043826024e-09
1946,9.744772988540262e-09,0.0
1947,8.344609669919123e-09,0.0
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,1.3743811422273211e-08,0.0
1950,1.0635361480382244e-08,1.0635361480382244e-09
1951,1.0661401983469432e-08,0.0
1952,8.435843135146115e-09,0.0
1953,6.464296320451979e-09,0.0
1954,1.2704297169818801e-08,0.0
1955,1.0324168631115072e-08,0.0
1956,1.3953826982771034e-08,0.0
1957,1.5019563925910973e-08,0.0
1958,1.1581141046157484e-08,1.6544486891589827e-09
1959,1.0075972611822692e-08,0.0
1960,1.4533749759237935e-08,0.0
1961,3.474079635079619e-09,6.948159270159238e-10
1962,1.5220695370743442e-08,0.0
1963,9.69907976156037e-09,0.0
1964,9.734349215584359e-09,0.0
1965,9.302473735761652e-09,0.0
1966,1.107814973089205e-08,0.0
1967,1.4791006863745793e-08,0.0
1968,1.4372530943163042e-08,0.0
1969,9.537690970340407e-09,0.0
1970,6.438215127690938e-09,0.0
1971,8.735275613958038e-09,0.0
1972,8.208234980600082e-09,0.0
1973,9.92376719688437e-09,0.0
1974,1.912694358452427e-08,5.625571675160757e-10
1975,1.6563292515314743e-08,0.0
1976,5.713526873840635e-09,0.0
1977,1.8218023978278097e-08,5.876781838942691e-10
1978,1.6039596761885377e-08,1.1881182704343018e-09
1979,1.0533552030622673e-08,5.851973350345929e-10
1980,1.0233271341419936e-08,5.685150683554241e-10
1981,1.0753434365184944e-08,0.0
1982,9.932003441903703e-09,6.207502289967692e-10
1983,1.5788289786655696e-08,0.0
1984,1.5077422532705498e-08,3.479405208395292e-09
1985,1.9851341459542482e-08,6.015558051686298e-10
1986,1.9182353039326472e-08,0.0
1987,1.8943532076320935e-08,0.0
1988,1.0194141308872418e-08,0.0
1989,1.2073868571604862e-08,0.0
1990,1.743568234235937e-08,0.0
1991,2.2859714121636898e-08,0.0
1992,1.7080826530957438e-08,1.1019888335184191e-09
1993,1.938722604677423e-08,1.1078414852150331e-09
1994,1.9517228277976528e-08,0.0
1995,2.1689802842672634e-08,1.626735190995987e-09
1996,2.028474987980644e-08,5.338092190498855e-10
1997,1.4864173003559245e-08,4.79489448146353e-10
1998,2.288702027897216e-08,9.536258449571733e-10
1999,2.1936966021485205e-08,0.0
2000,1.502130719810424e-08,8.836062992401139e-10
2001,1.8839210635945847e-08,0.0
2002,1.5334275182965484e-08,0.0
2003,2.333476767368836e-08,4.1669229178253886e-10
2004,2.4226351591494222e-08,1.7619165015858584e-09
2005,1.8465373674558805e-08,1.3511248786457486e-09
2006,1.81187156389484e-08,1.6471559671771274e-09
2007,2.3567428897308673e-08,3.994479469415779e-10
2008,2.682186917013496e-08,8.514879357157668e-10
2009,2.5748240872758288e-08,0.0
2010,2.267420651236307e-08,0.0
2011,2.2561434498413746e-08,1.147191591721608e-09
2012,2.1446791897972162e-08,1.0212758416727752e-09
2013,2.7612337305527035e-08,8.367375126105969e-10
2014,3.313131191617913e-08,8.661780737106994e-10
2015,2.438232904466986e-08,8.86630172058922e-10
2016,1.9884863977637224e-08,2.0713400439298368e-10
2017,2.7168602478866433e-08,1.0062445321423752e-09
2018,2.0393587263356494e-08,5.162933414126769e-10
2019,2.3213988953330045e-08,1.5305927081321613e-09
