year,avez_VERB assuré_VERB,avez_VERB rassuré_VERB
1842,3.890793820460203e-08,0.0
1843,5.198081609592009e-08,5.906911071384968e-10
1844,3.567564732520623e-08,5.488561272137815e-10
1845,3.124927516751086e-08,5.580227946389016e-10
1846,3.102885770545072e-08,1.7563503984519002e-09
1847,6.25613978399997e-08,3.235934187273415e-09
1848,5.390298696283935e-08,5.63165514222419e-09
1849,4.273501730267526e-08,1.6758829879393033e-09
1850,5.906426636670403e-08,1.3577992064028876e-09
1851,4.450112811582585e-08,6.449438760824933e-10
1852,4.166749079104193e-08,2.6042181744401205e-09
1853,2.09017620989016e-08,0.0
1854,2.1302223984775992e-08,5.195664454227256e-10
1855,3.237231638308913e-08,3.1841622671890946e-09
1856,2.2779632402603056e-08,5.177189232874468e-10
1857,1.1715622250108026e-08,0.0
1858,4.306435030798639e-08,5.3830437884982985e-09
1859,1.884104072757964e-08,5.092173349652285e-10
1860,6.04188272745887e-08,0.0
1861,5.14040046084574e-08,3.772770984511453e-09
1862,5.2860439581081664e-08,9.035972525772706e-10
1863,4.145535115185339e-08,3.995696662428827e-09
1864,2.1576274988888144e-08,4.794727948009836e-10
1865,2.9182434246877165e-08,6.589582213223366e-09
1866,3.065336073859726e-08,0.0
1867,2.7661025470138156e-08,0.0
1868,5.878450082263953e-08,0.0
1869,3.711474505507795e-08,0.0
1870,4.6445794765759274e-08,5.734048791339319e-10
1871,1.5931766128574054e-08,0.0
1872,3.1446163006876304e-08,3.0236697590169115e-09
1873,1.97538145840781e-08,0.0
1874,4.122480135038131e-08,9.559374625212058e-09
1875,3.089624556196213e-08,5.149374260327022e-09
1876,2.2370254981751714e-08,6.04601479992084e-10
1877,2.72131899237138e-08,0.0
1878,3.6838439854136595e-08,1.2078177347163432e-09
1879,4.887460391955756e-08,4.27652757650776e-09
1880,3.786529134686134e-08,0.0
1881,5.787181223126936e-08,3.4862537301449947e-09
1882,2.9283693692150337e-08,0.0
1883,5.750598575104959e-08,0.0
1884,4.093052297093891e-08,4.621187876807653e-09
1885,4.447488777259423e-08,4.511945039809007e-09
1886,1.936039240035825e-08,1.2906927748801422e-09
1887,2.0239665943222462e-08,4.570247291724172e-09
1888,2.3460273723685532e-08,3.804368819970705e-09
1889,3.821733329800736e-08,6.265136742733546e-10
1890,2.1629475099871343e-08,1.9663159989136147e-09
1891,2.2947192590550003e-08,2.5496880162734215e-09
1892,3.384996816180319e-08,1.8805537127519756e-09
1893,1.7243566574620672e-08,1.2316833108982905e-09
1894,3.276800342177921e-08,0.0
1895,2.2870734639468537e-08,2.4074457982692365e-09
1896,2.8305738197786923e-08,2.948514543632541e-09
1897,3.437761009195128e-08,4.661370844871726e-09
1898,2.4896761985360172e-08,3.3950129374460403e-09
1899,1.713549302451156e-08,1.6582735185011188e-09
1900,1.7130474816440255e-08,0.0
1901,2.3472702892490815e-08,0.0
1902,2.258730624760119e-08,0.0
1903,2.1600881083827517e-08,0.0
1904,2.418581246388385e-08,1.6123875568041512e-09
1905,2.7352022868853965e-08,5.160759042333041e-10
1906,2.5206503551089554e-08,5.144184522798412e-10
1907,1.9542804707839423e-08,0.0
1908,1.5716445034286153e-08,0.0
1909,2.475442606453271e-08,1.1001967115120692e-09
1910,2.7255168788542505e-08,0.0
1911,2.2345570727111408e-08,0.0
1912,1.927485904218429e-08,0.0
1913,1.4318072061314524e-08,5.30298971401777e-10
1914,1.339348720819089e-08,0.0
1915,2.591767689352764e-08,1.1780761921542648e-09
1916,3.625862632361532e-08,0.0
1917,1.5352993543160665e-08,0.0
1918,2.412139110674616e-08,0.0
1919,3.867296172188617e-08,0.0
1920,4.543339038320937e-09,9.843901693784574e-09
1921,2.120369302360814e-08,2.2718242842501013e-09
1922,2.7298360905092522e-08,1.4755870969551665e-09
1923,1.6985516992917837e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,3.343841470382358e-08,4.458455382660986e-09
1927,2.4528294062520217e-08,2.2298449753321847e-09
1928,1.4853853258500749e-08,0.0
1929,2.1166771446701205e-08,4.4561625500705304e-09
1930,2.2057568216382606e-08,1.0503603542488804e-09
1931,2.737285598186645e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,0.0
1935,2.6330225111337313e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,0.0
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.6705325123211878e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,1.570721330779179e-08,9.817008317369869e-10
1950,1.4889506516624351e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,1.723812381726475e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,1.5016972554349195e-08,0.0
1956,1.657016923672927e-08,8.72114158667614e-10
1957,1.9437083054185678e-08,1.7670075402875796e-09
1958,1.4062814024384807e-08,0.0
1959,2.015194411342236e-08,3.100299128533379e-09
1960,1.314958364417862e-08,3.460416619915918e-09
1961,2.431855783413539e-08,6.948159270159238e-10
1962,2.2831043722248978e-08,1.2683912808952869e-09
1963,1.4225316924409981e-08,6.466053248388448e-10
1964,3.346182708696688e-08,3.041984220075733e-09
1965,7.660860390501512e-09,1.6416130677043839e-09
1966,1.3293779410616935e-08,0.0
1967,2.8102911997507363e-08,2.9582012395223956e-09
1968,2.0211372131484495e-08,0.0
1969,6.494713744586988e-08,1.3625273131978588e-09
1970,2.1614008360870685e-08,9.197450023812337e-10
1971,2.8775026805760717e-08,5.138397485282553e-10
1972,2.0007572487656944e-08,2.0520587451500205e-09
1973,1.7642252103655665e-08,0.0
1974,2.4752514704573514e-08,0.0
1975,1.599214449754527e-08,2.8557400888473694e-09
1976,1.9997344224975677e-08,0.0
1977,1.469195431980097e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,1.521513048885481e-08,1.7555920051037788e-09
1980,1.4212877097463661e-08,1.1370301367108482e-09
1981,1.2018544381930951e-08,0.0
1982,2.483000827169235e-08,6.207502289967692e-10
1983,1.3893695083311286e-08,2.5261264191556165e-09
1984,9.278413592994639e-09,0.0
1985,1.3835783185811579e-08,1.2031116103372597e-09
1986,1.019062523255343e-08,5.994485463567401e-10
1987,2.3832186002437084e-08,1.2221633705067347e-09
1988,1.199310784016916e-08,5.996553809062277e-10
1989,1.5915555096057687e-08,0.0
1990,1.0352437129768077e-08,1.089730194969718e-09
1991,8.20605094986604e-09,0.0
1992,7.713921945651236e-09,5.509944167592096e-10
1993,1.772546376344053e-08,3.323524566667402e-09
1994,1.5824779708850656e-08,2.637463358823311e-09
1995,1.7351842629409475e-08,5.422450821690461e-10
1996,8.540947504798169e-09,1.6014276571496566e-09
1997,1.3905194329311144e-08,1.917957792585412e-09
1998,8.582632382569955e-09,4.768129224785866e-10
1999,1.553868322901053e-08,1.3710603763428253e-09
2000,1.9439339027371716e-08,2.6508188977203417e-09
2001,1.2267393323384113e-08,0.0
2002,8.762443215459825e-09,1.752488598683044e-09
2003,1.2500768420409258e-08,4.1669229178253886e-10
2004,1.4095332012686868e-08,8.809582507929292e-10
2005,1.7564623533417034e-08,1.3511248786457486e-09
2006,1.8942293067425453e-08,0.0
2007,2.5964116190380082e-08,1.997239706952314e-09
2008,2.1287197782271505e-08,1.7029758714315335e-09
2009,1.1443662017995848e-08,9.53638501499654e-10
2010,2.3618964561933353e-08,1.8895172093635892e-09
2011,1.7972668686638826e-08,3.4415748029203996e-09
2012,2.655317032917992e-08,2.0425516833455504e-09
2013,2.5102124823206395e-08,2.7891249310130206e-09
2014,2.5119163638009923e-08,2.815078836704288e-09
2015,2.3939014326401775e-08,1.994917786518613e-09
2016,2.713455415914723e-08,2.899876117012923e-09
2017,4.075290505056728e-08,2.0124890642847504e-09
2018,2.7621693377000156e-08,2.323319980845895e-09
2019,3.418323757387043e-08,2.806086474294034e-09
