year,tes_DET ans_NOUN,tes_DET rangs_NOUN
1853,2.9262466672008713e-08,1.1346670270029335e-08
1854,2.3380490266067255e-08,1.2989160858012383e-08
1855,3.874064091746732e-08,2.0166361025530932e-08
1856,2.381507024917795e-08,6.212626857404757e-09
1857,4.7838790040444223e-08,8.78671624349181e-09
1858,2.055343872875426e-08,8.31924923394567e-09
1859,4.328347347204442e-08,6.110608019582742e-09
1860,1.8308735055816427e-08,9.612086321331148e-09
1861,2.9710572058139206e-08,6.13075279431996e-09
1862,3.840288445577933e-08,4.066187636597718e-09
1863,2.2475794225762513e-08,2.996772441310469e-09
1864,3.0206785961439664e-08,2.397363974004918e-09
1865,1.647395531101381e-08,2.8241067262513297e-09
1866,2.7733993990253225e-08,1.0217786894362035e-08
1867,2.717574432153924e-08,8.249779526181555e-09
1868,1.0867722721741302e-08,1.975949626142892e-09
1869,2.5882651355502162e-08,1.12320943657096e-08
1870,2.408300403544672e-08,6.880858549607183e-09
1871,2.124235387590545e-08,7.328612383616928e-08
1872,2.297988976884824e-08,1.6327815544059376e-08
1873,1.3169209722718733e-08,1.0774807712721213e-08
1874,2.2106053876314036e-08,8.364453130127458e-09
1875,1.4875970677508121e-08,5.149374260327022e-09
1876,1.0882827083946722e-08,1.3905833817773328e-08
1877,2.1028373708986692e-08,1.8554447978047506e-09
1878,9.662541766708443e-09,1.0266450745088918e-08
1879,1.5884245807562536e-08,3.054662633950045e-09
1880,2.1820676820993867e-08,3.8507077526617195e-09
1881,4.183504653809678e-09,4.183504487276224e-09
1882,1.9966154729544883e-08,2.6621540527571597e-09
1883,1.7062214974217227e-08,6.319338941018771e-10
1884,2.9047466654219534e-08,3.9610181801208455e-09
1885,1.5469526104539e-08,1.2891271383708158e-09
1886,2.1941776617850905e-08,4.517424767591649e-09
1887,2.546280519766242e-08,4.570247291724172e-09
1888,1.7119660356001987e-08,6.340614699951175e-10
1889,1.3156787381785051e-08,3.759081934617825e-09
1890,3.015017774332662e-08,2.621754646714436e-09
1891,2.4222036598686714e-08,8.92390783491237e-09
1892,2.3820346362057876e-08,1.8805537127519756e-09
1893,1.1085149798084615e-08,0.0
1894,2.3315696040526745e-08,3.150769645188234e-09
1895,1.745398137131815e-08,6.018614495673091e-10
1896,1.1204355165883584e-08,4.7176231254830725e-09
1897,1.9228155068162778e-08,4.078699600285063e-09
1898,1.4711722506888236e-08,5.6583548957434e-10
1899,8.291367592505594e-09,7.185851913504848e-09
1900,7.267474400052265e-09,3.114631885736685e-09
1901,2.794369402536745e-09,4.470991188387785e-09
1902,7.856454153909453e-09,1.9641135384773634e-09
1903,9.720396931811592e-09,3.2401321625741275e-09
1904,1.5048950530172078e-08,1.6123875568041512e-09
1905,2.528772019561032e-08,3.6125313851442797e-09
1906,1.6461390472954918e-08,2.572092316910357e-09
1907,2.0571373937627868e-08,2.0571372938427146e-09
1908,1.1787333775714615e-08,4.911389073214423e-09
1909,1.1552065415365576e-08,3.85068837926994e-09
1910,7.481811059584231e-09,1.068830135508847e-09
1911,1.1172786140711821e-08,5.852411666396051e-09
1912,7.814131564032323e-09,1.146072631241779e-08
1913,1.6969567750990677e-08,4.772690687104841e-09
1914,1.875088229130739e-08,5.357394972094198e-09
1915,1.2958838335741518e-08,4.712304657594757e-09
1916,8.789969863087777e-09,1.3184954461564757e-08
1917,9.8697816586224e-09,3.289927441585405e-09
1918,1.2635013924011673e-08,3.44591288836682e-09
1919,2.4861190661695787e-08,8.287063479883727e-09
1920,9.086677632552664e-09,1.3630017114962811e-08
1921,2.4232791773215467e-08,3.786373714564917e-09
1922,2.0658220023506146e-08,1.4755870969551665e-09
1923,5.095655097875351e-08,1.0615948564662858e-08
1924,3.0939897754933554e-08,9.024136882196387e-09
1925,3.409435223034052e-08,1.3197813286680571e-08
1926,2.7865347029809584e-08,3.343841648018042e-09
1927,1.0034302388994831e-08,4.4596899506643695e-09
1928,1.5996457491951332e-08,6.8556245125250825e-09
1929,1.4482528065684619e-08,1.1140406375176326e-09
1930,1.575540553577781e-08,2.100720708497761e-09
1931,1.710803587684495e-08,4.5621426636444085e-09
1932,1.6439305028370654e-08,2.1919073223131136e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,1.196828414151696e-08,1.795242710045386e-08
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,2.7700460591972842e-08,3.777335333410292e-09
1938,5.963998717106733e-08,2.5930428915188486e-09
1939,1.6823456405745674e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,0.0
1941,8.854507793643052e-09,5.9030051957620344e-09
1942,2.1239482173029955e-08,6.068423541449874e-09
1943,1.7419411024732767e-08,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,3.6194869323935563e-08,4.1763312808029696e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,2.2579119018928395e-08,4.908504269707237e-09
1950,4.892266147749069e-08,5.317680518146517e-09
1951,1.2793682557799002e-08,5.330700769690111e-09
1952,1.3708244983590134e-08,3.1634410646574906e-09
1953,1.4005975934594517e-08,4.3095309543161875e-09
1954,8.795282502305213e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,3.754243138587299e-09
1956,1.3953826760726429e-08,6.104799332717903e-09
1957,8.835037590415595e-09,7.068030161150318e-09
1958,1.3235589513271862e-08,1.6544486891589827e-09
1959,1.9376869886400527e-08,9.300897829689347e-09
1960,1.5225833038812198e-08,4.152500121534786e-09
1961,1.598076693198891e-08,4.863711433600315e-09
1962,9.512934440181198e-09,3.805173953708163e-09
1963,1.0992290189193454e-08,1.9398159745165344e-09
1964,9.125952216137989e-09,6.692365273064382e-09
1965,2.3529786119524942e-08,3.2832261354087677e-09
1966,2.381802199913352e-08,2.769537488234164e-09
1967,2.8102913107730387e-08,3.944268356370628e-09
1968,3.0092486724697665e-08,4.491415683816058e-09
1969,1.090021850558287e-08,7.266812457329408e-09
1970,1.195668489217816e-08,2.7592350626548523e-09
1971,2.2095109963871096e-08,5.138397374260251e-09
1972,1.539044047760285e-08,1.5390440033513642e-09
1973,1.5988290802404492e-08,3.3079223804577396e-09
1974,6.750686232237513e-09,2.250228725575454e-09
1975,1.1994108817248161e-08,2.8557400888473694e-09
1976,1.8854638683674096e-08,8.570290255249802e-09
1977,1.1753563289307323e-08,8.22749424145286e-09
1978,1.3069301196821925e-08,4.158414057542359e-09
1979,5.851973239323627e-09,2.925986564150662e-09
1980,6.253665585376211e-09,2.2740602734216964e-09
1981,8.855769562110538e-09,2.5302198114474095e-09
1982,8.690503427999374e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,6.315316269933646e-09
1984,9.278413259927731e-09,1.0438214959052061e-08
1985,1.0828004270990732e-08,2.4062232206745193e-09
1986,1.3187867686781374e-08,1.1988970927134801e-09
1987,7.332980445085013e-09,2.4443267410134695e-09
1988,1.9788627514394364e-08,2.398621523624911e-09
1989,8.232183490441969e-09,3.2928733073589456e-09
1990,1.6345952147389653e-08,1.6345953479657283e-09
1991,9.37834432335194e-09,4.10302547493302e-09
1992,1.2121877335236064e-08,4.407955445095979e-09
1993,6.64704896680135e-09,4.985286850001103e-09
1994,8.43988251508776e-09,1.0549853213248639e-09
1995,5.964695848348356e-09,4.337960657352369e-09
1996,9.074756945892659e-09,1.6014276571496566e-09
1997,1.054876808126437e-08,1.917957792585412e-09
1998,1.382757464085671e-08,4.291316413329582e-09
1999,1.1882523409667556e-08,2.2851005809787495e-09
2000,9.277866475088103e-09,5.743440834038438e-09
2001,1.1829271423513532e-08,5.695575122643959e-09
2002,1.1391176002462089e-08,7.448076377869484e-09
2003,5.0003075569016175e-09,1.6667691671301554e-09
2004,1.5416770082765652e-08,5.726228824443069e-09
2005,1.170974872621855e-08,4.503749373441224e-09
2006,1.1118302722934459e-08,3.294311934354255e-09
2007,1.1583990655594789e-08,2.7961355453243186e-09
2008,1.404955063399882e-08,4.6831836186811415e-09
2009,9.53638501499654e-09,1.0966842545201416e-08
2010,7.558068837454357e-09,4.723792912386671e-09
2011,5.7359579308524644e-09,2.2943831279320648e-09
2012,8.851057275993668e-09,5.446804340891731e-09
2013,6.4149877077035455e-09,6.693900100884775e-09
2014,8.012147389990787e-09,5.4136130300808105e-09
2015,7.093041445860315e-09,6.206410940734486e-09
2016,9.11389658186934e-09,1.2428039930512114e-08
2017,2.7671724911471074e-09,5.0312225496895735e-09
2018,8.26069346260283e-09,9.035133530232997e-09
2019,9.693753078021672e-09,8.928457084778074e-09
