year,deux_DET aigles_NOUN,deux_DET règles_NOUN
1800,2.829748080301897e-08,1.477757365364596e-07
1801,7.857902284413854e-08,2.3811825577979562e-07
1802,9.175144555229053e-08,3.9162202369880106e-07
1803,3.5106107132421016e-08,1.7358018911117767e-07
1804,4.943701981119375e-08,2.1752288859033797e-07
1805,1.2224373935332267e-07,2.7007339253870555e-07
1806,8.645007376628655e-08,3.083385911040182e-07
1807,5.4092147649953404e-08,4.327371883050546e-07
1808,1.33698361270973e-07,3.3991110370834576e-07
1809,9.713831161661801e-08,3.18523310838259e-07
1810,1.4742799026024045e-07,4.3760369816681077e-07
1811,2.2563690471599784e-07,3.133846071534663e-07
1812,1.6269970259941147e-07,3.4673707105525864e-07
1813,1.0640243885973177e-07,3.6521919821730364e-07
1814,2.2656075771010364e-07,4.4682814248631075e-07
1815,1.6992509066504624e-07,3.5603352266377897e-07
1816,1.5991466817411037e-07,3.684990286245693e-07
1817,1.0586739307427706e-07,3.300571487230286e-07
1818,1.7524130879742472e-07,2.801476632896538e-07
1819,4.657972552113421e-08,2.763730364563344e-07
1820,1.40024477346401e-07,2.159699583614838e-07
1821,1.0749022427702926e-07,4.8124062779209e-07
1822,9.42407893944619e-08,2.596634516294216e-07
1823,9.685033086626049e-08,3.122929079779624e-07
1824,8.673746432208418e-08,2.080014844807465e-07
1825,7.220463360546603e-08,3.0202669343282196e-07
1826,1.285965653963217e-07,2.5190834707089493e-07
1827,7.742509700037203e-08,3.179959247034958e-07
1828,4.677873732816806e-08,3.3478900185457405e-07
1829,6.258418672189237e-08,3.8150632164501985e-07
1830,5.740259778619361e-08,3.548524265539754e-07
1831,8.263339168479433e-08,3.040285152522415e-07
1832,5.411987658021644e-08,3.4907320589638857e-07
1833,6.486831805041504e-08,2.8264054563464924e-07
1834,9.614566587323736e-08,2.249621937622237e-07
1835,9.907645193152348e-08,2.805905552349941e-07
1836,6.653542605761231e-08,2.5606057363347645e-07
1837,1.0575994480177542e-07,2.7414090908450817e-07
1838,1.3949877164520785e-07,2.2471297000947743e-07
1839,5.733009533770428e-08,2.5309140383455997e-07
1840,8.662776718182386e-08,3.4332621723365264e-07
1841,1.2905302426702292e-07,2.4847522617221784e-07
1842,5.769108080144747e-08,2.0258960908847712e-07
1843,8.978504695278389e-08,2.793968967296223e-07
1844,5.982531803283564e-08,2.585112302000425e-07
1845,1.0323421612001837e-07,3.163989177323856e-07
1846,1.0421012497374704e-07,3.1321582127930014e-07
1847,6.310071576365317e-08,2.0494250030367311e-07
1848,1.1343762373883237e-07,2.2767977547744067e-07
1849,1.7429182741501847e-07,2.270821397587497e-07
1850,1.1201843541641665e-07,2.980369284699691e-07
1851,9.738652484436727e-08,3.1086295670945674e-07
1852,1.1653876264006158e-07,2.4740072745998987e-07
1853,1.492982903972262e-07,2.627649955400102e-07
1854,8.00132307077206e-08,2.3796142478715865e-07
1855,9.65862554380692e-08,2.3562800421927932e-07
1856,9.267169048809976e-08,2.7076700703787537e-07
1857,1.2252588099670447e-07,2.733645043662136e-07
1858,1.0668213934472703e-07,2.446838029968035e-07
1859,1.283227690773714e-07,2.780326582296766e-07
1860,9.657857980016615e-08,2.1650080483937018e-07
1861,9.10181019442291e-08,2.5937800174347103e-07
1862,1.1701584504142382e-07,1.974359964407313e-07
1863,8.540801721412805e-08,2.5572458284273125e-07
1864,8.630510262008784e-08,2.550795237254988e-07
1865,1.1814179246005807e-07,2.3204743371252334e-07
1866,1.1190909826597206e-07,2.3841502994059738e-07
1867,1.6208390540839446e-07,2.3681720584534105e-07
1868,6.520633677453702e-08,2.1142660600048657e-07
1869,8.301982523661877e-08,2.3001374849229705e-07
1870,1.1181395453974119e-07,2.018385121260735e-07
1871,7.009976843441734e-08,2.368522480367119e-07
1872,9.615269447316166e-08,2.2435628466155322e-07
1873,9.038866410904234e-08,2.657786115634053e-07
1874,1.326363207598824e-07,2.401792897899213e-07
1875,9.497735237173899e-08,1.6191922291852734e-07
1876,5.501873534541346e-08,2.4970041323513215e-07
1877,7.483627051385611e-08,2.0904677988653475e-07
1878,7.005342617105725e-08,2.0351728302614447e-07
1879,1.3501608786548047e-07,1.9855307265004285e-07
1880,9.562590719269792e-08,2.124307112438828e-07
1881,9.273435003231967e-08,2.00808218053794e-07
1882,7.786800870768218e-08,1.7769877658224686e-07
1883,1.1690777085293647e-07,1.9021209851644016e-07
1884,8.450172384044663e-08,2.488839694336775e-07
1885,1.0570842245982703e-07,2.339765785563941e-07
1886,8.002295515119329e-08,2.3167935658818806e-07
1887,7.965287962541368e-08,2.2785946818260072e-07
1888,5.643147105161006e-08,2.238236955776074e-07
1889,5.951879877841293e-08,2.0737602390852317e-07
1890,8.192983208532567e-08,2.3268071469573215e-07
1891,9.115134869119856e-08,2.970386443479356e-07
1892,9.46545379854058e-08,2.2754699635640918e-07
1893,1.1023565482659592e-07,2.130812095657575e-07
1894,1.1531816812571094e-07,1.732923315955759e-07
1895,7.463082241088159e-08,2.3472597021623187e-07
1896,7.312315730700902e-08,1.6393740587261618e-07
1897,1.0429817232093797e-07,1.602346282325584e-07
1898,4.9227689036257516e-08,1.7880400982051015e-07
1899,8.89940103832032e-08,1.8462112372219508e-07
1900,1.2198974985722089e-07,1.8064864448774642e-07
1901,7.265360668640142e-08,2.2634392671250225e-07
1902,8.249276728378163e-08,2.592629879671904e-07
1903,9.450385718423604e-08,1.7982733524490868e-07
1904,8.276922613958959e-08,1.6876323805092852e-07
1905,7.895961157133868e-08,1.3727619752046394e-07
1906,9.722509081155906e-08,1.6461389940047866e-07
1907,8.948547147724639e-08,1.7845666100413382e-07
1908,5.6972114137465724e-08,2.0726061489284575e-07
1909,8.911593263327688e-08,1.3807468679516433e-07
1910,8.924731609294412e-08,1.7689138509524582e-07
1911,5.799207714041188e-08,1.963217997058564e-07
1912,8.491356362494429e-08,1.552407482563467e-07
1913,6.999946355890074e-08,1.6174118222522793e-07
1914,7.165515636398112e-08,1.687579356257629e-07
1915,7.304072346947521e-08,1.7671143393016564e-07
1916,6.922101070117037e-08,2.219467347686077e-07
1917,6.689518894376079e-08,1.8313929039948107e-07
1918,5.398596769623509e-08,1.4817425508795168e-07
1919,2.4861190661695787e-08,2.403248409166281e-07
1920,4.164727540612034e-08,1.688607689231958e-07
1921,4.013556154092157e-08,2.5747341325654816e-07
1922,5.5334516080307594e-08,1.9108852455929082e-07
1923,5.520292978289376e-08,1.8790228217824279e-07
1924,7.348226016556936e-08,2.152901270591201e-07
1925,6.158979637405082e-08,1.9136830076149636e-07
1926,1.203782981074042e-07,1.6384823453563513e-07
1927,6.132073604447896e-08,1.7838759358568268e-07
1928,4.22763521967795e-08,1.4168290629612557e-07
1929,3.676333948376964e-08,1.8381670408018635e-07
1930,7.87770298993351e-08,1.8591378925236768e-07
1931,4.6761963190533606e-08,1.8134516643897314e-07
1932,6.02774501423653e-08,1.8302425619509677e-07
1933,6.19415747582508e-08,1.8582472272044015e-07
1934,6.949316322391041e-08,2.2525370191317506e-07
1935,5.385727686046948e-08,2.010671806829123e-07
1936,6.183604561726952e-08,2.3279452321389726e-07
1937,5.7919142593121364e-08,1.8383032429625246e-07
1938,5.8343466058374815e-08,1.737338664042909e-07
1939,7.188203987595898e-08,2.4776362028688936e-07
1940,4.817987386829259e-08,1.5468275993413272e-07
1941,6.493305493293633e-08,1.8594466766330697e-07
1942,5.158159943619012e-08,2.5183958030083886e-07
1943,9.580676163523094e-08,1.9161352682317556e-07
1944,5.46241629706401e-08,1.4138019288623127e-07
1945,5.664110558356583e-08,1.3288874711747667e-07
1946,3.480275978517966e-08,1.976796806246739e-07
1947,2.98021776146129e-08,1.645080196510662e-07
1948,4.457474145347362e-08,1.9243241844435488e-07
1949,6.282885478547939e-08,1.943767689027709e-07
1950,7.551106362413407e-08,1.850552919790971e-07
1951,5.2240869630182374e-08,1.801776949861278e-07
1952,2.5307528517259925e-08,2.520208060019513e-07
1953,3.878577770066727e-08,2.0362533348361467e-07
1954,3.9090144898779045e-08,2.1010953155098377e-07
1955,1.1168873470523977e-07,1.905278388392162e-07
1956,3.401245241008155e-08,1.4913151424877924e-07
1957,3.975767060016011e-08,1.7846776678709375e-07
1958,3.970676881737134e-08,2.0515163257073254e-07
1959,3.875373788542191e-08,1.7594198276071893e-07
1960,5.2598333022402244e-08,2.131616732015118e-07
1961,3.196153347539976e-08,1.6050247531040895e-07
1962,6.405376212770264e-08,2.0357680696747593e-07
1963,5.560805727000684e-08,2.0303406778054978e-07
1964,4.9280142078167444e-08,2.1050530385480215e-07
1965,5.143720699374299e-08,1.9371032955461942e-07
1966,4.9851673233902716e-08,1.9940669560014612e-07
1967,8.23366053115393e-08,2.2285116152431783e-07
1968,5.0752998581593545e-08,1.7651263739537626e-07
1969,5.949702819307845e-08,1.8439536297876202e-07
1970,4.0008906410093914e-08,2.1981904829715404e-07
1971,5.75500519461869e-08,1.911483824557081e-07
1972,4.4119263131747744e-08,2.0828395719263426e-07
1973,5.954259951757024e-08,2.2604135629933353e-07
1974,5.456804519354819e-08,2.070210314286669e-07
1975,4.169380707352843e-08,2.2103428065634034e-07
1976,6.741961589007417e-08,2.0968643887897542e-07
1977,5.0540322260594905e-08,2.015736200178253e-07
1978,3.326731090602664e-08,2.1564346397440204e-07
1979,2.984506453085345e-08,2.6216841142456815e-07
1980,3.524793545928162e-08,2.291115794861298e-07
1981,3.7953296838644235e-08,2.1633379887475712e-07
1982,3.910726253941732e-08,2.209870793024038e-07
1983,4.2312618742101904e-08,2.5008651149960315e-07
1984,4.407246489979144e-08,2.2094222629220894e-07
1985,7.038202776143976e-08,2.8152810749304535e-07
1986,3.476801646584704e-08,2.331854833670377e-07
1987,5.621951421064253e-08,3.030965061157076e-07
1988,3.478001131540509e-08,3.022263079799359e-07
1989,2.908704832549347e-08,2.2830588264355356e-07
1990,2.4518929331307504e-08,2.642595688939764e-07
1991,2.4618153127153874e-08,3.0127932504342425e-07
1992,3.912060364541503e-08,2.606203608479518e-07
1993,3.378916579865887e-08,2.487104175941113e-07
1994,3.16495589736121e-08,2.73241195003493e-07
1995,2.6570009303839015e-08,1.8490557351924508e-07
1996,4.1103311643198026e-08,2.3113939562335872e-07
1997,4.69899662514095e-08,2.4597808057080783e-07
1998,4.005228504411207e-08,2.255325135536168e-07
1999,4.3873931376836595e-08,2.3125217651909225e-07
2000,3.269343384904033e-08,2.023458431921199e-07
2001,5.6517632518460204e-08,2.3045173946911746e-07
2002,3.8116628242601536e-08,2.6550201681629915e-07
2003,5.125315249987494e-08,2.241804484270915e-07
2004,4.052408125732043e-08,1.982156003776936e-07
2005,3.738112186457698e-08,2.0492060315291383e-07
2006,5.435614802706823e-08,2.1165954500190765e-07
2007,2.4765773570800675e-08,1.8454495709363528e-07
2008,3.66139802920884e-08,2.0478284668001834e-07
2009,3.2900527857648854e-08,2.0360182162448837e-07
2010,4.6293171962474844e-08,1.9981644072686322e-07
2011,4.2446087755720896e-08,2.3364469470266158e-07
2012,3.710635410048013e-08,2.1412749262594843e-07
2013,3.235385070965435e-08,2.446062623562284e-07
2014,3.551329946782644e-08,2.1437906738697166e-07
2015,3.7460125668076216e-08,2.2808560729004057e-07
2016,5.716898399121817e-08,2.2246192088459793e-07
2017,3.5218559624183854e-08,2.525673821196506e-07
2018,3.949644233891547e-08,2.0419401280946659e-07
2019,3.8775012589642444e-08,2.025484278078693e-07
