year,voulions_VERB apporter_VERB,voulions_VERB rapporter_VERB
1800,0.0,2.829747991484055e-08
1801,2.3811825844433088e-09,2.6193008650921e-08
1802,0.0,7.608656460433849e-08
1803,0.0,4.8758479920252285e-08
1804,0.0,1.2359254952798437e-08
1805,0.0,5.685755422035754e-09
1806,0.0,1.0374009207225754e-07
1807,5.693910232196231e-09,1.1387820464392462e-08
1808,0.0,4.758755522971114e-08
1809,0.0,2.0331274441787173e-08
1810,0.0,5.148278958699848e-08
1811,0.0,1.7549536934780008e-08
1812,0.0,8.001624962616916e-08
1813,0.0,3.4508900625951355e-08
1814,0.0,2.5173417128598885e-08
1815,2.697223555614414e-09,7.012781111370714e-08
1816,0.0,5.5622493277951435e-08
1817,0.0,1.401186100480345e-08
1818,0.0,6.318224166079744e-08
1819,0.0,9.108924103884419e-08
1820,5.933240565525466e-09,2.966620371580575e-08
1821,0.0,1.4792232327920374e-08
1822,0.0,1.7043547018147365e-08
1823,9.882686891060644e-10,1.4824030003524058e-08
1824,0.0,3.03160057057994e-08
1825,8.805443041381977e-10,1.4969252504215547e-08
1826,0.0,3.2589543508265706e-08
1827,6.452091305675367e-09,1.6591091167583727e-08
1828,0.0,2.5682442839070063e-08
1829,0.0,3.5150023336427694e-08
1830,0.0,2.817945699007396e-08
1831,0.0,1.870944643656003e-08
1832,0.0,4.329590197471589e-08
1833,0.0,1.1583628278799551e-08
1834,0.0,2.8937046536725575e-08
1835,0.0,1.663879345414898e-08
1836,0.0,2.688300071440608e-08
1837,6.957890930081589e-10,3.2006298056330706e-08
1838,0.0,1.3886756633496589e-08
1839,6.9914751765765e-10,2.6567605004856887e-08
1840,1.2739377330817092e-09,2.93005673057678e-08
1841,0.0,7.31942506604355e-08
1842,0.0,2.0124794275488966e-08
1843,2.3627644285539873e-09,4.6073907356003474e-08
1844,6.586273748609983e-09,3.4577936958157807e-08
1845,5.580227835366713e-09,1.3950569588416784e-08
1846,0.0,3.102885770545072e-08
1847,1.0786447290911383e-09,1.88762818709165e-08
1848,2.413566457803995e-09,2.494018680465615e-08
1849,5.865590679832167e-09,1.256912263158938e-08
1850,1.3577992064028876e-09,3.190828223864628e-08
1851,1.2898877521649865e-09,1.9348316726564008e-08
1852,0.0,3.711010876372711e-08
1853,0.0,2.6873692604567623e-08
1854,2.5978321716024766e-09,3.844791862661623e-08
1855,5.306937111981824e-10,3.078023524949458e-08
1856,0.0,3.9346637947801355e-08
1857,9.763018171682347e-10,2.2943092758964667e-08
1858,4.893676019968041e-10,2.6915218498402282e-08
1859,1.018434669930457e-09,2.036869339860914e-08
1860,0.0,1.4189270203246451e-08
1861,0.0,2.971057178058345e-08
1862,5.421583626485926e-09,2.3493528900075944e-08
1863,0.0,3.146611149418277e-08
1864,0.0,1.821996598039277e-08
1865,1.1767110841276462e-08,1.835669216632141e-08
1866,9.244664589402873e-09,1.9949013108089275e-08
1867,0.0,1.067618526917613e-08
1868,2.4699371437009177e-09,2.0747471296544973e-08
1869,4.883519144627257e-10,1.1720445947105418e-08
1870,2.2936195165357276e-09,9.17447806614291e-09
1871,2.1242354542039266e-09,7.434824311758348e-09
1872,1.9956219787786722e-08,8.4662747923403e-09
1873,2.9930022904522957e-09,1.1373408881354408e-08
1874,1.3741600746186577e-08,1.5533982988813477e-08
1875,3.432916173551348e-09,1.94531928343622e-08
1876,7.859819461941697e-09,6.04601479992084e-09
1877,0.0,1.608052180301911e-08
1878,0.0,1.5701630218245555e-08
1879,6.10932526790009e-10,2.3826368433788048e-08
1880,6.417846254436199e-10,6.417846254436199e-09
1881,1.3945015142624584e-09,5.5780060570498335e-09
1882,6.655385131892899e-10,2.0631693686823382e-08
1883,1.2638677882037541e-09,3.159669414998234e-09
1884,0.0,4.621187876807653e-09
1885,1.933690763067375e-09,1.0957580620640783e-08
1886,1.2906927748801422e-09,1.7424351739236954e-08
1887,6.528924623161458e-10,1.1099172247952538e-08
1888,1.9021844099853524e-09,6.340614699951175e-09
1889,2.5060546970934183e-09,7.51816386923565e-09
1890,1.9663159989136147e-09,8.520702365899524e-09
1891,9.561330394092238e-09,9.561330394092238e-09
1892,0.0,6.268512375839919e-09
1893,6.158416554491453e-10,1.3548516086814288e-08
1894,5.041231432301174e-09,1.1342770278588432e-08
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,5.307326134129653e-09,1.7101383420481397e-08
1897,2.330685422435863e-09,3.4960281336537946e-09
1898,1.6975064687230201e-09,1.0185038590293516e-08
1899,2.7637891975018647e-09,7.738609753005221e-09
1900,2.07642125715779e-09,3.114631885736685e-09
1901,3.353243460679778e-09,5.58873880507349e-09
1902,3.928227076954727e-09,9.820567692386817e-10
1903,2.7001101354784396e-09,1.6200660812870638e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,1.5482277682110634e-09,3.096455536422127e-09
1906,4.115347618238729e-09,4.115347618238729e-09
1907,1.5428529565042481e-09,5.142843484406967e-09
1908,1.4734167219643268e-09,4.4202499438483756e-09
1909,2.2003934230241384e-09,5.5009836685826485e-09
1910,2.137660271017694e-09,2.67207544979442e-09
1911,2.128149656499545e-09,3.1922244847493175e-09
1912,1.0418842455450772e-09,5.209421227725386e-10
1913,1.060597942803554e-09,9.015082902408267e-09
1914,0.0,4.018046340092951e-09
1915,3.534228465440492e-09,1.5314990164938536e-08
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,4.386569774084137e-09,3.289927441585405e-09
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,1.8415696745321952e-09,0.0
1920,0.0,1.514446346106979e-09
1921,0.0,7.572747429129834e-10
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,5.307974060286824e-09,0.0
1924,6.445812328337297e-09,5.156649773851996e-09
1925,3.299453377181294e-09,1.0998178368026856e-08
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,0.0,4.4596899506643695e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,0.0,0.0
1930,0.0,5.2518016602221e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,5.735331320977366e-09
1934,0.0,0.0
1935,3.590485242455088e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,2.5182236296217297e-09
1938,2.5930428915188486e-09,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,0.0,6.960552134671616e-09
1947,3.5762612871081956e-09,0.0
1948,5.435944139264848e-09,2.174377566888097e-09
1949,5.890204768377316e-09,6.8719057111366055e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,1.744228317335228e-09
1957,3.534015080575159e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,0.0
1959,2.325224457422337e-09,5.425523585955716e-09
1960,6.920833350854139e-10,6.920833350854139e-10
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,6.341956404476434e-10,0.0
1963,0.0,6.466053248388448e-10
1964,1.8251904432275978e-09,6.6923653285755336e-09
1965,3.830430195250756e-09,3.830430195250756e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,2.9582012395223956e-09,1.9721342781053863e-08
1968,3.5931326802796093e-09,4.940557296606585e-09
1969,3.6334062425424918e-09,3.6334062425424918e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,7.193756701440179e-09,1.541519245584766e-09
1972,8.721249500354133e-09,3.5911027485013847e-09
1973,5.513203782392395e-10,4.9618833486420044e-09
1974,1.1251143350321513e-09,2.2502286700643026e-09
1975,3.998036124386317e-09,5.140332159925265e-09
1976,4.570821499072508e-09,9.141642998145016e-09
1977,4.11374712072643e-09,4.11374712072643e-09
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,3.97960553399912e-09,1.1370301367108482e-09
1981,3.1627747087981106e-09,1.8976649140967083e-09
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,2.5261264191556165e-09,6.946847541655643e-09
1984,3.479405208395292e-09,0.0
1985,3.0077789148208467e-09,0.0
1986,2.997242676272549e-09,1.7983456945813714e-09
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,2.1952488715726304e-09
1990,7.083246433836621e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,3.30596661157756e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,4.880205572987961e-09,5.422450821690461e-10
1996,4.270473752399084e-09,1.067618438099771e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,2.86087753487152e-09,4.768129224785866e-10
1999,4.113180906983871e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,3.5049694258049158e-09,8.762423564512289e-10
2002,3.066854992184176e-09,4.38122149670761e-10
2003,3.7502307925763034e-09,8.333845835650777e-10
2004,3.0833537945085254e-09,1.7619165015858584e-09
2005,4.053374524914943e-09,0.0
2006,2.8825228870488218e-09,1.2353669198716943e-09
2007,3.595031605740928e-09,1.5977917877663117e-09
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,1.430457752249481e-09,2.860915504498962e-09
2010,1.4171379625338432e-09,4.723793023408973e-10
2011,4.206369030868018e-09,0.0
2012,1.3617010852229328e-09,1.0212758416727752e-09
2013,1.6734750252211938e-09,1.6734750252211938e-09
2014,3.2481677347817595e-09,1.7323561474213989e-09
2015,2.881548111233201e-09,4.433150790905671e-10
2016,2.278474076078396e-09,1.86420612280358e-09
2017,1.509366853724714e-09,5.031222660711876e-10
2018,2.323319980845895e-09,1.8070267504555204e-09
2019,3.3162841361900064e-09,1.7856913725466939e-09
