year,dix_DET aigles_NOUN,dix_DET règles_NOUN
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,0.0,5.6255716751607565e-09
1975,0.0,4.569184142155791e-09
1976,0.0,5.7135269293517865e-09
1977,0.0,7.052138206731229e-09
1978,0.0,3.5643548113029055e-09
1979,0.0,4.0963813452421505e-09
1980,5.685150683554241e-10,6.253665696398514e-09
1981,6.325549528618524e-10,9.488324126394332e-09
1982,2.483000915987077e-09,4.345251491955082e-09
1983,0.0,4.420721344544631e-09
1984,0.0,2.319603453759811e-09
1985,0.0,9.023337077529447e-09
1986,0.0,8.991728306373403e-09
1987,0.0,4.888653482026939e-09
1988,0.0,8.395175110642583e-09
1989,0.0,7.134558610566444e-09
1990,0.0,8.172976739828641e-09
1991,0.0,1.1136784217047335e-08
1992,0.0,1.2121877279724913e-08
1993,5.539207426075166e-10,4.985286683467649e-09
1994,0.0,6.8574046441227665e-09
1995,0.0,4.880205795032566e-09
1996,0.0,1.1743803263186692e-08
1997,0.0,6.712852163026639e-09
1998,0.0,1.2397135762398648e-08
1999,0.0,1.599570398358452e-08
2000,0.0,3.843687323978884e-08
2001,0.0,7.448060168613324e-09
2002,0.0,1.0514931481075962e-08
2003,0.0,8.750538071922165e-09
2004,0.0,1.4095332012686868e-08
2005,0.0,1.3511249230546696e-08
2006,0.0,1.0294725072412803e-08
2007,0.0,9.18730291843417e-09
2008,4.257439678578834e-10,2.5970382289131066e-08
2009,0.0,1.5258216023994464e-08
2010,0.0,1.6533275859487162e-08
2011,1.1471915639660324e-09,2.4091023398398193e-08
2012,6.808505426114664e-10,1.974466634635519e-08
2013,2.789125042035323e-10,1.9244962956577183e-08
2014,0.0,9.094869746206768e-09
2015,6.649726325136385e-10,1.0196246957860922e-08
2016,2.0713400439298368e-10,1.2635174018171824e-08
2017,2.515611330355938e-10,1.3081178806828575e-08
2018,2.5814667070633845e-10,1.3939920218142277e-08
2019,0.0,1.1479444950168727e-08
