year,pourrions_VERB avoir_VERB,pourrions_VERB ravoir_VERB
1888,1.661241100237021e-07,0.0
1889,1.5161630528837122e-07,1.2530273485467092e-09
1890,2.071186173679962e-07,0.0
1891,1.6636714406104147e-07,0.0
1892,1.7238409100173158e-07,0.0
1893,1.4903368139584927e-07,4.310891643655168e-09
1894,1.663606354895819e-07,0.0
1895,1.5407653108923114e-07,0.0
1896,1.6216829124005017e-07,0.0
1897,1.643133202833269e-07,0.0
1898,1.7880401514958066e-07,0.0
1899,1.591942577761074e-07,0.0
1900,1.6247996370566398e-07,0.0
1901,1.1624577211932774e-07,0.0
1902,1.3159561262909847e-07,0.0
1903,1.2852524378104135e-07,0.0
1904,1.478021971479393e-07,0.0
1905,1.4966201433708193e-07,0.0
1906,1.033981078535362e-07,0.0
1907,1.5788529594829015e-07,5.142843484406967e-09
1908,1.1689105861023563e-07,0.0
1909,1.4522596814003919e-07,0.0
1910,1.191745582218573e-07,0.0
1911,1.1013174372465073e-07,0.0
1912,1.2137951443946804e-07,0.0
1913,1.1984757009031455e-07,0.0
1914,1.4665869230157114e-07,0.0
1915,2.120537203609274e-07,0.0
1916,1.6810817271561973e-07,0.0
1917,1.6120644374950643e-07,0.0
1918,1.6080926457107125e-07,0.0
1919,1.436424383882695e-07,0.0
1920,1.8779134336455172e-07,0.0
1921,1.2949398353612196e-07,0.0
1922,1.401807736556293e-07,0.0
1923,1.2951456085374957e-07,0.0
1924,1.6372362665606488e-07,0.0
1925,1.4847540796836256e-07,0.0
1926,1.1703445323973938e-07,0.0
1927,1.0703256236865855e-07,0.0
1928,1.1083260176292242e-07,0.0
1929,1.4371124734680052e-07,0.0
1930,1.4494972333523037e-07,0.0
1931,1.5967499678026797e-07,0.0
1932,1.4247397928102146e-07,0.0
1933,1.307655423943288e-07,0.0
1934,1.2341027399997984e-07,0.0
1935,1.1369869667987587e-07,0.0
1936,1.3579679603026307e-07,0.0
1937,1.44797851930889e-07,0.0
1938,1.2446605524019105e-07,0.0
1939,1.4988169994012424e-07,0.0
1940,1.0143131845552489e-07,0.0
1941,1.0920559390115159e-07,0.0
1942,1.517105943094066e-07,0.0
1943,1.451617634984359e-07,0.0
1944,1.4138018400444707e-07,0.0
1945,1.6556630555442098e-07,0.0
1946,1.4617160104535287e-07,0.0
1947,1.966943727893522e-07,0.0
1948,1.1959076573475613e-07,0.0
1949,1.3449300695356214e-07,9.817008317369869e-10
1950,1.5421274213167635e-07,0.0
1951,1.7804541130317375e-07,0.0
1952,1.0333907596304925e-07,0.0
1953,1.508335856215126e-07,0.0
1954,9.479359874831061e-08,0.0
1955,1.4735404363364069e-07,0.0
1956,1.1947963685088325e-07,0.0
1957,1.1750600492632657e-07,0.0
1958,1.0257581806172311e-07,0.0
1959,1.3951346033991285e-07,0.0
1960,1.245749956524378e-07,0.0
1961,1.625869288091053e-07,0.0
1962,1.4015724048022093e-07,0.0
1963,1.1897537888216903e-07,0.0
1964,1.399312736793945e-07,0.0
1965,1.2257376624802419e-07,1.0944086747954884e-09
1966,9.804162459658983e-08,0.0
1967,1.2572355956308456e-07,0.0
1968,1.8819032732153573e-07,0.0
1969,1.948414052321823e-07,0.0
1970,2.2809676636370568e-07,0.0
1971,1.6648408518449287e-07,0.0
1972,1.2004544203136902e-07,0.0
1973,1.2294444218241551e-07,0.0
1974,1.4513975088448205e-07,0.0
1975,1.125161617210324e-07,0.0
1976,1.2626894374534459e-07,0.0
1977,1.5984846868377645e-07,0.0
1978,1.4257419422847306e-07,0.0
1979,1.3518058494810248e-07,0.0
1980,1.432657938948978e-07,0.0
1981,1.2840865792895784e-07,0.0
1982,1.3159905165593955e-07,0.0
1983,1.3325316672307963e-07,0.0
1984,1.6701145000297402e-07,0.0
1985,1.3535004939058126e-07,0.0
1986,1.6664669999499893e-07,0.0
1987,1.0755037749277108e-07,0.0
1988,1.217300393818732e-07,0.0
1989,1.536674147928352e-07,0.0
1990,1.34581682686985e-07,0.0
1991,1.623625820457164e-07,0.0
1992,1.0468893663073686e-07,0.0
1993,1.240782410150132e-07,0.0
1994,1.846224364498994e-07,0.0
1995,1.1278697797934001e-07,0.0
1996,1.233099311548358e-07,0.0
1997,1.3569551526870782e-07,0.0
1998,1.0489884516573511e-07,0.0
1999,1.201962902541709e-07,0.0
2000,1.0073112122199745e-07,0.0
2001,1.353794374381323e-07,0.0
2002,1.4063721209822688e-07,0.0
2003,1.2959129946921166e-07,0.0
2004,1.3831044043399743e-07,0.0
2005,1.1034186542246971e-07,0.0
2006,1.181834434760276e-07,0.0
2007,1.390078807617101e-07,0.0
2008,1.562480349548423e-07,0.0
2009,1.397080353626734e-07,0.0
2010,1.7147368680525688e-07,0.0
2011,1.7513791306100757e-07,0.0
2012,1.8859560668715858e-07,0.0
2013,2.3261303283561574e-07,0.0
2014,2.1481216094798583e-07,0.0
2015,2.1788936521716096e-07,0.0
2016,2.406897010587272e-07,0.0
2017,2.241409760017632e-07,0.0
2018,2.3801122495115123e-07,0.0
2019,2.2321142978398711e-07,0.0
