year,peux_VERB apporter_VERB,peux_VERB rapporter_VERB
1980,2.21720881654619e-08,5.116635559687666e-09
1981,3.28928564385933e-08,5.060439622894819e-09
1982,2.483000827169235e-08,6.2075020679230875e-09
1983,2.2103606056589342e-08,5.052252838311233e-09
1984,1.5657322549600394e-08,4.639206796497319e-09
1985,2.1656008541981464e-08,6.617113967877231e-09
1986,3.11713250766843e-08,1.0790073723399018e-08
1987,3.177624918748734e-08,5.49973533381376e-09
1988,2.338656024392094e-08,7.195864348830128e-09
1989,2.798942233539492e-08,1.0427432250992297e-08
1990,2.7788120249283565e-08,8.717841559757744e-09
1991,2.3445860364290638e-08,4.10302547493302e-09
1992,2.7549720726938176e-08,6.060938417817852e-09
1993,1.938722604677423e-08,1.1078414852150331e-09
1994,2.5847139539791897e-08,5.274926717646622e-09
1995,2.6027763055935793e-08,8.675921314704738e-09
1996,2.5089033073300016e-08,4.270473752399084e-09
1997,3.5482219828963935e-08,6.233362714880286e-09
1998,2.7178336026167926e-08,2.86087753487152e-09
1999,2.8792268125243936e-08,7.312321859131998e-09
2000,2.6066386382694873e-08,4.418031274155965e-09
2001,3.242096724420662e-08,4.381211837767296e-09
2002,2.8039817578928705e-08,6.133709984368352e-09
2003,3.791899771954377e-08,5.416999737661854e-09
2004,3.611928889313276e-08,6.607186797680242e-09
2005,2.9724747108161864e-08,7.205999352777326e-09
2006,3.211954080484247e-08,4.941467679486777e-09
2007,4.833320232933147e-08,8.38840730210677e-09
2008,3.916844448781376e-08,6.3861596011349775e-09
2009,4.8635563132393145e-08,6.675469510497578e-09
2010,5.5268380094730674e-08,1.842279218067233e-08
2011,6.462512658345076e-08,8.030340836739924e-09
2012,6.43403765820949e-08,1.2595735121578855e-08
2013,6.861247925371572e-08,9.483025031897796e-09
2014,6.864460999622679e-08,9.527958866328845e-09
2015,6.627560367178376e-08,1.0861219479352258e-08
2016,6.690428477895694e-08,1.2635174684305639e-08
2017,7.924175804419065e-08,1.0565567976072998e-08
2018,9.887017426990496e-08,9.551427204712581e-09
2019,8.392749606400685e-08,1.0459049626376782e-08
