year,peux_VERB apporter_VERB,peux_VERB rapporter_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,2.881669125542885e-09,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,1.3486118000116676e-08,0.0
1816,0.0,0.0
1817,0.0,3.113746815941454e-09
1818,9.536941902865692e-09,8.344824387052086e-09
1819,1.035105001712111e-09,0.0
1820,5.933240565525466e-09,1.3053129244156025e-08
1821,0.0,0.0
1822,3.0076847679083585e-09,1.604098542884458e-08
1823,0.0,0.0
1824,0.0,5.894778887238772e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,0.0
1827,0.0,6.452091305675367e-09
1828,2.7516904310687096e-09,0.0
1829,0.0,0.0
1830,0.0,1.0436835840010872e-09
1831,0.0,1.5591206103948707e-09
1832,8.117981842303834e-09,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,1.3441500135158435e-09
1837,1.3915781860163179e-09,0.0
1838,1.8936485712828244e-09,6.312161904276081e-10
1839,6.9914751765765e-10,6.9914751765765e-10
1840,4.458782232319436e-09,3.1848443882154243e-09
1841,0.0,0.0
1842,8.720745015011744e-09,6.708265054555795e-10
1843,5.906911071384968e-10,1.1813822142769936e-09
1844,5.488561272137815e-10,0.0
1845,0.0,1.674068439427856e-09
1846,7.025401593807601e-09,0.0
1847,0.0,0.0
1848,8.04522137798358e-09,4.82713291560799e-09
1849,0.0,8.379414939696517e-10
1850,0.0,6.788996032014438e-10
1851,6.449438760824933e-10,3.2247193804124663e-09
1852,5.859490670445666e-09,1.9531636308300904e-09
1853,5.971931837933653e-10,5.971931837933653e-09
1854,5.195664454227256e-10,0.0
1855,0.0,2.1227748447927297e-09
1856,4.141751386299575e-09,0.0
1857,4.881509085841174e-10,1.9526036343364694e-09
1858,4.893676019968041e-10,4.893676019968041e-10
1859,1.018434669930457e-09,0.0
1860,0.0,0.0
1861,2.8295783494058924e-09,0.0
1862,9.035972525772706e-10,2.710791813242963e-09
1863,4.994620828036034e-10,4.994620828036034e-10
1864,1.4384183844029508e-09,5.753673537611803e-09
1865,9.41368871743009e-10,0.0
1866,4.865612912574591e-10,1.9462451650298362e-09
1867,1.455843445796745e-09,0.0
1868,3.457911734727759e-09,9.87974813071446e-10
1869,4.395167341186834e-09,0.0
1870,1.7202146374017957e-09,1.7202146374017957e-09
1871,3.18635318130589e-09,0.0
1872,0.0,0.0
1873,0.0,1.1972008939764578e-09
1874,3.5847653734322193e-09,4.182226565063729e-09
1875,2.8607636259891933e-09,0.0
1876,7.859819461941697e-09,2.418405919968336e-09
1877,0.0,1.8554447978047506e-09
1878,5.435179861734696e-09,0.0
1879,2.443730107160036e-09,4.887460214320072e-09
1880,6.417846254436199e-09,1.2835692508872398e-09
1881,0.0,0.0
1882,3.9932310791357395e-09,4.6587693702804245e-09
1883,1.2638677882037541e-09,6.951272890631799e-09
1884,0.0,0.0
1885,2.5782542767416317e-09,0.0
1886,1.936039106809062e-09,0.0
1887,1.3057849246322917e-09,3.264462256069578e-09
1888,1.268122939990235e-09,3.1703073499755874e-09
1889,2.5060546970934183e-09,4.385595886446936e-09
1890,3.2771931834929546e-09,0.0
1891,1.9122659011827636e-09,0.0
1892,5.641661360300532e-09,6.268512375839919e-09
1893,3.695050043717174e-09,1.847525021858587e-09
1894,8.192000855444803e-09,3.150769645188234e-09
1895,3.611168697403855e-09,4.814891596538473e-09
1896,1.179405795248556e-09,2.948514543632541e-09
1897,2.9133566670225264e-09,1.1653427112179315e-09
1898,6.224190496340043e-09,3.3950129374460403e-09
1899,1.6582735185011188e-09,1.1055156790007459e-08
1900,5.710158568206225e-09,4.15284251431558e-09
1901,2.794369402536745e-09,3.353243460679778e-09
1902,6.38336894454028e-09,4.910283735171106e-09
1903,0.0,1.6200660812870638e-09
1904,1.0749250378694342e-08,4.837162670412454e-09
1905,9.28936660926638e-09,1.2901897328276846e-08
1906,5.658602919567102e-09,1.5432553013283723e-09
1907,9.771402353919711e-09,5.65712765521198e-09
1908,1.3260750719723546e-08,2.9468334439286537e-09
1909,6.60118004702781e-09,3.850688656825696e-09
1910,1.1757131268552712e-08,7.481810726517324e-09
1911,4.788336838146279e-09,3.7242617878519013e-09
1912,4.167536982180309e-09,9.376957876838787e-09
1913,4.772690687104841e-09,6.363587878865928e-09
1914,4.68772043404897e-09,2.0090231700464756e-09
1915,0.0,1.1780761921542648e-09
1916,2.307367097387214e-08,0.0
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.9526840588923733e-08,0.0
1919,7.366278698128781e-09,0.0
1920,2.2716695191604686e-09,9.843901693784574e-09
1921,8.330022005509363e-09,5.300923255902035e-09
1922,1.3280283539529592e-08,3.6889677978990676e-09
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,9.02413699321869e-09,1.289162443462999e-09
1925,7.698724324711748e-09,8.798542339150117e-09
1926,3.343841648018042e-09,1.114613823460786e-08
1927,1.3379070296082318e-08,0.0
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,1.0026365515614089e-08,1.1140406375176326e-09
1930,1.05036033204442e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,4.5621426636444085e-09
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,1.605892663292252e-08,8.02946331646126e-09
1934,1.4377896206951846e-08,8.38710612072191e-09
1935,1.0771455727365264e-08,7.180970484910176e-09
1936,2.5461901032031165e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,1.888667711114067e-08
1938,1.0372171566075394e-08,1.0372171566075394e-08
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.0322646676618206e-08,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,4.1391576388605245e-08,4.357008087652048e-09
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.1920871401116528e-08,7.152522574216391e-09
1948,1.522064252412747e-08,4.348755133776194e-09
1949,2.1597418964347526e-08,4.908504269707237e-09
1950,3.19060831088791e-08,8.508289184305795e-09
1951,1.7058242818279723e-08,2.1322803522849654e-09
1952,1.4762725264461096e-08,8.435843135146115e-09
1953,1.8315507332999914e-08,6.464296653518886e-09
1954,1.5636057781875934e-08,9.772536557761669e-09
1955,1.8771215692936494e-08,5.631364707880948e-09
1956,1.2209598665435806e-08,5.232684952005684e-09
1957,1.501956425897788e-08,8.835037590415595e-09
1958,1.2408365002158916e-08,4.9633461784992505e-09
1959,1.4726420971555854e-08,1.0851047171911432e-08
1960,1.868625076895114e-08,1.3841666701708277e-09
1961,1.320150300188061e-08,4.16889545107324e-09
1962,2.4099433559854333e-08,1.331810839388936e-08
1963,1.8751554975438012e-08,3.2330267352165265e-09
1964,2.6161064425878067e-08,1.2167936658258327e-09
1965,1.3132904541635071e-08,1.6416130677043839e-09
1966,1.3293779410616935e-08,1.0524241922382771e-08
1967,2.1693477236794934e-08,3.944268467392931e-09
1968,1.661823922916028e-08,9.431973424511852e-09
1969,1.6804504454626112e-08,3.6334062425424918e-09
1970,1.8854771965948203e-08,4.1388523719376735e-09
1971,1.5929032315398217e-08,5.138397263237948e-09
1972,1.7442499000708267e-08,4.104117490300041e-09
1973,2.7566018800939673e-08,4.9618833486420044e-09
1974,2.025205780853412e-08,8.438357568252286e-09
1975,3.084199207137317e-08,3.998036124386317e-09
1976,2.9138986334942274e-08,6.8562320265641574e-09
1977,2.4094806150287695e-08,6.464460078348111e-09
1978,2.1386128423728223e-08,3.5643548113029055e-09
1979,2.867466974976196e-08,4.681578680276743e-09
