year,pourrions_VERB ouvrir_VERB,pourrions_VERB rouvrir_VERB
1966,3.8773522170743036e-09,0.0
1967,4.930335584241163e-10,0.0
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,1.8167031212712459e-09,0.0
1970,1.8394900047624674e-09,0.0
1971,3.5968783507200897e-09,0.0
1972,5.130146862875051e-10,0.0
1973,5.513203671370093e-09,0.0
1974,4.500457340128605e-09,0.0
1975,5.711480177694739e-10,0.0
1976,2.285410749536254e-09,1.7140580066410394e-09
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,5.940591130126904e-09,5.940591352171509e-10
1979,1.1703946700691858e-09,0.0
1980,4.548120546843393e-09,0.0
1981,3.795329828193417e-09,0.0
1982,6.828252629986764e-09,0.0
1983,0.0,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,2.4062232206745193e-09,0.0
1986,1.1988970927134801e-09,0.0
1987,3.6664902225425067e-09,0.0
1988,3.597932174415064e-09,0.0
1989,3.841685636274406e-09,0.0
1990,5.448650863826288e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,3.323524566667402e-09,0.0
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,5.3380921904988554e-09,0.0
1997,3.3564262480467733e-09,9.58978896292706e-10
1998,7.629006759657386e-09,0.0
1999,5.484241505371301e-09,0.0
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,5.695575122643959e-09,0.0
2002,4.81934359086722e-09,2.6287327870022636e-09
2003,2.5001538617175356e-09,0.0
2004,4.404791198453495e-09,0.0
2005,7.205999352777326e-09,0.0
2006,9.059357708451898e-09,8.235779835885637e-10
2007,3.595031605740928e-09,0.0
2008,5.960415716543821e-09,0.0
2009,5.245011536203492e-09,0.0
2010,8.030448306328708e-09,4.723793023408973e-10
2011,5.353560705856353e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,1.7021263287730903e-09
2013,7.530637446961919e-09,0.0
2014,5.197068553286499e-09,4.330890368553497e-10
2015,9.752931795503628e-09,2.2165753954528356e-10
2016,9.735297901158901e-09,6.214020409345267e-10
2017,9.559323110863716e-09,7.54683426862357e-10
2018,8.776987137082415e-09,1.290733298020541e-09
2019,8.418259866971312e-09,2.55098775436835e-10
