year,aux_ADP une_PRON,aux_ADP runes_NOUN
1921,2.2718242842501013e-09,2.2718242842501013e-09
1922,2.951174193910333e-09,7.377935595798135e-09
1923,2.1231896241147297e-09,1.3800733000834953e-08
1924,0.0,7.734974438733389e-09
1925,1.0998177923937646e-09,6.598906754362588e-09
1926,6.687682962969177e-09,1.114613823460786e-08
1927,0.0,4.4596899506643695e-09
1928,2.2852082448565625e-09,0.0
1929,0.0,1.1140406153131721e-08
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,0.0,3.4216069977333063e-09
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,4.787313656606784e-09,2.393656828303392e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,1.2591118259130951e-08
1938,0.0,1.6854778905894818e-08
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,9.595261474260042e-09
1952,0.0,3.1634410646574906e-09
1953,1.0773827385790469e-09,0.0
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,0.0,2.815682353940474e-09
1956,2.616342476002842e-09,0.0
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,1.6544486891589827e-09,4.9633461784992505e-09
1959,7.750747821333448e-10,1.4726420971555854e-08
1960,2.0762500052562416e-09,4.844583401109048e-09
1961,0.0,1.459113452284555e-08
1962,6.341956404476434e-10,8.878739188311613e-09
1963,6.466053248388448e-10,3.879632060055371e-09
1964,2.433587276140514e-09,3.6503810529886493e-09
1965,5.472043373977442e-10,1.7510538796727815e-08
1966,2.215629901769489e-09,5.539074976468328e-09
1967,1.479100675272349e-09,2.9582012395223956e-09
1968,1.3474247273492779e-09,5.838840522187638e-09
1969,4.5417578031781147e-10,9.537691525451919e-09
1970,1.839490032518043e-09,4.5987250119061684e-10
1971,1.0276794970565106e-09,2.569198631618974e-09
1972,1.0260293725750103e-09,6.669190977248718e-09
1973,2.756601946707349e-09,3.859242758696979e-09
1974,0.0,7.875800511758513e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,1.142705374768127e-09,5.142174241967723e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,1.1881182704343018e-09,8.316828115084718e-09
1979,2.3407893401383717e-09,9.363157360553487e-09
1980,2.8425753417771205e-09,6.822180709242787e-09
1981,3.795329717171114e-09,8.855769562110538e-09
1982,6.207502289967692e-10,6.828252296919857e-09
1983,1.89459470334441e-09,5.68378455412244e-09
1984,5.799008495621649e-10,6.958810416790584e-09
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,2.3977941854269602e-09,2.997242676272549e-09
1987,1.8332450557601021e-09,6.110817019067127e-09
1988,1.798966087207532e-09,2.3986214681137596e-09
1989,2.1952488715726304e-09,8.232182935330457e-09
1990,1.089730194969718e-09,3.814055737905164e-09
1991,1.1722930404189924e-09,7.6199047072123e-09
1992,2.754972139307199e-09,7.162927584403178e-09
1993,1.661762283333701e-09,4.985286850001103e-09
1994,1.5824779819872958e-09,7.38489736029635e-09
1995,2.1689803286761844e-09,8.675921314704738e-09
1996,0.0,6.4057104065540216e-09
1997,9.58978896292706e-10,1.2466725429760572e-08
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,2.285100608734325e-09,2.7421207526856506e-09
2000,8.836062992401139e-10,7.952456582138723e-09
2001,1.3143635069212678e-09,3.06684819206815e-09
2002,2.190610748353805e-09,3.943099347036849e-09
2003,2.0834614589126943e-09,2.458484549272555e-08
2004,8.809582507929292e-10,6.6071867144135155e-09
2005,9.007499190971657e-10,3.15262471684008e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,7.988958938831558e-10,7.190063211481856e-09
2008,1.7029758436759579e-09,4.6831836186811415e-09
2009,9.53638501499654e-10,2.860915504498962e-09
2010,1.8895172093635892e-09,1.3226620521056276e-08
2011,1.91198598620268e-09,1.4531093439629217e-08
2012,1.0212758416727752e-09,1.9063814332698215e-08
2013,1.9523875849358774e-09,1.1435412838878278e-08
2014,4.330890368553497e-10,1.407539329534302e-08
2015,2.2165753954528356e-10,2.4160672573714237e-08
2016,1.0356700219649184e-09,1.1599503857429028e-08
2017,1.509366759355757e-08,1.6351473286491114e-08
2018,3.872200060595077e-09,4.001273312681519e-08
2019,2.55098775436835e-09,2.3469087562233426e-08
