year,bonnes_ADJ âmes_NOUN,bonnes_ADJ ames_NOUN,bonnes_ADJ rames_NOUN
1800,6.917161954334006e-08,1.7292904885835014e-07,0.0
1801,2.3811825400343878e-08,1.6906396638205479e-07,2.3811825844433088e-09
1802,1.7902721083373763e-08,1.096541666356643e-07,0.0
1803,2.7304748684287006e-08,1.2677205063482688e-07,0.0
1804,1.2359254952798437e-08,1.680858630059845e-07,0.0
1805,2.55858996212055e-08,2.8997353451742924e-07,2.842877711017877e-09
1806,7.492339904047185e-08,1.3255677799861587e-07,0.0
1807,3.4163463169534225e-08,1.7935816742919997e-07,0.0
1808,4.305540457494317e-08,1.6768947830314573e-07,4.5321479902327155e-09
1809,1.3554183553310395e-08,7.90660692473466e-08,0.0
1810,3.042164919975221e-08,2.2465216886757844e-07,0.0
1811,2.5070768572277302e-08,4.262030373070047e-08,2.5070767684098882e-09
1812,5.867858021701977e-08,1.2002436733382638e-07,0.0
1813,1.7542024011163448e-07,1.1790540810352468e-07,0.0
1814,1.0384034254684593e-07,2.2026739543434815e-07,0.0
1815,7.282503844407984e-08,2.400528842372296e-07,5.394447111228828e-09
1816,1.0892738089296472e-07,2.2712518088496836e-07,0.0
1817,1.292204956371279e-07,2.0550729118440358e-07,9.341240669868967e-09
1818,1.490147241156592e-07,1.6212801767778728e-07,0.0
1819,1.449146935783574e-07,5.693077653745604e-08,0.0
1820,2.2190319270976033e-07,2.1003671690777992e-07,5.933240565525466e-09
1821,2.623155808123556e-07,1.853959766817681e-07,0.0
1822,2.0552512580707116e-07,1.0627152846609533e-07,0.0
1823,1.4132241688002978e-07,3.4095268652833965e-07,1.2847492847356534e-08
1824,5.642145595174952e-08,1.4484314192486636e-07,2.5263338088166165e-09
1825,1.7522832251870568e-07,1.1799293986314296e-07,3.874394849390228e-08
1826,6.870227764466108e-08,1.990604516777239e-07,0.0
1827,9.954654700550236e-08,1.6222401200138847e-07,0.0
1828,1.467568182533796e-07,2.5498997519024513e-07,4.586150570418113e-09
1829,1.1316592463117559e-07,1.7403547758476634e-07,0.0
1830,2.2961039292113128e-07,1.6803304991874768e-07,0.0
1831,1.4343909526814969e-07,2.962329155309362e-07,1.5591206103948707e-09
1832,2.0024354796532862e-07,3.220132696046818e-07,0.0
1833,9.266902623039641e-08,2.1082203827127444e-07,3.4750886612755494e-09
1834,1.297499778729616e-07,1.5962048283135744e-07,0.0
1835,1.6411900105595123e-07,2.58657614438107e-07,0.0
1836,1.9086930080902675e-07,2.1035948227776657e-07,0.0
1837,1.8438410620547074e-07,9.741047379829837e-08,8.349468672008697e-09
1838,1.4265485503983655e-07,7.953323688525415e-08,1.8936485712828244e-09
1839,1.0417298312859202e-07,1.3423633049569617e-07,1.3982950353153e-09
1840,2.1911729675139213e-07,5.9238103478076454e-08,7.0066574764382494e-09
1841,2.2792947618199833e-07,4.751205961994742e-08,0.0
1842,2.220435675326371e-07,5.433694605372352e-08,5.366612043644636e-09
1843,2.339136813134246e-07,5.257150909043773e-08,4.134837805480629e-09
1844,2.936380383289361e-07,3.457793529282327e-08,1.6465684371524958e-09
1845,2.499942013400869e-07,4.296775651946305e-08,6.696273757711424e-09
1846,2.534999055114895e-07,3.219975752699611e-08,5.854501328173001e-10
1847,2.092570809963945e-07,2.4269505516372192e-08,1.6179670936367074e-09
1848,2.0756671403887594e-07,4.907585399172021e-08,8.045221711050488e-10
1849,2.002680190571482e-07,3.770736700658972e-08,0.0
1850,2.0231207997767342e-07,5.906426636670403e-08,6.788996032014438e-10
1851,3.2569664654147346e-07,8.255281302993467e-08,2.579775504329973e-09
1852,3.007872066973505e-07,5.14333098333708e-08,5.859490670445666e-09
1853,3.3263660270677065e-07,1.5527023000672102e-08,5.971931837933653e-10
1854,4.307205756504118e-07,2.0782658260998232e-08,1.0391328908454511e-09
1855,3.5291131439407764e-07,5.306937111981824e-08,2.653468555990912e-09
1856,3.732753555141244e-07,2.7956821302410617e-08,2.0708756931497874e-09
1857,3.5098051398563257e-07,4.344543069745299e-08,9.763018171682347e-10
1858,4.330903209393e-07,5.970284799872161e-08,0.0
1859,3.350650104039232e-07,2.1896345847594034e-08,6.110608019582742e-09
1860,4.40782798705186e-07,1.5562425625947895e-08,9.154367819341758e-10
1861,4.550904861844174e-07,5.98927405448535e-08,4.715963730639317e-10
1862,3.795108511894796e-07,2.4848925139764333e-08,3.162590411776023e-09
1863,4.689948980285408e-07,2.547256561236111e-08,1.39849385405455e-08
1864,4.157029138696089e-07,2.685047606476587e-08,0.0
1865,4.0855408656170766e-07,2.8711751476340197e-08,4.706844247692743e-09
1866,3.503241430280468e-07,1.55699617643279e-08,9.731225825149181e-10
1867,3.4115265634682146e-07,1.067618526917613e-08,4.85281148598915e-10
1868,3.9716587707516737e-07,2.7169307803553977e-08,4.44588676984381e-09
1869,4.2144770873164816e-07,6.836926913500463e-09,4.883519144627257e-10
1870,3.1651950394007144e-07,1.204150246181257e-08,4.013834153937523e-09
1871,2.74026376700931e-07,2.3366590662377007e-08,0.0
1872,3.2837053254297643e-07,1.1489944773401817e-08,3.0236697590169115e-09
1873,2.94511409038023e-07,1.2570609442263958e-08,1.1972008939764578e-09
1874,2.8080663128093875e-07,5.377148226681783e-09,8.364453130127458e-09
1875,2.969472632230463e-07,2.9179788085809122e-08,4.005069165202713e-09
1876,3.6941150938218925e-07,2.1161052021767546e-08,6.650616057868319e-09
1877,3.271767639034806e-07,1.2988113473610952e-08,0.0
1878,2.7115507350572443e-07,2.8383717598501335e-08,0.0
1879,4.0810292034620943e-07,8.553055375060126e-09,1.221865053580018e-09
1880,3.26026594166251e-07,1.2835692730917003e-08,0.0
1881,3.6466215647124045e-07,1.2550513517339823e-08,0.0
1882,3.986575620729127e-07,1.7304001120876933e-08,0.0
1883,2.8563411547111173e-07,3.1596694705093853e-09,0.0
1884,2.9773653409392864e-07,3.9610181801208455e-09,0.0
1885,2.81029713278258e-07,1.289127143921931e-08,0.0
