year,les_DET arts_NOUN,les_DET rares_ADJ
1862,1.912373269163936e-05,1.9870103926677984e-06
1863,1.9033002427448764e-05,2.007338110843193e-06
1864,1.851580022815824e-05,2.0718019726473358e-06
1865,1.6150124572789082e-05,1.9222752030145784e-06
1866,1.6014678227094237e-05,1.8727744048874229e-06
1867,1.6944077479763564e-05,2.121649174569029e-06
1868,1.7036142814674804e-05,2.087590843302678e-06
1869,1.5496871320408445e-05,2.1829330592026963e-06
1870,1.6873012150142586e-05,1.9059977773849823e-06
1871,1.148255466887349e-05,2.333472735926989e-06
1872,1.4941161154524707e-05,2.2665427650281345e-06
1873,1.4085666869334545e-05,2.2686957663609064e-06
1874,1.3083796467583397e-05,2.238686079181207e-06
1875,1.4717484404513925e-05,2.29833750609032e-06
1876,1.550681874817883e-05,2.224933439265442e-06
1877,1.4830569810442285e-05,2.2976590230427973e-06
1878,1.5379746734822675e-05,2.3914791995593987e-06
1879,1.4357524932506749e-05,2.285498652554452e-06
1880,1.5814214819442896e-05,2.27512643391492e-06
1881,1.3218479580245912e-05,2.4877906525944127e-06
1882,1.2680505534490294e-05,2.6075798871261213e-06
1883,1.3465247192812058e-05,2.40577242038853e-06
1884,1.2563029784473656e-05,2.657182960774662e-06
1885,1.1432623679752396e-05,2.662047535295642e-06
1886,1.1437474427111738e-05,2.6349492259214458e-06
1887,1.0470436677678663e-05,2.580230955118168e-06
1888,1.0316180208747028e-05,2.6478406311980507e-06
1889,1.1783468764292593e-05,2.559308313720976e-06
1890,9.752272106311466e-06,2.651249246810039e-06
1891,1.0514913597603481e-05,2.418379011714933e-06
1892,9.610882955257694e-06,2.6152233942866587e-06
1893,9.34354917347946e-06,2.639497267864499e-06
1894,9.87199143764883e-06,2.8016644364470267e-06
1895,9.760387314372565e-06,2.8407861236701137e-06
1896,9.159855451912335e-06,2.7108641802442435e-06
1897,9.584943903462317e-06,2.731563398583603e-06
1898,8.932844764331094e-06,2.785042340747168e-06
1899,8.955229617413352e-06,2.55484673061801e-06
1900,9.861443857062113e-06,2.6256345790898195e-06
1901,8.797234059443326e-06,2.683153581983788e-06
1902,8.129957024038958e-06,2.3996557558803033e-06
1903,8.98542670313418e-06,2.765452677522262e-06
1904,9.158898791383763e-06,2.6883875250405254e-06
1905,8.823349531894564e-06,2.8182905111862055e-06
1906,8.533173485147927e-06,2.8771424354090414e-06
1907,8.792204837959616e-06,2.6233643666273565e-06
1908,8.725573898971106e-06,2.7341703798811068e-06
1909,9.237801570805004e-06,2.8341067377368745e-06
1910,9.022529603441853e-06,2.7698732765202294e-06
1911,9.256918900746314e-06,2.6750842039291456e-06
1912,9.151911051219486e-06,2.5927289755145466e-06
1913,9.327959091365301e-06,2.63134339206772e-06
1914,9.098865675127854e-06,2.682045959545576e-06
1915,6.676157671137162e-06,2.813245941979403e-06
1916,6.649611876241579e-06,2.9116775408510875e-06
1917,7.172041335934409e-06,3.058535810396279e-06
1918,7.347834809934284e-06,2.9887550567764265e-06
1919,8.460171187607557e-06,2.9382244974840432e-06
1920,8.923875157051953e-06,2.7350901063982747e-06
1921,8.51706920457218e-06,2.741334469646972e-06
1922,9.132408621326249e-06,2.753445414782618e-06
1923,9.42165388551075e-06,2.7718240289686946e-06
1924,1.0295251257730342e-05,2.6144215041767893e-06
1925,9.82907121738208e-06,2.7462451157589385e-06
1926,9.495395516978533e-06,2.7062824301538058e-06
1927,1.0040991895721163e-05,2.8107196499149723e-06
1928,9.32136433107189e-06,2.677121415217698e-06
1929,9.354599001198949e-06,2.617995562559372e-06
1930,9.857632193188692e-06,2.661613223153836e-06
1931,8.933815735190365e-06,2.6802588877217204e-06
1932,8.575837512125872e-06,2.7048135393670236e-06
1933,8.592673040652699e-06,2.709370448883419e-06
1934,8.714203261206421e-06,2.5089428277169645e-06
1935,9.392709472422212e-06,2.604298714459219e-06
1936,8.075059724887979e-06,2.7765597110374074e-06
1937,8.427235201224903e-06,2.5748836662842223e-06
1938,8.57259976783098e-06,2.691578515623405e-06
1939,7.879494802409681e-06,2.8355168524285546e-06
1940,7.721459155618504e-06,2.616927986309747e-06
1941,8.886974484312304e-06,2.6681584017751447e-06
1942,9.824778160805181e-06,2.876432745324564e-06
1943,8.933254939336166e-06,3.115171296030894e-06
1944,8.026538850458564e-06,3.306368569155893e-06
1945,9.822874602605225e-06,3.40935872600312e-06
1946,9.886768481237596e-06,2.9164714305807138e-06
1947,9.142116141447332e-06,2.7096139092464e-06
1948,9.121513770082856e-06,2.797336719595478e-06
1949,8.554540869454286e-06,2.670226365353301e-06
1950,8.55614837291796e-06,2.7492408776197408e-06
1951,9.28608102412909e-06,2.8082133098905615e-06
1952,7.6228390071264585e-06,3.0463939424407727e-06
1953,8.137471866120904e-06,3.12548741021601e-06
1954,8.794305330184216e-06,2.9171021083129745e-06
1955,8.75301796554595e-06,2.993070268075826e-06
1956,8.776084627015734e-06,2.864022917492548e-06
1957,8.289032365382809e-06,2.9800581842209795e-06
1958,8.281343028215815e-06,3.0309499265968043e-06
1959,8.078604409433865e-06,2.693384772101126e-06
1960,8.048929387882708e-06,3.0202517677935248e-06
1961,8.60460033891286e-06,2.8946030283805158e-06
1962,8.677064656126277e-06,2.9883298680033477e-06
1963,8.478289188929011e-06,3.1011190912977327e-06
1964,8.923356503487412e-06,2.922738417510118e-06
1965,9.607814121181946e-06,3.056683453905862e-06
1966,9.197079535283592e-06,2.965066755677981e-06
1967,1.0728903589551919e-05,2.9764435112156207e-06
1968,1.2051366724108448e-05,3.0950347422731284e-06
1969,1.0032289225136992e-05,2.7850058472722594e-06
1970,9.81275927358638e-06,2.9197304911576794e-06
1971,9.676116107470989e-06,2.9884919854339387e-06
1972,1.1419193810979777e-05,3.0298646720439137e-06
1973,8.860821026246413e-06,2.991464441493008e-06
1974,8.237524667720209e-06,3.0164314921421465e-06
1975,8.102876968507644e-06,2.987104210205871e-06
1976,8.767978428636525e-06,3.1098728072720405e-06
1977,8.182243263377131e-06,3.1934432058733364e-06
1978,9.090887019169713e-06,3.3089093562921335e-06
1979,8.971660548695581e-06,3.2531120837120397e-06
1980,9.31341388366036e-06,3.6049540312887984e-06
1981,8.140982302506927e-06,3.539777424066415e-06
1982,8.773683816798439e-06,3.530206583945983e-06
1983,8.693663851033762e-06,3.6155184375274985e-06
1984,9.239560128548874e-06,3.5362352832635224e-06
1985,8.697895367504316e-06,3.6297876704338705e-06
1986,9.26028118897193e-06,3.507373492084298e-06
1987,9.099617415131434e-06,3.759985645501729e-06
1988,9.411591150865206e-06,3.7328546795833972e-06
1989,1.0907094250001137e-05,3.6298439454185427e-06
1990,1.0592177801527214e-05,3.669666398309346e-06
1991,1.0199535211086186e-05,3.7319948091862898e-06
1992,1.0690944463931373e-05,3.984240606769163e-06
1993,1.062309159749475e-05,3.897386363860278e-06
1994,1.0124694149737934e-05,3.854916315049195e-06
1995,1.0446351197401782e-05,3.878136851653835e-06
1996,1.0359101665358139e-05,3.953391001232376e-06
1997,1.0175245122923116e-05,3.939005750908109e-06
1998,1.0695867374010959e-05,3.924170357549883e-06
1999,1.1373402969638846e-05,4.073877221344446e-06
2000,1.1156412845991781e-05,4.1569257973606e-06
2001,1.0877672245612757e-05,4.039039140479872e-06
2002,1.142052967395557e-05,4.117033881811949e-06
2003,1.075191163835143e-05,4.399020554046729e-06
2004,1.0760464988379681e-05,4.30700504239212e-06
2005,1.147014904745447e-05,4.2051509581142454e-06
2006,1.1301548738629208e-05,4.331196578277741e-06
2007,1.1538453314585695e-05,4.256117904333223e-06
2008,1.0299172309657934e-05,4.023706196676358e-06
2009,1.069553261601186e-05,4.2675324039009865e-06
2010,8.610057506075464e-06,4.4403655010683e-06
2011,7.672417424942068e-06,4.228930492899963e-06
2012,6.899399060955602e-06,4.392166829347843e-06
2013,6.206639849182238e-06,4.300272962609597e-06
2014,6.930074349043025e-06,4.697067083725415e-06
2015,7.883028843025386e-06,4.166940129834984e-06
2016,8.182207324125557e-06,4.023370934191917e-06
2017,5.813326005466024e-06,4.137929181524669e-06
2018,6.161960971695635e-06,4.3453829903228325e-06
2019,6.80807632846836e-06,4.29382248512411e-06
