year,vos_DET ondes_NOUN,vos_DET rondes_NOUN
1860,1.4646988510946812e-08,1.373155145145688e-09
1861,3.7727710400226044e-09,4.715963730639317e-10
1862,3.117410518616026e-08,4.517986262886353e-10
1863,1.1487627737949424e-08,0.0
1864,1.4384183399940298e-08,0.0
1865,8.943004559114343e-09,9.41368871743009e-10
1866,1.6056522333940393e-08,9.731225825149181e-10
1867,1.552899675516528e-08,3.396968040192405e-09
1868,1.8277534485910962e-08,9.87974813071446e-10
1869,1.0255390092694938e-08,3.906815315701806e-09
1870,1.6628741494884025e-08,4.013834153937523e-09
1871,1.4869648179427486e-08,0.0
1872,1.3908880047708294e-08,0.0
1873,7.78180558880237e-09,4.788803575905831e-09
1874,1.7326366452685704e-08,3.5847653734322193e-09
1875,1.3731665304828056e-08,4.577221712764867e-09
1876,7.255217759905008e-09,0.0
1877,1.3606595627990714e-08,3.710889595609501e-09
1878,1.5701630218245555e-08,1.2078177347163432e-09
1879,5.498392852132383e-09,3.0546627449723474e-09
1880,2.2462461446437487e-08,3.2089231272180996e-09
1881,6.2752567586699115e-09,1.3945015142624584e-09
1882,1.4641846846075168e-08,6.655385131892899e-10
1883,1.0110942305630033e-08,6.951272890631799e-09
1884,6.601696966868076e-09,6.601696966868076e-10
1885,1.160214413431504e-08,6.445635691854079e-10
1886,7.098810206329631e-09,5.162771099520569e-09
1887,7.834709769838355e-09,8.48760173255414e-09
1888,1.014498351992188e-08,5.706553452000662e-09
1889,3.759081934617825e-09,2.5060546970934183e-09
1890,1.5075089176974643e-08,1.9663159989136147e-09
1891,6.3742202627281586e-09,6.374220040683554e-10
1892,1.56712811616444e-08,7.522214851007902e-09
1893,6.15841644346915e-09,4.310891643655168e-09
1894,2.457600345451283e-08,1.8904617871129403e-09
1895,3.0093072478365457e-09,3.0093072478365457e-09
1896,9.435246361988447e-09,5.89702897624278e-10
1897,1.1070755867592652e-08,3.4960281336537946e-09
1898,1.2448380326546271e-08,2.26334195829736e-09
1899,9.949641111006713e-09,5.527578395003729e-09
1900,7.786579381274805e-09,0.0
1901,4.470991188387785e-09,1.676621730339889e-09
1902,8.347482538528794e-09,3.437198747846537e-09
1903,1.3500550899436803e-08,0.0
1904,7.524475265086039e-09,4.299700151477737e-09
1905,2.37394921498435e-08,5.676835002077496e-09
1906,8.230695236477459e-09,0.0
1907,6.1714118260169926e-09,5.142843373384665e-10
1908,1.5225306349009315e-08,6.384805573134145e-09
1909,8.801573692096554e-09,4.950885035270858e-09
1910,2.2445432179551972e-08,1.068830135508847e-09
1911,7.980561100850991e-09,1.0640748282497725e-09
1912,1.40654377034366e-08,5.2094213387476884e-09
1913,1.2196876397752021e-08,5.30298971401777e-10
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,1.767114277129167e-08,9.424609537234119e-09
1916,2.197492410260793e-09,0.0
1917,5.483212106582869e-09,1.2063066989753679e-08
1918,1.2635013924011673e-08,2.2972752589112133e-09
1919,1.012863304339362e-08,2.762354567309444e-09
1920,5.300562211374427e-09,6.815008557481406e-09
1921,6.815472630705699e-09,5.300923255902035e-09
1922,2.5822775029382683e-08,7.377935595798135e-09
1923,1.3800733000834953e-08,6.369568872344189e-09
1924,1.8048273875415077e-08,1.289162443462999e-09
1925,7.698724324711748e-09,1.2097995494286806e-08
1926,8.916910765321973e-09,1.1146138456652466e-09
1927,2.7873062080630007e-08,1.1149224876660924e-09
1928,9.140832868403947e-09,5.713020723163709e-09
1929,1.5596569369336066e-08,2.2280812750352652e-09
1930,8.402882833991043e-09,5.2518016602221e-09
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,1.3764795081527836e-08,8.02946331646126e-09
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,3.777335333410292e-09
1938,1.0372171566075394e-08,5.186085783037697e-09
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,1.195907639583993e-08,0.0
1949,6.871905600114303e-09,0.0
1950,9.571825110299415e-09,0.0
1951,6.396840945832594e-09,0.0
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,0.0
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,9.385607846468247e-10,9.385607846468247e-10
1956,6.104799110673298e-09,2.616342476002842e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,1.4062814024384807e-08,1.6544486891589827e-09
1959,4.650448914844674e-09,7.750747821333448e-10
1960,1.2457499920515147e-08,6.920833350854139e-10
1961,5.55852741612739e-09,1.3896318540318475e-09
1962,8.244543714397423e-09,2.5367825617905737e-09
1963,8.405868889838075e-09,1.939815863494232e-09
1964,8.517555549758526e-09,6.083968329129164e-10
1965,1.3132904541635071e-08,5.472043373977442e-10
1966,1.1632057428379028e-08,2.215629901769489e-09
1967,3.944268467392931e-09,6.902469706915326e-09
1968,1.527081389118834e-08,1.7965663401398047e-09
1969,7.72098829315837e-09,9.083515606356229e-10
1970,9.197450273612517e-09,4.5987250119061684e-10
1971,1.1818313772060662e-08,4.1107179882260425e-09
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,7.718485517393958e-09,1.102640756478479e-09
1974,6.1881286761433785e-09,2.2502286700643026e-09
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,1.1427053969725876e-08,2.856763492431469e-09
1977,5.876781838942691e-10,0.0
1978,5.346532216954358e-09,2.970295565063452e-09
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,4.548120546843393e-09,0.0
1981,4.427884725544118e-09,5.69299452024552e-09
1982,1.6760255405756652e-08,0.0
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,2.8995041922996734e-09,3.479405208395292e-09
1985,6.015557829641693e-09,1.2031116103372597e-09
1986,8.991728306373403e-09,3.5966913891627428e-09
1987,9.166225112267057e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,1.798966087207532e-09
1989,4.390497743145261e-09,4.939309850016116e-09
1990,5.993515905799995e-09,2.724325431913144e-09
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,1.1570883029499157e-08,2.2039776670368383e-09
1993,4.985286850001103e-09,0.0
1994,6.85740436656701e-09,1.5824779264761446e-09
1995,1.084490158786977e-08,1.0844901643380922e-09
1996,2.135236876199542e-09,5.338092190498855e-10
1997,3.835915585170824e-09,1.438468344439059e-09
1998,6.6753808036779105e-09,9.536258449571733e-10
1999,6.398281460207045e-09,9.140402323914998e-10
2000,6.185243983658495e-09,4.4180314962005696e-10
2001,5.695575122643959e-09,0.0
2002,3.943099347036849e-09,3.504977197366088e-09
2003,5.833692029444393e-09,8.333845835650777e-10
2004,3.0833537945085254e-09,1.7619165015858584e-09
2005,6.7556242822064405e-09,2.251874686720612e-09
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,4.7933754743212376e-09,2.7961355453243186e-09
2008,5.5346714711301814e-09,8.514879357157668e-10
2009,5.721831008997924e-09,1.907277002999308e-09
2010,1.0864724231396394e-08,1.8895172093635892e-09
2011,1.1471915833949353e-08,1.529588788962144e-09
2012,1.974466595777713e-08,6.468080293586809e-09
2013,9.204112638716566e-09,4.183687618564136e-09
2014,2.0138640005606945e-08,2.3819897165822113e-09
2015,1.8840890292359802e-08,2.659890530054554e-09
2016,2.6720287094050832e-08,7.663958356829426e-09
2017,1.1320251097624023e-08,2.7671724911471074e-09
2018,3.175203966421236e-08,3.872199894061623e-09
2019,2.3469087173655367e-08,3.06118530524202e-09
