year,ces_DET adieux_NOUN,ces_DET radieux_ADJ
1800,1.0061326349841693e-07,3.144164484325529e-09
1801,5.2386017301842e-08,0.0
1802,4.4756802708434407e-08,1.3427040812530322e-08
1803,1.170203560718619e-07,0.0
1804,1.6561400784098623e-07,0.0
1805,4.5486043376286034e-08,0.0
1806,4.8988375134229045e-08,0.0
1807,9.394952371621912e-08,0.0
1808,1.7675377250725433e-07,0.0
1809,9.262025146838937e-08,0.0
1810,6.084329662314758e-08,1.4040760554223652e-08
1811,1.4541045345595194e-07,0.0
1812,9.068507722531649e-08,0.0
1813,9.777521814413603e-08,0.0
1814,6.922689976818219e-08,0.0
1815,7.552226133356044e-08,0.0
1816,4.4034473845044886e-08,0.0
1817,9.808302758873566e-08,0.0
1818,9.775365583664097e-08,0.0
1819,4.347440862861873e-08,0.0
1820,6.645229522206364e-08,0.0
1821,8.776724413905868e-08,0.0
1822,1.0326384369818697e-07,0.0
1823,1.0772128433700345e-07,0.0
1824,1.7768547522223344e-07,0.0
1825,7.044354255469898e-08,0.0
1826,8.015265695604512e-08,0.0
1827,9.862482031053332e-08,0.0
1828,8.163347686718225e-08,0.0
1829,6.772809157951087e-08,0.0
1830,9.288784141858741e-08,0.0
1831,1.0446107800987647e-07,0.0
1832,1.407116797524921e-07,0.0
1833,1.0077756940063409e-07,4.6334514003376626e-09
1834,8.58776871837108e-08,0.0
1835,6.42862474364847e-08,0.0
1836,7.997692641481535e-08,0.0
1837,8.140732332684308e-08,0.0
1838,8.268932205623969e-08,1.8936485712828244e-09
1839,7.620707975775076e-08,0.0
1840,5.796416857606346e-08,1.9109065441114126e-09
1841,9.052973393153252e-08,1.926164561183441e-09
1842,6.439934452373564e-08,2.683306021822318e-09
1843,9.864541361537249e-08,1.1813822142769936e-09
1844,7.793757217378072e-08,2.7442805805577564e-09
1845,6.80787812790129e-08,1.1160455892778032e-09
1846,8.079212054923346e-08,1.1709002656346001e-09
1847,8.359496650456322e-08,3.235934187273415e-09
1848,9.493361297074898e-08,1.6090443422100975e-09
1849,1.1814974731905181e-07,0.0
1850,7.739455654132144e-08,4.073397619208663e-09
1851,9.158202907144641e-08,1.2898877521649865e-09
1852,8.854341615460726e-08,1.0416872697760482e-08
1853,9.55509076305816e-08,4.777545470346922e-09
1854,8.416976271519161e-08,6.234797567117312e-09
1855,1.0879221434834108e-07,4.2455496895854594e-09
1856,1.278765712764418e-07,1.0354378687793542e-08
1857,9.372497622450737e-08,7.810414537345878e-09
1858,1.0766087399360913e-07,5.872411001917044e-09
1859,1.6804172209283763e-07,6.110608019582742e-09
1860,1.5882828127700144e-07,7.781213007262977e-09
1861,1.1223993645614883e-07,4.244367357575385e-09
1862,1.323769982519707e-07,1.0391368654438793e-08
1863,1.1237896657689816e-07,1.9978483312144135e-09
1864,7.671565072087105e-08,9.109982990196386e-09
1865,8.0016350878509e-08,1.0825742080555756e-08
1866,1.2601937537937147e-07,4.865612801552288e-09
1867,1.1792331910953635e-07,5.338092634588065e-09
1868,8.743577240011291e-08,2.9639244392143382e-09
1869,8.888004954243911e-08,3.4184632902167778e-09
1870,9.289159264014302e-08,5.160643912205387e-09
1871,9.452847749003013e-08,1.0621177271019633e-09
1872,8.103434900874618e-08,1.6327815544059376e-08
1873,8.500126424948462e-08,4.788803575905831e-09
1874,6.751308134766987e-08,5.974609140757536e-09
1875,9.726595884274047e-08,8.010138330405425e-09
1876,9.189942229426151e-08,9.069021977836655e-09
1877,6.803297758484206e-08,9.27722432209066e-09
1878,5.012443438090486e-08,1.268208649207736e-08
1879,1.0019293705809673e-07,1.832797580370027e-09
1880,7.508880095485893e-08,1.1552122813895949e-08
1881,5.6477310439451145e-08,6.2752567586699115e-09
1882,6.588831347187352e-08,1.3310770263785798e-08
1883,7.58320695126713e-08,1.3902545781263598e-08
1884,5.0833066644884184e-08,2.6406787867472303e-09
1885,5.220964860441768e-08,1.933690763067375e-09
1886,5.033701877543706e-08,1.936039106809062e-09
1887,4.439668899181015e-08,6.528924623161458e-10
1888,4.4384302455569014e-08,6.340614699951175e-10
1889,9.084448304719217e-08,5.6386229019267375e-09
1890,6.095579507814364e-08,7.209825181320184e-09
1891,8.095259129703436e-08,4.461953917456185e-09
1892,7.271474244952003e-08,2.5074049503359674e-09
1893,5.665743296745518e-08,3.079208221734575e-09
1894,8.192001343942934e-08,6.301539290376468e-10
1895,9.20848020058429e-08,4.814891596538473e-09
1896,6.368791405364504e-08,5.307326134129653e-09
1897,4.370035144862783e-08,1.1653427112179315e-09
1898,5.5451876646017695e-08,3.3950129374460403e-09
1899,4.8089932036532446e-08,7.185851913504848e-09
1900,7.215563724294327e-08,7.26747462209687e-09
1901,5.58873880507349e-08,5.588738916095792e-10
1902,4.713872475692327e-08,2.455141867585553e-09
1903,4.914200490979681e-08,1.0800440541913758e-09
1904,5.213386433666756e-08,7.524475265086039e-09
1905,4.18021492976095e-08,6.192911072844254e-09
1906,4.063905717499594e-08,2.0576738091193647e-09
1907,3.342848253762298e-08,2.057137349353866e-09
1908,3.241516877139361e-08,1.4734167219643268e-09
1909,5.115914625264395e-08,1.6502950672681038e-09
1910,4.7028527738746106e-08,1.068830135508847e-09
1911,4.7883365938972133e-08,1.1704823332792103e-08
1912,5.3136094635419795e-08,5.730363294986773e-09
1913,4.295421507372055e-08,1.5908969142053309e-09
1914,3.75017652487486e-08,1.3393487430235496e-09
1915,3.180805663305364e-08,1.767114321538088e-08
1916,5.3838564495478636e-08,5.493730803607377e-09
1917,5.154219628877854e-08,4.3865698851064394e-09
1918,4.020231614276781e-08,9.189101035644853e-09
1919,4.1435318287597056e-08,2.762354567309444e-09
1920,5.906340883043981e-08,8.329454903588385e-09
1921,5.073740677596916e-08,3.0290989716519334e-09
1922,5.385892920539703e-08,2.21338064543275e-09
1923,5.944931080748006e-08,4.246379248229459e-09
1924,5.543398584606507e-08,3.867487219366694e-09
1925,6.378943195883835e-08,6.598906754362588e-09
1926,7.022066861317455e-08,2.229227691330493e-09
1927,6.355058224105647e-08,5.574612327308159e-09
1928,3.656333102952658e-08,0.0
1929,4.4561626388883724e-08,6.684243825105796e-09
1930,4.2014413725866007e-08,0.0
1931,5.7026781519198266e-08,5.7026783295555106e-09
1932,3.1782656950696264e-08,4.383814644626227e-09
1933,5.62062465458979e-08,5.735331320977366e-09
1934,3.834105477551475e-08,8.38710612072191e-09
1935,4.4282652211791174e-08,4.787313656606784e-09
1936,5.94111031482214e-08,0.0
1937,3.021868422159457e-08,2.5182236296217297e-09
1938,6.22330311728092e-08,2.5930428915188486e-09
1939,3.364691192331293e-08,6.117620188206274e-09
1940,4.564409117335799e-08,0.0
1941,2.6563523825018365e-08,0.0
1942,6.371844629704526e-08,3.034211770724937e-09
1943,5.2258234184421326e-08,2.9032352077962287e-09
1944,3.534504777746861e-08,0.0
1945,6.753362535860674e-08,6.535512131478072e-09
1946,4.872386583087973e-08,2.7842208538686464e-09
1947,2.861009051891017e-08,4.7683483828109274e-09
1948,4.240036188818408e-08,2.174377566888097e-09
1949,4.123143515499805e-08,7.853606653895895e-09
1950,5.530387880980925e-08,3.190608444114673e-09
1951,3.6248765322710597e-08,2.1322803522849654e-09
1952,3.690681482648728e-08,5.272402070488624e-09
1953,4.201792747071664e-08,0.0
1954,2.638584750691564e-08,3.9090144454689835e-09
1955,3.378818780319648e-08,2.815682353940474e-09
1956,2.9651881838788086e-08,6.104798888628693e-09
1957,3.0922631566454584e-08,8.835037701437898e-10
1958,3.722509467340984e-08,0.0
1959,3.642851353902188e-08,7.750747821333448e-10
1960,3.5988332758307706e-08,0.0
1961,4.0299322212611344e-08,1.3896318540318475e-09
1962,2.72704117065814e-08,6.341956404476434e-10
1963,3.9442924482102626e-08,3.2330267352165265e-09
1964,3.7112207973422073e-08,6.083968329129164e-10
1965,3.6662690661160013e-08,5.47204326295514e-09
1966,3.489617084184715e-08,0.0
1967,3.648448387849612e-08,0.0
1968,3.862617781180688e-08,1.796566312384229e-09
1969,3.042977669842628e-08,9.083515606356229e-10
1970,2.8512095129329396e-08,4.5987250119061684e-10
1971,3.391342418002097e-08,3.596878239697787e-09
1972,3.48849986120392e-08,2.5650733759263744e-09
1973,3.8041107819353215e-08,5.513203782392395e-10
1974,1.9689501140618404e-08,0.0
1975,2.056132819561185e-08,5.711480177694739e-10
1976,2.8567635146359294e-08,5.713526873840635e-10
1977,2.35071267451481e-08,0.0
1978,2.8514838046334035e-08,3.5643548113029055e-09
1979,3.160065631391262e-08,5.851973350345929e-10
1980,3.013129862283748e-08,5.685150683554241e-10
1981,3.162774775411492e-08,6.325549528618524e-10
1982,2.483000915987077e-08,0.0
1983,2.5892795241233557e-08,3.157657912922218e-09
1984,2.7255339762888298e-08,5.799008495621649e-10
1985,2.5866899289184175e-08,1.8046674155058895e-09
1986,2.1580147002708827e-08,5.994485463567401e-10
1987,3.238732926291732e-08,1.2221633705067347e-09
1988,2.5785181045900885e-08,0.0
1989,3.018467154003446e-08,3.841685636274406e-09
1990,2.1249738468842594e-08,1.089730194969718e-09
1991,3.106576507150294e-08,2.9307325455363298e-09
1992,2.8651710393123864e-08,0.0
1993,2.9357800190865646e-08,5.539207426075166e-10
1994,2.690212624889554e-08,0.0
1995,2.2774293340077634e-08,1.0844901643380922e-09
1996,3.683283522626368e-08,1.6014276571496566e-09
1997,2.1577025721697396e-08,4.79489448146353e-10
1998,3.909866119755634e-08,2.3840645013706308e-09
1999,3.0620348034915423e-08,4.570201161957499e-10
2000,2.960081113556612e-08,3.97622823555821e-09
2001,2.453478598063441e-08,1.3143635069212678e-09
2002,2.541108468090414e-08,2.1906108038649563e-09
2003,2.7084999687509992e-08,0.0
2004,3.479785037896477e-08,4.404791253964646e-10
2005,2.8373621674404603e-08,1.8014998381943315e-09
2006,3.6237430833807593e-08,2.058944903460258e-09
2007,4.234148365256374e-08,1.5977917877663117e-09
2008,4.810906711893992e-08,8.514879357157668e-10
2009,5.006602199486565e-08,1.430457752249481e-09
2010,4.06246214446071e-08,4.723793023408973e-10
2011,3.747492424710508e-08,3.0591775501687124e-09
2012,6.263824994801048e-08,2.382976926895708e-09
2013,6.861247797695924e-08,2.2313000336282585e-09
2014,6.90777003375942e-08,1.9489005964601347e-09
2015,6.849217903948102e-08,1.5516027351836215e-09
2016,8.678914845128283e-08,1.2428040818690533e-09
2017,5.685281637135553e-08,7.546833991067814e-10
