year,avions_VERB ajouté_VERB,avions_VERB rajouté_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,7.801356893821776e-09,0.0
1804,0.0,0.0
1805,1.421438877713399e-08,0.0
1806,8.645007376628655e-09,0.0
1807,3.701041606518629e-08,0.0
1808,1.1330369531492579e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,2.574139479349924e-08,0.0
1811,4.512738271955641e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,4.045835311217161e-08,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,1.8631890696951814e-08,0.0
1820,2.8479554714522237e-08,0.0
1821,1.2819934447350079e-08,0.0
1822,1.5038423839541792e-08,0.0
1823,7.906149512848515e-09,0.0
1824,5.052667617633233e-09,0.0
1825,2.7296874094417944e-08,0.0
1826,2.1139161532346407e-08,0.0
1827,1.1060727445055818e-08,0.0
1828,6.420610709767516e-09,0.0
1829,1.457439946506156e-08,0.0
1830,6.262101504006523e-09,0.0
1831,2.3386808933878456e-08,0.0
1832,1.6235963684607668e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,3.453776287187793e-08,0.0
1835,2.193295500774184e-08,0.0
1836,2.9571300075303952e-08,0.0
1837,6.957891152126194e-09,0.0
1838,1.2624323808552163e-08,0.0
1839,1.1885507689157748e-08,0.0
1840,9.554533164646273e-09,0.0
1841,2.0545755319290038e-08,0.0
1842,3.7566284305512454e-08,0.0
1843,1.5357969118667825e-08,0.0
1844,2.6893950177964143e-08,0.0
1845,1.4508592549589139e-08,0.0
1846,8.781752214304106e-09,0.0
1847,9.168480197274675e-09,0.0
1848,3.378993085334514e-08,0.0
1849,1.8434713311421547e-08,0.0
1850,3.190828223864628e-08,0.0
1851,1.5478653025979838e-08,0.0
1852,1.7578472011337e-08,0.0
1853,4.359510086260343e-08,0.0
1854,1.8704392701351935e-08,0.0
1855,1.6982198758341838e-08,0.0
1856,2.4332790005132665e-08,0.0
1857,1.757343248698362e-08,0.0
1858,1.0766087576996597e-08,0.0
1859,2.036869339860914e-08,0.0
1860,1.4189270203246451e-08,0.0
1861,2.6409397335669382e-08,0.0
1862,1.400575744270327e-08,0.0
1863,2.6970951694238465e-08,0.0
1864,2.2535221688713136e-08,0.0
1865,9.413688495385486e-09,0.0
1866,1.4596838404656864e-08,0.0
1867,1.261730986357179e-08,0.0
1868,4.939874287401835e-09,0.0
1869,9.767038733343725e-09,0.0
1870,2.1789386295267832e-08,0.0
1871,2.549082545044712e-08,0.0
1872,1.9956219787786722e-08,0.0
1873,1.0176207432266438e-08,0.0
1874,1.1949218503559678e-08,0.0
1875,1.6592428764283795e-08,0.0
1876,2.5997863417615008e-08,0.0
1877,1.9791411176584006e-08,0.0
1878,2.0532901601200138e-08,0.0
1879,2.3215436684154156e-08,0.0
1880,1.4761046607247863e-08,0.0
1881,2.2312024228199334e-08,0.0
1882,4.592215674392719e-08,0.0
1883,2.0853818227806187e-08,0.0
1884,2.6406787867472303e-08,0.0
1885,4.511945039809007e-09,0.0
1886,1.936039240035825e-08,0.0
1887,3.656197833379338e-08,0.0
1888,1.268122939990235e-08,0.0
1889,2.6940087494153886e-08,0.0
1890,2.6217545467943637e-08,0.0
1891,1.1473596295275001e-08,0.0
1892,8.149066310636499e-09,0.0
1893,2.278614097406262e-08,0.0
1894,2.7726773765834878e-08,0.0
1895,2.4074457982692365e-08,0.0
1896,2.94851449922362e-08,0.0
1897,1.2236098356765979e-08,0.0
1898,1.0185038590293516e-08,0.0
1899,2.1004797901014172e-08,0.0
1900,2.3359739032002835e-08,0.0
1901,1.4530721514915967e-08,0.0
1902,1.3748794991386148e-08,0.0
1903,1.674068350610014e-08,0.0
1904,2.9022976022474722e-08,0.0
1905,1.1353670004154992e-08,0.0
1906,1.6461390472954918e-08,0.0
1907,2.4171363577352167e-08,0.0
1908,1.276961114626829e-08,0.0
1909,1.3752458727367411e-08,0.0
1910,1.977335806202518e-08,0.0
1911,1.8089272302290738e-08,0.0
1912,2.7088990606216612e-08,0.0
1913,1.6969567084856862e-08,0.0
1914,1.5402511266415786e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,9.888715624128963e-09,0.0
1917,1.864292187292449e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,9.207848705727883e-09,0.0
1920,1.8930579770426448e-08,0.0
1921,3.4077363153528495e-08,0.0
1922,9.591316185719734e-09,0.0
1923,1.3800733000834953e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,2.74954441437103e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,4.4596899506643695e-09,0.0
1928,1.5996457491951332e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,3.7812974085227324e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,3.3974561830518724e-08,0.0
1933,2.7529589274877253e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,3.111753699158726e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,4.129393715857077e-08,0.0
1940,3.0429394115571995e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,8.709705845433291e-09,0.0
1944,3.534504600111177e-08,0.0
1945,2.832055301382752e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,1.549713246618012e-08,0.0
1948,2.717971980814582e-08,0.0
1949,1.668891336237266e-08,0.0
1950,2.1270722072586068e-08,0.0
1951,1.2793682557799002e-08,1.0661401761424827e-09
1952,2.1089608281954497e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,0.0
1954,8.795282724349818e-09,0.0
1955,1.595553378308523e-08,0.0
1956,2.0058624983221307e-08,0.0
1957,8.835037590415595e-09,8.835037701437898e-10
1958,1.5717262158432277e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,2.07624992754063e-08,0.0
1961,1.389631876236308e-08,0.0
1962,9.512934440181198e-09,0.0
1963,2.0044765847160306e-08,0.0
1964,1.5818317322668918e-08,0.0
1965,1.4227312661319047e-08,0.0
1966,1.2185964237687585e-08,0.0
1967,1.3311906243984595e-08,0.0
1968,1.122853987567396e-08,0.0
1969,1.1808570121729645e-08,0.0
1970,1.977451802304131e-08,0.0
1971,6.679916619845017e-09,0.0
1972,1.898154344814884e-08,0.0
1973,8.269805285010534e-09,0.0
1974,1.2376257352286757e-08,0.0
1975,9.138368284311582e-09,1.1422960355389478e-09
1976,1.314111219841152e-08,0.0
1977,1.5279633558407113e-08,0.0
1978,7.72276909088987e-09,0.0
1979,9.363157360553487e-09,0.0
1980,1.1370301145063877e-08,0.0
1981,1.2018544381930951e-08,0.0
1982,1.3656505259973528e-08,0.0
1983,1.5788289786655696e-08,1.2630632095778083e-09
1984,8.69851302098823e-09,0.0
1985,9.624892882698077e-09,1.2031116103372597e-09
1986,1.1389522214244607e-08,0.0
1987,1.4054879038383206e-08,6.110816852533674e-10
1988,8.994830658082265e-09,0.0
1989,8.780995486290522e-09,5.488122178931576e-10
1990,4.90378582185258e-09,5.44865097484859e-10
1991,1.1722930182145319e-08,0.0
1992,4.4079553340736766e-09,0.0
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,8.967375286772494e-09,0.0
1995,1.3013881527967897e-08,0.0
1996,5.871901187504136e-09,0.0
1997,7.671831170341648e-09,0.0
1998,4.291316191284977e-09,0.0
1999,9.597422412355172e-09,4.570201161957499e-10
2000,9.719669513685858e-09,2.6508188977203417e-09
2001,9.20054432640427e-09,2.190605918883648e-09
2002,5.6955880012310445e-09,0.0
2003,1.0833999475323708e-08,4.1669229178253886e-10
2004,6.166707589017051e-09,0.0
2005,4.954124666056714e-09,0.0
2006,7.000412693969338e-09,3.294311934354255e-09
2007,6.7906151812735516e-09,0.0
2008,7.2376473703172906e-09,4.257439678578834e-10
