year,avions_VERB ajouté_VERB,avions_VERB rajouté_VERB
2009,9.53638501499654e-09,0.0
2010,8.502827775203059e-09,9.447586046817946e-10
2011,8.795135286732148e-09,0.0
2012,8.510632198976964e-09,6.808505426114664e-10
2013,1.1435412616833673e-08,5.578250084070646e-10
2014,1.017759210242275e-08,8.661780737106994e-10
2015,1.2634480128781433e-08,1.5516027351836215e-09
2016,1.2842308549920745e-08,1.4499380585064614e-09
2017,1.0565567976072998e-08,1.0062445321423752e-09
2018,1.1358453733123497e-08,7.744400121190154e-10
2019,1.0969247732361964e-08,1.7856913725466939e-09
