year,plusieurs_DET ans_NOUN,plusieurs_DET rangs_NOUN
1800,9.432493897065797e-09,1.1130342514320546e-06
1801,7.143547753329926e-09,8.667504687309702e-07
1802,2.2378401354217203e-08,1.671666581160025e-06
1803,1.5602713787643552e-08,1.9444882148889064e-06
1804,2.4718509461507665e-09,9.046974511761618e-07
1805,5.685755422035754e-09,1.319095224161515e-06
1806,2.881669125542885e-09,1.1958927359501104e-06
1807,8.540865792383556e-09,7.658309275626607e-07
1808,0.0,6.843543403078911e-07
1809,4.518061036407062e-09,9.691240645537391e-07
1810,1.4040760554223652e-08,5.00787153967508e-07
1811,5.0141535368197765e-09,8.549131642610064e-07
1812,1.8670458068470452e-08,4.4809099364329086e-07
1813,5.751483289628823e-09,6.614205951827046e-07
1814,3.1466771410748606e-09,8.747762194616371e-07
1815,2.697223555614414e-09,6.014808491272561e-07
1816,2.3176038865813098e-09,1.3789742752123857e-06
1817,9.341240669868967e-09,1.2828637032669121e-06
1818,1.7881766067873173e-08,7.558026631215853e-07
1819,3.1053151161586356e-09,8.860498539320361e-07
1820,2.610625848831205e-08,6.229902780319208e-07
1821,4.2404398215012407e-08,5.887308560659221e-07
1822,4.411270992932259e-08,6.546727462364288e-07
1823,9.882687224127551e-09,6.502808140851357e-07
1824,8.252690264498597e-08,5.734777461796625e-07
1825,6.163809906922779e-09,9.087217378578316e-07
1826,4.4039921931471326e-08,8.587784456892678e-07
1827,3.133872894522938e-08,8.396935751164847e-07
1828,8.346794067026764e-08,5.879444886502938e-07
1829,1.2859763920403111e-08,5.221064249827378e-07
1830,1.6698937344017395e-08,6.888311707697881e-07
1831,3.274153215215847e-08,6.891313182322278e-07
1832,1.2176972319366541e-08,7.143823976818453e-07
1833,4.6334514003376626e-09,5.675977758912154e-07
1834,3.547121618652227e-08,6.440826414433332e-07
1835,2.647080776796429e-08,6.784090160749656e-07
1836,2.352262562510532e-08,5.437086780801792e-07
1837,4.0355768504696243e-08,6.227312256967821e-07
1838,2.3354999711955315e-08,5.15072392959226e-07
1839,1.677954131196202e-08,5.719026674455563e-07
1840,1.6561189752906103e-08,5.095750879036132e-07
1841,1.6051371787284552e-08,7.993582702425783e-07
1842,5.366612043644636e-08,3.863960573724512e-07
1843,5.906910960362666e-09,4.223441392170457e-07
1844,3.0735943568060975e-08,4.5061087927678045e-07
1845,1.5066614622583074e-08,5.094748170009211e-07
1846,2.2247105491146613e-08,4.958762458429078e-07
1847,1.1325769655456952e-08,3.910087276182139e-07
1848,3.218088684420195e-09,4.1432892672332855e-07
1849,1.005529792763582e-08,6.812464272698548e-07
1850,1.2899092460827433e-08,5.804591838298734e-07
1851,1.0319102239364497e-08,4.011551029137195e-07
1852,1.4323199959420663e-08,5.36468969691839e-07
1853,3.1651239851271384e-08,4.4670049792472355e-07
1854,2.6497887994914038e-08,3.7512697748098844e-07
1855,3.8209947206269135e-08,4.4472131932593584e-07
1856,1.5531567587601103e-08,4.4213196215281414e-07
1857,3.807577053649425e-08,5.335489507984903e-07
1858,1.761723389392955e-08,2.8823751341278125e-07
1859,2.6988518975201714e-08,3.564521273702326e-07
1860,1.7393299245327398e-08,3.3962704959478174e-07
1861,8.488734437595014e-09,3.3389023901264636e-07
1862,7.6805766469068e-09,3.3116839426305944e-07
1863,9.989241933627824e-09,2.752036198927499e-07
1864,3.548098703731739e-08,3.193288860003918e-07
1865,2.3534221293974866e-08,3.134758275180616e-07
1866,2.238181906477621e-08,2.213853869115212e-07
1867,9.220341823379385e-09,3.319322967598737e-07
1868,1.7289560005906424e-08,3.7543043163168477e-07
1869,2.0510780074367574e-08,2.8470915847123024e-07
1870,1.77755516972411e-08,3.847546792279388e-07
1871,1.3807530230280918e-08,3.8023813275778195e-07
1872,6.652073114565837e-09,3.2474212208200015e-07
1873,2.3944018323618366e-08,3.088778210980081e-07
1874,1.6131444624534197e-08,3.0231521463974786e-07
1875,1.3731664694205392e-08,3.88491704583771e-07
1876,1.0278224937820823e-08,3.536918544710943e-07
1877,9.27722432209066e-09,3.154256149606738e-07
1878,1.8117265465633636e-09,3.484554091937042e-07
1879,2.2604503158163425e-08,2.8225083603672374e-07
1880,1.8611753915820373e-08,2.8687772979374415e-07
1881,6.9725074602899895e-09,3.074875960518142e-07
1882,1.0648615988984034e-08,2.429215473220836e-07
1883,8.21514056781325e-09,3.3302917457067593e-07
1884,1.5183903023796574e-08,3.366865515275208e-07
1885,1.4180398244523218e-08,3.699794764444597e-07
1886,7.098810428374236e-09,3.6591138807828827e-07
1887,1.828098877831863e-08,3.506032457689656e-07
1888,7.608737417896805e-09,3.715600325193691e-07
1889,2.318100555953606e-08,2.6752133930330046e-07
1890,1.1797895660414781e-08,3.2837477298430784e-07
1891,5.736798147637501e-09,2.7600371765856835e-07
1892,1.6298132621272998e-08,2.613969656284354e-07
1893,9.23762488724833e-09,2.931406301032169e-07
1894,3.150769645188234e-09,3.1948803358439193e-07
1895,1.9259566386153892e-08,2.196794279818448e-07
1896,1.533227589334274e-08,2.2172828983979542e-07
1897,1.5732126712464378e-08,2.9541436463720316e-07
1898,6.7900258748920805e-09,3.049853243286549e-07
1899,1.0502398950507086e-08,2.6200722835767465e-07
1900,1.661137005726232e-08,2.481323347902631e-07
1901,7.265360757457984e-09,2.5708198991836184e-07
1902,1.276673788908056e-08,3.515763120631732e-07
1903,5.400220270956879e-09,2.451699860905876e-07
1904,9.674325340824907e-09,2.477702087944067e-07
1905,9.805442513499685e-09,2.451360456845464e-07
1906,9.773950537805831e-09,2.58752493209613e-07
1907,4.6285588695127444e-09,2.4428505218665464e-07
1908,1.6698722404839828e-08,2.043137901086567e-07
1909,7.15127862482845e-09,2.563458334492452e-07
1910,6.947395991829808e-09,2.2766081575475994e-07
1911,1.0640748726586935e-08,2.7506335420479644e-07
1912,6.251305251225858e-09,2.0629308283837133e-07
1913,1.0075680734189518e-08,2.884826378890537e-07
1914,1.7411533548283842e-08,3.01353479059685e-07
1915,1.4136913861761968e-08,2.768479023806947e-07
1916,3.2962386153911893e-09,2.3623043987619496e-07
1917,1.64496359866817e-08,2.3029491558190784e-07
1918,9.189101035644853e-09,2.687812026280767e-07
1919,6.4454939163738345e-09,1.4732557040986194e-07
1920,5.300562211374427e-09,2.0142136092360374e-07
1921,8.330022005509363e-09,1.8477503932468053e-07
1922,8.115729421831475e-09,2.2871599314466806e-07
1923,3.715581797791856e-08,2.2187331127909715e-07
1924,6.4458122173149945e-09,1.8048274341708748e-07
1925,7.698724546756353e-09,2.0566592695558938e-07
1926,1.0031524610987219e-08,2.0063049466223504e-07
1927,8.919380123373344e-09,2.3636356716316698e-07
1928,1.3711249025050165e-08,1.3254207853474753e-07
1929,7.798284684668033e-09,3.5983511681436653e-07
1930,1.3654684494213143e-08,3.00403066533228e-07
1931,9.124285327288817e-09,4.0717122828937136e-07
1932,1.6439305028370654e-08,2.9700345294259023e-07
1933,1.3764794637438627e-08,1.8008939317581962e-07
1934,7.188948103475923e-09,3.366824135042634e-07
1935,1.3165112555668657e-08,3.781977673256165e-07
1936,8.487300195980652e-09,2.473441651495989e-07
1937,6.295559185076627e-09,1.5738897096717608e-07
1938,0.0,1.7373387473096358e-07
1939,1.6823456405745674e-08,2.6305767164558347e-07
1940,7.607348528892999e-09,1.9271950746357902e-07
1941,8.854508237732261e-09,4.3977389996285865e-07
1942,2.4273694165799498e-08,2.3666851234338537e-07
1943,2.0322646676618206e-08,2.177426383642711e-07
1944,3.213186161588055e-08,1.9600435052780085e-07
1945,2.178504043826024e-09,1.8299434145774285e-07
1946,1.1136883415474585e-08,1.823664641520395e-07
1947,2.3841741914054637e-09,1.4305045725748755e-07
1948,5.435944139264848e-09,2.804946950263343e-07
1949,6.871905600114303e-09,1.8259635303774502e-07
1950,1.1698897850465073e-08,1.882459017554794e-07
1951,9.595261474260042e-09,1.9297137043849943e-07
1952,1.0544804140977249e-08,2.5307528517259925e-07
1953,9.69644453618912e-09,1.96083651982093e-07
1954,6.840775057526116e-09,1.9447347354706324e-07
1955,4.6928039232341234e-09,1.7081806902297103e-07
1956,5.232684729961079e-09,1.7878339741983496e-07
1957,4.417518795207798e-09,1.5019564614249248e-07
1958,1.1581141046157484e-08,1.3731923642623656e-07
1959,1.2401196514133517e-08,1.2711226027306566e-07
1960,8.305000021024966e-09,1.6333166286131018e-07
1961,4.86371165564492e-09,1.6536619290574706e-07
1962,1.0147130080628841e-08,1.7123282847197885e-07
1963,5.1728425987107585e-09,1.7264361540370032e-07
1964,7.30076216148845e-09,1.79477067430156e-07
1965,9.302473458205895e-09,1.6142528602713924e-07
1966,9.416427082520329e-09,1.545401913105593e-07
1967,1.3804939413830652e-08,1.518543304435127e-07
1968,9.431973424511852e-09,1.298019202122802e-07
1969,2.0437910364101697e-08,1.73495146249536e-07
1970,1.2876429700270364e-08,1.232458246569479e-07
1971,1.9012070140433934e-08,1.3257065556437908e-07
1972,7.182205663536223e-09,1.462091802073573e-07
1973,8.269805840122046e-09,1.0034031094896534e-07
1974,8.438357623763437e-09,1.0969865038568116e-07
1975,9.138368284311582e-09,1.0452008991634898e-07
1976,5.713526984862938e-09,1.216981181384469e-07
1977,5.289103655048422e-09,9.167779824181821e-08
1978,9.504946496541322e-09,1.1287123813374933e-07
1979,5.851973128301324e-09,1.1586907078253716e-07
1980,2.8425753972882717e-09,1.131344966598391e-07
1981,7.590659656386833e-09,1.220831122861199e-07
1982,1.0552754226011984e-08,1.1980479763806784e-07
1983,4.420721011477724e-09,1.3893695927080785e-07
1984,5.799008384599347e-09,1.1192086302180826e-07
1985,3.609334831011779e-09,1.0045981790884895e-07
1986,5.994485352545098e-09,1.270830882749152e-07
1987,3.6664902225425067e-09,1.1977201169743878e-07
1988,1.2592763276586538e-08,1.0434003877568543e-07
1989,1.042743191792539e-08,1.256779982306e-07
1990,1.089730194969718e-09,1.1714599384982094e-07
1991,5.275318681885466e-09,9.436959036435155e-08
1992,7.162927584403178e-09,1.0028098129666319e-07
1993,1.2186256725943423e-08,9.361260566720375e-08
1994,5.802419322797903e-09,9.653115973229376e-08
1995,8.133675954979935e-09,8.947043772522534e-08
1996,1.8683323110835204e-08,6.245567574225674e-08
1997,4.075660342550691e-08,6.7128521852311e-08
1998,8.582632937681467e-09,8.916401772474103e-08
1999,3.6561608462992723e-09,8.546275886978094e-08
2000,6.627047355323157e-09,7.289752135264393e-08
2001,8.762423675534592e-09,1.1829272095198462e-07
2002,7.009954283709874e-09,9.507250542384327e-08
2003,5.8336921959778465e-09,8.958884034626635e-08
2004,1.1011977996133737e-08,8.192911488125176e-08
2005,6.7556245042510454e-09,8.331936784955474e-08
2006,8.647569216257978e-09,9.100536457751218e-08
2007,7.1900629894372514e-09,9.307137105452057e-08
2008,2.554463751636149e-09,9.621813323867912e-08
2009,3.337734755248789e-09,8.058245359876537e-08
2010,1.4171378737160012e-08,8.361113978949675e-08
2011,2.6767803529281764e-09,8.450978006280252e-08
2012,3.0638274417515987e-09,1.1506373986946983e-07
2013,3.3469500504423877e-09,8.98098260204705e-08
2014,2.815078836704288e-09,1.0502408853696465e-07
2015,5.54143841924315e-09,1.2678811600608242e-07
2016,3.935546250000144e-09,1.1744497907528739e-07
2017,2.0124891197959016e-09,8.452454203222715e-08
2018,1.8070267504555204e-09,9.241650822389147e-08
2019,2.5509878653906526e-09,8.341730195482455e-08
