year,ses_DET adieux_NOUN,ses_DET radieux_ADJ
1857,1.099803961679413e-06,2.4407544874094356e-09
1858,1.2336956780600872e-06,2.4468380654951716e-09
1859,1.192587017140312e-06,5.092173349652285e-10
1860,1.5507498520861418e-06,1.373155145145688e-09
1861,1.1384336264796957e-06,1.8863854922557266e-09
1862,1.153893742333878e-06,2.2589932147099034e-09
1863,1.1342783725609706e-06,7.991393324857654e-09
1864,1.0888826889043912e-06,4.794727948009836e-10
1865,1.0698657204599726e-06,4.706844358715045e-10
1866,1.2212688620394374e-06,2.432806400776144e-09
1867,1.0812063440113207e-06,0.0
1868,9.370941149722256e-07,4.93987406535723e-10
1869,1.1559290067353345e-06,1.4650557433881772e-09
1870,1.0952032720723537e-06,2.2936195165357276e-09
1871,9.686513624540538e-07,9.559059321873065e-09
1872,1.063122215372303e-06,6.047339295989218e-10
1873,9.194503021170419e-07,5.9860045809045914e-09
1874,9.786409713719024e-07,1.7923826867161097e-09
1875,1.0321634782428646e-06,2.2886108563824337e-09
1876,9.262494629069806e-07,3.02300739996042e-09
1877,9.493692771922468e-07,2.4739263970730008e-09
1878,9.481369254160654e-07,0.0
1879,8.601929830653887e-07,1.832797580370027e-09
1880,9.575426904717688e-07,4.492492600149944e-09
1881,9.057287071456699e-07,6.972507571312292e-10
1882,9.577099335800199e-07,6.655385131892899e-10
1883,8.663813915177343e-07,1.2638677882037541e-09
1884,9.499841988613866e-07,5.941527270181268e-09
1885,9.127020073051995e-07,5.156508553483263e-09
1886,1.0196472404189194e-06,4.5174246565693466e-09
1887,8.820577113155537e-07,0.0
1888,9.872337018990152e-07,1.9021844099853524e-09
1889,1.023723331883275e-06,0.0
1890,8.723888242911926e-07,1.3108772956016423e-09
1891,8.318356918834979e-07,1.9122659011827636e-09
1892,9.25232437332113e-07,4.387958441043338e-09
1893,8.036733483152148e-07,2.463366621796581e-09
1894,8.803250537425811e-07,5.671385139294216e-09
1895,8.690879180761613e-07,6.018614495673091e-10
1896,7.241551571723903e-07,0.0
1897,8.582749253527311e-07,5.826713556089658e-10
1898,7.995255644210886e-07,1.6975064687230201e-09
1899,8.512470888177859e-07,3.3165470370022376e-09
1900,8.482180944291429e-07,1.5573159428683425e-09
1901,8.377519442603898e-07,0.0
1902,6.319535277299337e-07,4.910283846193408e-10
1903,7.581909500231632e-07,2.7001101354784396e-09
1904,7.046133490007378e-07,5.374625189347171e-10
1905,7.028953583620989e-07,5.160759042333041e-10
1906,5.864370256070117e-07,0.0
1907,6.819410454106389e-07,4.6285588695127444e-09
1908,6.330780744079334e-07,3.929111258571538e-09
1909,6.909235263918845e-07,1.6502950117569526e-09
1910,7.668856385478762e-07,5.344150677544235e-10
1911,6.650467616609035e-07,2.6601871816467337e-09
1912,7.329655646870492e-07,5.730363294986773e-09
1913,7.546154594528787e-07,2.6514948014977335e-09
1914,6.649866559627071e-07,0.0
1915,6.703253806472631e-07,1.1780761921542648e-09
1916,7.383574611719013e-07,0.0
1917,6.108298309381865e-07,3.289927441585405e-09
1918,7.156012653553034e-07,0.0
1919,5.800944262723817e-07,1.8415696745321952e-09
1920,6.762003099680669e-07,2.2716695191604686e-09
1921,6.845763920182435e-07,1.5145494858259667e-09
1922,7.222999016676113e-07,7.377935484775833e-10
1923,6.857902699053398e-07,5.307974060286824e-09
1924,7.116176683474862e-07,0.0
1925,7.038833915729015e-07,3.299453377181294e-09
1926,7.044359238150832e-07,2.229227691330493e-09
1927,7.949397433648642e-07,5.574612327308159e-09
1928,6.992737224820189e-07,0.0
1929,6.829068879277145e-07,1.1140406375176326e-09
1930,7.405040740593449e-07,0.0
1931,7.732831530660178e-07,0.0
1932,6.663398002260124e-07,1.0959536611565568e-09
1933,6.882397221019687e-07,0.0
1934,6.517979453946054e-07,1.1981580172459871e-09
1935,5.325886345275421e-07,3.590485242455088e-09
1936,5.868361938610178e-07,2.424942913137329e-09
1937,6.106692200802399e-07,1.2591118148108649e-09
1938,5.575042418826115e-07,0.0
1939,5.597622605435504e-07,6.117620188206274e-09
1940,5.832300717933947e-07,0.0
1941,5.725914973275792e-07,0.0
1942,5.552607547087973e-07,3.034211770724937e-09
1943,6.90969971239852e-07,0.0
1944,7.968701911664766e-07,0.0
1945,6.056241366181325e-07,0.0
1946,6.835262214011095e-07,1.3921104269343232e-09
1947,6.365744937841811e-07,0.0
1948,6.012154125656366e-07,1.0871887834440486e-09
1949,5.949107171332457e-07,9.817008317369869e-10
1950,4.807183522359537e-07,0.0
1951,5.490621663994943e-07,1.0661401761424827e-09
1952,5.198588238775059e-07,3.1634410646574906e-09
1953,5.483878295908795e-07,0.0
1954,5.746251394711521e-07,9.772536113672459e-10
1955,4.974372274091365e-07,0.0
1956,5.241406344502764e-07,0.0
1957,5.08898195139551e-07,0.0
1958,5.128791054076487e-07,8.272243445794913e-10
1959,5.425523261770593e-07,2.325224457422337e-09
1960,5.543587344725154e-07,0.0
1961,5.982365280376989e-07,0.0
1962,5.181378484042654e-07,1.9025869768540815e-09
1963,6.330266177911881e-07,1.939815863494232e-09
1964,6.04746479115903e-07,2.4335873316516654e-09
1965,4.826342028252384e-07,0.0
1966,5.882497209341864e-07,0.0
1967,5.985427176113944e-07,0.0
1968,5.632235446917377e-07,4.4914158503495116e-10
1969,5.563653084905695e-07,0.0
1970,6.001336254612966e-07,1.3796175313274261e-09
1971,5.554607789282073e-07,1.541519245584766e-09
1972,6.643540153561389e-07,0.0
1973,4.901238170873512e-07,0.0
1974,4.5173340756932134e-07,5.625571675160757e-10
1975,4.5120691982702965e-07,5.711480177694739e-10
1976,4.696518982605369e-07,5.713526873840635e-10
1977,4.35469533766053e-07,0.0
1978,4.91286900494714e-07,0.0
1979,4.6932826780476944e-07,5.851973350345929e-10
1980,5.00293253491435e-07,0.0
1981,5.427321259077189e-07,0.0
1982,5.183264479846628e-07,0.0
1983,5.146982622328267e-07,6.315316047889041e-10
1984,5.236504654337892e-07,0.0
1985,5.299706626882283e-07,6.015558051686298e-10
1986,5.179235165742035e-07,0.0
1987,4.894764025209497e-07,0.0
1988,5.282963961850129e-07,0.0
1989,5.53751551723991e-07,1.6464366536794728e-09
1990,5.350575400520086e-07,1.089730194969718e-09
1991,5.369102238361734e-07,5.861465202094962e-10
1992,5.096698338924455e-07,1.1019888335184191e-09
1993,5.794011204152127e-07,0.0
1994,5.580872362020983e-07,0.0
1995,6.176171281069287e-07,0.0
1996,5.556954119079194e-07,5.338092190498855e-10
1997,4.862022948692868e-07,0.0
1998,6.093669120410539e-07,0.0
1999,5.785874814812075e-07,0.0
2000,5.818547705871424e-07,4.4180314962005696e-10
2001,5.778818595869595e-07,0.0
2002,5.485289515938518e-07,0.0
2003,5.867027721428997e-07,1.6667691671301554e-09
2004,6.091826041387804e-07,4.404791253964646e-10
2005,6.597993411627812e-07,4.5037495954858286e-10
2006,6.92217277276086e-07,0.0
2007,7.110173501079231e-07,1.1983438685803094e-09
2008,8.157254454133067e-07,1.2772318758180745e-09
2009,7.466989200288765e-07,4.76819250749827e-10
2010,8.436694072244677e-07,1.8895172093635892e-09
2011,8.481569725438121e-07,0.0
2012,1.01787151673971e-06,1.3617010852229328e-09
2013,1.13573167692671e-06,0.0
2014,1.1842820040186552e-06,4.330890368553497e-10
2015,1.2118018206663805e-06,6.649726325136385e-10
2016,1.3312502018525407e-06,1.86420612280358e-09
2017,1.0022195193748473e-06,2.515611330355938e-10
2018,1.2117404377676166e-06,5.162933414126769e-10
2019,1.084680008034411e-06,2.55098775436835e-10
