year,ses_DET âmes_NOUN,ses_DET ames_NOUN,ses_DET rames_NOUN
1861,3.3483342321005694e-08,7.073945706981277e-09,1.660019304239313e-07
1862,3.0722308280717314e-08,4.517986262886353e-10,6.280001232927823e-08
1863,3.096664968893492e-08,9.989241656072068e-10,8.390962646931399e-08
1864,2.06173303984869e-08,2.3973640850272204e-09,3.8837296045812764e-08
1865,3.247722762944605e-08,1.8827377989971694e-09,6.58958241306351e-08
1866,3.113992264047738e-08,9.731225825149181e-10,6.373953209681815e-08
1867,3.2513836956127307e-08,0.0,7.182160643992574e-08
1868,2.0747471296544973e-08,4.93987406535723e-10,4.939873998743849e-08
1869,2.44175962782478e-08,9.767038289254515e-10,4.68817851206893e-08
1870,1.0894693147633916e-08,5.734048791339319e-10,4.816600807089344e-08
1871,1.3807530230280918e-08,1.0621177271019633e-09,5.416800519242315e-08
1872,3.084143029852271e-08,6.047339295989218e-10,5.200711850061879e-08
1873,3.412022664406322e-08,1.1972009161809183e-08,4.190203117815372e-08
1874,2.6288279997288555e-08,1.1949218281515073e-09,4.122480135038131e-08
1875,2.9179789251543298e-08,1.3159512368687842e-08,4.2339299621829696e-08
1876,2.5997863417615008e-08,1.813804439976252e-09,5.3204930239303394e-08
1877,2.288381928394756e-08,1.2369631985365004e-09,4.329371172673291e-08
1878,1.9928991790152395e-08,6.039088673581716e-10,4.3481437006498425e-08
1879,2.3826369210944165e-08,1.221865053580018e-09,8.308682186708438e-08
1880,1.2193908105473383e-08,1.9253538763308597e-09,7.123809431242023e-08
1881,1.5339516323820135e-08,0.0,6.972507526903371e-08
1882,2.5290462835059202e-08,1.3310770263785798e-09,6.988154566123228e-08
1883,2.0221884888815822e-08,5.68740488038344e-09,6.38253239704234e-08
1884,2.6406787867472303e-08,1.9805090900604227e-09,4.357119909315088e-08
1885,3.480643329112354e-08,4.511945095320158e-09,6.832373622422949e-08
1886,1.8715045291273213e-08,9.034849701716752e-09,7.22787925067081e-08
1887,2.6768590899450828e-08,9.793386657186431e-09,5.810742742529129e-08
1888,2.599652049184442e-08,3.1703073499755874e-09,8.433017395503839e-08
1889,2.0048437576747347e-08,4.38559560889118e-09,4.761503791250732e-08
1890,2.0318598359381213e-08,4.588070645628051e-09,4.522526708683472e-08
1891,2.7409146952095398e-08,6.374220040683554e-10,4.5894385181100006e-08
1892,2.1312942521944933e-08,1.2537024751679837e-09,4.826754418374435e-08
1893,1.6011883374744684e-08,6.774258043407144e-09,3.387129154930335e-08
1894,1.3863386882917439e-08,6.301539290376468e-10,3.465846476480294e-08
1895,2.2870734639468537e-08,4.213030146971164e-09,3.1898657715245804e-08
1896,1.2973464080801023e-08,8.845543741919926e-09,3.06645503989067e-08
1897,2.680288169187861e-08,9.905413045352418e-09,4.253500807127608e-08
1898,2.4330925163518202e-08,5.092519295146758e-09,4.187182511827814e-08
1899,2.819064981451902e-08,1.6582735185011188e-09,3.6482015630667775e-08
1900,2.6474371694895638e-08,2.07642125715779e-09,4.100931838557642e-08
1901,2.794369535763508e-08,3.912117296778206e-09,2.6267072128494107e-08
1902,2.7006560543441083e-08,1.9641135939885146e-09,5.204900777044941e-08
1903,1.1880484152015924e-08,3.2401321625741275e-09,4.698191591323564e-08
1904,3.9772225512990644e-08,5.374625189347171e-09,4.08471514390385e-08
1905,2.7868098939620722e-08,1.5482277126999122e-09,4.025391930895239e-08
1906,2.314883107423782e-08,1.2346043076760793e-08,3.0865106026567446e-08
1907,2.6228502036929058e-08,4.114274698707732e-09,2.982849123256415e-08
1908,3.5361999550787004e-08,1.964555629285769e-09,4.6658197083715436e-08
1909,2.915521307711444e-08,1.6502950117569526e-09,5.4459736276157855e-08
1910,2.1911017000775246e-08,7.481810837539626e-09,5.397592039990684e-08
1911,2.500575924102577e-08,1.5961122423746588e-09,4.9479479624636724e-08
1912,3.229841283314272e-08,9.89790061023399e-09,4.375913736920367e-08
1913,3.39391330594907e-08,1.113627856597077e-08,4.2423916823963737e-08
1914,4.888622839871459e-08,8.705766774141921e-09,3.683209115479258e-08
1915,3.652036184575991e-08,1.1780761921542648e-09,3.2986134268497835e-08
1916,5.8233549538044826e-08,5.493730803607377e-09,2.636990958926333e-08
1917,4.276905585243185e-08,4.386569774084137e-09,1.6449636319748606e-08
1918,3.675640414257941e-08,1.1486376294556067e-09,3.790504266021344e-08
1919,3.775217966017763e-08,9.207848372660976e-10,4.6960025201769895e-08
1920,4.0132828615924154e-08,5.300562211374427e-09,5.6034513473690595e-08
1921,1.817459427400081e-08,6.8154727417280014e-09,3.4077363153528495e-08
1922,3.24629156334133e-08,5.90234855435412e-09,5.1645549503653854e-08
1923,4.458698343867695e-08,5.307974060286824e-09,4.88333622428172e-08
1924,2.836157442231979e-08,6.4458122173149945e-09,4.1253198190815965e-08
1925,3.409435223034052e-08,8.798542339150117e-09,5.49908882874206e-08
1926,4.5699169337609646e-08,4.458455382660986e-09,3.901148426521672e-08
1927,4.0137209555979325e-08,6.689534814974252e-09,4.1252132376712325e-08
1928,2.2852082892654835e-08,6.8556245125250825e-09,4.227635130860108e-08
1929,2.8965056353413843e-08,7.798284684668033e-09,7.241263944024467e-08
1930,3.7812974085227324e-08,7.352522701786768e-09,5.566909833110145e-08
1931,1.4826963656844327e-08,4.5621426636444085e-09,2.737285598186645e-08
1932,2.9590749406338546e-08,4.383814644626227e-09,4.383814555808385e-08
1933,2.7529589274877253e-08,6.882397318719313e-09,3.900025302705501e-08
1934,1.4377896206951846e-08,1.0783422155213884e-08,2.7557634396657704e-08
1935,5.98414207075848e-09,2.393656828303392e-09,2.0346082152400413e-08
1936,2.7886843056990074e-08,6.0623572828433225e-09,4.122403041151301e-08
1937,1.510934133364117e-08,1.2591118148108649e-09,3.399601833375954e-08
1938,5.8343463393839556e-08,2.5930428915188486e-09,6.223302895236316e-08
1939,2.4470480752825097e-08,0.0,2.2941076593951948e-08
1940,3.0429394115571995e-08,2.5357829169792012e-09,2.2822046474857416e-08
1941,8.854508237732261e-09,1.4757512989405086e-08,3.246652724442356e-08
1942,5.158160121254696e-08,3.034211770724937e-09,1.8205270180260413e-08
1943,2.6129116648121453e-08,0.0,7.548411673496958e-08
1944,5.7837350908584995e-08,4.177142187700156e-08,6.42637232317611e-08
1945,2.3963544037997053e-08,4.357008087652048e-09,3.267756198965799e-08
1946,3.201854070766785e-08,1.3921104269343232e-08,3.062643116891195e-08
1947,4.1723047017327985e-08,1.3112958274774655e-08,4.2915136333476767e-08
1948,2.8266908369545263e-08,1.630783175166073e-08,4.783630558335972e-08
1949,3.435953033203987e-08,8.835307596655184e-09,3.337782894519137e-08
1950,4.679559140186029e-08,8.508289184305795e-09,5.317680740191122e-08
1951,5.224086763178093e-08,2.1322803522849654e-09,3.838104789544161e-08
1952,4.007025411478793e-08,1.0544803585865736e-08,3.47978517112324e-08
1953,2.801195209123364e-08,8.619061908632375e-09,2.1547654327491728e-08
1954,3.5181128898997827e-08,2.9317608341017376e-09,3.615838295445428e-08
1955,4.3173795205575516e-08,0.0,3.566531026066855e-08
1956,2.0058624983221307e-08,1.1337484284723587e-08,5.232685040823526e-08
1957,3.9757669878515145e-08,5.301022620862739e-09,7.156380521511352e-08
1958,4.2188442794799386e-08,3.3088973783179654e-09,3.7225095728121715e-08
1959,2.4802393028267034e-08,7.750748043378053e-09,3.642851353902188e-08
1960,2.837541629441276e-08,0.0,3.8064584373387333e-08
1961,4.0299324044479334e-08,2.779263652552544e-09,3.5435612832923624e-08
1962,4.566208611223033e-08,1.2683912808952869e-09,3.7417544285212045e-08
1963,2.8450633848819962e-08,5.172842487688456e-09,4.396916208904145e-08
1964,2.5552667537454e-08,2.4335873316516654e-09,3.4070222199034106e-08
1965,2.4624196015565758e-08,6.5664520487729305e-09,3.283226013284235e-08
1966,2.381802199913352e-08,4.431259692516676e-09,3.7665707330880593e-08
1967,2.8102911997507363e-08,6.902469928959931e-09,4.881032111825334e-08
1968,3.997359995788763e-08,3.5931326802796093e-09,3.143991064713525e-08
1969,2.7704722488364197e-08,2.7250546263957176e-09,3.587988656184038e-08
1970,2.6212732651131887e-08,2.7592349793881255e-09,3.632992787161449e-08
1971,2.3636628765366652e-08,9.762955333059153e-09,4.007949883089168e-08
1972,3.385897073826527e-08,6.156176013405457e-09,3.950213239845013e-08
1973,3.0322620858669325e-08,0.0,3.638714535236787e-08
1974,1.6876714470370757e-08,2.250228725575454e-09,3.2628316992688866e-08
1975,1.8847884142303428e-08,3.4268881066168433e-09,1.3707552426467373e-08
1976,2.399681342524218e-08,6.856232359631065e-09,3.4281160909976904e-08
1977,1.7630345183761165e-08,2.3507127910882275e-09,3.11469432467959e-08
1978,3.2079192635592335e-08,1.1881182704343018e-09,3.9207904478644195e-08
1979,3.043026097770962e-08,1.1703946700691858e-09,2.1652301285257636e-08
1980,2.6720208379238386e-08,1.1370301367108482e-09,2.0466542238750662e-08
1981,3.921840630027873e-08,1.897664858585557e-09,2.7199863694704618e-08
1982,2.7933760637921523e-08,4.9660017209518514e-09,2.9175261317959666e-08
1983,2.462973291983417e-08,1.8945948143667124e-09,2.652432717908937e-08
1984,3.421414973558967e-08,4.639206907519622e-09,2.9574944271359982e-08
1985,2.5866899400206478e-08,3.609334831011779e-09,3.609334664478325e-08
1986,2.2179595993154777e-08,2.9972427317837003e-09,3.7165810928829757e-08
1987,1.4665960890170027e-08,4.277571852284723e-09,3.1165165392810223e-08
1988,2.0388283006322894e-08,5.996553809062277e-10,2.5185526553173077e-08
1989,2.524536246717446e-08,1.6464366536794728e-09,3.5672794163055244e-08
1990,3.923028657482064e-08,1.634595292454577e-09,4.467893749415808e-08
1991,3.282420379946416e-08,2.344586136349136e-09,3.3996498338684233e-08
1992,2.8100715643297747e-08,3.856960972825618e-09,2.8651709560456595e-08
1993,2.8249957595427588e-08,4.985286627956498e-09,2.991172048938395e-08
1994,2.162719953124892e-08,1.5824779264761446e-09,2.479215588380157e-08
1995,4.12106260228029e-08,4.337960657352369e-09,2.8738988966381385e-08
1996,3.5765217898386936e-08,2.6690460952494277e-09,2.3487604750016544e-08
1997,3.500272882650535e-08,3.3564261370244708e-09,2.3015492733868825e-08
1998,2.527108478034279e-08,1.43043876743576e-09,2.6701524213912364e-08
1999,3.336246900964568e-08,1.8280804647829996e-09,2.6050146928469076e-08
2000,2.8275402019772855e-08,4.4180314962005696e-10,2.385736941334926e-08
2001,2.365854356867203e-08,4.381211837767296e-09,2.9354119662761136e-08
2002,3.724038410979347e-08,3.066854992184176e-09,3.724038322161505e-08
2003,2.5001537728996936e-08,2.9168459869666208e-09,3.208530491294326e-08
2004,3.083353805610756e-08,3.0833537945085254e-09,2.775018459466594e-08
2005,3.1526246946356196e-08,3.602999676388663e-09,2.2518747977429143e-08
2006,2.5530917824312382e-08,2.8825228870488218e-09,2.264839404908514e-08
2007,3.914590041009802e-08,3.994479413904628e-09,2.915970087613573e-08
2008,4.0019932423529525e-08,1.7029758714315335e-09,2.5970382372397793e-08
2009,2.1933685756536647e-08,4.76819250749827e-10,3.4807805970871186e-08
2010,4.771030792660724e-08,4.723793023408973e-10,2.550848210436385e-08
2011,4.2063691974014716e-08,0.0,4.818204657475178e-08
2012,4.5616987076613214e-08,6.808505426114664e-10,6.399995400308e-08
2013,5.1598811778852394e-08,0.0,7.976897287154117e-08
2014,6.041592137684404e-08,1.5158115873603606e-09,6.712880340487004e-08
2015,4.743471182511172e-08,2.2165753954528356e-10,7.359030607112516e-08
2016,4.681228338299093e-08,1.0356700219649184e-09,7.518964162400721e-08
2017,4.679037179933232e-08,7.546833991067814e-10,5.886530485277319e-08
2018,5.550153514555234e-08,5.162933414126769e-10,6.298778654212356e-08
2019,6.428489407461768e-08,0.0,6.300939814352091e-08
