year,veux_VERB ouvrir_VERB,veux_VERB rouvrir_VERB
1800,3.144164484325529e-09,0.0
1801,1.6668277424969347e-08,0.0
1802,8.951360541686881e-09,2.2378401354217203e-09
1803,3.900678446910888e-09,0.0
1804,1.2359254952798437e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,4.518061036407062e-09,0.0
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,2.5173417128598885e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,9.270415546325239e-09,0.0
1817,7.784366928831332e-09,0.0
1818,7.152706427149269e-09,0.0
1819,6.210630232317271e-09,0.0
1820,2.610625848831205e-08,0.0
1821,2.2681422962023134e-08,0.0
1822,8.02049271442229e-09,0.0
1823,2.569498569471307e-08,0.0
1824,8.421112696055388e-09,0.0
1825,2.1133063299316746e-08,0.0
1826,8.807984341885344e-10,0.0
1827,6.452091305675367e-09,0.0
1828,3.668920500743411e-09,0.0
1829,9.430493719264632e-09,0.0
1830,7.305785310052215e-09,0.0
1831,4.677361609140007e-09,0.0
1832,1.8941957335982806e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,7.467624740797874e-09,0.0
1835,2.7983425354705105e-08,0.0
1836,6.72075017860152e-09,0.0
1837,1.3219993100221927e-08,0.0
1838,5.680945491803868e-09,0.0
1839,4.194885327990505e-09,0.0
1840,5.732719632334238e-09,0.0
1841,7.0626033910059505e-09,0.0
1842,1.475818312002275e-08,0.0
1843,4.7255288571079745e-09,0.0
1844,4.390849017710252e-09,0.0
1845,7.812318791877715e-09,0.0
1846,6.439951683034906e-09,0.0
1847,4.853901280910122e-09,3.235934187273415e-09
1848,1.528592186161859e-08,0.0
1849,1.1731181359664333e-08,0.0
1850,7.467895635215882e-09,0.0
1851,9.674158363282004e-09,0.0
1852,4.557382027314816e-09,0.0
1853,1.3735443005202796e-08,0.0
1854,1.9223959313308114e-08,0.0
1855,1.1675261646360013e-08,1.5920811335945473e-09
1856,1.346069211649592e-08,0.0
1857,7.810414537345878e-09,0.0
1858,1.1744822003834088e-08,0.0
1859,1.476730293603623e-08,0.0
1860,1.1442959468865865e-08,4.577183909670879e-10
1861,1.3676294763342867e-08,0.0
1862,2.5300723294208183e-08,0.0
1863,9.489779628779615e-09,4.994620828036034e-10
1864,7.1920918109924514e-09,0.0
1865,7.530950973944073e-09,0.0
1866,2.7247432754506917e-08,0.0
1867,1.1161466417775046e-08,4.85281148598915e-10
1868,7.409810987013543e-09,2.9639244392143382e-09
1869,1.2697149998075474e-08,4.883519144627257e-10
1870,1.7202147262196377e-08,1.7202146374017957e-09
1871,5.3105884134652115e-09,0.0
1872,2.2979889990892843e-08,0.0
1873,8.380406590902112e-09,0.0
1874,1.9716210886144836e-08,0.0
1875,1.6592428764283795e-08,0.0
1876,1.6928840551599933e-08,0.0
1877,6.184816214727107e-09,0.0
1878,1.4493812372506909e-08,0.0
1879,1.4662380642960215e-08,0.0
1880,1.2835692508872398e-08,0.0
1881,1.1853263259808955e-08,1.3945015142624584e-09
1882,1.3310770263785798e-08,6.655385131892899e-10
1883,7.58320695126713e-09,1.8958017378167824e-09
1884,7.2618666635548834e-09,1.3203393933736152e-09
1885,9.023890079618013e-09,6.445635691854079e-10
1886,1.355227396970804e-08,0.0
1887,3.264462256069578e-09,0.0
1888,1.268122939990235e-08,2.53624587998047e-09
1889,9.397704836544563e-09,6.265136742733546e-10
1890,6.554386366985909e-09,0.0
1891,1.1473596295275001e-08,6.374220040683554e-10
1892,6.268512375839919e-09,0.0
1893,8.621783287310336e-09,4.310891643655168e-09
1894,6.9316934414587195e-09,2.520615716150587e-09
1895,4.213029924926559e-09,6.018614495673091e-10
1896,6.486732040400511e-09,0.0
1897,1.1653426668090106e-08,0.0
1898,5.6583546736987955e-09,5.6583546736987955e-09
1899,1.1055156790007459e-09,0.0
1900,7.786579381274805e-09,0.0
1901,1.4530721514915967e-08,0.0
1902,9.329538919189417e-09,4.910283846193408e-10
1903,2.7001101354784396e-09,4.860198465905796e-09
1904,6.987012746151322e-09,5.374625189347171e-10
1905,6.708986699521802e-09,0.0
1906,1.1317205839134203e-08,1.0288369045596824e-09
1907,1.0799970695529737e-08,0.0
1908,1.0313916831705683e-08,4.911389073214423e-10
1909,6.60118004702781e-09,5.500983557560346e-10
1910,8.550641084070776e-09,0.0
1911,8.51259862599818e-09,5.852411444351446e-09
1912,4.167536982180309e-09,2.0837684910901544e-09
1913,1.0075680734189518e-08,0.0
1914,6.027069510139427e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,5.483212106582869e-09
1918,1.033773866510046e-08,4.594550517822427e-09
1919,7.366278698128781e-09,0.0
1920,6.057785384427916e-09,0.0
1921,7.572747762196741e-09,7.572747429129834e-10
1922,7.377935595798135e-09,0.0
1923,1.0615948120573648e-09,0.0
1924,3.867487219366694e-09,0.0
1925,7.698724324711748e-09,8.798542339150117e-09
1926,1.4489979882625903e-08,0.0
1927,2.5643217327342427e-08,0.0
1928,5.713020723163709e-09,0.0
1929,1.3368487650211591e-08,0.0
1930,0.0,0.0
1931,3.4216069977333063e-09,0.0
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,5.98414207075848e-09
1936,1.4549657478823974e-08,0.0
1937,2.0145789036973838e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,9.176430282309411e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,6.068423541449874e-09,0.0
1943,2.322588166236983e-08,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,6.960552134671616e-09,0.0
1947,8.344609447874518e-09,0.0
1948,1.195907639583993e-08,0.0
1949,5.890204768377316e-09,3.9268033269479474e-09
1950,9.571825110299415e-09,0.0
1951,1.2793682557799002e-08,0.0
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,0.0
1954,1.2704297169818801e-08,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,8.72114114258693e-09,8.72114158667614e-10
1957,1.1485549400447326e-08,0.0
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,1.3951345856355601e-08,0.0
1960,1.4533750203327145e-08,0.0
1961,6.94815938118154e-09,1.3896318540318475e-09
1962,1.585489073363533e-08,0.0
1963,3.879631726988464e-09,0.0
1964,6.083968440151466e-09,0.0
1965,1.2585699593614663e-08,0.0
1966,1.163205709531212e-08,0.0
1967,9.860671390526932e-09,4.930335584241163e-10
1968,1.1677681044375277e-08,2.6948494546985557e-09
1969,9.537691525451919e-09,0.0
1970,8.277704743875347e-09,0.0
1971,1.1304474689666222e-08,0.0
1972,6.669190977248718e-09,1.5390440033513642e-09
1973,5.513203671370093e-09,5.513203782392395e-10
1974,9.00091468025721e-09,0.0
1975,5.140332159925265e-09,0.0
1976,7.427584769459372e-09,0.0
1977,5.289103821581875e-09,5.876781838942691e-10
1978,6.534650598410963e-09,1.7821774056514528e-09
1979,7.022368020415115e-09,1.1703946700691858e-09
1980,1.0233271119375331e-08,0.0
1981,6.958104314946922e-09,0.0
1982,4.345251713999687e-09,0.0
1983,1.5788289786655696e-08,0.0
1984,9.858314165001048e-09,0.0
1985,1.0226449020933615e-08,0.0
1986,2.038125046510686e-08,5.994485463567401e-10
1987,1.2221633483022742e-08,0.0
1988,1.0194141530917022e-08,0.0
1989,5.488121956886971e-09,5.488122178931576e-10
1990,1.0897301727652575e-08,0.0
1991,7.033758464558559e-09,5.861465202094962e-10
1992,8.264915862810085e-09,0.0
1993,7.754890063438324e-09,0.0
1994,1.002236071911966e-08,0.0
1995,1.3013881527967897e-08,0.0
1996,1.4412848692302305e-08,1.6014276571496566e-09
1997,7.671831170341648e-09,4.79489448146353e-10
1998,1.0489884516573511e-08,4.768129224785866e-10
1999,1.1425503210205079e-08,0.0
2000,1.0603275590881367e-08,8.836062992401139e-10
2001,1.445799924226776e-08,0.0
2002,1.2267419968736704e-08,0.0
2003,1.4584229823810801e-08,0.0
2004,6.166707589017051e-09,0.0
2005,9.007498746882447e-09,2.702249757291497e-09
2006,1.523619275189958e-08,0.0
2007,1.2782334302130494e-08,0.0
2008,1.1069342775726909e-08,1.7029758714315335e-09
2009,1.3827758493789588e-08,1.430457752249481e-09
2010,2.0784689525044087e-08,1.4171379625338432e-09
2011,2.103184648660772e-08,1.911985902935953e-09
2012,2.5872321174347235e-08,1.0212758416727752e-09
2013,2.7333426189102283e-08,8.367375126105969e-10
2014,3.18320445558129e-08,1.2992671383216248e-09
2015,3.014542571122547e-08,8.866301581811342e-10
2016,3.252003821785365e-08,1.6570720351438695e-09
2017,2.968421419780043e-08,2.7671724911471074e-09
2018,3.717311969353432e-08,2.323319980845895e-09
2019,3.7499521710060435e-08,2.5509878653906526e-09
