year,avions_VERB établi_VERB,avions_VERB rétabli_VERB
1800,5.0306631749208464e-08,0.0
1801,2.6193008650921e-08,0.0
1802,4.2518962573012686e-08,0.0
1803,7.801356893821776e-09,0.0
1804,4.69651695311768e-08,0.0
1805,8.528632911009026e-09,0.0
1806,1.152667650217154e-08,0.0
1807,7.686778502602465e-08,0.0
1808,2.7192887941396293e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,9.126494404654295e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,5.3344166417446104e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,5.664018942752591e-08,0.0
1815,5.664169577812572e-08,1.8880564667256294e-08
1816,1.622322720606917e-08,0.0
1817,2.6466848268569265e-08,0.0
1818,5.841376804482934e-08,0.0
1819,5.175525075173937e-08,0.0
1820,1.4477106446975085e-07,0.0
1821,3.254291058851777e-08,0.0
1822,5.012807946513931e-08,1.0025615893027862e-09
1823,3.360113609574e-08,8.894418535021487e-09
1824,4.29476756380609e-08,3.3684450784221553e-09
1825,5.899646993157148e-08,4.4027217427355936e-09
1826,4.844391554570393e-08,3.5231937367541377e-09
1827,4.147772969531616e-08,3.6869092223668076e-09
1828,7.246117661452445e-08,9.172301251858528e-10
1829,3.943661042171698e-08,1.628903412154159e-08
1830,3.965997663613052e-08,1.6698937344017395e-08
1831,9.042899762334855e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,6.139323005527331e-08,0.0
1834,4.667265329771908e-08,0.0
1835,4.386591001548368e-08,0.0
1836,5.981467410265395e-08,0.0
1837,2.7831564608504777e-08,0.0
1838,2.651107955387033e-08,0.0
1839,4.61437359433603e-08,0.0
1840,6.624475901162441e-08,0.0
1841,3.0818632978935057e-08,0.0
1842,4.8970335342346516e-08,0.0
1843,3.5441466650354414e-08,1.1813822142769936e-09
1844,3.512679214168202e-08,0.0
1845,4.9664027557128065e-08,1.1160455892778032e-09
1846,4.4494210982293225e-08,0.0
1847,4.2067142658197554e-08,0.0
1848,3.781254065415851e-08,6.43617736884039e-09
1849,2.9327951622803994e-08,2.513824481908955e-09
1850,5.295417082606946e-08,1.3577992064028876e-09
1851,6.191461210391935e-08,0.0
1852,5.599068941819496e-08,0.0
1853,2.7470886010405593e-08,0.0
1854,3.948704829781491e-08,0.0
1855,4.351688431825096e-08,0.0
1856,4.141751475117417e-08,0.0
1857,3.612316845647001e-08,4.881509085841174e-10
1858,2.5447114637699997e-08,0.0
1859,2.2405561850291633e-08,1.5276520048956854e-09
1860,4.897586691754441e-08,9.154367819341758e-10
1861,5.2818794671338765e-08,2.8295783494058924e-09
1862,2.4397126097142063e-08,4.517986262886353e-10
1863,4.04564275413577e-08,0.0
1864,2.6371003158942585e-08,4.794727948009836e-10
1865,3.0594488720225854e-08,6.118897832863013e-09
1866,1.897589108068587e-08,0.0
1867,3.34843974769683e-08,0.0
1868,3.754304245262574e-08,4.93987406535723e-10
1869,2.8812763730456936e-08,9.767038289254515e-10
1870,5.5620272831902184e-08,0.0
1871,8.390730243945654e-08,0.0
1872,5.865918950576088e-08,0.0
1873,5.088103804951061e-08,3.591602570907071e-09
1874,6.213593195525391e-08,1.1949218281515073e-09
1875,4.4627910256167524e-08,2.2886108563824337e-09
1876,2.2974855795609983e-08,3.02300739996042e-09
1877,5.257093604882357e-08,0.0
1878,4.891661831152305e-08,1.8117265465633636e-09
1879,4.154341226580982e-08,0.0
1880,2.3104245627791897e-08,0.0
1881,3.416528571165145e-08,0.0
1882,4.2594464844114555e-08,0.0
1883,3.5388296737437486e-08,2.5277355764075082e-09
1884,3.498899303622238e-08,1.9805090900604227e-09
1885,2.7716232864349877e-08,7.7347630522695e-09
1886,3.0976625708944994e-08,0.0
1887,3.9173546184656516e-08,0.0
1888,4.2482117379449846e-08,0.0
1889,3.57112810434046e-08,6.265136742733546e-10
1890,4.784702056781498e-08,5.243509182406569e-09
1891,4.270727416155751e-08,1.2748440081367107e-09
1892,6.080456671497814e-08,0.0
1893,3.510297474917934e-08,0.0
1894,3.3398158905129094e-08,1.1342770278588432e-08
1895,4.935263930860856e-08,3.611168697403855e-09
1896,6.604672364574071e-08,1.179405795248556e-09
1897,5.302309347143819e-08,5.826713556089658e-10
1898,5.092519472782442e-08,1.13167097914868e-09
1899,4.8089930260175606e-08,1.1055156790007459e-09
1900,4.049021384844309e-08,3.114631885736685e-09
1901,5.3651895370876446e-08,5.588738916095792e-10
1902,4.4192553616539954e-08,4.910283846193408e-10
1903,4.050165358648883e-08,5.400220270956879e-10
1904,4.192207825326477e-08,2.1498500757388683e-09
1905,4.076999715607599e-08,0.0
1906,5.555719440053508e-08,1.5432553013283723e-09
1907,4.731415970127273e-08,0.0
1908,2.6521501439447093e-08,0.0
1909,4.7308457595818254e-08,0.0
1910,4.435645095668406e-08,3.740905363258662e-09
1911,5.054355511902031e-08,1.0640748282497725e-09
1912,4.219631222213138e-08,1.5628263128064646e-09
1913,4.560571298384275e-08,5.30298971401777e-10
1914,4.955590426902745e-08,0.0
1915,1.1545146350044888e-07,1.1780761921542648e-09
1916,7.1418504887788e-08,0.0
1917,7.457168749169796e-08,3.289927441585405e-09
1918,8.499918635607173e-08,2.2972752589112133e-09
1919,8.747456092805805e-08,0.0
1920,7.875121355027659e-08,7.572231730534895e-10
1921,4.0892835784234194e-08,7.572747429129834e-10
1922,5.3858929760508545e-08,7.377935484775833e-10
1923,5.8387715995422695e-08,0.0
1924,5.1566498626698376e-08,3.867487219366694e-09
1925,3.519416935660047e-08,1.2097995494286806e-08
1926,4.56991671171636e-08,2.229227691330493e-09
1927,4.0137209111890115e-08,4.4596899506643695e-09
1928,6.741364444451392e-08,0.0
1929,6.461435475557664e-08,1.1140406375176326e-09
1930,4.8316575629314684e-08,0.0
1931,5.7026781519198266e-08,0.0
1932,6.356530946050043e-08,0.0
1933,6.652984296806608e-08,0.0
1934,5.391711255242626e-08,2.3963160344919743e-09
1935,6.223507398317452e-08,3.590485242455088e-09
1936,5.577368611398015e-08,0.0
1937,4.5328025777280345e-08,0.0
1938,9.07565009811151e-08,2.5930428915188486e-09
1939,7.188203454688846e-08,0.0
1940,6.339457314652464e-08,2.5357829169792012e-09
1941,8.559357667081713e-08,0.0
1942,7.58552971547033e-08,0.0
1943,1.0161323160673419e-07,2.9032352077962287e-09
1944,8.354284375400312e-08,6.4263723231761105e-09
1945,6.535512397931598e-08,0.0
1946,6.960551957035932e-08,1.3921104269343232e-09
1947,4.887557025767819e-08,1.1920870957027319e-09
1948,5.762100485640076e-08,2.174377566888097e-09
1949,5.3011845579931105e-08,4.908504269707237e-09
1950,5.317680873417885e-08,4.2541445921528975e-09
1951,5.437314953837813e-08,4.264560704569931e-09
1952,5.5887461769543734e-08,1.0544803918932644e-09
1953,5.925604895651304e-08,0.0
1954,6.743049851820615e-08,0.0
1955,4.786659957289885e-08,9.385607846468247e-10
1956,5.145473380707699e-08,1.744228317335228e-09
1957,5.47772351922049e-08,6.184526224473075e-09
1958,6.121459961150322e-08,2.4816730892496253e-09
1959,5.968075811324525e-08,5.425523585955716e-09
1960,5.1214165353030694e-08,1.3841666701708277e-09
1961,5.628008992175637e-08,2.08444772553662e-09
1962,4.94672605100277e-08,0.0
1963,4.4615767080813384e-08,6.466053248388448e-10
1964,6.144807684904663e-08,6.083968329129164e-10
1965,4.1040326692609597e-08,2.73602163147757e-09
1966,6.092982118843793e-08,5.539074754423723e-10
1967,4.881032111825334e-08,4.930335695263466e-09
1968,5.7939264053175066e-08,1.7965663401398047e-09
1969,4.269252329436313e-08,4.5417578031781147e-10
1970,5.564457339346518e-08,9.197450023812337e-10
1971,6.577148781161668e-08,1.0276794970565106e-09
1972,5.643161671287089e-08,0.0
1973,4.3002987837326145e-08,4.9618833486420044e-09
1974,3.7691329168865195e-08,5.625571675160757e-10
1975,4.968987710185502e-08,5.711480177694739e-10
1976,5.0850388788603595e-08,5.713526873840635e-10
1977,5.7592462354705276e-08,0.0
1978,5.22772047872877e-08,1.1881182704343018e-09
1979,5.208256226296726e-08,5.851973350345929e-10
1980,5.230338473438678e-08,5.685150683554241e-10
1981,5.69299452024552e-08,1.2651099057237047e-09
1982,4.345251625181845e-08,0.0
1983,4.736487113632393e-08,1.2630632095778083e-09
1984,4.059305780401701e-08,0.0
1985,4.692135391337615e-08,6.015558051686298e-10
1986,4.555808885697843e-08,0.0
1987,3.910922785621551e-08,0.0
1988,3.418035632307692e-08,5.996553809062277e-10
1989,4.555141330797596e-08,5.488122178931576e-10
1990,3.4871366239030976e-08,0.0
1991,3.341035181847474e-08,1.7584396161396398e-09
1992,3.361066092111287e-08,5.509944167592096e-10
1993,3.877445209354846e-08,5.539207426075166e-10
