year,avions_VERB établi_VERB,avions_VERB rétabli_VERB
1994,4.5364370038214474e-08,5.274926606624319e-10
1995,3.5788175978268555e-08,2.7112254663563817e-09
1996,3.6299027783570637e-08,0.0
1997,4.123609187445254e-08,4.79489448146353e-10
1998,3.099284029417504e-08,0.0
1999,3.838968964942069e-08,0.0
2000,2.9159007652879154e-08,8.836062992401139e-10
2001,2.8477876057309004e-08,1.7524847129024579e-09
2002,4.77553143696241e-08,0.0
2003,4.50027677345588e-08,4.1669229178253886e-10
2004,3.876216325693349e-08,2.2023955992267474e-09
2005,3.648037250059133e-08,1.3511248786457486e-09
2006,3.417848759568187e-08,4.1178899179428186e-10
2007,3.0358044966760644e-08,3.994479469415779e-10
2008,3.874270149140102e-08,4.257439678578834e-10
2009,3.623826216880843e-08,0.0
2010,4.015224064346512e-08,1.4171379625338432e-09
2011,5.238841538357519e-08,2.2943831279320648e-09
2012,4.085103100237575e-08,3.404252713057332e-10
2013,5.857162577171948e-08,1.3945624655065103e-09
2014,6.27979090950248e-08,1.0827225782605865e-09
2015,5.0537920515125734e-08,1.329945265027277e-09
2016,6.172593458586562e-08,8.285360175719347e-10
2017,5.358252153087051e-08,2.0124890642847504e-09
2018,6.453667111827599e-08,5.162933414126769e-10
2019,5.3825843338017876e-08,1.2754939326953263e-09
