year,sans_ADP assurer_VERB,sans_ADP rassurer_VERB
1972,7.028301352018929e-08,4.6171320100540925e-09
1973,6.781240735609373e-08,1.6539611902288698e-09
1974,6.975708677359194e-08,5.625571564138454e-09
1975,6.568202293166792e-08,1.7134440533084216e-09
1976,7.998937506803472e-08,7.998937512354587e-09
1977,5.641710532078292e-08,5.876781727920388e-09
1978,6.118808770771977e-08,5.346532105932056e-09
1979,5.969012950579611e-08,8.192762912528906e-09
1980,4.036457129652504e-08,1.7055452605774235e-09
1981,5.250206092100029e-08,1.2651099057237047e-09
1982,5.9592021872667544e-08,4.345251713999687e-09
1983,5.6837845874291304e-08,3.157658134966823e-09
1984,5.4510678637598176e-08,4.639206796497319e-09
1985,5.654624724016344e-08,3.609334831011779e-09
1986,4.435919365164409e-08,4.196139880008332e-09
1987,5.438626970999394e-08,3.6664902225425067e-09
1988,6.176450262351807e-08,6.596209356501959e-09
1989,6.256459139653003e-08,4.939309850016116e-09
1990,5.176218298430513e-08,3.814055737905164e-09
1991,6.271767727383804e-08,2.344586080837985e-09
1992,4.958949617606123e-08,5.509944056569793e-09
1993,4.763718247646764e-08,2.2156829704300662e-09
1994,3.850696450591329e-08,4.747434001473039e-09
1995,5.314001905176724e-08,4.337960657352369e-09
1996,4.91104494848571e-08,4.804283193493575e-09
1997,4.411302811924145e-08,4.794894259418925e-09
1998,5.6740737996996415e-08,3.814503379828693e-09
1999,6.261175622412907e-08,9.140402323914998e-10
2000,4.0204085838269066e-08,6.185244316725402e-09
2001,6.046072192900098e-08,1.7524847129024579e-09
2002,5.345090148267673e-08,6.133709984368352e-09
2003,4.3752689915521614e-08,6.250384210204629e-09
2004,4.977414125306723e-08,4.404791198453495e-09
2005,5.134274561058305e-08,5.854874363109275e-09
2006,5.559151217138236e-08,2.0589450144825605e-09
2007,5.152878523873028e-08,3.1955835755326234e-09
2008,3.789121388875216e-08,6.3861596011349775e-09
2009,3.7668719921057914e-08,4.291373478793048e-09
2010,5.243410283739536e-08,5.196172381261022e-09
2011,4.474047077263066e-08,4.5887662558641296e-09
2012,3.744678023220871e-08,2.0425516833455504e-09
2013,3.9605576318546554e-08,5.857162754807632e-09
2014,4.265927150415294e-08,5.197068553286499e-09
2015,3.214034230425433e-08,6.428068743957738e-09
2016,3.852692498362842e-08,4.142679976837371e-09
2017,3.345763011086689e-08,2.5156112748447867e-09
2018,3.149389543599668e-08,3.0977600484760615e-09
2019,3.571382722888927e-08,3.5713827450933877e-09
