year,pouvons_VERB avoir_VERB,pouvons_VERB ravoir_VERB
1800,6.885720154059527e-07,0.0
1801,5.595779271061474e-07,0.0
1802,5.930276074650465e-07,0.0
1803,5.851017590430274e-07,0.0
1804,6.327938422145962e-07,0.0
1805,5.00346459375578e-07,0.0
1806,6.080321668378019e-07,0.0
1807,3.046241943138739e-07,0.0
1808,4.486826412630762e-07,0.0
1809,5.421672994998517e-07,0.0
1810,4.3058332721557235e-07,0.0
1811,3.133845893898979e-07,0.0
1812,3.4673706750254496e-07,0.0
1813,3.4221326927763585e-07,0.0
1814,3.1152103474596515e-07,0.0
1815,4.42344656903515e-07,0.0
1816,4.774263970830361e-07,0.0
1817,5.760431349699502e-07,0.0
1818,4.911524911221932e-07,0.0
1819,5.827641302857955e-07,0.0
1820,5.992573051116779e-07,0.0
1821,7.524315606133314e-07,0.0
1822,6.787341817471315e-07,0.0
1823,6.255741027416661e-07,0.0
1824,6.905312375238282e-07,1.7684335773537896e-08
1825,6.102172278588114e-07,8.805443041381977e-10
1826,4.870815359936387e-07,8.807984341885344e-10
1827,4.737678409583168e-07,0.0
1828,6.594884780497523e-07,0.0
1829,6.044089104761952e-07,0.0
1830,5.531522901947028e-07,0.0
1831,5.799928430860746e-07,0.0
1832,5.506697675627947e-07,0.0
1833,5.421138098427036e-07,0.0
1834,5.161995773050876e-07,0.0
1835,5.967276592855342e-07,5.294161553592858e-09
1836,6.855165111119277e-07,6.720750067579218e-10
1837,5.134923526384227e-07,6.957890930081589e-10
1838,5.453707672131713e-07,6.312161904276081e-10
1839,6.634909937019984e-07,0.0
1840,6.573518476216123e-07,2.5478754661634184e-09
1841,6.247193482522562e-07,0.0
1842,6.889388259878615e-07,0.0
1843,6.952434432605514e-07,0.0
1844,7.255878244905034e-07,0.0
1845,5.836918148816039e-07,0.0
1846,5.427122573564702e-07,2.3418005312692003e-09
1847,5.743783049183548e-07,0.0
1848,5.092625201541523e-07,0.0
1849,5.714761073249974e-07,0.0
1850,6.07615163517039e-07,0.0
1851,4.495258849601669e-07,0.0
1852,4.850356276620005e-07,1.9531636308300904e-09
1853,4.699910221006576e-07,0.0
1854,6.982972990954295e-07,0.0
1855,5.476758815348148e-07,0.0
1856,4.93903826281894e-07,0.0
1857,4.4909884877597506e-07,4.881509085841174e-10
1858,5.192190428715548e-07,0.0
1859,5.479178639689053e-07,1.018434669930457e-09
1860,4.856391910834645e-07,0.0
1861,5.998705887577671e-07,1.8863854922557266e-09
1862,5.995368042022164e-07,0.0
1863,6.512985351037059e-07,0.0
1864,6.026972982908774e-07,0.0
1865,5.591730882770207e-07,2.3534221238463715e-09
1866,6.923767159605632e-07,0.0
1867,5.119716206536395e-07,2.426405742994575e-09
1868,5.868570269740303e-07,0.0
1869,6.690420946142694e-07,4.883519144627257e-10
1870,7.408390843011148e-07,0.0
1871,6.670099423899956e-07,0.0
1872,6.029197265888797e-07,0.0
1873,7.039541287667817e-07,0.0
1874,5.681853281203075e-07,0.0
1875,5.521273465092236e-07,0.0
1876,5.719530236092396e-07,0.0
1877,4.886004489890183e-07,0.0
1878,5.054717462371627e-07,0.0
1879,5.956592303846264e-07,0.0
1880,5.301141072777682e-07,0.0
1881,5.055068186265999e-07,0.0
1882,6.083021730773908e-07,0.0
1883,5.377757474889222e-07,0.0
1884,5.215340479480801e-07,0.0
1885,5.072715225651336e-07,0.0
1886,4.788470278072054e-07,6.453463874400711e-10
1887,5.712809070246294e-07,6.528924623161458e-10
1888,5.497312827174028e-07,0.0
1889,4.510898463649937e-07,0.0
1890,4.5618529043167655e-07,0.0
1891,5.64118465717911e-07,0.0
1892,5.227939254837111e-07,0.0
1893,4.59417861975453e-07,0.0
1894,5.154658992978511e-07,0.0
1895,5.838056154061633e-07,6.018614495673091e-10
1896,5.726014933316037e-07,0.0
1897,5.611125288851326e-07,0.0
1898,6.167607011775544e-07,0.0
1899,5.682350661118107e-07,0.0
1900,5.632292641166714e-07,0.0
1901,5.952006745246763e-07,5.588738916095792e-10
1902,5.224542292125989e-07,4.910283846193408e-10
1903,6.869080380056403e-07,0.0
1904,7.013886147433368e-07,0.0
1905,5.934873001933738e-07,0.0
1906,5.319086540112039e-07,0.0
1907,5.369128643906151e-07,0.0
1908,6.782628361179377e-07,0.0
1909,6.188606676005293e-07,0.0
1910,5.643423151013849e-07,0.0
1911,6.171633799567644e-07,0.0
1912,6.600336632800463e-07,0.0
1913,6.570404025296739e-07,0.0
1914,5.99358543240669e-07,0.0
1915,7.893110591794539e-07,0.0
1916,7.735173426226538e-07,0.0
1917,6.996579031692818e-07,0.0
1918,6.949257453925384e-07,0.0
1919,6.021932676958386e-07,9.207848372660976e-10
1920,7.011886395957845e-07,0.0
1921,6.323244292616437e-07,0.0
1922,5.149798880665912e-07,0.0
1923,6.327105097625463e-07,0.0
1924,7.734974474260525e-07,0.0
1925,6.279959734456497e-07,0.0
1926,5.539631047213334e-07,0.0
1927,5.875641591046588e-07,0.0
1928,6.021523972776777e-07,0.0
1929,6.673103598586749e-07,0.0
1930,6.270651056183851e-07,0.0
1931,6.911645868967753e-07,0.0
1932,6.893548629705037e-07,0.0
1933,4.829148565477226e-07,0.0
1934,5.751158482780738e-07,0.0
1935,5.457537781694555e-07,0.0
1936,5.577368824560835e-07,0.0
1937,6.572563506779261e-07,0.0
1938,5.199050860937859e-07,0.0
1939,5.24585914263298e-07,0.0
1940,4.1079684365286084e-07,0.0
1941,5.253674544292153e-07,0.0
1942,4.7030283667481854e-07,0.0
1943,5.95163214711647e-07,0.0
1944,5.333889134817582e-07,0.0
1945,6.535512397931598e-07,0.0
1946,6.487234713858925e-07,0.0
1947,6.949867952243949e-07,0.0
1948,5.446815976029029e-07,0.0
1949,5.526975428438163e-07,0.0
1950,6.072791620681528e-07,0.0
1951,6.322211447695736e-07,0.0
1952,5.567656558014278e-07,0.0
1953,6.141081598798337e-07,0.0
1954,7.153496426326456e-07,0.0
1955,6.063102659936703e-07,0.0
1956,5.084425538370851e-07,0.0
1957,5.813454890812864e-07,0.0
1958,5.360413979360601e-07,0.0
1959,4.875220156463911e-07,0.0
1960,4.934554453939199e-07,0.0
1961,5.91983166486898e-07,0.0
1962,5.371637143980479e-07,0.0
1963,5.483213385559793e-07,0.0
1964,5.925784876126272e-07,0.0
1965,6.030192025718861e-07,5.472043373977442e-10
1966,4.80237758893054e-07,0.0
1967,5.862169132342387e-07,0.0
1968,5.497493020811817e-07,0.0
1969,5.318398166309635e-07,0.0
1970,5.518469947674021e-07,9.197450023812337e-10
1971,4.871200758316263e-07,0.0
1972,4.4734881043950736e-07,0.0
1973,4.686223178396176e-07,0.0
1974,4.4554528244589164e-07,0.0
1975,3.883806414251012e-07,0.0
1976,4.2565775970615505e-07,0.0
1977,4.5309988649933075e-07,0.0
1978,4.633661205843964e-07,0.0
1979,4.2894964735751273e-07,0.0
1980,4.502639399106556e-07,0.0
1981,4.4025824763593846e-07,0.0
1982,4.537684219485527e-07,0.0
1983,5.54484756776219e-07,0.0
1984,4.413045360251999e-07,0.0
1985,4.060501623825985e-07,0.0
1986,4.537825475381396e-07,0.0
1987,4.509782911554794e-07,1.2221633705067347e-09
1988,4.059666878220014e-07,0.0
1989,4.5825819938727363e-07,0.0
1990,4.664045150093443e-07,0.0
1991,4.2612850847945083e-07,0.0
1992,3.9120604355957767e-07,5.509944167592096e-10
1993,4.6252381480371696e-07,0.0
1994,5.005905450161663e-07,0.0
1995,4.1752872448341805e-07,0.0
1996,4.3985880893160356e-07,0.0
1997,4.794894721271703e-07,0.0
1998,4.787201532963081e-07,0.0
1999,4.940387725582696e-07,0.0
2000,4.669859379191621e-07,0.0
2001,4.5608413756781374e-07,0.0
2002,4.77991250136256e-07,0.0
2003,4.3252660475445737e-07,8.333845835650777e-10
2004,5.056700160821492e-07,0.0
2005,4.692907111802924e-07,0.0
2006,5.200894861445704e-07,0.0
2007,4.809353413293138e-07,0.0
2008,4.764075072216656e-07,0.0
2009,5.183024995858432e-07,0.0
2010,4.534841195891204e-07,0.0
2011,4.955867893841059e-07,0.0
2012,4.78297522477078e-07,0.0
2013,5.145935801920132e-07,8.367375126105969e-10
2014,5.086630494588462e-07,0.0
2015,5.248850811767625e-07,2.2165753954528356e-10
2016,5.327486860551289e-07,4.1426800878596737e-10
2017,5.234987270341662e-07,0.0
2018,5.823789024361758e-07,0.0
2019,5.408094239101047e-07,0.0
